Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;16,00;147,20;128,00;60,80;96,00;74,18;2,91;61,09;82,91;48,00;109,33;136,00;58,67;48,00;59,43;61,71;16,00;32,00;43,00;30,00;57,00;8,00;52,00;19,00;11,00;12,00;5,00;59,00;4,00;5,00;8,00;1,00;6,00;2,00;0,00
2019-01-13;26,00;136,50;139,75;65,00;104,00;62,11;2,89;63,56;66,44;49,40;91,00;156,00;57,20;49,83;58,50;62,83;19,50;29,00;34,00;19,00;39,00;8,00;38,00;21,00;18,00;8,00;8,00;60,00;7,00;5,00;3,00;3,00;7,00;2,00;1,00
2019-01-20;29,00;151,44;135,33;70,89;106,33;82,65;1,45;66,70;72,50;48,33;67,67;149,83;45,92;49,08;44,62;42,38;22,31;24,00;38,00;27,00;45,00;9,00;58,00;29,00;18,00;13,00;10,00;57,00;3,00;7,00;6,00;1,00;8,00;3,00;1,00
2019-01-27;15,00;138,00;147,00;87,00;75,00;58,50;1,50;73,50;73,50;42,50;95,00;142,50;67,50;32,14;51,43;47,14;23,57;37,00;32,00;18,00;40,00;8,00;50,00;23,00;11,00;7,00;3,00;67,00;5,00;3,00;3,00;2,00;8,00;2,00;0,00
2019-02-03;16,00;160,00;115,20;64,00;83,20;48,00;1,45;71,27;66,91;50,67;93,33;165,33;69,33;57,14;66,29;64,00;20,57;41,00;56,00;22,00;54,00;9,00;65,00;23,00;18,00;12,00;1,00;54,00;3,00;3,00;2,00;5,00;5,00;2,00;1,00
2019-02-10;20,00;156,67;143,33;60,00;73,33;64,29;4,29;71,43;71,43;42,50;85,00;140,00;55,00;48,89;66,67;51,11;28,89;52,00;39,00;21,00;33,00;15,00;50,00;22,00;18,00;14,00;3,00;57,00;3,00;1,00;3,00;3,00;11,00;0,00;3,00
2019-02-17;24,00;168,00;157,71;75,43;99,43;52,50;0,00;66,00;72,00;45,33;114,67;138,67;77,33;50,40;60,00;60,00;21,60;42,00;37,00;25,00;43,00;12,00;53,00;22,00;16,00;10,00;4,00;34,00;3,00;5,00;2,00;3,00;6,00;3,00;0,00
2019-02-24;19,00;158,33;155,17;69,67;91,83;49,69;1,46;81,85;86,23;42,75;104,50;130,63;68,88;49,88;71,25;54,63;35,63;29,00;28,00;30,00;39,00;11,00;51,00;24,00;20,00;12,00;7,00;44,00;3,00;7,00;7,00;5,00;7,00;3,00;2,00
2019-03-03;20,00;166,67;150,00;73,33;73,33;51,43;1,43;72,86;82,86;42,50;102,50;142,50;60,00;55,56;64,44;55,56;28,89;20,00;41,00;23,00;52,00;10,00;44,00;27,00;8,00;16,00;0,00;76,00;2,00;6,00;6,00;3,00;7,00;6,00;2,00
2019-03-10;25,00;159,38;137,50;78,13;103,13;54,41;1,47;80,88;58,82;47,50;92,50;142,50;65,00;61,36;72,73;47,73;27,27;31,00;40,00;31,00;49,00;12,00;54,00;15,00;25,00;13,00;3,00;58,00;3,00;4,00;3,00;3,00;4,00;2,00;3,00
2019-03-17;25,00;150,00;103,13;78,13;87,50;60,29;4,41;54,41;80,88;55,00;100,00;147,50;87,50;56,82;77,27;47,73;18,18;35,00;38,00;22,00;48,00;14,00;49,00;20,00;21,00;8,00;1,00;69,00;3,00;6,00;7,00;4,00;5,00;4,00;1,00
2019-03-24;27,00;189,00;141,75;84,38;108,00;45,00;3,00;69,00;76,50;36,82;88,36;137,45;63,82;51,75;76,50;54,00;24,75;35,00;39,00;22,00;46,00;18,00;55,00;23,00;19,00;9,00;1,00;73,00;1,00;6,00;2,00;3,00;7,00;3,00;1,00
2019-03-31;34,00;163,82;123,64;64,91;132,91;76,87;2,96;78,35;102,00;55,86;102,00;196,71;77,71;63,47;77,07;54,40;31,73;45,00;41,00;36,00;40,00;23,00;53,00;28,00;16,00;13,00;5,00;62,00;3,00;8,00;3,00;5,00;8,00;7,00;3,00
2019-04-07;46,00;200,43;138,00;95,29;151,14;89,03;2,97;59,35;96,45;84,33;138,00;204,44;66,44;48,30;98,90;78,20;39,10;44,00;41,00;55,00;54,00;13,00;66,00;27,00;16,00;15,00;8,00;63,00;6,00;10,00;4,00;5,00;8,00;4,00;2,00
2019-04-14;50,00;290,63;165,63;90,63;146,88;114,71;5,88;70,59;73,53;95,00;122,50;245,00;87,50;61,36;120,45;79,55;63,64;48,00;55,00;57,00;40,00;20,00;76,00;19,00;13,00;10,00;5,00;81,00;3,00;9,00;4,00;8,00;15,00;14,00;2,00
2019-04-21;39,00;185,25;143,00;81,25;152,75;87,00;3,00;87,00;88,50;78,00;124,80;213,20;85,80;59,65;94,06;61,94;52,76;41,00;41,00;44,00;44,00;14,00;68,00;28,00;12,00;18,00;7,00;79,00;2,00;7,00;2,00;6,00;8,00;6,00;2,00
2019-04-28;41,00;148,23;135,62;78,85;138,77;82,00;2,93;86,39;70,29;87,13;99,94;169,13;69,19;68,33;95,67;77,44;47,83;43,00;42,00;20,00;34,00;13,00;60,00;25,00;21,00;13,00;6,00;66,00;4,00;7,00;3,00;2,00;8,00;2,00;1,00
2019-05-05;33,00;125,40;145,20;79,20;122,10;84,00;3,00;141,00;78,00;48,23;101,54;172,62;50,77;46,20;81,40;57,20;28,60;38,00;35,00;19,00;51,00;12,00;47,00;23,00;18,00;14,00;3,00;72,00;6,00;6,00;6,00;4,00;12,00;5,00;1,00
2019-05-12;34,00;148,36;111,27;55,64;117,45;137,48;2,96;99,04;99,04;60,15;109,85;185,69;54,92;49,87;88,40;65,73;34,00;51,00;29,00;25,00;48,00;20,00;48,00;33,00;17,00;10,00;7,00;70,00;8,00;6,00;8,00;3,00;5,00;2,00;1,00
2019-05-19;30,00;170,00;123,33;66,67;103,33;72,86;2,86;85,71;74,29;55,00;97,50;170,00;55,00;57,69;85,38;69,23;32,31;49,00;45,00;40,00;41,00;14,00;67,00;18,00;13,00;19,00;8,00;62,00;5,00;3,00;5,00;8,00;9,00;3,00;4,00
2019-05-26;60,00;151,58;138,95;60,00;113,68;79,50;0,00;87,00;79,50;67,50;90,00;185,00;62,50;110,77;76,15;69,23;55,38;38,00;36,00;44,00;36,00;11,00;65,00;18,00;21,00;16,00;8,00;56,00;5,00;5,00;5,00;3,00;24,00;7,00;3,00
2019-06-02;33,00;181,50;141,90;62,70;112,20;61,50;0,00;85,50;79,50;53,31;86,31;190,38;71,08;66,00;121,00;66,00;24,20;41,00;34,00;32,00;47,00;19,00;57,00;30,00;24,00;21,00;3,00;66,00;7,00;3,00;8,00;3,00;9,00;7,00;0,00
2019-06-09;50,00;137,50;115,63;62,50;115,63;64,71;2,94;60,29;77,94;57,50;100,00;172,50;47,50;45,45;77,27;59,09;29,55;44,00;41,00;30,00;43,00;13,00;56,00;26,00;21,00;10,00;12,00;74,00;7,00;8,00;5,00;5,00;6,00;5,00;1,00
2019-06-16;48,00;147,20;118,40;44,80;118,40;52,36;4,36;61,09;77,09;63,16;85,89;179,37;53,05;61,71;70,86;48,00;32,00;46,00;37,00;34,00;43,00;21,00;52,00;30,00;20,00;8,00;11,00;78,00;4,00;8,00;9,00;6,00;8,00;6,00;2,00
2019-06-23;41,00;141,92;100,92;59,92;129,31;70,29;2,93;71,75;74,68;51,25;110,19;169,13;76,88;63,78;77,44;56,94;25,06;44,00;33,00;32,00;39,00;19,00;49,00;33,00;19,00;12,00;7,00;58,00;8,00;10,00;4,00;3,00;12,00;4,00;1,00
2019-06-30;42,00;151,85;113,08;67,85;122,77;68,07;1,45;57,93;47,79;54,35;93,88;163,06;46,94;44,21;75,16;42,00;19,89;43,00;35,00;37,00;39,00;22,00;49,00;22,00;16,00;12,00;6,00;66,00;6,00;9,00;7,00;4,00;5,00;1,00;5,00
2019-07-07;52,00;149,50;149,50;65,00;143,00;74,29;2,97;60,91;84,69;79,24;108,95;173,33;74,29;72,35;119,83;58,78;36,17;57,00;35,00;36,00;52,00;16,00;62,00;35,00;25,00;12,00;4,00;73,00;7,00;9,00;4,00;2,00;7,00;3,00;4,00
2019-07-14;56,00;171,29;135,06;69,18;144,94;75,16;4,42;67,79;100,21;63,64;101,82;190,91;68,73;44,80;114,24;64,96;35,84;63,00;35,00;39,00;47,00;17,00;58,00;29,00;19,00;14,00;6,00;73,00;6,00;16,00;6,00;7,00;11,00;2,00;6,00
2019-07-21;63,00;166,95;141,75;63,00;148,05;63,00;1,47;67,40;79,12;73,08;113,40;181,44;55,44;63,00;119,25;60,75;42,75;66,00;43,00;27,00;65,00;21,00;59,00;38,00;15,00;16,00;3,00;71,00;8,00;10,00;6,00;5,00;8,00;5,00;2,00
2019-07-28;56,00;171,29;141,65;88,94;158,12;69,26;4,42;58,95;92,84;61,09;114,55;190,91;48,36;67,20;94,08;67,20;38,08;40,00;40,00;35,00;61,00;24,00;62,00;32,00;27,00;17,00;6,00;71,00;3,00;6,00;4,00;5,00;15,00;7,00;3,00
2019-08-04;45,00;147,86;128,57;67,50;135,00;69,68;1,45;59,52;68,23;45,00;75,00;145,00;77,50;67,50;78,75;65,25;33,75;44,00;47,00;38,00;40,00;20,00;47,00;16,00;21,00;15,00;9,00;74,00;7,00;14,00;5,00;3,00;11,00;2,00;2,00
2019-08-11;46,00;151,14;138,00;55,86;121,57;68,26;2,97;74,19;81,61;63,89;109,89;145,67;56,22;41,40;87,40;64,40;34,50;44,00;22,00;27,00;47,00;18,00;63,00;18,00;19,00;17,00;9,00;62,00;4,00;8,00;5,00;5,00;5,00;1,00;1,00
2019-08-18;42,00;151,85;142,15;77,54;113,08;61,50;3,00;67,50;76,50;51,88;88,94;158,12;51,88;57,47;66,32;59,68;33,16;42,00;34,00;28,00;45,00;17,00;56,00;23,00;18,00;11,00;12,00;49,00;3,00;7,00;6,00;2,00;10,00;4,00;0,00
2019-08-25;41,00;154,54;110,38;50,46;129,31;70,29;1,46;79,07;62,96;56,38;82,00;156,31;74,31;47,83;82,00;54,67;34,17;34,00;39,00;33,00;47,00;16,00;45,00;20,00;23,00;15,00;11,00;50,00;8,00;5,00;3,00;4,00;11,00;5,00;1,00
2019-09-01;42,00;177,69;148,62;71,08;116,31;82,50;4,50;64,50;82,50;66,71;123,53;175,41;76,59;65,33;81,67;65,33;46,67;46,00;56,00;32,00;42,00;16,00;47,00;17,00;19,00;16,00;5,00;56,00;2,00;10,00;5,00;4,00;8,00;5,00;2,00
2019-09-08;41,00;170,31;157,69;59,92;113,54;70,29;0,00;76,14;82,00;71,75;125,56;181,94;74,31;45,56;93,39;68,33;45,56;38,00;44,00;43,00;42,00;11,00;60,00;19,00;20,00;16,00;6,00;73,00;9,00;6,00;3,00;4,00;9,00;7,00;3,00
2019-09-15;36,00;189,82;147,27;75,27;108,00;97,50;3,00;85,50;63,00;64,29;131,14;198,00;87,43;54,00;90,00;54,00;56,25;47,00;42,00;25,00;48,00;12,00;75,00;20,00;15,00;10,00;6,00;76,00;9,00;5,00;3,00;2,00;5,00;3,00;2,00
2019-09-22;37,00;185,00;163,42;61,67;129,50;85,84;1,48;71,04;71,04;71,53;125,80;165,27;81,40;55,50;85,56;60,13;48,56;44,00;41,00;34,00;46,00;19,00;75,00;22,00;25,00;7,00;4,00;64,00;3,00;7,00;2,00;0,00;7,00;8,00;1,00
