Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;52,00;104,00;26,00;26,00;1300,00;26,00;26,00;2600,00;26,00;14,86;22,29;713,14;200,57;811,20;10,40;41,60;1040,00;14,18;18,91;203,27;14,18;3,25;13,00;325,00;42,25;0,00;8,00;10,00;10,00;13,87;3,47;318,93;0,00;185,12;2,08;172,64;0,00;28,00;0,00;0,00;0,00;3,00;0,00
2019-01-13;34,00;34,00;34,00;17,00;748,00;34,00;17,00;2482,00;34,00;8,50;8,50;612,00;221,00;555,33;5,67;34,00;736,67;9,71;9,71;174,86;0,00;6,80;6,80;210,80;30,60;0,00;5,00;0,00;18,00;3,40;0,00;255,00;0,00;146,63;2,13;174,25;0,00;15,00;3,00;3,00;0,00;0,00;0,00
2019-01-20;52,00;52,00;52,00;26,00;728,00;13,00;13,00;936,00;26,00;14,86;7,43;319,43;170,86;353,60;5,20;20,80;530,40;4,73;18,91;189,09;0,00;6,50;13,00;139,75;19,50;3,00;3,00;3,00;10,00;6,93;0,00;256,53;0,00;120,64;0,00;95,68;3,00;15,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;64,00;32,00;16,00;16,00;384,00;21,33;10,67;789,33;10,67;8,00;16,00;296,00;248,00;341,33;5,33;42,67;469,33;9,14;13,71;132,57;9,14;3,20;6,40;128,00;32,00;0,00;8,00;2,00;3,00;3,56;0,00;263,11;3,56;130,06;0,00;80,52;3,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;47,00;23,50;23,50;23,50;658,00;11,75;23,50;752,00;23,50;7,83;7,83;289,83;133,17;387,75;5,88;35,25;552,25;9,40;9,40;178,60;4,70;3,13;12,53;122,20;25,07;3,00;5,00;3,00;5,00;0,00;0,00;216,92;0,00;81,18;0,00;91,86;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;35,00;17,50;17,50;17,50;455,00;17,50;17,50;980,00;17,50;7,00;7,00;266,00;161,00;338,33;11,67;23,33;536,67;8,75;4,38;183,75;4,38;6,36;12,73;120,91;22,27;0,00;0,00;0,00;8,00;7,00;3,50;206,50;3,50;113,24;0,00;92,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;62,00;31,00;31,00;15,50;372,00;10,33;10,33;496,00;0,00;0,00;15,50;178,25;155,00;289,33;5,17;41,33;423,67;4,43;4,43;159,43;0,00;0,00;0,00;101,16;35,89;5,00;3,00;3,00;0,00;13,78;3,44;199,78;3,44;109,03;0,00;102,62;0,00;16,00;0,00;0,00;3,00;0,00;0,00
2019-02-24;27,00;27,00;13,50;13,50;324,00;13,50;13,50;648,00;27,00;13,50;6,75;216,00;141,75;216,00;9,00;27,00;333,00;13,50;4,50;171,00;9,00;0,00;6,00;78,00;12,00;0,00;8,00;3,00;5,00;16,88;0,00;172,13;0,00;105,92;2,08;62,31;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;66,00;33,00;16,50;33,00;330,00;11,00;0,00;572,00;22,00;7,33;14,67;300,67;198,00;341,00;5,50;22,00;418,00;4,40;4,40;176,00;8,80;6,29;12,57;91,14;28,29;0,00;3,00;0,00;16,00;3,47;3,47;194,53;0,00;80,44;0,00;68,06;8,00;21,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;66,00;16,50;33,00;16,50;363,00;11,00;0,00;572,00;22,00;7,33;7,33;271,33;154,00;275,00;0,00;22,00;352,00;4,71;14,14;146,14;0,00;9,90;6,60;72,60;16,50;3,00;0,00;3,00;8,00;3,47;0,00;135,47;0,00;74,52;0,00;72,39;3,00;5,00;0,00;0,00;0,00;3,00;0,00
