Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;49,00;6,53;1,09;11,98;8,71;8,00;1,00;15,00;3,00;7,74;2,58;41,26;36,11;43,00;0,00;11,00;10,00;2,23;0,00;98,00;0,00;0,00;5,00;1,00;4,00;1,00;0,00;1,00;5,00;5,00;13,00;3,00;4,00;1,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;29,00;7,52;0,00;9,67;9,67;2,00;1,00;8,00;2,00;2,64;1,32;15,82;39,55;8,00;1,00;4,00;4,00;4,46;0,00;66,92;2,23;1,00;6,00;2,00;2,00;0,00;0,00;1,00;0,00;2,00;17,00;1,00;2,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;48,00;7,64;2,18;4,36;7,64;2,00;5,00;3,00;0,00;0,00;0,00;7,58;20,21;4,00;0,00;1,00;5,00;2,29;2,29;112,00;2,29;1,00;4,00;0,00;4,00;2,00;0,00;1,00;2,00;5,00;14,00;1,00;10,00;5,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;21,00;4,42;3,32;8,84;5,53;1,00;1,00;4,00;0,00;1,31;0,00;7,88;31,50;3,00;0,00;1,00;6,00;0,00;2,33;100,33;2,33;0,00;0,00;0,00;6,00;1,00;0,00;2,00;2,00;2,00;14,00;0,00;8,00;2,00;0,00;1,00;4,00;1,00;0,00;0,00;0,00;0,00
2019-02-03;34,00;2,19;6,58;6,58;3,29;1,00;1,00;4,00;0,00;1,31;0,00;7,85;20,92;4,00;2,00;6,00;4,00;2,27;0,00;56,67;0,00;0,00;2,00;0,00;7,00;0,00;2,00;1,00;4,00;4,00;5,00;0,00;10,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;39,00;3,25;6,50;10,83;6,50;4,00;2,00;3,00;1,00;0,00;1,30;5,20;28,60;2,00;4,00;8,00;1,00;2,29;0,00;78,00;0,00;2,00;5,00;0,00;6,00;1,00;1,00;0,00;1,00;2,00;2,00;2,00;2,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;21,00;7,35;5,25;6,30;4,20;1,00;2,00;3,00;0,00;2,63;0,00;13,13;26,25;2,00;1,00;7,00;1,00;2,10;2,10;79,80;0,00;0,00;5,00;2,00;6,00;1,00;0,00;6,00;0,00;4,00;5,00;1,00;4,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;28,00;4,31;7,54;9,69;10,77;0,00;0,00;5,00;0,00;2,55;1,27;5,09;28,00;1,00;0,00;11,00;2,00;2,33;0,00;88,67;2,33;0,00;6,00;2,00;5,00;1,00;1,00;1,00;0,00;1,00;7,00;1,00;4,00;4,00;0,00;0,00;0,00;7,00;0,00;0,00;1,00;0,00
2019-03-03;40,00;11,89;4,32;9,73;7,57;1,00;3,00;3,00;1,00;0,00;2,50;10,00;27,50;3,00;1,00;5,00;4,00;2,22;2,22;68,89;0,00;0,00;1,00;0,00;5,00;0,00;3,00;3,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;1,00;1,00;8,00;0,00;0,00;0,00;0,00
2019-03-10;31,00;2,14;12,83;5,34;8,55;6,00;4,00;5,00;0,00;2,58;1,29;12,92;33,58;1,00;2,00;7,00;6,00;2,21;0,00;50,93;0,00;0,00;2,00;0,00;5,00;0,00;0,00;4,00;2,00;1,00;4,00;0,00;3,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-03-17;21,00;3,32;0,00;6,63;8,84;1,00;1,00;4,00;1,00;0,00;0,00;2,63;21,00;1,00;0,00;6,00;3,00;4,67;0,00;44,33;2,33;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;3,00;6,00;0,00;0,00;1,00;0,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00
2019-03-24;26,00;2,17;5,42;6,50;4,33;4,00;0,00;0,00;0,00;2,60;0,00;7,80;31,20;1,00;0,00;5,00;0,00;0,00;2,17;49,83;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;5,00;1,00;3,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;34,00;1,10;0,00;3,29;3,29;1,00;1,00;3,00;0,00;0,00;0,00;7,85;28,77;1,00;0,00;1,00;0,00;2,27;0,00;43,07;0,00;0,00;6,00;0,00;3,00;0,00;0,00;3,00;1,00;4,00;1,00;1,00;5,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00
2019-04-07;27,00;2,16;2,16;19,44;2,16;1,00;0,00;1,00;0,00;1,23;0,00;4,91;17,18;1,00;0,00;2,00;4,00;0,00;0,00;42,75;0,00;0,00;1,00;2,00;1,00;1,00;1,00;4,00;4,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;38,00;4,34;2,17;4,34;4,34;3,00;0,00;1,00;0,00;0,00;2,53;7,60;22,80;1,00;1,00;0,00;0,00;2,24;0,00;38,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;7,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;38,00;5,43;3,26;14,11;4,34;0,00;1,00;3,00;0,00;2,53;5,07;2,53;20,27;1,00;0,00;3,00;4,00;0,00;0,00;58,12;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;7,00;1,00;6,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-04-28;25,00;3,26;1,09;3,26;2,17;2,00;1,00;1,00;0,00;1,25;0,00;2,50;10,00;0,00;0,00;1,00;6,00;0,00;0,00;50,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;1,00;0,00;1,00;1,00;0,00;4,00;0,00;0,00;1,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;18,00;1,13;0,00;12,38;1,13;2,00;1,00;4,00;0,00;1,29;0,00;2,57;18,00;1,00;0,00;4,00;2,00;0,00;0,00;49,50;2,25;0,00;1,00;2,00;1,00;1,00;0,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-05-12;20,00;1,11;2,22;5,56;1,11;1,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;2,00;4,00;2,22;0,00;37,78;2,22;0,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;11,00;0,00;1,10;7,70;1,10;2,00;1,00;1,00;0,00;0,00;0,00;5,50;16,50;4,00;0,00;2,00;4,00;0,00;0,00;28,60;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;19,00;0,00;2,11;6,33;2,11;2,00;0,00;2,00;0,00;0,00;1,19;0,00;11,88;0,00;0,00;6,00;4,00;0,00;0,00;25,33;0,00;0,00;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;21,00;0,00;6,63;5,53;0,00;5,00;0,00;0,00;0,00;1,31;0,00;2,63;13,13;0,00;1,00;4,00;5,00;2,33;0,00;37,33;0,00;0,00;0,00;5,00;1,00;1,00;0,00;0,00;0,00;1,00;4,00;1,00;1,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;23,00;1,05;5,23;10,45;2,09;5,00;1,00;1,00;0,00;2,56;0,00;5,11;28,11;5,00;0,00;0,00;8,00;2,30;0,00;46,00;0,00;0,00;5,00;0,00;0,00;1,00;1,00;0,00;1,00;1,00;4,00;0,00;4,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;37,00;0,00;7,62;30,47;3,26;4,00;0,00;3,00;0,00;0,00;0,00;7,93;26,43;1,00;0,00;3,00;3,00;2,31;0,00;55,50;2,31;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;6,00;0,00;4,00;0,00;0,00;5,00;1,00;3,00;0,00;0,00;0,00;0,00
2019-06-23;32,00;1,10;5,52;20,97;1,10;4,00;0,00;8,00;0,00;0,00;0,00;5,33;29,33;0,00;0,00;5,00;5,00;4,57;0,00;52,57;2,29;0,00;1,00;3,00;0,00;4,00;1,00;0,00;0,00;1,00;3,00;0,00;5,00;1,00;0,00;1,00;1,00;4,00;1,00;0,00;0,00;0,00
2019-06-30;38,00;3,26;5,43;29,31;1,09;1,00;1,00;3,00;0,00;1,27;0,00;10,13;32,93;3,00;4,00;4,00;6,00;2,24;2,24;64,82;0,00;0,00;3,00;1,00;3,00;0,00;1,00;1,00;1,00;1,00;6,00;0,00;9,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;44,00;0,00;9,66;17,17;2,15;8,00;0,00;4,00;0,00;0,00;0,00;2,59;31,06;4,00;0,00;7,00;6,00;4,40;0,00;50,60;6,60;0,00;1,00;1,00;2,00;0,00;0,00;1,00;0,00;2,00;2,00;0,00;9,00;2,00;0,00;2,00;1,00;0,00;1,00;0,00;0,00;0,00
2019-07-14;52,00;0,00;5,42;23,83;2,17;5,00;2,00;7,00;0,00;2,60;0,00;5,20;39,00;4,00;0,00;11,00;11,00;2,26;0,00;72,35;2,26;0,00;1,00;7,00;1,00;0,00;0,00;0,00;2,00;0,00;6,00;0,00;4,00;0,00;1,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-07-21;47,00;15,30;15,30;19,67;2,19;21,00;1,00;3,00;1,00;0,00;0,00;7,83;261,11;3,00;0,00;3,00;8,00;2,24;4,48;87,29;2,24;0,00;0,00;4,00;6,00;0,00;3,00;3,00;12,00;3,00;8,00;3,00;5,00;3,00;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-07-28;49,00;1,09;4,36;22,87;4,36;3,00;1,00;1,00;0,00;0,00;0,00;10,32;90,26;0,00;4,00;8,00;7,00;2,23;2,23;84,64;2,23;0,00;1,00;1,00;1,00;0,00;1,00;3,00;1,00;1,00;12,00;0,00;7,00;4,00;0,00;5,00;1,00;0,00;0,00;0,00;0,00;0,00
