Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;81,00;7,36;360,82;294,55;0,00;35,00
2019-01-13;66,00;7,33;308,00;293,33;3,67;37,00
2019-01-20;70,00;3,50;259,00;245,00;3,50;24,00
2019-01-27;60,00;3,33;220,00;233,33;3,33;21,00
2019-02-03;59,00;7,38;228,63;243,38;3,69;25,00
2019-02-10;50,00;7,14;235,71;242,86;0,00;23,00
2019-02-17;54,00;6,75;189,00;317,25;0,00;27,00
2019-02-24;37,00;7,40;177,60;199,80;0,00;19,00
2019-03-03;53,00;7,57;234,71;212,00;3,79;31,00
2019-03-10;54,00;6,75;189,00;195,75;3,38;19,00
2019-03-17;46,00;6,57;164,29;177,43;3,29;27,00
2019-03-24;43,00;7,17;172,00;179,17;3,58;28,00
2019-03-31;68,00;6,80;156,40;142,80;3,40;22,00
2019-04-07;51,00;7,29;167,57;182,14;7,29;22,00
2019-04-14;82,00;3,42;150,33;157,17;3,42;17,00
2019-04-21;75,00;6,82;136,36;177,27;3,41;25,00
2019-04-28;57,00;7,13;185,25;242,25;3,56;27,00
2019-05-05;59,00;7,38;177,00;177,00;3,69;24,00
2019-05-12;55,00;3,44;137,50;178,75;3,44;17,00
2019-05-19;48,00;6,86;144,00;137,14;3,43;18,00
2019-05-26;41,00;6,83;157,17;136,67;0,00;19,00
2019-06-02;62,00;6,89;172,22;144,67;3,44;23,00
2019-06-09;46,00;6,57;164,29;144,57;3,29;23,00
2019-06-16;46,00;6,57;157,71;151,14;3,29;30,00
2019-06-23;54,00;6,75;141,75;148,50;3,38;29,00
2019-06-30;61,00;6,78;149,11;196,56;0,00;32,00
2019-07-07;64,00;7,11;220,44;199,11;3,56;50,00
2019-07-14;58,00;7,25;188,50;217,50;3,63;30,00
2019-07-21;61,00;6,78;162,67;189,78;3,39;24,00
2019-07-28;55,00;6,88;199,38;178,75;3,44;25,00
2019-08-04;54,00;6,75;175,50;209,25;3,38;20,00
2019-08-11;52,00;7,43;208,00;230,29;3,71;21,00
2019-08-18;67,00;7,44;186,11;290,33;3,72;32,00
2019-08-25;75,00;3,41;190,91;627,27;3,41;30,00
2019-09-01;76,00;6,91;179,64;228,00;3,45;25,00
2019-09-08;61,00;6,78;189,78;203,33;0,00;21,00
2019-09-15;54,00;6,75;175,50;168,75;0,00;39,00
2019-09-22;67,00;3,72;208,44;178,67;0,00;25,00
2019-09-29;62,00;3,44;165,33;199,78;3,44;28,00
2019-10-06;68,00;6,80;156,40;197,20;3,40;25,00
2019-10-13;50,00;7,14;214,29;200,00;3,57;18,00
2019-10-20;63,00;7,00;196,00;182,00;0,00;17,00
2019-10-27;67,00;7,44;193,56;201,00;3,72;32,00
2019-11-03;71,00;3,55;184,60;191,70;3,55;23,00
2019-11-10;72,00;7,20;180,00;216,00;3,60;27,00
2019-11-17;67,00;14,89;201,00;230,78;3,72;34,00
2019-11-24;59,00;7,38;177,00;177,00;3,69;20,00
2019-12-01;52,00;7,43;178,29;170,86;3,71;25,00
2019-12-08;51,00;7,29;160,29;160,29;0,00;20,00
2019-12-15;51,00;3,64;153,00;247,71;3,64;23,00
2019-12-22;85,00;3,54;247,92;240,83;3,54;41,00
2019-12-29;73,00;3,65;343,10;277,40;3,65;31,00
2020-01-05;69,00;3,45;282,90;282,90;3,45;32,00
2020-01-12;68,00;3,40;231,20;265,20;3,40;32,00
2020-01-19;100,00;3,57;250,00;271,43;3,57;32,00
2020-01-26;53,00;22,71;295,29;249,86;3,79;27,00
2020-02-02;53,00;6,63;238,50;205,38;3,31;29,00
2020-02-09;54,00;3,38;189,00;243,00;3,38;24,00
2020-02-16;69,00;3,45;207,00;351,90;3,45;23,00
2020-02-23;49,00;7,00;168,00;245,00;3,50;20,00
2020-03-01;50,00;14,29;150,00;242,86;3,57;23,00
2020-03-08;55,00;6,88;137,50;192,50;0,00;18,00
2020-03-15;26,00;6,50;78,00;123,50;3,25;14,00
2020-03-22;31,00;7,75;54,25;108,50;3,88;16,00
2020-03-29;23,00;7,67;46,00;99,67;0,00;15,00
2020-04-05;29,00;7,25;43,50;87,00;0,00;13,00
2020-04-12;39,00;6,50;39,00;78,00;3,25;13,00
2020-04-19;21,00;7,00;42,00;56,00;0,00;21,00
2020-04-26;17,00;8,50;34,00;102,00;0,00;11,00
2020-05-03;32,00;12,80;38,40;83,20;3,20;21,00
2020-05-10;43,00;7,17;57,33;78,83;0,00;10,00
2020-05-17;31,00;7,75;62,00;116,25;3,88;13,00
2020-05-24;32,00;8,00;80,00;88,00;0,00;17,00
2020-05-31;41,00;6,83;54,67;88,83;0,00;14,00
2020-06-07;35,00;7,00;63,00;77,00;0,00;10,00
2020-06-14;38,00;7,60;53,20;76,00;0,00;10,00
2020-06-21;33,00;6,60;39,60;72,60;3,30;9,00
2020-06-28;36,00;7,20;57,60;93,60;0,00;7,00
2020-07-05;40,00;6,67;46,67;66,67;3,33;13,00
2020-07-12;35,00;7,00;49,00;56,00;3,50;14,00
2020-07-19;26,00;3,25;39,00;78,00;0,00;11,00
2020-07-26;29,00;3,63;50,75;79,75;3,63;8,00
2020-08-02;29,00;3,63;65,25;72,50;0,00;10,00
2020-08-09;41,00;3,42;95,67;88,83;0,00;12,00
2020-08-16;43,00;3,58;64,50;71,67;3,58;8,00
2020-08-23;44,00;3,67;44,00;73,33;3,67;8,00
2020-08-30;41,00;3,42;34,17;54,67;3,42;10,00
2020-09-06;59,00;3,69;29,50;73,75;3,69;10,00
2020-09-13;43,00;7,17;35,83;71,67;3,58;12,00
2020-09-20;39,00;6,50;26,00;84,50;0,00;9,00
2020-09-27;38,00;3,80;45,60;190,00;0,00;12,00
2020-10-04;28,00;7,00;35,00;98,00;3,50;21,00
2020-10-11;42,00;3,50;28,00;105,00;3,50;28,00
2020-10-18;24,00;8,00;24,00;112,00;4,00;18,00
2020-10-25;22,00;3,67;58,67;95,33;3,67;15,00
2020-11-01;15,00;3,75;45,00;90,00;0,00;9,00
2020-11-08;23,00;3,83;38,33;153,33;0,00;10,00
2020-11-15;19,00;6,33;31,67;95,00;3,17;11,00
2020-11-22;19,00;3,17;31,67;196,33;3,17;11,00
2020-11-29;19,00;3,17;31,67;76,00;3,17;8,00
2020-12-06;24,00;8,00;32,00;104,00;4,00;12,00
2020-12-13;56,00;3,50;42,00;77,00;3,50;11,00
2020-12-20;57,00;3,56;49,88;128,25;3,56;12,00
2020-12-27;53,00;3,79;90,86;757,14;3,79;23,00
2021-01-03;48,00;13,71;61,71;192,00;3,43;16,00
2021-01-10;35,00;7,00;56,00;175,00;3,50;12,00
2021-01-17;42,00;7,00;42,00;98,00;3,50;17,00
2021-01-24;40,00;6,67;53,33;86,67;3,33;13,00
2021-01-31;42,00;3,50;84,00;126,00;3,50;11,00
2021-02-07;62,00;6,89;55,11;213,56;3,44;8,00
2021-02-14;27,00;6,75;40,50;108,00;3,38;16,00
2021-02-21;21,00;3,50;49,00;70,00;3,50;9,00
2021-02-28;36,00;7,20;50,40;100,80;3,60;10,00
2021-03-07;23,00;7,67;53,67;115,00;3,83;9,00
2021-03-14;31,00;7,75;38,75;139,50;3,88;8,00
2021-03-21;24,00;4,00;32,00;112,00;4,00;8,00
2021-03-28;30,00;7,50;22,50;105,00;3,75;10,00
2021-04-04;22,00;7,33;44,00;139,33;3,67;16,00
2021-04-11;26,00;13,00;32,50;97,50;0,00;10,00
2021-04-18;25,00;3,13;31,25;112,50;3,13;13,00
2021-04-25;23,00;3,83;30,67;122,67;3,83;7,00
2021-05-02;24,00;4,00;56,00;168,00;4,00;14,00
2021-05-09;25,00;3,13;62,50;193,75;0,00;17,00
2021-05-16;26,00;3,25;45,50;149,50;3,25;23,00
2021-05-23;31,00;3,88;54,25;155,00;3,88;16,00
2021-05-30;38,00;3,80;76,00;174,80;3,80;18,00
2021-06-06;30,00;7,50;67,50;142,50;3,75;9,00
2021-06-13;33,00;6,60;59,40;105,60;0,00;12,00
2021-06-20;36,00;28,80;86,40;172,80;3,60;9,00
2021-06-27;32,00;8,00;104,00;216,00;0,00;11,00
2021-07-04;34,00;13,60;74,80;136,00;0,00;33,00
2021-07-11;37,00;3,70;81,40;162,80;3,70;12,00
2021-07-18;32,00;3,20;64,00;96,00;0,00;13,00
2021-07-25;35,00;3,50;77,00;133,00;0,00;15,00
2021-08-01;31,00;3,88;139,50;139,50;3,88;13,00
2021-08-08;38,00;7,60;98,80;159,60;3,80;12,00
2021-08-15;38,00;0,00;98,80;152,00;3,80;18,00
2021-08-22;41,00;6,83;95,67;136,67;0,00;9,00
2021-08-29;48,00;6,86;96,00;171,43;3,43;16,00
2021-09-05;38,00;3,80;106,40;174,80;3,80;13,00
2021-09-12;34,00;0,00;115,60;170,00;3,40;18,00
2021-09-19;63,00;3,50;140,00;168,00;0,00;19,00
2021-09-26;37,00;7,40;118,40;148,00;3,70;15,00
2021-10-03;43,00;14,33;150,50;172,00;3,58;17,00
2021-10-10;57,00;3,56;171,00;156,75;3,56;17,00
2021-10-17;45,00;3,75;165,00;157,50;0,00;21,00
2021-10-24;44,00;7,33;154,00;139,33;3,67;13,00
2021-10-31;47,00;6,71;181,29;154,43;3,36;16,00
2021-11-07;53,00;7,57;159,00;181,71;0,00;14,00
2021-11-14;42,00;7,00;112,00;133,00;3,50;13,00
2021-11-21;37,00;7,40;111,00;111,00;3,70;15,00
2021-11-28;34,00;6,80;88,40;108,80;3,40;8,00
2021-12-05;44,00;3,67;88,00;132,00;3,67;11,00
2021-12-12;40,00;6,67;120,00;140,00;0,00;15,00
2021-12-19;45,00;7,50;157,50;232,50;3,75;13,00
2021-12-26;61,00;3,39;196,56;264,33;3,39;16,00
2022-01-02;55,00;6,88;220,00;233,75;3,44;23,00
2022-01-09;48,00;3,43;253,71;205,71;3,43;14,00
2022-01-16;47,00;6,71;235,00;282,00;6,71;18,00
2022-01-23;48,00;6,86;233,14;171,43;3,43;21,00
2022-01-30;57,00;7,13;306,38;213,75;3,56;24,00
2022-02-06;51,00;3,64;269,57;225,86;3,64;23,00
2022-02-13;55,00;6,88;226,88;185,63;3,44;28,00
2022-02-20;47,00;3,36;181,29;161,14;3,36;16,00
2022-02-27;40,00;3,33;140,00;140,00;0,00;21,00
2022-03-06;30,00;7,50;165,00;180,00;3,75;24,00
2022-03-13;40,00;6,67;160,00;193,33;3,33;27,00
2022-03-20;41,00;6,83;150,33;164,00;3,42;21,00
2022-03-27;46,00;3,83;184,00;161,00;3,83;22,00
2022-04-03;46,00;7,67;191,67;191,67;3,83;21,00
2022-04-10;46,00;6,57;170,86;151,14;3,29;16,00
2022-04-17;89,00;6,85;314,92;239,62;3,42;20,00
2022-04-24;45,00;7,50;195,00;172,50;3,75;19,00
2022-05-01;38,00;3,80;167,20;167,20;3,80;18,00
2022-05-08;41,00;6,83;129,83;150,33;3,42;21,00
2022-05-15;40,00;6,67;113,33;160,00;3,33;18,00
2022-05-22;38,00;7,60;152,00;167,20;3,80;23,00
2022-05-29;32,00;3,20;147,20;140,80;3,20;20,00
2022-06-05;38,00;7,60;190,00;182,40;3,80;30,00
2022-06-12;48,00;6,86;150,86;150,86;3,43;14,00
2022-06-19;40,00;3,33;146,67;153,33;3,33;18,00
2022-06-26;43,00;3,58;157,67;150,50;3,58;15,00
2022-07-03;42,00;7,00;147,00;154,00;3,50;17,00
2022-07-10;55,00;6,88;144,38;137,50;3,44;30,00
