Semaine;Nice (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Bordeaux (FR);Tours (FR);Hamburg (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES)
2020-11-29;7,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;42,00;0,00;7,00;14,00;420,00;2,00;5,00;0,00;5,00;14,00;24,50;3,50;3,50;14,00;42,00;10,50;31,50;15,40;0,00;21,00;5,60;17,50;38,50;10,50;14,00
2020-12-06;3,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;1,50;15,00;0,00;3,00;6,00;144,00;3,00;7,00;2,00;9,00;12,00;12,00;4,50;3,00;12,00;24,00;3,00;21,00;8,00;1,00;14,00;3,00;15,00;30,00;12,00;12,00
2020-12-13;5,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;2,50;0,00;25,00;5,00;5,00;10,00;200,00;10,00;12,00;2,00;9,00;6,67;6,67;6,67;1,67;30,00;40,00;15,00;45,00;7,50;0,00;15,00;7,50;17,50;25,00;10,00;10,00
2020-12-20;6,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;3,00;24,00;0,00;6,00;12,00;264,00;15,00;9,00;0,00;9,00;4,50;7,50;12,00;0,00;18,00;18,00;9,00;24,00;20,40;2,40;12,00;7,20;30,00;48,00;9,00;24,00
2020-12-27;8,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;72,00;0,00;8,00;16,00;432,00;12,00;8,00;2,00;16,00;16,00;16,00;59,20;1,60;20,00;36,00;4,00;20,00;17,33;4,00;24,00;8,00;24,00;45,33;16,00;10,67
2021-01-03;2,00;0,00;0,00;0,00;5,00;2,00;0,00;2,00;2,00;4,00;24,00;2,00;4,00;4,00;72,00;21,00;9,00;0,00;9,00;26,00;34,00;8,00;0,00;16,00;36,00;8,00;16,00;18,00;2,00;50,00;10,00;18,00;32,00;4,00;12,00
2021-01-10;5,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,50;0,00;30,00;0,00;5,00;10,00;190,00;19,00;14,00;2,00;9,00;28,33;20,00;1,67;1,67;25,00;40,00;20,00;15,00;10,00;1,25;42,50;11,25;12,50;27,50;10,00;17,50
2021-01-17;5,00;0,00;0,00;0,00;2,00;0,00;2,00;2,00;0,00;0,00;35,00;0,00;5,00;5,00;190,00;10,00;9,00;0,00;4,00;8,33;18,33;5,00;5,00;35,00;50,00;15,00;25,00;21,25;0,00;42,50;5,00;12,50;32,50;5,00;10,00
2021-01-24;5,00;4,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;25,00;5,00;5,00;10,00;170,00;12,00;4,00;0,00;5,00;13,33;11,67;6,67;0,00;10,00;30,00;10,00;20,00;16,25;0,00;11,25;5,00;15,00;22,50;10,00;12,50
2021-01-31;9,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;2,25;36,00;0,00;9,00;18,00;378,00;16,00;13,00;0,00;9,00;12,00;10,50;7,50;3,00;22,50;27,00;13,50;13,50;25,71;3,86;15,43;9,00;21,00;36,00;3,00;12,00
2021-02-07;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;6,00;0,00;0,50;1,00;23,00;5,00;11,00;0,00;6,00;2,00;12,00;6,00;1,00;5,00;7,00;3,00;4,00;11,00;0,00;10,00;0,00;10,00;15,00;6,00;6,00
2021-02-14;12,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;48,00;6,00;6,00;12,00;288,00;13,00;6,00;2,00;10,00;18,86;12,00;6,86;3,43;24,00;44,00;8,00;24,00;17,33;1,33;17,33;5,33;27,00;27,00;9,00;48,00
2021-02-21;4,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;2,00;0,00;28,00;0,00;4,00;8,00;184,00;16,00;0,00;0,00;11,00;18,00;18,00;10,00;0,00;24,00;24,00;16,00;32,00;17,33;1,33;18,67;5,33;36,00;40,00;12,00;36,00
2021-02-28;4,00;4,00;0,00;0,00;2,00;4,00;0,00;0,00;0,00;0,00;32,00;4,00;4,00;8,00;152,00;16,00;9,00;9,00;9,00;18,00;20,00;2,00;2,00;12,00;48,00;16,00;8,00;9,33;1,33;14,67;9,33;32,00;48,00;16,00;16,00
2021-03-07;11,00;2,00;0,00;0,00;0,00;2,00;2,00;0,00;2,75;2,75;38,50;5,50;11,00;11,00;220,00;25,00;4,00;4,00;5,00;9,43;25,14;9,43;0,00;14,67;44,00;11,00;18,33;9,63;0,00;24,75;6,88;33,00;38,50;8,25;22,00
2021-03-14;4,00;3,00;0,00;0,00;0,00;2,00;0,00;2,00;2,00;0,00;32,00;0,00;4,00;8,00;168,00;16,00;9,00;0,00;5,00;18,00;18,00;12,00;0,00;16,00;36,00;16,00;28,00;20,00;1,33;22,67;9,33;32,00;44,00;16,00;48,00
2021-03-21;7,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;7,00;0,00;42,00;0,00;7,00;14,00;322,00;7,00;9,00;0,00;7,00;2,80;11,20;2,80;0,00;21,00;28,00;21,00;21,00;18,20;0,00;12,60;7,00;25,67;25,67;11,67;23,33
2021-03-28;4,00;2,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;2,00;28,00;4,00;4,00;4,00;248,00;8,00;12,00;0,00;14,00;18,67;26,67;6,67;2,67;4,00;16,00;8,00;28,00;25,33;0,00;20,00;12,00;36,00;44,00;16,00;24,00
2021-04-04;6,00;2,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;72,00;0,00;12,00;24,00;324,00;28,80;13,20;0,00;18,00;16,00;16,00;14,00;0,00;36,00;66,00;18,00;48,00;13,50;1,50;18,00;7,50;33,00;24,00;9,00;12,00
2021-04-11;11,00;2,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,50;49,50;5,50;5,50;5,50;264,00;15,00;9,00;2,00;6,00;11,00;11,00;7,86;1,57;29,33;25,67;11,00;22,00;22,00;0,00;19,25;5,50;22,00;49,50;19,25;16,50
2021-04-18;12,00;2,00;0,00;0,00;2,00;4,00;2,00;0,00;0,00;0,00;36,00;0,00;6,00;12,00;336,00;9,82;15,27;0,00;8,73;13,71;20,57;3,43;0,00;12,00;56,00;16,00;24,00;18,67;4,00;28,00;13,33;18,00;33,00;9,00;39,00
2021-04-25;21,00;2,00;0,00;2,00;2,00;0,00;0,00;0,00;2,63;0,00;47,25;10,50;10,50;21,00;630,00;17,00;2,00;4,00;6,00;6,46;21,00;3,23;3,23;28,00;35,00;14,00;21,00;18,38;0,00;22,31;9,19;27,00;63,00;18,00;21,00
2021-05-02;11,00;2,00;0,00;0,00;0,00;2,00;2,00;2,00;0,00;0,00;44,00;0,00;5,50;22,00;308,00;18,00;7,00;0,00;7,00;11,00;34,57;3,14;1,57;22,00;33,00;18,33;25,67;28,88;1,38;24,75;11,00;30,25;38,50;5,50;16,50
2021-05-09;12,00;6,00;0,00;0,00;2,00;2,00;0,00;2,00;0,00;6,00;66,00;6,00;12,00;12,00;444,00;27,00;16,00;2,00;12,00;18,86;22,29;12,00;0,00;28,00;52,00;20,00;20,00;36,00;4,00;36,00;13,33;33,00;42,00;15,00;36,00
2021-05-16;15,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,50;70,00;7,50;7,50;15,00;510,00;15,00;6,00;4,00;13,00;28,33;38,33;8,33;0,00;30,00;60,00;11,25;22,50;31,36;0,00;13,64;36,82;36,00;36,00;21,00;36,00
2021-05-23;21,00;8,00;0,00;0,00;0,00;2,00;0,00;0,00;5,25;0,00;47,25;10,50;10,50;21,00;714,00;46,00;12,00;2,00;10,00;22,62;35,54;1,62;0,00;35,00;66,50;24,50;35,00;36,75;0,00;7,88;17,06;57,00;48,00;15,00;45,00
2021-05-30;18,00;0,00;6,00;0,00;2,00;2,00;0,00;4,00;6,00;3,00;96,00;9,00;9,00;18,00;738,00;38,00;4,00;4,00;2,00;18,00;45,82;9,82;3,27;32,40;61,20;36,00;50,40;36,00;4,15;18,00;24,92;48,00;45,00;24,00;57,00
2021-06-06;23,00;4,00;0,00;0,00;0,00;8,00;4,00;2,00;5,75;0,00;126,50;11,50;11,50;46,00;851,00;27,00;12,00;2,00;16,00;24,64;54,21;9,86;3,29;34,50;84,33;26,83;46,00;41,94;0,00;17,59;28,41;48,88;57,50;25,88;34,50
2021-06-13;32,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;6,40;3,20;160,00;8,00;8,00;32,00;720,00;28,00;12,00;2,00;20,00;70,40;70,40;8,00;8,00;49,78;106,67;35,56;46,22;54,67;1,33;33,33;45,33;78,55;43,64;29,09;46,55
2021-06-20;44,00;0,00;0,00;0,00;4,00;4,00;2,00;6,00;3,14;0,00;176,00;11,00;44,00;66,00;1012,00;33,77;14,33;4,09;20,47;48,89;58,67;27,70;1,63;55,00;128,33;47,67;58,67;61,33;0,00;25,33;30,67;70,40;44,00;108,53;52,80
2021-06-27;46,00;4,00;0,00;2,00;8,00;4,00;2,00;0,00;0,00;5,75;235,75;11,50;23,00;69,00;1288,00;50,09;20,44;8,18;22,49;82,14;55,86;26,29;8,21;115,00;345,00;53,67;69,00;58,18;5,41;43,29;35,18;77,63;80,50;54,63;103,50
2021-07-04;59,00;0,00;2,00;2,00;2,00;6,00;0,00;2,00;2,95;5,90;336,30;9,83;39,33;59,00;1239,00;59,00;25,00;6,00;25,00;41,46;70,16;28,70;7,97;106,94;213,88;51,63;73,75;87,16;4,02;30,84;28,16;85,55;97,35;67,85;118,00
2021-07-11;59,00;4,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;2,95;342,20;19,67;39,33;78,67;1337,33;67,00;20,00;17,00;24,00;67,19;142,58;24,58;4,92;140,13;236,00;84,81;70,06;104,59;2,68;32,18;45,59;112,10;41,30;50,15;103,25
2021-07-18;48,00;9,00;2,00;0,00;4,00;0,00;0,00;0,00;3,00;0,00;342,00;12,00;48,00;96,00;1608,00;50,00;19,00;9,00;30,00;80,00;78,40;25,60;8,00;107,08;228,92;55,38;77,54;85,33;2,67;20,00;33,33;160,94;53,65;42,35;118,59
2021-07-25;57,00;2,00;2,00;4,00;0,00;4,00;0,00;0,00;2,85;5,70;233,70;9,50;19,00;76,00;1273,00;48,00;21,00;8,00;31,00;52,11;94,46;37,46;11,40;155,80;220,40;41,80;68,40;78,21;0,00;31,81;22,53;76,95;42,75;62,70;88,35
2021-08-01;38,00;4,00;0,00;0,00;4,00;6,00;0,00;0,00;3,17;6,33;209,00;9,50;38,00;57,00;1140,00;53,41;10,27;6,16;25,68;77,65;80,96;8,26;3,30;106,40;144,40;38,00;68,40;70,57;2,71;33,93;39,36;84,77;58,46;23,38;73,08
2021-08-08;30,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;6,00;198,00;15,00;30,00;90,00;1680,00;26,00;16,00;2,00;35,00;39,47;74,21;15,79;6,32;63,75;202,50;26,25;56,25;67,83;1,30;27,39;36,52;114,00;60,00;36,00;66,00
2021-08-15;20,00;2,00;0,00;0,00;0,00;0,00;2,00;6,00;3,33;0,00;166,67;10,00;40,00;40,00;1080,00;33,00;14,00;4,00;16,00;51,67;50,00;15,00;11,67;100,00;168,00;24,00;52,00;56,00;0,00;41,33;37,33;105,71;62,86;54,29;80,00
2021-08-22;23,00;0,00;2,00;0,00;0,00;2,00;2,00;0,00;0,00;2,88;172,50;11,50;23,00;69,00;1334,00;25,00;28,00;8,00;19,00;67,36;46,00;11,50;6,57;103,50;176,33;38,33;53,67;61,33;2,56;38,33;35,78;97,75;63,25;37,38;89,13
2021-08-29;30,00;4,00;0,00;0,00;4,00;6,00;2,00;0,00;6,00;0,00;174,00;30,00;30,00;60,00;1620,00;40,00;17,00;0,00;15,00;60,00;53,68;26,84;9,47;71,25;146,25;41,25;63,75;68,18;0,00;30,00;34,09;129,00;102,00;57,00;90,00
2021-09-05;24,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;3,00;210,00;0,00;24,00;72,00;1392,00;41,00;24,00;13,00;24,00;57,60;65,60;25,60;4,80;100,00;156,00;60,00;44,00;86,67;2,67;37,33;41,33;87,00;87,00;63,00;81,00
2021-09-12;13,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;3,25;3,25;240,50;6,50;13,00;52,00;728,00;36,00;45,00;8,00;19,00;102,38;55,25;24,38;6,50;138,67;234,00;60,67;99,67;97,50;2,60;35,10;36,40;143,00;120,25;68,25;113,75
2021-09-19;33,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;297,00;16,50;16,50;33,00;907,50;33,00;28,88;6,19;15,47;69,30;80,85;18,15;4,95;121,00;190,67;40,33;55,00;63,25;0,00;28,88;41,25;120,00;75,00;51,00;96,00
2021-09-26;23,00;6,00;0,00;0,00;2,00;6,00;2,00;2,00;5,75;0,00;224,25;11,50;46,00;69,00;1150,00;31,00;28,00;6,00;23,00;82,14;52,57;11,50;6,57;122,67;195,50;49,83;69,00;83,88;2,71;37,88;29,76;158,13;103,50;48,88;83,38
2021-10-03;19,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;3,17;0,00;323,00;9,50;38,00;57,00;969,00;38,00;30,00;6,00;15,00;66,50;55,42;12,67;4,75;167,20;228,00;45,60;30,40;98,80;6,33;43,07;17,73;92,29;114,00;57,00;95,00
2021-10-10;27,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;13,50;499,50;13,50;27,00;108,00;1539,00;38,42;30,12;4,15;39,46;102,94;55,69;20,25;0,00;142,71;227,57;50,14;77,14;99,90;0,00;52,65;55,35;141,00;171,00;96,00;72,00
2021-10-17;31,00;9,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;353,40;31,00;31,00;124,00;2046,00;44,00;36,00;2,00;31,00;94,63;39,16;21,21;1,63;139,50;244,13;50,38;65,88;90,30;2,70;56,61;44,48;124,00;107,09;56,36;90,18
2021-10-24;17,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;2,83;5,67;181,33;0,00;17,00;68,00;765,00;23,00;28,00;0,00;37,00;68,00;30,91;12,36;0,00;88,40;95,20;23,80;44,20;58,85;2,62;43,15;10,46;93,50;116,17;59,50;70,83
2021-10-31;6,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;3,00;0,00;168,00;0,00;12,00;36,00;648,00;36,00;28,00;4,00;23,00;43,50;42,00;10,50;4,50;66,00;117,00;30,00;39,00;62,40;0,00;28,80;20,40;93,00;129,00;42,00;63,00
2021-11-07;6,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;6,00;198,00;6,00;12,00;24,00;564,00;27,00;23,00;2,00;27,00;61,50;22,50;7,50;1,50;48,00;93,00;27,00;54,00;52,80;0,00;32,40;22,80;90,00;93,00;36,00;60,00
2021-11-14;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,50;65,00;10,00;20,00;60,00;920,00;20,00;18,00;0,00;16,00;46,67;23,33;15,00;8,33;46,67;90,00;33,33;40,00;40,00;5,00;31,25;30,00;110,00;100,00;20,00;53,33
2021-11-21;4,00;6,00;0,00;0,00;0,00;0,00;4,00;2,00;0,00;2,00;64,00;4,00;8,00;24,00;344,00;20,00;24,00;4,00;12,00;38,00;42,00;12,00;8,00;72,00;92,00;44,00;52,00;46,67;0,00;28,00;17,33;76,00;136,00;48,00;68,00
2021-11-28;14,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;3,50;0,00;161,00;7,00;14,00;14,00;574,00;12,00;18,00;2,00;24,00;42,00;9,33;7,78;1,56;59,50;49,00;17,50;35,00;29,27;1,27;19,09;8,91;67,20;70,00;25,20;44,80
2021-12-05;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;68,00;4,00;4,00;16,00;312,00;10,00;10,00;2,00;12,00;25,33;4,00;4,00;0,00;60,00;72,00;36,00;56,00;37,33;0,00;34,67;17,33;76,00;84,00;52,00;80,00
2021-12-12;2,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;48,00;2,00;4,00;4,00;148,00;24,00;14,00;6,00;22,00;36,00;36,00;10,00;4,00;16,00;22,00;12,00;20,00;21,00;9,00;24,00;19,00;48,00;34,00;16,00;28,00
2021-12-19;10,00;5,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;70,00;10,00;10,00;20,00;720,00;10,00;25,00;0,00;15,00;31,67;28,33;10,00;5,00;33,33;30,00;26,67;50,00;38,57;0,00;21,43;5,71;70,00;36,67;33,33;40,00
2021-12-26;24,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;3,00;3,00;108,00;0,00;24,00;48,00;888,00;35,00;29,00;2,00;19,00;20,80;12,80;52,80;0,00;56,00;80,00;24,00;48,00;66,67;2,67;18,67;18,67;87,00;99,00;33,00;45,00
2022-01-02;20,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;3,33;0,00;113,33;10,00;20,00;40,00;720,00;28,00;20,00;2,00;18,00;95,00;18,33;38,33;1,67;72,00;92,00;32,00;48,00;56,00;0,00;24,00;32,00;102,86;102,86;42,86;48,57
2022-01-09;29,00;2,00;0,00;0,00;0,00;4,00;0,00;0,00;5,80;0,00;87,00;14,50;29,00;87,00;1015,00;31,00;12,00;14,00;12,00;99,89;40,28;16,11;1,61;90,63;65,25;43,50;58,00;44,82;1,32;34,27;26,36;98,60;63,80;52,20;72,50
2022-01-16;26,00;8,00;0,00;0,00;0,00;4,00;0,00;0,00;3,25;6,50;104,00;13,00;26,00;78,00;936,00;33,00;18,00;2,00;12,00;102,38;32,50;9,75;8,13;70,57;85,43;37,14;63,14;71,16;0,00;35,58;30,11;115,56;127,11;28,89;54,89
2022-01-23;29,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;2,90;156,60;14,50;29,00;58,00;986,00;52,00;31,00;2,00;20,00;98,28;49,94;19,33;3,22;101,50;123,25;39,88;94,25;77,77;0,00;44,82;58,00;116,00;113,10;49,30;81,20
2022-01-30;42,00;2,00;2,00;0,00;2,00;2,00;2,00;2,00;6,00;3,00;138,00;10,50;21,00;63,00;840,00;34,00;17,00;0,00;15,00;95,31;45,23;25,85;11,31;87,82;129,82;64,91;68,73;80,06;0,00;39,38;40,69;120,40;128,80;58,80;103,60
2022-02-06;39,00;6,00;0,00;0,00;2,00;11,00;2,00;2,00;6,50;3,25;253,50;9,75;19,50;58,50;975,00;55,00;33,00;4,00;16,00;104,00;52,00;11,38;0,00;101,40;152,10;50,70;70,20;107,59;0,00;45,72;67,24;174,00;150,00;66,00;105,00
2022-02-13;41,00;5,00;0,00;0,00;0,00;10,00;2,00;0,00;2,93;5,86;240,14;10,25;41,00;61,50;1045,50;45,00;40,00;8,00;25,00;91,84;65,60;21,32;9,84;100,64;123,00;70,82;70,82;88,61;0,00;47,61;68,77;181,57;166,93;87,86;102,50
2022-02-20;61,00;6,00;1,00;0,00;1,00;7,00;0,00;0,00;0,00;3,05;189,10;10,17;20,33;61,00;1016,67;45,75;32,53;12,20;20,33;110,46;52,76;26,38;4,95;91,50;125,81;68,63;72,44;89,47;1,36;54,22;48,80;127,81;174,29;69,71;119,10
2022-02-27;28,00;5,00;0,00;0,00;3,00;3,00;0,00;2,00;5,60;5,60;168,00;14,00;28,00;56,00;1260,00;36,00;31,00;3,00;24,00;74,12;52,71;21,41;1,65;94,50;115,50;66,50;56,00;80,00;4,00;41,33;40,00;140,00;145,60;50,40;100,80
2022-03-06;44,00;5,00;0,00;0,00;2,00;2,00;0,00;2,00;3,14;0,00;182,29;11,00;22,00;66,00;1056,00;47,00;40,00;6,00;24,00;68,44;73,33;22,81;4,89;91,67;143,00;91,67;77,00;93,33;1,33;66,67;66,67;176,00;190,67;82,13;93,87
2022-03-13;66,00;2,00;0,00;2,00;0,00;5,00;0,00;0,00;6,00;6,00;204,00;11,00;22,00;66,00;1144,00;48,00;40,00;6,00;27,00;91,76;77,27;19,32;9,66;88,00;157,67;80,67;69,67;89,76;1,32;60,72;60,72;183,65;177,91;74,61;103,30
2022-03-20;41,00;9,00;0,00;0,00;5,00;5,00;2,00;2,00;5,86;5,86;187,43;10,25;20,50;61,50;1004,50;53,30;57,40;3,08;31,78;82,00;119,72;27,88;1,64;100,64;164,00;78,27;85,73;92,93;4,10;58,77;62,87;161,07;181,57;117,14;131,79
2022-03-27;48,00;1,00;1,00;1,00;1,00;7,00;1,00;0,00;6,00;3,00;198,00;12,00;48,00;96,00;1272,00;53,00;31,00;5,00;21,00;80,00;78,40;27,20;4,80;129,23;177,23;84,92;59,08;97,33;2,67;58,67;57,33;175,06;189,18;104,47;124,24
2022-04-03;36,00;3,00;0,00;0,00;1,00;7,00;4,00;1,00;3,00;3,00;252,00;9,00;18,00;90,00;990,00;66,00;36,00;6,00;32,00;101,45;90,00;27,82;8,18;136,80;194,40;64,80;64,80;132,00;4,00;64,00;54,67;192,00;210,00;96,00;150,00
2022-04-10;61,00;2,00;0,00;0,00;2,00;3,00;0,00;2,00;3,05;6,10;298,90;10,17;20,33;122,00;1362,33;62,00;34,00;2,00;39,00;64,21;101,13;35,32;6,42;163,94;221,13;61,00;76,25;120,67;2,65;57,02;66,30;206,24;206,24;116,19;168,48
2022-04-17;46,00;9,00;3,00;3,00;4,00;6,00;1,00;3,00;11,50;5,75;207,00;11,50;23,00;115,00;1173,00;59,00;37,00;1,00;34,00;88,71;83,79;24,64;4,93;99,67;172,50;76,67;65,17;135,29;0,00;70,35;63,59;175,38;166,75;77,63;115,00
2022-04-24;60,00;3,00;4,00;0,00;1,00;7,00;0,00;4,00;6,00;6,00;168,00;10,00;40,00;80,00;1140,00;69,15;42,71;6,10;21,36;53,51;81,08;24,32;6,49;101,25;153,75;63,75;67,50;90,67;0,00;74,67;45,33;171,00;186,00;93,00;129,00
2022-05-01;37,00;3,00;0,00;0,00;0,00;3,00;1,00;3,00;0,00;6,17;203,50;18,50;37,00;74,00;906,50;70,00;41,00;6,00;38,00;83,65;57,91;27,35;4,83;114,70;136,90;81,40;70,30;93,82;1,32;99,11;30,39;139,46;187,85;85,38;122,38
2022-05-08;25,00;0,00;0,00;0,00;0,00;9,00;2,00;0,00;6,25;6,25;243,75;12,50;50,00;150,00;1475,00;51,00;47,00;5,00;52,00;100,00;90,00;33,33;5,00;82,14;146,43;71,43;78,57;118,42;3,95;65,79;52,63;141,67;161,11;66,67;94,44
2022-05-15;39,00;3,00;0,00;3,00;0,00;8,00;3,00;3,00;5,57;5,57;206,14;9,75;19,50;97,50;1092,00;40,00;38,00;5,00;51,00;79,63;66,63;30,88;6,50;106,36;166,64;53,18;63,82;90,10;1,34;60,52;53,79;159,00;186,00;60,00;147,00
2022-05-22;45,00;12,00;0,00;0,00;3,00;5,00;0,00;3,00;6,43;6,43;250,71;11,25;45,00;112,50;1282,50;57,27;17,39;12,27;21,48;81,67;70,00;23,33;13,33;112,50;150,00;63,75;75,00;91,36;2,73;69,55;43,64;183,00;147,00;87,00;90,00
2022-05-29;40,00;12,00;0,00;0,00;5,00;3,00;2,00;0,00;0,00;5,71;194,29;10,00;20,00;80,00;1120,00;60,51;31,79;3,08;33,85;90,00;73,33;30,00;0,00;98,18;160,00;72,73;69,09;80,00;0,00;64,00;45,33;145,71;157,14;71,43;80,00
2022-06-05;47,00;7,00;3,00;0,00;5,00;7,00;3,00;2,00;2,94;2,94;252,63;23,50;47,00;141,00;1504,00;43,00;31,00;8,00;30,00;77,79;79,41;40,52;1,62;101,23;173,54;72,31;79,54;98,03;0,00;59,09;37,60;167,44;164,50;91,06;88,13
2022-06-12;39,00;10,00;0,00;2,00;5,00;7,00;0,00;0,00;6,50;6,50;214,50;19,50;39,00;97,50;1150,50;26,00;43,00;9,00;30,00;82,88;86,13;16,25;8,13;93,60;152,10;74,10;85,80;91,45;5,38;41,69;40,34;117,00;153,00;78,00;90,00
2022-06-19;48,00;9,00;0,00;4,00;5,00;4,00;9,00;0,00;6,00;6,00;270,00;12,00;72,00;144,00;1536,00;66,00;32,00;2,00;46,00;65,60;68,80;33,60;9,60;136,62;162,46;73,85;96,00;68,00;5,33;48,00;44,00;104,47;155,29;87,53;93,18
2022-06-26;50,00;7,00;0,00;2,00;4,00;9,00;2,00;5,00;3,13;12,50;318,75;12,50;75,00;150,00;2500,00;63,00;23,00;16,00;45,00;96,77;77,42;43,55;12,90;164,29;164,29;60,71;82,14;82,89;3,95;38,16;47,37;150,00;155,88;91,18;120,59
2022-07-03;100,00;9,00;0,00;0,00;0,00;7,00;0,00;2,00;5,88;2,94;588,24;10,00;80,00;140,00;1640,00;75,76;23,23;9,09;51,52;98,39;129,03;45,16;12,90;222,22;288,89;122,22;85,19;117,33;6,67;50,67;37,33;188,24;202,94;135,29;173,53
2022-07-10;56,00;4,00;2,00;4,00;0,00;7,00;0,00;9,00;12,44;6,22;578,67;18,67;74,67;149,33;1456,00;100,00;57,00;9,00;81,00;160,00;142,40;44,80;14,40;231,47;298,67;130,67;89,60;98,67;4,00;84,00;66,67;209,26;203,37;138,53;153,26
