Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;72,00;13,71;13,71;6,86;5,14;23,00;5,00;9,00;5,00;12,00;9,00;28,00;36,00;16,00;2,00;17,00;5,00;0,00;2,00;12,00;2,00;0,00;14,00;0,00;0,00;2,00;2,00;0,00;9,00;7,00;0,00;9,00;0,00;2,00;2,00;2,00;0,00;0,00;2,72;55,70;19,02;0,00;19,00;9,00
2019-01-13;48,00;17,14;8,57;12,00;17,14;13,00;4,00;15,00;2,00;15,00;0,00;22,00;39,00;4,00;2,00;20,00;7,00;4,00;0,00;13,00;0,00;0,00;2,00;7,00;0,00;9,00;0,00;0,00;0,00;4,00;4,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;2,67;56,00;13,33;2,00;7,00;13,00
2019-01-20;51,00;10,20;17,00;6,80;1,70;27,00;12,00;8,00;4,00;8,00;0,00;12,00;30,00;2,00;2,00;19,00;0,00;2,00;2,00;4,00;0,00;2,00;10,00;0,00;2,00;2,00;0,00;0,00;6,00;4,00;2,00;10,00;0,00;2,00;2,00;0,00;0,00;4,03;6,71;73,82;22,82;4,00;27,00;17,00
2019-01-27;37,00;16,82;1,68;3,36;1,68;11,00;0,00;6,00;6,00;25,00;2,00;10,00;24,00;0,00;2,00;4,00;0,00;6,00;4,00;11,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;10,00;2,00;0,00;4,00;0,00;0,00;0,00;0,00;6,85;74,00;26,04;0,00;11,00;4,00
2019-02-03;54,00;6,97;1,74;5,23;5,23;16,00;2,00;4,00;0,00;2,00;0,00;7,00;32,00;2,00;2,00;5,00;2,00;0,00;0,00;9,00;4,00;0,00;5,00;0,00;2,00;4,00;0,00;0,00;7,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;2,70;4,05;83,70;9,45;0,00;23,00;5,00
2019-02-10;25,00;5,00;6,67;6,67;0,00;4,00;7,00;9,00;0,00;0,00;0,00;9,00;32,00;0,00;0,00;7,00;7,00;0,00;2,00;11,00;0,00;2,00;4,00;0,00;0,00;4,00;0,00;0,00;2,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,53;60,53;13,16;2,00;7,00;2,00
2019-02-17;43,00;0,00;4,96;11,58;1,65;16,00;4,00;7,00;4,00;4,00;7,00;4,00;36,00;4,00;0,00;7,00;0,00;9,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;2,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;2,69;4,03;65,84;6,72;7,00;9,00;11,00
2019-02-24;23,00;8,85;10,62;0,00;1,77;4,00;2,00;0,00;0,00;4,00;0,00;9,00;27,00;2,00;2,00;9,00;2,00;0,00;0,00;25,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;2,71;0,00;40,59;10,82;4,00;16,00;4,00
2019-03-03;43,00;1,72;8,60;8,60;0,00;11,00;5,00;0,00;5,00;0,00;0,00;5,00;31,00;2,00;2,00;9,00;5,00;0,00;0,00;7,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;5,00;2,00;2,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,84;16,13;5,00;12,00;7,00
2019-03-10;64,00;8,65;13,84;6,92;6,92;16,00;5,00;0,00;5,00;2,00;0,00;2,00;21,00;0,00;5,00;2,00;0,00;0,00;2,00;9,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;2,00;0,00;7,00;0,00;2,00;0,00;2,72;2,72;31,32;9,53;2,00;5,00;2,00
2019-03-17;31,00;1,72;12,06;5,17;6,89;11,00;2,00;5,00;0,00;5,00;0,00;9,00;23,00;2,00;2,00;9,00;0,00;2,00;0,00;9,00;2,00;0,00;2,00;2,00;2,00;2,00;0,00;0,00;5,00;5,00;2,00;7,00;0,00;2,00;0,00;0,00;0,00;2,70;0,00;22,91;13,48;2,00;9,00;5,00
2019-03-24;47,00;8,39;11,75;0,00;0,00;7,00;7,00;2,00;0,00;0,00;0,00;2,00;16,00;0,00;0,00;2,00;0,00;0,00;0,00;7,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;5,00;5,00;0,00;2,00;0,00;0,00;0,00;0,00;2,69;22,83;2,69;5,00;0,00;0,00
2019-03-31;47,00;10,07;5,04;6,71;0,00;4,00;0,00;2,00;0,00;2,00;0,00;2,00;36,00;2,00;2,00;4,00;2,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;4,00;2,00;0,00;2,00;0,00;0,00;0,00;2,69;2,69;13,43;0,00;4,00;4,00;2,00
2019-04-07;36,00;1,71;5,14;1,71;6,86;4,00;4,00;0,00;0,00;0,00;2,00;4,00;31,00;0,00;0,00;0,00;2,00;0,00;2,00;9,00;0,00;0,00;2,00;0,00;0,00;4,00;0,00;0,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;21,33;8,00;0,00;4,00;2,00
2019-04-14;60,00;6,86;18,86;6,86;0,00;39,00;5,00;2,00;0,00;0,00;2,00;2,00;26,00;2,00;2,00;2,00;0,00;2,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;2,00;5,00;0,00;2,00;0,00;0,00;0,00;2,73;0,00;25,91;6,82;0,00;5,00;2,00
2019-04-21;53,00;6,84;8,55;5,13;5,13;4,00;2,00;0,00;0,00;2,00;0,00;4,00;27,00;0,00;0,00;0,00;0,00;2,00;0,00;11,00;2,00;0,00;4,00;2,00;0,00;0,00;2,00;0,00;0,00;4,00;4,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,03;6,79;0,00;0,00;2,00
2019-04-28;37,00;0,00;5,29;0,00;1,76;7,00;2,00;4,00;0,00;0,00;0,00;2,00;14,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,74;0,00;0,00;0,00
2019-05-05;25,00;5,00;5,00;0,00;1,67;0,00;0,00;0,00;0,00;0,00;0,00;7,00;20,00;0,00;0,00;2,00;2,00;0,00;0,00;7,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;11,11;0,00;0,00;4,00;2,00
