Semaine;Chamonix (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT)
2020-04-05;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,60;0,00;9,60;16,00;0,00;0,00;48,00;0,00;0,00;16,00;8,00;48,00
2020-04-12;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,50;10,50;7,00;0,00;0,00;7,00;7,00;17,50;0,00;0,00;21,00;14,00;28,00
2020-04-19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;8,00;3,00;2,00;0,00;8,00;0,00;2,00;3,00;0,00;4,00
2020-04-26;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;17,50;0,00;7,00;17,50;7,00;0,00;17,50;24,50;0,00;0,00;35,00;0,00;7,00;0,00;0,00;14,00
2020-05-03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;2,00;0,00;2,00;5,00;2,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;3,00;0,00;0,00;4,00
2020-05-10;15,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;7,50;15,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;36,00;6,00;0,00;0,00;15,00;0,00;15,00;22,50;0,00;30,00
2020-05-17;8,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,33;0,00;8,00;0,00;8,00;0,00;8,00;13,33;12,00;0,00;48,00;0,00;0,00;8,00;16,00;40,00
2020-05-24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;12,00;0,00;0,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;7,00;0,00;0,00;0,00;3,00;0,00;7,00;3,00;2,00;0,00;6,00;0,00;0,00;1,00;0,00;2,00
2020-05-31;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;7,00;0,00;7,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;7,00;7,00;0,00;7,00;0,00;17,50;7,00;21,00;0,00;21,00;14,00;0,00;7,00
2020-06-07;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40,25;0,00;0,00;0,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,50;7,00;3,50;0,00;21,00;0,00;7,00;35,00;0,00;42,00
2020-06-14;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;8,00;0,00;8,00;0,00;0,00;15,00;0,00;0,00;0,00;8,00;8,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;21,33;0,00;0,00;21,33;8,00;8,00;13,33;8,00;0,00;0,00;40,00;0,00;16,00;16,00;8,00;16,00
2020-06-21;16,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;7,11;7,11;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;37,33;0,00;8,00;8,00;0,00;16,00
2020-06-28;38,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,80;30,40;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;14,62;8,77;8,77;14,62;0,00;0,00;23,38;0,00;0,00;9,50;23,75;0,00;0,00;15,20;0,00;22,80
2020-07-05;40,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,24;32,38;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;8,00;24,00;0,00;0,00;0,00;9,23;9,23;24,62;0,00;33,85;9,23;15,00;0,00;60,00;0,00;20,00;20,00;6,67;6,67
2020-07-12;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,71;9,29;0,00;0,00;17,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;31,78;0,00;8,67;26,00;17,33;0,00;31,78;8,67;10,40;0,00;57,20;0,00;26,00;13,00;0,00;19,50
2020-07-19;26,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;16,71;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;9,00;0,00;9,00;0,00;0,00;0,00;31,78;8,67;17,33;0,00;8,67;0,00;40,44;8,67;20,80;0,00;31,20;0,00;6,50;26,00;6,50;0,00
2020-07-26;8,00;0,00;0,00;0,00;8,00;0,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;0,00;16,00;0,00;0,00;37,33;8,00;0,00;50,67;8,00;8,00;0,00;36,00;0,00;8,00;32,00;16,00;8,00
2020-08-02;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;44,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;8,00;8,00;0,00;0,00;13,33;8,00;0,00;0,00;44,00;0,00;0,00;16,00;0,00;16,00
2020-08-09;32,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;7,53;7,53;0,00;7,53;16,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,55;8,73;8,73;0,00;23,27;8,73;0,00;0,00;41,14;0,00;12,80;0,00;0,00;6,40
2020-08-16;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;9,00;0,00;9,00;15,00;9,00;0,00;15,00;9,00;0,00;10,00;40,00;0,00;15,00;15,00;0,00;15,00
2020-08-23;37,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,40;22,20;0,00;7,40;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;7,00;15,00;0,00;0,00;8,00;0,00;0,00;0,00;6,17;6,17;9,25;0,00;30,83;15,42;0,00;0,00;46,25;0,00;37,00;59,20;0,00;59,20
2020-08-30;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;7,50;0,00;15,00;15,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;15,00;0,00;7,00;0,00;0,00;0,00;6,00;0,00;6,00;9,00;9,00;0,00;15,00;9,00;10,00;10,00;40,00;0,00;22,50;37,50;7,50;37,50
2020-09-06;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;15,00;22,00;5,00;0,00;0,00;5,00;0,00;0,00;10,00;0,00;2,00;0,00;19,00;0,00;5,00;4,00;0,00;4,00
2020-09-13;16,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;16,00;8,00;0,00;0,00;23,00;8,00;8,00;0,00;0,00;0,00;8,00;39,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,60;0,00;0,00;9,60;0,00;0,00;25,60;32,00;10,67;0,00;26,67;0,00;48,00;40,00;0,00;0,00
2020-09-20;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,50;15,00;0,00;0,00;15,00;7,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;6,00;6,00;9,00;0,00;30,00;0,00;0,00;10,00;50,00;0,00;7,50;37,50;0,00;0,00
2020-09-27;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;13,00;3,00;0,00;0,00;7,00;0,00;2,00;0,00;1,00;3,00
2020-10-04;23,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,67;0,00;0,00;0,00;0,00;0,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;8,63;8,63;8,63;0,00;0,00;0,00;28,75;8,63;0,00;0,00;32,20;9,20;7,67;53,67;0,00;7,67
2020-10-11;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;9,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;9,00;0,00;0,00;0,00;9,00;9,00;0,00;0,00;0,00;18,00;9,00;9,00;0,00;54,00;9,00;18,00;0,00;40,50;0,00;0,00;27,00;0,00;45,00
2020-10-18;8,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;8,00;0,00;0,00;8,00;0,00;0,00;21,33;0,00;0,00;0,00;28,00;0,00;8,00;8,00;0,00;8,00
2020-10-25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;2,00;3,00;0,00;2,00;5,00;0,00;3,00
2020-11-01;8,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;8,00;0,00;8,00;0,00;0,00;12,00;0,00;8,00;8,00;0,00;24,00
2020-11-08;8,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;25,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;8,00;0,00;0,00;21,33;0,00;28,00;0,00;20,00;0,00;16,00;48,00;0,00;56,00
2020-11-15;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;2,00;0,00;5,00;0,00;0,00;1,00;0,00;5,00
2020-11-22;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;9,00;0,00;0,00;48,00;15,00;9,60;0,00;14,40;0,00;8,00;0,00;0,00;24,00
2020-11-29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;16,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;11,00;3,00;0,00;0,00;5,00;0,00;3,00;3,00;0,00;2,00
2020-12-06;0,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;8,00;0,00;3,00;0,00;3,00;0,00;3,00;0,00;13,00;13,00;0,00;0,00;7,00;0,00;1,00;0,00;0,00;5,00
2020-12-13;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;8,00;0,00;8,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;0,00;5,00;8,00;0,00;0,00;8,00;0,00;0,00;1,00;0,00;2,00
2020-12-20;10,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;10,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;10,00;0,00;53,33;10,00;0,00;0,00;43,33;43,33;10,00;0,00;40,00;0,00;50,00;30,00;0,00;40,00
2020-12-27;36,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;26,53;36,00;0,00;0,00;9,00;0,00;18,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;9,00;0,00;9,00;0,00;27,00;27,00;18,00;0,00;36,00;36,00;0,00;0,00;58,50;0,00;0,00;0,00;7,20;43,20
2021-01-03;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;8,00;0,00;13,33;0,00;8,00;8,00;8,00;0,00;8,00;8,00;28,00;0,00;20,00;0,00;40,00;16,00;8,00;8,00
2021-01-10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;16,00;0,00;3,00;0,00;8,00;0,00;0,00;3,00;19,00;3,00;2,00;0,00;10,00;0,00;2,00;0,00;0,00;2,00
2021-01-17;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;8,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;8,00;0,00;15,00;0,00;8,00;0,00;8,00;0,00;8,00;8,00;5,00;0,00;18,00;0,00;0,00;2,00;8,00;0,00;1,00;4,00;0,00;3,00
2021-01-24;48,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23,04;15,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;24,00;0,00;33,00;9,00;9,00;0,00;90,00;15,00;0,00;9,60;9,60;0,00;13,71;13,71;0,00;13,71
2021-01-31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;8,00;0,00;8,00;0,00;0,00;0,00;5,00;3,00;0,00;0,00;5,00;0,00;1,00;5,00;1,00;2,00
2021-02-07;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;40,00;0,00;0,00;0,00;13,33;0,00;13,33;0,00;29,33;29,33;8,00;0,00;48,00;0,00;16,00;32,00;0,00;40,00
2021-02-14;9,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;9,00;0,00;7,20;0,00;0,00;17,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;26,00;0,00;0,00;9,00;18,00;0,00;0,00;0,00;27,00;18,00;18,00;0,00;40,50;0,00;45,00;9,00;0,00;18,00
2021-02-21;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;16,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;8,00;0,00;8,00;0,00;3,00;3,00;3,00;0,00;16,00;5,00;0,00;0,00;7,00;0,00;1,00;0,00;0,00;1,00
2021-02-28;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;9,60;0,00;19,20;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00
2021-03-07;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;8,00;0,00;9,00;0,00;9,00;0,00;9,00;0,00;0,00;15,00;14,40;0,00;14,40;0,00;8,00;32,00;0,00;8,00
2021-03-14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;3,00;0,00;0,00;0,00;3,00;5,00;2,00;0,00;8,00;0,00;1,00;3,00;0,00;0,00
2021-03-21;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;11,00;3,00;3,00;0,00;8,00;0,00;2,00;0,00;2,00;0,00;0,00;4,00;0,00;0,00
2021-03-28;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;9,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;6,00
2021-04-04;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;12,00;0,00;0,00;8,00;0,00;40,00
2021-04-11;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;8,00;0,00;8,00
2021-04-18;26,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;8,00;0,00;0,00;0,00;17,33;0,00;17,33;0,00;26,00;17,33;0,00;0,00;20,80;0,00;13,00;6,50;0,00;0,00
2021-04-25;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;9,00;0,00;0,00;9,00;9,00;9,00;9,00;9,00
2021-05-02;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;13,33;0,00;0,00;8,00;0,00;0,00;8,00;0,00;0,00
2021-05-09;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;4,00;0,00;1,00;1,00;1,00;1,00
2021-05-16;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;17,00;8,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;8,00
2021-05-23;51,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23,18;0,00;7,29;7,29;0,00;14,57
2021-05-30;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;18,00;0,00;9,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;18,00;0,00;0,00;6,00;0,00;24,00
2021-06-06;26,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,67;0,00;8,67;0,00;34,67;26,00;0,00;10,40;10,40;0,00;6,50;0,00;0,00;6,50
2021-06-13;27,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,64;9,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;9,00;9,00;9,00;0,00;27,00;0,00;0,00;0,00;0,00;20,25
2021-06-20;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;9,00;0,00;18,00;0,00;9,00;0,00;0,00;0,00;9,00;9,00;9,00;0,00;0,00;0,00;6,00;6,00;0,00;6,00
2021-06-27;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;17,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;36,00;0,00;0,00;63,00;0,00;9,00;0,00;9,00;0,00;0,00;6,00;0,00;18,00
2021-07-04;54,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;9,31;18,62;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;9,00;0,00;0,00;0,00;9,00;0,00;18,00;0,00;18,00;18,00;0,00;0,00;9,00;18,00;103,09;9,82;39,27;0,00;0,00;20,25;0,00;0,00
2021-07-11;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;9,50;0,00;9,50;9,50;0,00;0,00;50,67;31,67;9,50;0,00;66,50;0,00;0,00;19,00;0,00;0,00
2021-07-18;31,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;21,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;10,00;21,70;0,00;21,70;9,30;9,30;0,00;31,00;0,00;0,00;0,00;20,67;0,00;0,00;0,00;0,00;7,75
2021-07-25;27,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;18,00;0,00;0,00;0,00;0,00;0,00;9,00;9,00;0,00;9,00;0,00;0,00;0,00;36,00;9,00;0,00;0,00;0,00;0,00;9,00;9,00;9,00;0,00;45,00;0,00;0,00;6,75;0,00;6,75
2021-08-01;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;9,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;3,00;0,00;0,00;0,00;6,00;9,00;2,00;0,00;12,00;0,00;1,00;3,00;0,00;3,00
2021-08-08;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;9,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;9,00;0,00;18,00;0,00;0,00;18,00;9,00;0,00;54,00;0,00;0,00;0,00;58,50;0,00;27,00;9,00;0,00;9,00
2021-08-15;44,00;0,00;0,00;0,00;17,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;9,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;8,80;0,00;0,00;0,00;0,00;0,00;0,00;26,40;9,78;0,00;29,33;0,00;7,33;22,00;0,00;7,33
2021-08-22;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;18,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;36,00;0,00;0,00;45,00;0,00;63,00
2021-08-29;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;37,00;0,00;0,00;0,00;0,00;0,00;9,00;19,00;0,00;0,00;9,00;0,00;0,00;9,00;9,00;0,00;0,00;0,00;9,50;19,00;19,00;0,00;60,17;9,50;9,50;0,00;47,50;0,00;69,67;25,33;0,00;19,00
