Semaine;Nice (FR);Paris (FR);London (GB);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;44,00;630,67;674,67;322,67;233,20;13,20;184,80;264,00;268,00;280,00;116,00;172,00;167,75;123,75;110,00;13,75;72,77;111,69;11,85;59,23;20,53;102,67;49,87;67,47;15,89;42,78;26,89;59,89;10,00;8,00;6,00;6,00;14,00;1,00;1,00
2019-01-13;42,00;560,00;588,00;294,00;210,00;16,80;180,60;273,00;193,20;302,40;109,20;155,40;145,60;95,20;117,60;14,00;73,92;139,44;13,44;70,56;21,72;112,97;65,17;70,97;21,60;36,00;34,80;64,80;6,00;10,00;4,00;3,00;10,00;1,00;3,00
2019-01-20;43,00;530,33;587,67;272,33;240,80;25,80;167,70;232,20;183,73;211,09;97,73;160,27;131,69;88,69;80,63;10,75;91,16;139,32;20,64;34,40;20,07;78,83;68,80;47,30;10,75;35,83;33,44;31,06;5,00;8,00;14,00;3,00;8,00;1,00;1,00
2019-01-27;15,00;555,00;630,00;300,00;187,50;7,50;142,50;228,75;138,75;277,50;123,75;183,75;129,00;96,00;123,00;21,00;43,33;113,33;16,67;70,00;13,64;96,82;49,09;60,00;16,15;31,15;5,77;21,92;8,00;9,00;7,00;7,00;7,00;1,00;1,00
2019-02-03;22,00;902,00;946,00;418,00;220,00;8,80;180,40;233,20;193,60;312,40;136,40;224,40;143,00;74,25;93,50;16,50;49,08;110,00;13,54;52,46;19,07;79,20;54,27;64,53;12,22;40,33;1,22;41,56;4,00;13,00;4,00;4,00;9,00;3,00;1,00
2019-02-10;22,00;836,00;858,00;330,00;206,80;22,00;189,20;264,00;158,40;330,00;162,80;211,20;170,50;107,25;101,75;22,00;40,62;128,62;16,92;60,92;19,07;98,27;44,00;51,33;14,67;22,00;2,44;50,11;6,00;7,00;7,00;10,00;9,00;0,00;0,00
2019-02-17;27,00;499,50;567,00;283,50;238,50;9,00;193,50;306,00;154,29;243,00;123,43;200,57;145,80;94,50;91,80;13,50;55,69;114,75;52,31;60,75;24,00;91,50;52,50;49,50;17,18;29,45;4,91;54,00;16,00;10,00;3,00;3,00;12,00;3,00;0,00
2019-02-24;35,00;752,50;752,50;350,00;227,50;13,13;240,63;249,38;159,44;225,56;108,89;175,00;131,92;113,08;96,92;8,08;57,75;133,00;8,75;52,50;26,25;80,21;62,71;46,67;22,93;21,72;8,45;42,24;11,00;7,00;4,00;4,00;4,00;1,00;1,00
2019-03-03;29,00;609,00;623,50;290,00;182,29;8,29;298,29;240,29;153,29;244,43;149,14;203,00;121,80;121,80;72,50;8,70;51,18;126,24;13,65;52,88;20,30;82,65;59,45;42,05;19,33;41,08;6,04;33,83;13,00;4,00;10,00;3,00;10,00;0,00;4,00
2019-03-10;31,00;635,50;666,50;341,00;197,63;15,50;182,13;255,75;139,50;217,00;127,88;178,25;121,18;101,45;95,82;16,91;58,56;146,39;39,61;80,94;26,77;78,91;80,32;35,23;9,54;52,46;8,35;41,73;12,00;12,00;6,00;7,00;7,00;1,00;0,00
2019-03-17;18,00;630,00;648,00;288,00;202,50;9,00;153,00;247,50;129,60;201,60;118,80;151,20;105,43;92,57;64,29;7,71;47,45;93,27;6,55;58,91;18,00;77,54;45,69;54,00;20,40;28,80;4,80;34,80;8,00;10,00;4,00;4,00;11,00;8,00;0,00
2019-03-24;26,00;520,00;494,00;247,00;190,67;8,67;177,67;264,33;151,67;273,00;156,00;195,00;124,22;127,11;89,56;17,33;55,47;154,27;6,93;60,67;28,89;75,11;56,33;46,22;18,91;21,27;1,18;53,18;11,00;6,00;1,00;3,00;16,00;3,00;0,00
2019-03-31;41,00;560,33;478,33;259,67;209,10;16,40;172,20;262,40;188,60;266,50;131,20;196,80;136,67;120,27;95,67;10,93;76,88;114,46;20,50;66,63;14,14;76,34;46,66;56,55;16,40;19,91;14,06;44,51;6,00;9,00;12,00;6,00;9,00;4,00;4,00
2019-04-07;64,00;704,00;656,00;336,00;264,53;17,07;196,27;238,93;192,00;288,00;168,00;172,00;139,13;130,78;91,83;8,35;93,41;138,38;20,76;60,54;42,18;85,82;59,64;55,27;16,59;32,00;20,15;53,33;6,00;6,00;7,00;10,00;14,00;3,00;1,00
2019-04-14;41,00;1366,67;642,33;300,67;250,10;32,80;209,10;192,70;221,40;258,30;123,00;164,00;109,33;117,53;73,80;24,60;76,88;131,54;18,79;66,63;17,57;90,79;51,25;39,54;18,09;13,26;34,97;39,79;7,00;9,00;6,00;7,00;9,00;4,00;0,00
2019-04-21;54,00;864,00;720,00;378,00;224,31;12,46;195,23;253,38;211,85;294,92;116,31;182,77;132,30;137,70;83,70;13,50;59,06;102,94;20,25;86,06;28,42;68,21;63,95;69,63;18,00;30,00;38,40;64,80;7,00;10,00;7,00;10,00;8,00;9,00;4,00
2019-04-28;54,00;954,00;900,00;450,00;253,38;20,77;340,62;257,54;228,46;332,31;103,85;153,69;153,47;130,74;90,95;19,89;78,39;142,84;26,13;67,94;18,97;87,57;77,35;55,46;16,80;30,00;24,00;63,60;12,00;5,00;11,00;8,00;11,00;3,00;3,00
2019-05-05;52,00;641,33;710,67;381,33;234,00;13,00;433,33;247,00;176,00;292,00;104,00;132,00;125,89;114,95;90,32;19,16;112,67;131,73;20,80;81,47;17,33;66,44;47,67;46,22;18,14;26,60;49,58;45,95;15,00;10,00;4,00;3,00;11,00;6,00;1,00
2019-05-12;56,00;560,00;462,00;322,00;267,08;12,92;163,69;232,62;168,00;268,00;120,00;148,00;151,20;103,60;100,80;19,60;69,58;106,91;18,67;59,39;28,72;74,67;70,36;51,69;20,26;16,68;16,68;39,32;10,00;7,00;3,00;8,00;11,00;1,00;1,00
2019-05-19;52,00;728,00;606,67;381,33;212,00;12,00;156,00;192,00;188,00;248,00;116,00;160,00;125,89;93,05;109,47;16,42;81,47;112,67;32,93;62,40;20,22;88,11;60,67;46,22;26,60;26,60;18,14;65,30;7,00;14,00;5,00;4,00;36,00;6,00;0,00
2019-05-26;47,00;689,33;564,00;344,67;260,64;34,18;209,36;217,91;195,83;258,50;117,50;164,50;157,59;105,06;91,24;24,88;90,64;114,14;21,82;48,68;25,64;74,06;54,12;58,39;27,72;24,10;36,15;43,38;11,00;17,00;8,00;8,00;48,00;6,00;1,00
2019-06-02;54,00;828,00;702,00;378,00;220,15;20,77;132,92;232,62;207,69;261,69;141,23;137,08;130,74;284,21;110,84;11,37;71,42;109,74;15,68;83,61;17,51;89,03;45,24;51,08;37,20;22,80;25,20;51,60;12,00;8,00;8,00;5,00;17,00;4,00;3,00
2019-06-09;62,00;604,50;589,00;294,50;219,07;20,67;136,40;202,53;173,60;268,67;82,67;144,67;112,73;138,09;76,09;19,73;53,39;111,94;24,11;65,44;25,95;86,51;56,23;66,33;26,23;19,08;48,88;60,81;12,00;17,00;7,00;8,00;7,00;1,00;1,00
2019-06-16;60,00;600,00;525,00;300,00;192,86;17,14;167,14;205,71;196,00;272,00;108,00;160,00;128,57;117,14;100,00;14,29;97,71;137,14;24,00;75,43;36,59;100,98;55,61;55,61;28,80;33,60;40,80;54,00;14,00;9,00;11,00;4,00;11,00;5,00;0,00
2019-06-23;56,00;546,00;490,00;252,00;176,62;17,23;155,08;193,85;204,00;248,00;108,00;180,00;137,20;95,20;78,40;14,00;67,88;96,73;40,73;61,09;17,23;83,28;50,26;48,82;16,68;28,60;30,98;50,04;22,00;14,00;7,00;7,00;7,00;10,00;3,00
2019-06-30;71,00;624,80;582,20;284,00;187,94;29,24;142,00;175,41;238,06;300,71;108,59;162,88;142,00;110,76;133,48;28,40;77,76;131,86;103,12;79,45;26,08;86,94;66,65;68,10;22,86;26,47;43,32;64,98;14,00;12,00;15,00;15,00;20,00;8,00;6,00
2019-07-07;74,00;740,00;651,20;414,40;230,22;24,67;156,22;234,33;246,67;353,56;148,00;185,00;145,26;137,04;117,85;30,15;90,82;119,41;35,32;80,73;35,58;109,58;69,73;71,15;27,45;39,39;41,77;66,84;18,00;18,00;5,00;10,00;18,00;10,00;0,00
2019-07-14;82,00;902,00;754,40;442,80;241,90;24,60;143,50;209,10;254,20;348,50;143,50;192,70;186,62;161,17;121,59;25,45;92,25;112,75;23,92;102,50;34,53;105,02;63,30;74,81;31,35;30,15;36,18;82,00;19,00;27,00;7,00;9,00;16,00;9,00;4,00
2019-07-21;63,00;850,50;677,25;378,00;252,00;42,00;168,00;231,00;260,40;369,60;184,80;197,40;194,73;183,27;120,27;20,05;80,03;132,81;44,27;129,41;46,88;136,26;82,05;68,86;53,31;47,25;38,77;92,08;14,00;19,00;14,00;5,00;21,00;5,00;2,00
2019-07-28;72,00;936,00;648,00;417,60;232,94;16,94;177,88;241,41;236,00;344,00;140,00;180,00;238,15;160,62;119,08;36,00;97,71;106,29;32,57;137,14;20,16;139,68;77,76;93,60;33,05;44,85;54,30;70,82;21,00;18,00;6,00;15,00;28,00;14,00;3,00
