Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;50,00;6,82;6,82;6,82;6,82;0,00;14,06;7,81;0,00;0,00;0,00;9,00;5,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;46,00;4,31;0,00;4,31;4,31;14,31;5,11;5,11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,20;0,00
2019-01-20;31,00;6,20;18,60;6,20;6,20;31,00;0,00;0,00;0,00;4,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;35,00;17,50;4,38;4,38;8,75;9,00;9,00;4,00;0,00;0,00;0,00;0,00;0,00;10,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;18,00;27,00;9,00;9,00;0,00;0,00;10,00;28,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;27,00;144,00;54,00;117,00;54,00;27,00;0,00;27,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;19,00;4,38;4,38;4,38;10,23;9,00;0,00;5,00;5,00;0,00;6,79;0,00;6,79;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00
2019-02-24;37,00;19,24;0,00;0,00;0,00;14,00;5,00;5,00;0,00;0,00;6,61;18,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;32,00;8,73;4,36;14,55;0,00;14,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;5,71;0,00;0,00;0,00;5,00;0,00;0,00;0,00
2019-03-10;27,00;8,53;0,00;4,26;4,26;13,00;4,00;9,00;0,00;4,00;4,00;9,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00
2019-03-17;31,00;16,91;4,23;0,00;12,68;0,00;14,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;56,00;29,47;8,84;0,00;8,84;0,00;18,00;10,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00
2019-03-31;56,00;10,50;10,50;5,25;0,00;17,04;6,09;6,09;0,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;68,00;13,02;0,00;4,34;0,00;18,00;9,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;48,00;11,08;11,08;11,08;5,54;60,97;6,49;0,00;0,00;0,00;0,00;0,00;10,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;52,00;4,33;10,11;4,33;4,33;10,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00
2019-04-28;59,00;9,57;4,78;4,78;4,78;9,83;5,46;5,46;5,46;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,46
2019-05-05;40,00;17,14;4,29;12,86;8,57;9,00;13,00;0,00;0,00;8,89;0,00;8,89;0,00;0,00;8,89;8,89;0,00;0,00;0,00;0,00;4,00
2019-05-12;64,00;9,60;4,80;40,00;25,60;4,41;9,93;4,41;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;75,00;12,98;0,00;21,63;0,00;9,00;9,00;0,00;0,00;6,12;0,00;6,12;0,00;0,00;0,00;0,00;0,00;0,00;9,00;4,00;0,00
2019-05-26;86,00;38,55;17,79;47,45;8,90;18,88;10,49;18,88;0,00;0,00;0,00;0,00;0,00;0,00;5,00;9,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;97,00;8,56;8,56;34,24;17,12;30,00;8,00;0,00;0,00;0,00;0,00;6,58;13,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
