Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;46,00;598,00;161,00;69,00;69,00;8,94;31,94;8,94;17,89;14,00;5,00;5,00;5,00
2019-01-13;45,00;607,50;157,50;45,00;22,50;8,75;35,00;35,00;5,00;14,00;5,00;9,00;0,00
2019-01-20;40,00;180,00;60,00;10,00;10,00;21,94;21,94;9,03;9,03;0,00;9,00;0,00;4,00
2019-01-27;22,00;117,33;44,00;7,33;29,33;25,88;18,12;12,94;22,00;17,00;9,00;0,00;13,00
2019-02-03;9,00;144,00;45,00;9,00;9,00;23,14;32,14;0,00;5,14;4,00;9,00;0,00;4,00
2019-02-10;32,00;640,00;224,00;96,00;64,00;28,16;14,08;8,96;5,12;9,00;0,00;0,00;5,00
2019-02-17;28,00;588,00;196,00;28,00;56,00;40,73;28,00;5,09;8,91;9,00;14,00;9,00;9,00
2019-02-24;9,00;112,50;22,50;9,00;4,50;36,00;27,00;9,00;14,14;4,00;9,00;18,00;13,00
2019-03-03;33,00;275,00;88,00;22,00;22,00;22,85;22,85;0,00;5,08;9,00;5,00;9,00;0,00
2019-03-10;32,00;266,67;64,00;21,33;21,33;35,84;5,12;5,12;8,96;9,00;5,00;9,00;0,00
2019-03-17;37,00;536,50;111,00;37,00;37,00;28,07;14,03;5,10;22,97;9,00;9,00;9,00;5,00
2019-03-24;65,00;812,50;260,00;65,00;65,00;56,08;31,86;5,10;5,10;9,00;5,00;18,00;0,00
2019-03-31;18,00;186,00;36,00;6,00;12,00;55,29;14,14;0,00;18,00;5,00;5,00;9,00;5,00
2019-04-07;72,00;696,00;240,00;48,00;48,00;66,86;28,29;5,14;14,14;0,00;0,00;38,00;19,00
2019-04-14;45,00;2250,00;202,50;45,00;67,50;55,29;24,43;15,43;15,43;10,00;0,00;10,00;20,00
2019-04-21;38,00;278,67;101,33;25,33;12,67;38,00;38,00;5,07;0,00;14,00;5,00;9,00;5,00
2019-04-28;35,00;175,00;78,75;8,75;26,25;35,00;22,04;0,00;18,15;17,00;4,00;17,00;13,00
2019-05-05;61,00;274,50;61,00;15,25;30,50;17,79;30,50;12,71;21,60;9,00;4,00;4,00;4,00
2019-05-12;46,00;352,67;76,67;7,67;30,67;46,00;26,83;26,83;5,11;14,00;9,00;9,00;5,00
2019-05-19;31,00;206,67;62,00;10,33;20,67;27,13;40,04;9,04;9,04;35,00;9,00;22,00;4,00
2019-05-26;36,00;243,00;45,00;9,00;27,00;54,00;21,86;27,00;30,86;13,00;4,00;9,00;13,00
2019-06-02;41,00;492,00;102,50;20,50;61,50;44,84;7,69;20,50;12,81;16,00;20,00;12,00;16,00
