Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;60,00;26,67;10,00;10,00;0,00;6,67;6,67;8,33;1,67;0,00;0,00;1,00;0,00;1,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2019-01-13;56,00;9,14;5,71;13,71;1,14;0,00;11,43;3,43;0,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-01-20;48,00;6,00;3,00;11,00;0,00;1,00;8,00;6,00;5,00;0,00;0,00;1,04;3,13;0,00;1,04;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;51,00;9,77;4,34;6,51;3,26;0,00;5,43;6,51;3,26;0,00;1,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;1,00;0,00
2019-02-03;56,00;9,00;1,00;7,00;1,00;4,00;9,00;7,00;2,00;0,00;0,00;1,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;63,00;15,00;10,00;6,00;0,00;0,00;7,00;6,00;2,00;0,00;0,00;2,68;1,34;0,00;0,00;2,68;0,00;0,00;0,00;0,00;0,00
2019-02-17;59,00;15,39;5,13;10,26;0,00;3,85;10,26;14,11;1,28;0,00;1,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-02-24;52,00;9,00;3,00;5,00;0,00;4,00;12,00;3,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;1,41;1,41;1,41;0,00;0,00;1,41
2019-03-03;65,00;13,20;3,05;7,11;1,02;4,06;6,09;9,14;1,02;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;1,00;0,00;1,00
2019-03-10;53,00;7,00;4,00;12,00;0,00;2,00;8,00;6,00;3,00;0,00;0,00;2,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;59,00;12,00;7,00;8,00;2,00;7,00;10,00;5,00;2,00;0,00;1,05;0,00;1,05;1,05;0,00;2,11;0,00;0,00;0,00;1,05;0,00
2019-03-24;78,00;8,00;4,00;9,00;1,00;5,00;3,00;9,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,24;1,24;0,00;0,00;0,00;1,24
2019-03-31;74,00;15,00;4,00;6,00;2,00;0,00;5,00;6,00;0,00;0,00;2,39;1,19;1,19;0,00;1,19;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;73,00;19,39;5,70;15,97;3,42;3,42;18,25;10,27;2,28;0,00;0,00;0,00;1,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;68,00;18,89;1,26;10,07;1,26;2,52;10,07;2,52;2,52;0,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;70,00;7,00;4,00;9,00;2,00;2,00;12,00;5,00;3,00;0,00;2,46;0,00;0,00;1,23;0,00;2,46;0,00;0,00;0,00;0,00;0,00
2019-04-28;64,00;17,00;8,00;5,00;1,00;4,00;17,00;7,00;8,00;0,00;2,33;2,33;0,00;1,16;1,16;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;83,00;32,91;5,72;20,03;5,72;7,16;20,03;15,74;4,29;0,00;1,00;1,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;77,00;16,00;4,00;11,00;2,00;1,00;23,00;10,00;2,00;0,00;1,17;0,00;0,00;0,00;1,17;1,17;1,17;0,00;0,00;0,00;0,00
2019-05-19;89,00;30,08;6,27;10,03;5,01;8,77;21,31;8,77;3,76;0,00;2,00;1,00;2,00;0,00;0,00;4,00;0,00;0,00;0,00;1,00;1,00
2019-05-26;65,00;17,00;10,00;10,00;4,00;5,00;13,00;6,00;4,00;0,00;0,00;2,17;1,08;0,00;0,00;2,17;0,00;0,00;0,00;0,00;0,00
2019-06-02;88,00;24,00;7,00;9,00;2,00;2,00;9,00;9,00;4,00;0,00;1,26;1,26;1,26;1,26;2,51;1,26;0,00;0,00;1,26;0,00;1,26
2019-06-09;85,00;22,17;11,09;16,01;3,70;3,70;27,10;11,09;6,16;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00
2019-06-16;86,00;24,00;12,00;15,00;2,00;1,00;24,00;9,00;3,00;0,00;0,00;3,35;0,00;1,12;1,12;0,00;1,12;0,00;0,00;0,00;0,00
2019-06-23;99,00;21,86;18,00;23,14;2,57;5,14;11,57;6,43;3,86;0,00;2,00;4,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-06-30;80,00;25,95;6,49;17,30;1,08;4,32;10,81;6,49;4,32;0,00;4,00;2,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;100,00;19,00;11,00;17,00;2,00;5,00;21,00;14,00;4,00;0,00;0,00;1,00;1,00;2,00;2,00;2,00;0,00;1,00;0,00;0,00;0,00
2019-07-14;92,00;29,21;11,68;23,37;2,92;2,92;16,06;23,37;1,46;0,00;2,00;2,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-07-21;92,00;19,55;10,35;17,25;5,75;5,75;11,50;16,10;2,30;0,00;2,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;1,00;0,00;0,00
2019-07-28;83,00;36,89;12,68;34,58;2,31;2,31;6,92;20,75;3,46;2,00;2,00;2,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;1,00;0,00
2019-08-04;88,00;22,00;13,20;22,00;8,80;3,30;14,30;8,80;1,10;0,00;2,00;0,00;2,00;0,00;0,00;3,00;0,00;0,00;1,00;1,00;0,00
2019-08-11;86,00;25,00;5,00;12,00;1,00;10,00;17,00;10,00;2,00;0,00;2,32;0,00;1,16;1,16;1,16;0,00;3,49;1,16;0,00;1,16;0,00
2019-08-18;88,00;85,29;12,18;18,95;2,71;5,42;16,25;16,25;1,35;0,00;1,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;83,00;68,95;6,38;14,05;1,28;2,55;12,77;15,32;2,55;0,00;1,00;2,00;1,00;1,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00
2019-09-01;86,00;24,76;6,52;11,73;6,52;2,61;15,64;10,42;7,82;2,00;0,00;1,00;2,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;1,00
2019-09-08;64,00;18,00;6,00;7,00;3,00;7,00;8,00;13,00;5,00;0,00;1,07;3,20;1,07;0,00;1,07;2,13;0,00;0,00;0,00;0,00;0,00
