Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;35,00;618,33;5,83;5,83;23,33;41,00;32,00;6,00;18,00;9,72;5,83;9,72;3,89
2019-01-13;25,00;637,50;12,50;25,00;12,50;31,00;45,00;6,00;20,00;13,46;7,69;7,69;0,00
2019-01-20;22,00;462,00;5,50;22,00;22,00;35,00;27,00;8,00;24,00;8,00;16,00;0,00;0,00
2019-01-27;19,00;427,50;9,50;19,00;9,50;24,00;46,00;3,00;44,00;7,60;15,20;1,90;1,90
2019-02-03;23,00;552,00;5,75;11,50;23,00;20,00;41,00;6,00;17,00;7,67;30,67;1,92;1,92
2019-02-10;26,00;546,00;6,50;13,00;13,00;14,00;29,00;12,00;26,00;12,00;20,00;0,00;2,00
2019-02-17;31,00;475,33;0,00;10,33;10,33;20,00;60,00;0,00;29,00;5,81;13,56;0,00;0,00
2019-02-24;29,00;667,00;7,25;7,25;29,00;32,00;63,00;6,00;14,00;7,73;1,93;5,80;0,00
2019-03-03;17,00;714,00;8,50;34,00;34,00;9,00;38,00;6,00;41,00;13,22;11,33;1,89;0,00
2019-03-10;42,00;462,00;10,50;5,25;31,50;36,00;51,00;0,00;27,00;6,00;6,00;0,00;6,00
2019-03-17;24,00;624,00;6,00;6,00;12,00;47,00;41,00;12,00;27,00;24,00;36,00;0,00;0,00
2019-03-24;26,00;637,00;0,00;13,00;39,00;38,00;41,00;9,00;18,00;12,00;4,00;10,00;0,00
2019-03-31;28,00;644,00;7,00;28,00;56,00;40,00;28,00;14,00;48,00;18,00;18,00;18,00;2,00
2019-04-07;39,00;611,00;6,50;26,00;26,00;36,00;61,00;17,00;47,00;11,70;19,50;5,85;0,00
2019-04-14;27,00;1350,00;6,75;27,00;40,50;63,00;66,00;15,00;45,00;15,43;23,14;17,36;0,00
2019-04-21;29,00;638,00;7,25;14,50;14,50;32,00;46,00;9,00;32,00;13,53;23,20;5,80;5,80
2019-04-28;20,00;360,00;5,00;10,00;10,00;23,00;37,00;17,00;29,00;14,00;14,00;2,00;2,00
2019-05-05;23,00;563,50;5,75;11,50;23,00;37,00;54,00;11,00;20,00;20,91;29,27;2,09;2,09
2019-05-12;31,00;382,33;10,33;5,17;31,00;49,00;51,00;11,00;26,00;5,81;31,00;7,75;0,00
2019-05-19;45,00;506,25;0,00;22,50;33,75;62,00;28,00;20,00;56,00;7,83;13,70;1,96;1,96
2019-05-26;36,00;516,00;6,00;24,00;24,00;25,00;38,00;25,00;30,00;22,00;20,00;6,00;2,00
2019-06-02;49,00;526,75;6,13;36,75;36,75;46,00;65,00;19,00;22,00;15,68;21,56;1,96;1,96
2019-06-09;33,00;550,00;5,50;33,00;11,00;50,00;55,00;25,00;47,00;11,65;27,18;5,82;0,00
2019-06-16;23,00;575,00;5,75;46,00;34,50;41,00;44,00;12,00;38,00;30,67;13,42;7,67;0,00
2019-06-23;68,00;521,33;11,33;22,67;22,67;50,00;56,00;15,00;30,00;15,54;34,97;5,83;3,89
2019-06-30;52,00;611,00;6,50;39,00;26,00;52,00;67,00;17,00;38,00;11,56;34,67;5,78;5,78
2019-07-07;45,00;506,25;5,63;22,50;22,50;48,00;66,00;26,00;26,00;7,83;35,22;1,96;1,96
