Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;20,00;246,67;3,33;6,67;3,33;6,67;1,67;1,67;3,33;1,00;2,00;0,00;1,00
2019-01-13;16,00;208,00;4,00;16,00;4,00;7,38;3,69;1,23;2,46;1,00;3,00;2,00;0,00
2019-01-20;18,00;198,00;4,50;9,00;9,00;6,75;5,63;1,13;2,25;2,00;3,00;2,00;1,00
2019-01-27;16,00;144,00;0,00;8,00;4,00;5,33;4,27;0,53;1,07;1,00;1,00;2,00;2,00
2019-02-03;19,00;161,50;4,75;9,50;4,75;6,79;4,07;0,68;1,36;1,00;1,00;1,00;0,00
2019-02-10;19,00;171,00;4,75;9,50;4,75;6,33;2,53;0,00;0,00;2,00;1,00;1,00;0,00
2019-02-17;14,00;98,00;3,50;7,00;3,50;8,17;2,33;0,00;1,17;2,00;3,00;1,00;0,00
2019-02-24;19,00;180,50;4,75;9,50;9,50;4,75;4,75;0,59;1,19;1,00;2,00;0,00;2,00
2019-03-03;19,00;114,00;0,00;6,33;6,33;10,23;7,31;1,46;0,00;1,00;1,00;1,00;0,00
2019-03-10;17,00;153,00;4,25;8,50;4,25;5,67;2,27;1,13;1,13;1,00;2,00;1,00;0,00
2019-03-17;23,00;138,00;0,00;7,67;7,67;11,50;5,75;0,72;0,00;1,00;1,00;1,00;0,00
2019-03-24;22,00;124,67;3,67;7,33;3,67;18,00;12,00;0,00;1,00;2,00;1,00;1,00;1,00
2019-03-31;19,00;161,50;4,75;9,50;9,50;4,00;1,00;3,00;2,00;1,12;0,00;1,12;1,12
2019-04-07;24,00;144,00;4,00;8,00;8,00;8,73;4,36;1,09;2,18;2,00;2,00;2,00;1,00
2019-04-14;30,00;750,00;0,00;7,50;7,50;17,37;3,16;3,16;4,74;0,00;2,00;1,00;0,00
2019-04-21;36,00;144,00;3,60;14,40;7,20;12,96;4,32;1,44;4,32;3,00;3,00;3,00;0,00
2019-04-28;20,00;106,67;3,33;3,33;3,33;5,56;5,56;1,11;2,22;2,00;2,00;1,00;1,00
2019-05-05;23,00;153,33;3,83;7,67;7,67;14,38;11,50;2,88;8,63;2,00;2,00;1,00;1,00
2019-05-12;23,00;115,00;3,83;3,83;3,83;3,45;4,60;2,30;4,60;1,00;2,00;1,00;0,00
2019-05-19;21,00;126,00;3,50;7,00;7,00;12,83;5,83;3,50;1,17;1,00;2,00;0,00;0,00
2019-05-26;22,00;117,33;3,67;7,33;7,33;11,52;4,19;1,05;3,14;1,00;2,00;2,00;1,00
2019-06-02;26,00;173,33;4,33;4,33;8,67;14,44;5,78;1,44;5,78;2,00;1,00;1,00;0,00
2019-06-09;26,00;147,33;0,00;8,67;8,67;10,00;4,00;2,00;2,00;0,00;2,17;0,00;0,00
2019-06-16;23,00;130,33;3,83;3,83;3,83;9,20;3,45;2,30;2,30;4,00;3,00;1,00;1,00
2019-06-23;37,00;125,80;0,00;7,40;7,40;17,53;5,84;1,95;1,95;4,00;2,00;2,00;0,00
2019-06-30;25,00;158,33;4,17;8,33;8,33;11,00;7,00;1,00;3,00;2,17;6,52;0,00;0,00
2019-07-07;34,00;153,00;4,25;8,50;8,50;11,77;6,54;2,62;3,92;2,00;2,00;1,00;1,00
2019-07-14;28,00;133,00;3,50;7,00;7,00;8,17;4,67;1,17;3,50;1,00;4,00;2,00;0,00
2019-07-21;35,00;183,75;4,38;8,75;8,75;12,96;6,48;5,19;1,30;1,00;3,00;1,00;1,00
2019-07-28;27,00;189,00;9,00;9,00;9,00;15,12;5,40;2,16;4,32;1,00;2,00;1,00;1,00
2019-08-04;33,00;198,00;8,25;8,25;8,25;19,80;7,70;3,30;6,60;4,00;3,00;2,00;0,00
2019-08-11;53,00;166,57;3,79;7,57;7,57;15,51;6,46;2,59;3,88;1,00;5,00;1,00;0,00
2019-08-18;35,00;192,50;4,38;17,50;8,75;10,65;6,09;4,57;1,52;1,00;6,00;1,00;1,00
2019-08-25;30,00;165,00;3,75;7,50;7,50;18,00;8,00;1,00;8,00;2,00;2,00;1,00;0,00
2019-09-01;29,00;166,75;3,63;7,25;7,25;14,50;7,25;2,90;4,35;1,00;2,00;1,00;1,00
2019-09-08;21,00;168,00;3,50;7,00;7,00;6,18;4,94;1,24;4,94;2,00;4,00;1,00;1,00
2019-09-15;19,00;139,33;3,17;6,33;6,33;9,50;8,14;0,00;2,71;1,00;5,00;0,00;1,00
2019-09-22;23,00;184,00;3,83;7,67;7,67;6,00;4,00;2,00;2,00;1,00;3,00;1,00;1,00
2019-09-29;25,00;208,33;4,17;8,33;8,33;9,72;6,94;2,78;2,78;0,00;4,00;2,00;2,00
2019-10-06;14,00;154,00;3,50;7,00;7,00;5,38;5,38;1,08;2,15;1,00;2,00;1,00;1,00
2019-10-13;18,00;198,00;4,50;9,00;9,00;9,00;6,00;0,75;6,00;2,00;2,00;1,00;1,00
2019-10-20;16,00;176,00;4,00;8,00;8,00;5,71;2,29;2,29;1,14;1,00;1,00;2,00;0,00
2019-10-27;14,00;231,00;3,50;7,00;7,00;7,00;8,00;1,00;2,00;1,00;1,00;2,00;0,00
2019-11-03;17,00;187,00;4,25;8,50;8,50;4,25;5,31;3,19;0,53;2,00;1,00;1,00;1,00
2019-11-10;18,00;189,00;4,50;9,00;9,00;10,59;6,35;2,12;3,18;0,00;3,00;1,00;1,00
2019-11-17;13,00;149,50;3,25;6,50;6,50;8,67;1,44;1,44;4,33;1,00;1,00;2,00;0,00
2019-11-24;18,00;216,00;4,50;9,00;9,00;11,57;9,00;0,00;5,14;1,00;1,00;0,00;1,00
2019-12-01;18,00;198,00;4,50;9,00;9,00;8,31;5,54;0,69;2,77;1,00;1,00;1,00;1,00
2019-12-08;18,00;180,00;4,50;9,00;9,00;6,55;8,18;1,64;3,27;1,00;1,00;1,00;0,00
2019-12-15;18,00;189,00;4,50;9,00;9,00;6,00;4,80;1,20;4,80;1,00;3,00;1,00;1,00
2019-12-22;21,00;182,00;0,00;7,00;7,00;7,41;4,94;2,47;2,47;1,00;3,00;3,00;0,00
2019-12-29;31,00;201,50;0,00;7,75;7,75;10,85;6,20;0,00;4,65;2,00;2,00;1,00;0,00
2020-01-05;18,00;207,00;4,50;9,00;9,00;11,08;6,92;1,38;4,15;1,00;3,00;1,00;1,00
2020-01-12;19,00;228,00;4,75;9,50;4,75;4,00;6,00;1,00;2,00;0,00;2,38;0,59;0,00
2020-01-19;13,00;156,00;3,25;6,50;6,50;5,00;3,00;1,00;2,00;2,00;2,00;1,00;0,00
2020-01-26;17,00;136,00;4,25;4,25;8,50;6,54;3,92;0,65;3,92;0,50;2,00;0,50;0,00
2020-02-02;15,00;135,00;3,75;7,50;3,75;8,57;3,21;1,07;2,14;0,50;3,00;1,00;0,50
2020-02-09;15,00;150,00;3,75;7,50;3,75;3,21;5,36;0,54;1,07;1,00;2,00;2,00;0,00
2020-02-16;24,00;160,00;4,00;8,00;8,00;9,88;4,24;1,41;2,82;1,00;3,00;1,00;1,00
2020-02-23;13,00;104,00;3,25;6,50;6,50;3,55;2,36;0,59;2,36;2,00;0,50;0,00;0,00
2020-03-01;12,00;168,00;6,00;12,00;12,00;2,40;1,20;2,40;2,40;1,00;3,00;0,00;0,00
2020-03-08;14,00;112,00;7,00;7,00;7,00;4,00;1,00;0,00;0,00;0,70;1,40;0,70;0,70
2020-03-15;12,00;48,00;3,00;3,00;3,00;2,67;0,67;0,00;0,67;0,00;0,00;0,50;0,50
2020-03-22;4,00;48,00;4,00;4,00;4,00;1,00;0,00;0,50;0,50;0,00;0,00;0,67;0,00
2020-03-29;5,00;35,00;2,50;2,50;2,50;1,67;0,83;1,67;0,00;0,00;0,00;0,00;0,00
2020-04-05;5,00;30,00;2,50;2,50;2,50;5,00;1,67;1,67;0,83;0,00;0,00;0,00;0,00
2020-04-12;4,00;40,00;4,00;4,00;4,00;2,00;0,50;1,00;0,00;1,00;0,00;0,50;0,50
2020-04-19;7,00;42,00;3,50;3,50;0,00;7,00;3,50;1,75;1,75;0,50;0,00;0,50;0,00
2020-04-26;4,00;20,00;2,00;2,00;2,00;3,00;0,50;0,50;0,00;1,00;0,00;0,50;0,50
2020-05-03;4,00;40,00;4,00;4,00;4,00;2,00;1,00;0,50;0,50;0,67;0,67;0,00;0,00
2020-05-10;6,00;42,00;0,00;3,00;3,00;4,00;1,00;2,00;0,00;1,00;1,00;0,00;0,00
2020-05-17;6,00;72,00;6,00;6,00;6,00;1,00;2,00;0,50;2,00;1,50;0,75;0,00;0,00
2020-05-24;7,00;28,00;0,00;3,50;3,50;2,00;1,00;0,50;2,00;0,58;0,00;0,58;1,17
2020-05-31;7,00;42,00;3,50;3,50;3,50;3,00;0,50;0,00;1,00;0,50;1,00;0,00;0,00
2020-06-07;9,00;45,00;0,00;4,50;4,50;3,00;1,00;1,00;0,50;1,00;1,00;0,50;0,00
2020-06-14;13,00;39,00;0,00;3,25;3,25;4,00;1,00;1,00;1,00;1,08;0,00;1,08;0,00
2020-06-21;14,00;56,00;0,00;3,50;3,50;3,82;2,55;1,27;1,27;1,00;1,00;2,00;0,00
2020-06-28;18,00;63,00;4,50;4,50;4,50;5,14;0,64;1,29;1,29;2,00;1,00;1,00;0,00
2020-07-05;14,00;56,00;3,50;3,50;7,00;3,82;2,55;1,27;1,27;0,00;1,00;1,00;0,00
2020-07-12;18,00;72,00;4,50;4,50;9,00;3,00;1,00;1,00;2,00;1,13;9,00;2,25;1,13
2020-07-19;18,00;72,00;4,50;4,50;4,50;9,82;1,64;0,82;3,27;2,00;3,00;1,00;1,00
2020-07-26;20,00;90,00;0,00;5,00;5,00;5,00;0,50;1,00;1,00;0,00;1,05;1,05;0,00
2020-08-02;26,00;69,33;0,00;8,67;4,33;6,12;3,06;1,53;1,53;1,00;1,00;1,00;1,00
2020-08-09;21,00;56,00;3,50;3,50;7,00;2,63;1,31;0,00;1,31;1,00;1,00;1,00;2,00
2020-08-16;17,00;59,50;4,25;4,25;8,50;8,50;1,21;0,61;1,21;2,00;1,00;1,00;0,00
2020-08-23;19,00;66,50;4,75;4,75;4,75;2,71;2,71;0,68;0,68;1,00;2,00;0,00;0,00
2020-08-30;15,00;60,00;0,00;3,75;3,75;2,73;0,68;0,68;0,68;0,00;1,00;1,00;0,00
2020-09-06;10,00;80,00;0,00;5,00;5,00;5,00;1,00;2,00;2,00;2,50;0,00;1,25;0,00
2020-09-13;8,00;48,00;4,00;4,00;8,00;3,43;1,14;0,00;2,29;1,00;2,00;1,00;0,00
2020-09-20;8,00;88,00;4,00;4,00;4,00;1,60;1,60;0,80;0,00;0,50;0,00;0,00;0,00
2020-09-27;9,00;72,00;4,50;4,50;4,50;3,00;1,50;1,50;3,00;0,00;0,00;1,00;0,00
2020-10-04;7,00;70,00;3,50;3,50;3,50;2,00;1,00;1,00;0,00;0,00;1,00;0,00;1,00
2020-10-11;9,00;72,00;0,00;4,50;4,50;3,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00
2020-10-18;7,00;49,00;3,50;7,00;3,50;3,50;1,75;3,50;0,00;1,00;0,00;0,00;0,00
2020-10-25;100,00;69,23;3,85;7,69;3,85;1,00;0,50;0,00;0,00;1,00;0,00;1,00;1,00
2020-11-01;13,00;110,50;3,25;6,50;3,25;1,63;0,00;0,81;0,81;0,50;0,50;0,50;0,00
2020-11-08;7,00;42,00;0,00;3,50;3,50;2,33;0,00;0,58;0,58;0,00;1,00;0,00;0,00
2020-11-15;4,00;20,00;0,00;4,00;2,00;1,00;0,50;1,00;0,50;0,00;0,00;0,00;0,00
2020-11-22;5,00;30,00;2,50;5,00;2,50;1,25;1,25;0,63;0,00;0,50;0,50;0,50;0,00
2020-11-29;7,00;28,00;3,50;7,00;3,50;1,75;0,00;1,75;0,00;0,00;0,50;0,50;0,00
2020-12-06;6,00;42,00;0,00;6,00;3,00;9,00;3,00;3,00;1,50;1,00;1,00;0,00;0,00
2020-12-13;8,00;40,00;0,00;8,00;4,00;1,33;2,67;0,00;2,67;1,00;2,00;0,00;0,00
2020-12-20;4,00;24,00;2,00;4,00;2,00;0,50;1,00;0,50;0,00;0,00;0,00;0,00;0,00
2020-12-27;7,00;42,00;3,50;7,00;3,50;1,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00
2021-01-03;5,00;35,00;2,50;2,50;2,50;1,25;0,63;1,25;0,63;1,00;1,00;0,00;0,00
2021-01-10;7,00;42,00;0,00;7,00;3,50;3,50;1,75;0,88;0,00;1,00;1,00;0,00;0,00
2021-01-17;7,00;42,00;3,50;3,50;3,50;5,25;0,00;0,00;1,75;1,00;0,00;0,00;1,00
2021-01-24;7,00;56,00;3,50;3,50;3,50;0,00;0,00;0,00;1,40;0,00;1,00;1,00;0,00
2021-01-31;8,00;48,00;0,00;4,00;4,00;6,00;0,00;1,00;1,00;1,00;1,00;0,00;0,00
2021-02-07;6,00;36,00;0,00;3,00;3,00;0,75;1,50;1,50;1,50;0,00;0,00;0,00;0,00
2021-02-14;4,00;48,00;0,00;4,00;4,00;1,00;0,50;0,00;0,50;1,00;1,00;0,00;0,00
2021-02-21;11,00;44,00;5,50;5,50;5,50;1,00;1,00;0,50;0,00;1,10;1,10;0,00;0,00
2021-02-28;7,00;35,00;3,50;3,50;3,50;3,50;1,75;0,88;0,00;0,00;1,00;1,00;0,00
2021-03-07;6,00;36,00;3,00;6,00;3,00;12,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00
2021-03-14;7,00;42,00;3,50;3,50;3,50;1,00;0,50;0,00;1,00;0,00;0,50;0,50;0,00
2021-03-21;5,00;30,00;2,50;5,00;2,50;0,50;1,00;0,00;0,50;0,00;1,00;0,00;1,00
2021-03-28;4,00;40,00;0,00;4,00;4,00;2,00;0,00;1,00;1,00;2,00;0,00;0,00;0,00
2021-04-04;4,00;24,00;0,00;2,00;2,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2021-04-11;5,00;30,00;0,00;2,50;2,50;1,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2021-04-18;6,00;42,00;0,00;3,00;3,00;2,00;1,00;1,00;0,50;0,00;1,20;0,00;0,00
