Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;25,00;5,95;2,38;2,38;3,57;0,00;4,17;9,72;1,39;0,00;2,00;1,00;1,00;0,00;0,00;0,00;1,39;0,00;0,00;0,00;0,00
2019-01-13;30,00;6,00;1,20;4,80;1,20;0,00;1,43;7,14;0,00;3,00;0,00;1,00;1,00;0,00;0,00;1,43;0,00;0,00;0,00;0,00;0,00
2019-01-20;27,00;8,59;0,00;2,45;2,45;1,00;2,00;3,00;1,00;0,00;0,00;0,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00
2019-01-27;35,00;6,25;8,75;0,00;1,25;2,92;2,92;5,83;0,00;0,00;0,00;3,00;3,00;1,46;0,00;1,46;0,00;0,00;1,46;0,00;0,00
2019-02-03;34,00;6,07;1,21;2,43;1,21;2,13;12,75;4,25;0,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;24,00;4,24;4,24;4,24;0,00;2,00;2,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;34,00;8,50;2,43;2,43;2,43;0,00;3,19;1,06;0,00;1,00;1,00;2,00;0,00;1,06;1,06;1,06;0,00;0,00;0,00;0,00;0,00
2019-02-24;30,00;8,40;1,20;2,40;1,20;2,61;6,52;2,61;0,00;0,00;0,00;2,00;1,00;0,00;0,00;2,61;0,00;1,30;0,00;0,00;0,00
2019-03-03;39,00;11,56;2,89;7,22;4,33;0,00;3,00;3,00;0,00;0,00;0,00;2,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;32,00;2,46;2,46;1,23;1,23;1,14;5,71;6,86;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,14;0,00;0,00;2,29;0,00
2019-03-17;36,00;7,20;1,20;3,60;1,20;2,06;0,00;1,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,03;0,00;0,00;0,00;0,00;0,00
2019-03-24;37,00;3,70;1,23;3,70;2,47;1,28;8,93;1,28;0,00;0,00;1,00;1,00;1,00;1,28;0,00;1,28;0,00;0,00;0,00;1,28;0,00
2019-03-31;41,00;6,21;3,73;2,48;1,24;0,00;10,58;2,65;1,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,32;0,00;0,00
2019-04-07;57,00;3,64;1,21;1,21;3,64;2,04;8,14;10,18;2,04;0,00;1,00;2,00;2,00;2,04;0,00;0,00;2,04;0,00;2,04;0,00;0,00
2019-04-14;46,00;8,47;2,42;2,42;4,84;2,36;5,90;9,44;0,00;0,00;1,00;0,00;0,00;1,18;1,18;1,18;0,00;1,18;0,00;1,18;0,00
2019-04-21;39,00;2,44;3,66;4,88;2,44;2,52;5,03;6,29;0,00;1,00;1,00;1,00;2,00;0,00;0,00;1,26;0,00;1,26;0,00;0,00;0,00
2019-04-28;40,00;2,42;3,64;6,06;3,64;1,18;8,24;4,71;0,00;1,00;1,00;2,00;2,00;0,00;0,00;0,00;0,00;1,18;0,00;0,00;0,00
2019-05-05;39,00;7,31;2,44;2,44;3,66;1,30;0,00;7,80;0,00;0,00;0,00;3,00;2,00;1,30;0,00;1,30;0,00;0,00;0,00;0,00;0,00
2019-05-12;42,00;4,80;1,20;6,00;3,60;2,63;10,50;5,25;0,00;0,00;0,00;0,00;3,00;2,63;0,00;0,00;1,31;0,00;0,00;0,00;0,00
2019-05-19;46,00;4,06;6,76;6,76;8,12;5,00;8,00;3,00;0,00;0,00;1,10;4,38;1,10;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-05-26;40,00;6,67;8,00;9,33;2,67;3,00;9,00;7,00;1,00;0,00;0,00;4,32;0,00;1,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00
2019-06-02;57,00;8,67;11,15;3,72;1,24;4,07;10,86;4,07;2,71;1,00;0,00;1,00;0,00;0,00;0,00;1,36;0,00;0,00;0,00;0,00;0,00
2019-06-09;46,00;12,11;4,84;8,47;4,84;5,35;6,42;4,28;0,00;2,00;2,00;5,00;8,00;0,00;1,07;1,07;0,00;1,07;0,00;0,00;1,07
2019-06-16;52,00;12,38;2,48;3,71;3,71;6,78;7,91;10,17;1,13;1,00;2,00;1,00;8,00;1,13;0,00;0,00;0,00;1,13;0,00;0,00;0,00
2019-06-23;49,00;14,70;3,68;8,58;6,13;3,06;10,21;4,08;0,00;0,00;3,00;9,00;5,00;1,02;0,00;1,02;2,04;0,00;1,02;0,00;0,00
2019-06-30;49,00;13,48;4,90;11,03;4,90;5,94;10,39;10,39;0,00;0,00;0,00;3,00;4,00;2,97;0,00;0,00;0,00;1,48;0,00;0,00;1,48
2019-07-07;59,00;12,04;7,22;9,63;4,82;5,36;5,36;12,52;0,00;1,00;2,00;3,00;2,00;0,00;0,00;1,79;3,58;0,00;1,79;0,00;0,00
2019-07-14;54,00;23,32;2,45;6,14;4,91;0,00;12,34;6,17;0,00;0,00;1,00;5,00;4,00;1,54;3,09;1,54;4,63;0,00;1,54;1,54;1,54
2019-07-21;46,00;7,26;10,89;12,11;7,26;6,00;6,00;6,00;0,00;1,00;0,00;3,00;2,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00
2019-07-28;47,00;17,63;7,34;5,88;5,88;4,00;1,00;5,00;0,00;1,21;2,41;3,62;7,23;0,00;0,00;1,00;1,00;1,00;1,00;0,00;0,00
2019-08-04;41,00;8,44;6,03;6,03;6,03;5,86;5,86;3,51;1,17;0,00;2,00;2,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-11;48,00;12,31;4,92;6,15;4,92;2,46;9,85;6,15;0,00;0,00;0,00;1,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;59,00;85,49;4,82;7,22;3,61;5,49;6,86;6,86;1,37;1,00;1,00;4,00;5,00;1,37;1,37;1,37;1,37;1,37;0,00;0,00;0,00
2019-08-25;48,00;123,08;3,69;7,38;6,15;5,19;5,19;2,59;0,00;1,00;1,00;2,00;3,00;1,30;0,00;1,30;1,30;0,00;0,00;0,00;0,00
2019-09-01;55,00;13,44;1,22;4,89;8,56;2,68;4,02;10,73;0,00;1,00;0,00;4,00;7,00;0,00;0,00;2,68;0,00;0,00;0,00;0,00;0,00
2019-09-08;49,00;10,76;2,39;5,98;3,59;1,44;10,09;7,21;0,00;2,00;1,00;1,00;6,00;0,00;0,00;0,00;0,00;0,00;1,44;0,00;0,00
2019-09-15;40,00;6,06;4,85;4,85;3,64;1,14;3,43;9,14;0,00;1,00;0,00;0,00;4,00;1,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-22;40,00;8,48;2,42;2,42;1,21;3,43;3,43;3,43;1,14;1,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;47,00;2,41;1,21;1,21;2,41;1,27;3,81;3,81;0,00;0,00;0,00;2,00;1,00;0,00;0,00;0,00;1,27;0,00;0,00;0,00;0,00
2019-10-06;37,00;3,58;2,39;1,19;2,39;2,31;6,94;4,63;0,00;0,00;0,00;3,00;2,00;0,00;0,00;0,00;0,00;0,00;1,16;0,00;0,00
