Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;46,00;26,00;29,00;24,00;23,00;25,00;19,00;14,00;13,00;27,00;12,00;6,00;19,00;6,00;18,00;14,00;12,00;4,00;9,00;8,00;7,00;12,00;11,00;12,00;6,00;2,00;7,00;7,00
2019-01-13;49,00;24,00;32,00;28,00;27,00;34,00;17,00;11,00;12,00;29,00;11,00;13,00;19,00;7,00;14,00;16,00;12,00;8,00;10,00;11,00;9,00;13,00;10,00;17,00;13,00;2,00;6,00;9,00
2019-01-20;46,00;24,00;40,00;26,00;23,00;30,00;15,00;17,00;12,00;25,00;13,00;8,00;12,00;10,00;21,00;19,00;11,00;7,00;13,00;5,00;11,00;13,00;6,00;31,00;17,00;5,00;8,00;9,00
2019-01-27;46,00;25,00;36,00;31,00;24,00;33,00;22,00;19,00;15,00;18,00;16,00;5,00;18,00;12,00;13,00;19,00;9,00;7,00;14,00;11,00;10,00;9,00;9,00;28,00;15,00;1,00;8,00;8,00
2019-02-03;53,00;24,00;39,00;26,00;29,00;33,00;22,00;18,00;13,00;23,00;16,00;5,00;15,00;11,00;14,00;16,00;12,00;7,00;16,00;11,00;11,00;5,00;6,00;29,00;14,00;3,00;10,00;9,00
2019-02-10;49,00;29,00;39,00;32,00;24,00;28,00;20,00;19,00;14,00;29,00;10,00;11,00;26,00;10,00;17,00;24,00;9,00;6,00;15,00;10,00;16,00;4,00;7,00;24,00;20,00;2,00;5,00;6,00
2019-02-17;52,00;20,00;38,00;26,00;23,00;39,00;20,00;15,00;13,00;27,00;16,00;16,00;17,00;9,00;16,00;32,00;7,00;8,00;15,00;11,00;16,00;4,00;7,00;27,00;13,00;4,00;9,00;4,00
2019-02-24;48,00;24,00;35,00;22,00;26,00;34,00;28,00;13,00;13,00;21,00;13,00;12,00;11,00;8,00;18,00;19,00;17,00;5,00;16,00;12,00;10,00;3,00;7,00;21,00;9,00;1,00;7,00;6,00
2019-03-03;54,00;27,00;30,00;27,00;25,00;25,00;19,00;16,00;12,00;22,00;20,00;6,00;17,00;7,00;11,00;14,00;11,00;3,00;11,00;6,00;11,00;5,00;4,00;24,00;12,00;1,00;4,00;7,00
2019-03-10;51,00;27,00;37,00;17,00;25,00;23,00;18,00;15,00;11,00;17,00;16,00;8,00;16,00;7,00;13,00;14,00;8,00;4,00;11,00;9,00;10,00;3,00;6,00;11,00;9,00;2,00;7,00;3,00
2019-03-17;35,00;22,00;30,00;15,00;18,00;18,00;12,00;12,00;7,00;15,00;13,00;4,00;9,00;6,00;13,00;9,00;9,00;2,00;10,00;6,00;5,00;2,00;4,00;11,00;7,00;0,00;9,00;4,00
2019-03-24;36,00;19,00;22,00;16,00;15,00;16,00;9,00;7,00;6,00;10,00;8,00;4,00;3,00;2,00;6,00;8,00;4,00;3,00;8,00;5,00;7,00;2,00;3,00;8,00;6,00;0,50;2,00;2,00
2019-03-31;51,00;21,00;19,00;10,00;15,00;16,00;8,00;8,00;6,00;8,00;7,00;3,00;9,00;3,00;7,00;6,00;6,00;3,00;6,00;6,00;4,00;12,00;2,00;4,00;2,00;0,00;3,00;3,00
2019-04-07;31,00;14,00;15,00;10,00;18,00;14,00;11,00;7,00;5,00;8,00;7,00;2,00;4,00;3,00;3,00;7,00;7,00;3,00;5,00;2,00;5,00;5,00;3,00;9,00;2,00;0,50;2,00;0,50
2019-04-14;43,00;13,00;8,00;13,00;26,00;12,00;6,00;7,00;3,00;8,00;5,00;3,00;4,00;2,00;6,00;3,00;5,00;2,00;2,00;3,00;4,00;4,00;1,00;8,00;1,00;0,00;0,00;1,00
2019-04-21;47,00;17,00;8,00;10,00;17,00;5,00;3,00;2,00;3,00;6,00;3,00;2,00;3,00;0,50;1,00;4,00;3,00;1,00;2,00;3,00;1,00;3,00;0,50;4,00;1,00;0,50;0,50;1,00
2019-04-28;35,00;13,00;2,00;6,00;10,00;3,00;3,00;2,00;1,00;4,00;4,00;2,00;2,00;2,00;2,00;2,00;4,00;1,00;2,00;3,00;1,00;2,00;0,50;5,00;2,00;0,50;0,50;0,00
2019-05-05;33,00;4,00;4,00;3,00;4,00;2,00;2,00;0,50;2,00;6,00;1,00;1,00;3,00;2,00;2,00;3,00;3,00;2,00;3,00;2,00;2,00;2,00;1,00;5,00;2,00;0,50;0,50;1,00
2019-05-12;24,00;1,00;4,00;4,00;3,00;2,00;0,50;0,00;1,00;1,00;4,00;1,00;3,00;1,00;1,00;2,00;4,00;2,00;3,00;0,50;3,00;1,00;0,50;6,00;1,00;1,00;1,00;1,00
2019-05-19;22,00;1,00;5,00;3,00;5,00;2,00;2,00;3,00;0,50;4,00;2,00;1,00;0,50;1,00;1,00;4,00;3,00;1,00;1,00;2,00;3,00;3,00;3,00;5,00;0,50;0,00;0,50;0,50
2019-05-26;30,00;1,00;3,00;4,00;5,00;2,00;1,00;3,00;1,00;6,00;3,00;2,00;4,00;0,50;1,00;1,00;3,00;3,00;2,00;0,50;3,00;2,00;1,00;6,00;3,00;0,50;0,00;0,50
2019-06-02;30,00;3,00;6,00;4,00;5,00;3,00;1,00;1,00;2,00;8,00;4,00;1,00;3,00;0,50;2,00;2,00;8,00;2,00;2,00;3,00;4,00;2,00;0,50;7,00;1,00;0,50;0,50;0,50
2019-06-09;36,00;3,00;4,00;1,00;5,00;4,00;4,00;2,00;2,00;2,00;4,00;1,00;3,00;2,00;0,50;2,00;11,00;3,00;1,00;1,00;2,00;1,00;0,00;6,00;2,00;0,00;0,50;0,50
