Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;100,00;34,00;30,00;30,00;52,00;38,00;14,00;22,00;14,00;13,92;126,58;10,13;24,05;0,00;35,35;12,12;7,07;0,00;45,45;40,40;2,02;0,00;5,00;0,00;5,00;0,00;0,00;0,00
2019-01-13;99,00;59,13;39,88;48,13;48,13;37,13;2,75;28,88;24,75;11,28;96,49;16,29;32,58;2,00;30,00;9,00;5,00;2,00;48,00;23,00;5,00;0,00;0,00;2,96;0,00;0,00;2,96;0,00
2019-01-20;99,00;42,96;57,91;39,23;39,23;54,17;18,68;42,96;22,42;6,27;66,42;5,01;46,37;5,00;76,00;11,00;11,00;0,00;18,00;30,00;14,00;0,00;3,19;3,19;3,19;0,00;0,00;0,00
2019-01-27;96,00;56,12;45,78;31,02;39,88;25,11;5,91;16,25;14,77;28,54;81,73;6,49;23,35;4,13;11,35;11,35;13,42;0,00;22,71;25,81;16,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;93,00;37,53;53,84;47,32;40,79;31,00;16,32;16,32;16,32;2,51;70,38;8,80;17,59;0,00;13,00;2,00;13,00;0,00;16,00;22,00;13,00;0,00;2,95;7,38;0,00;0,00;2,95;0,00
2019-02-10;74,00;20,72;32,56;20,72;71,04;41,44;8,88;17,76;14,80;7,53;92,81;7,53;10,03;0,00;14,00;14,00;7,00;0,00;33,00;17,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;71,00;19,36;34,42;17,21;32,27;27,97;8,61;8,61;17,21;5,57;58,47;8,35;26,45;0,00;7,77;13,31;5,55;0,00;47,70;26,63;7,77;2,00;0,00;5,00;0,00;0,00;0,00;0,00
2019-02-24;68,00;17,00;21,86;29,14;46,14;34,00;12,14;29,14;24,29;0,00;49,11;5,04;13,85;2,00;21,00;2,00;5,00;0,00;33,00;19,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;58,00;26,46;26,46;20,35;18,32;8,14;2,04;14,25;8,14;3,31;79,54;9,94;14,91;0,00;9,23;0,00;11,86;0,00;36,91;61,95;9,23;0,00;0,00;0,00;0,00;0,00;0,00;2,00
2019-03-10;73,00;26,00;22,00;10,00;18,00;14,00;6,00;8,00;10,00;7,96;63,71;7,96;5,31;5,29;22,22;9,52;7,41;0,00;29,62;16,93;5,29;2,75;6,89;0,00;2,75;0,00;0,00;0,00
