Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;44,00;682,00;5,50;11,00;33,00;22,56;9,03;39,49;2,26;3,00;0,00;6,00;0,00
2019-01-13;52,00;819,00;6,50;13,00;13,00;18,72;27,04;41,60;8,32;3,00;1,00;6,00;1,00
2019-01-20;48,00;720,00;6,00;12,00;24,00;18,00;25,00;36,00;10,00;8,53;9,60;3,20;3,20
2019-01-27;44,00;836,00;0,00;14,67;14,67;18,00;10,00;43,00;13,00;3,47;3,47;1,16;4,63
2019-02-03;32,00;650,67;5,33;10,67;10,67;22,40;14,93;25,60;3,20;9,00;3,00;7,00;9,00
2019-02-10;36,00;696,00;0,00;12,00;12,00;15,88;10,59;43,41;10,59;4,00;3,00;9,00;1,00
2019-02-17;61,00;930,25;7,63;30,50;15,25;25,00;13,00;39,00;13,00;4,69;3,52;7,04;1,17
2019-02-24;43,00;1333,00;10,75;21,50;43,00;25,00;11,00;27,00;6,00;1,48;5,93;13,34;1,48
2019-03-03;49,00;710,50;6,13;12,25;24,50;23,00;18,00;43,00;7,00;0,00;3,27;6,53;1,09
2019-03-10;71,00;937,20;14,20;14,20;14,20;21,00;16,00;43,00;3,00;3,67;0,00;4,90;0,00
2019-03-17;55,00;838,75;6,88;13,75;27,50;25,00;17,00;30,00;7,00;3,11;3,11;3,11;0,00
2019-03-24;58,00;884,50;14,50;14,50;14,50;30,00;20,00;38,00;8,00;0,00;0,00;11,86;0,00
2019-03-31;68,00;897,60;6,80;27,20;27,20;28,00;20,00;38,00;2,00;8,63;8,63;11,87;3,24
2019-04-07;55,00;852,50;6,88;27,50;13,75;22,00;13,00;45,00;5,00;5,85;3,51;10,53;2,34
2019-04-14;65,00;1300,00;6,50;13,00;13,00;36,96;21,67;42,06;11,47;2,00;6,00;3,00;2,00
2019-04-21;76,00;734,67;6,33;6,33;25,33;39,41;23,93;49,26;12,67;3,00;3,00;5,00;2,00
2019-04-28;63,00;1323,00;21,00;21,00;21,00;20,00;20,00;35,00;12,00;12,60;9,45;18,90;0,00
2019-05-05;78,00;951,60;0,00;15,60;31,20;23,00;22,00;25,00;8,00;6,96;2,79;11,14;2,79
2019-05-12;64,00;819,20;6,40;25,60;25,60;23,00;7,00;31,00;9,00;5,42;5,42;13,02;2,17
2019-05-19;70,00;828,33;11,67;46,67;23,33;34,36;34,36;42,00;8,91;8,00;0,00;13,00;3,00
2019-05-26;93,00;930,00;6,64;13,29;26,57;49,00;14,00;30,00;12,00;5,60;0,00;8,96;3,36
2019-06-02;81,00;879,43;5,79;11,57;23,14;28,17;31,70;37,57;5,87;5,00;6,00;17,00;0,00
2019-06-09;100,00;1066,67;8,33;16,67;33,33;29,00;19,00;42,00;7,00;4,55;0,00;16,67;4,55
2019-06-16;76,00;1155,20;7,60;30,40;15,20;29,00;26,00;38,00;3,00;10,86;7,24;16,89;3,62
2019-06-23;79,00;1264,00;7,90;15,80;47,40;25,00;28,00;32,00;5,00;6,27;10,03;13,79;2,51
