Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;46,00;17,09;17,09;17,09;28,91;29,05;6,05;6,05;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00
2019-01-13;45,00;5,14;16,71;16,71;5,14;16,58;0,00;5,92;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00
2019-01-20;64,00;13,24;8,83;4,41;4,41;9,00;18,00;0,00;0,00;0,00;0,00;14,40;0,00;0,00;0,00;0,00;6,40;0,00;0,00;0,00;0,00
2019-01-27;41,00;14,03;8,63;31,29;14,03;0,00;5,00;5,00;0,00;7,45;0,00;7,45;0,00;0,00;0,00;7,45;7,45;0,00;0,00;0,00;0,00
2019-02-03;19,00;4,47;10,06;4,47;19,00;14,00;14,00;5,00;0,00;8,44;19,00;19,00;0,00;8,44;0,00;19,00;0,00;0,00;10,56;0,00;0,00
2019-02-10;32,00;54,15;22,15;22,15;9,85;0,00;11,43;11,43;11,43;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00
2019-02-17;28,00;5,09;16,55;16,55;16,55;16,33;11,67;5,83;5,83;5,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;38,00;19,00;10,06;0,00;14,53;9,00;19,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;49,00;9,80;39,20;29,40;4,36;29,00;0,00;15,00;5,00;0,00;7,42;0,00;0,00;0,00;7,42;0,00;13,36;7,42;0,00;0,00;0,00
2019-03-10;42,00;18,31;18,31;9,69;4,31;9,00;14,00;5,00;5,00;11,81;0,00;6,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;37,00;15,52;15,52;4,77;15,52;0,00;5,44;5,44;5,44;5,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;65,00;7,22;39,72;16,25;32,50;25,00;8,33;25,00;25,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00
2019-03-31;52,00;14,38;14,38;9,96;23,23;14,00;5,00;9,00;9,00;0,00;26,00;40,44;40,44;0,00;14,44;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;72,00;12,96;72,00;38,88;20,16;13,09;13,09;6,55;6,55;5,00;5,00;10,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;45,00;25,91;32,73;51,82;6,82;0,00;12,50;20,00;12,50;0,00;5,00;10,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
