Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-01-06;44,00;59,84;7,04;0,88;5,28;28,00;1,00;2,00;18,00;264,00;17,60;8,80;8,80;6,95;189,89;6,95;2,32;6,00;2,00;7,00;1,00;89,69;8,46;20,31;5,08;0,00;1,00;0,00;1,00;7,00;1,00;0,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;44,00;61,60;5,28;0,00;5,28;26,00;0,50;1,00;16,00;259,60;13,20;13,20;8,80;6,95;138,95;6,95;1,16;6,00;3,00;6,00;1,00;101,54;8,46;18,62;5,08;0,50;0,00;0,00;0,00;9,00;2,00;0,00;1,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;47,00;52,22;6,96;0,00;3,48;25,00;3,00;1,00;22,00;277,73;21,36;8,55;8,55;6,71;120,86;8,95;0,00;6,00;2,00;6,00;1,00;92,32;10,07;26,86;5,04;0,50;2,00;0,00;0,50;11,00;2,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2019-01-27;40,00;61,82;5,45;0,00;5,45;27,00;1,00;1,00;17,00;248,89;17,78;4,44;8,89;4,71;127,06;7,06;1,18;4,00;1,00;11,00;0,50;95,00;6,67;21,67;3,33;0,00;0,00;0,00;0,50;8,00;1,00;0,00;0,50;2,00;0,50;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00
2019-02-03;49,00;54,25;7,00;0,00;7,00;28,00;1,00;1,00;20,00;227,18;17,82;8,91;4,45;9,33;107,33;7,00;2,33;4,00;3,00;5,00;0,50;96,31;10,14;15,21;5,07;0,00;1,00;1,00;0,50;7,00;2,00;0,00;0,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;48,00;53,33;8,89;0,00;7,11;33,00;2,00;3,00;19,00;222,55;21,82;8,73;4,36;4,57;109,71;9,14;2,29;4,00;2,00;2,00;0,50;96,00;8,28;23,17;4,97;0,00;0,50;0,00;0,00;7,00;2,00;0,00;0,00;3,00;0,00;1,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00
2019-02-17;42,00;64,75;7,00;0,00;3,50;29,00;3,00;1,00;27,00;231,00;16,80;12,60;4,20;7,00;112,00;9,33;2,33;6,00;1,00;6,00;0,50;107,52;8,40;21,84;5,04;0,00;1,00;0,00;0,00;10,00;0,00;0,50;0,50;2,00;0,00;1,00;0,00;0,00;0,50;0,00;0,00;0,50;0,00
2019-02-24;47,00;67,89;6,96;0,00;6,96;26,00;1,00;3,00;18,00;247,82;12,82;8,55;4,27;8,95;107,43;8,95;2,24;6,00;2,00;6,00;0,50;104,07;8,39;18,46;6,71;0,00;0,50;0,00;0,50;8,00;1,00;0,00;0,00;0,50;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50
2019-03-03;51,00;63,31;5,28;0,00;8,79;31,00;2,00;3,00;23,00;250,75;17,00;12,75;8,50;4,64;115,91;6,95;1,16;6,00;3,00;8,00;1,00;112,20;15,30;22,10;5,10;0,00;0,50;0,00;2,00;10,00;0,00;0,00;0,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;59,00;103,70;7,15;0,00;8,94;28,00;2,00;1,00;19,00;240,21;21,07;12,64;4,21;6,81;99,85;9,08;2,27;8,00;3,00;6,00;1,00;104,51;10,11;23,60;6,74;0,50;1,00;0,00;1,00;8,00;2,00;0,00;0,50;2,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;56,00;75,25;8,75;0,00;5,25;28,00;1,00;2,00;30,00;267,08;21,54;12,92;8,62;7,00;114,33;11,67;1,17;6,00;2,00;8,00;0,50;100,12;10,18;25,45;3,39;0,50;1,00;0,00;1,00;9,00;0,00;0,00;0,00;2,00;0,50;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
