Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-09-22;37,00;201,82;174,91;63,91;137,91;90,28;1,48;79,92;75,48;76,64;132,14;171,79;84,57;63,43;89,86;66,07;52,86;45,46;44,40;34,89;49,69;19,03;79,29;24,31;27,49;7,40;5,29;67,66;2,11;7,40;4,23;2,11;8,00;8,00;1,00
2019-09-29;42,00;200,31;158,31;87,23;145,38;86,80;4,20;91,00;88,20;68,25;110,25;233,63;70,88;64,24;88,94;84,00;34,59;38,93;35,85;32,78;49,17;19,46;68,63;17,41;12,29;9,22;5,12;69,66;4,10;5,12;2,05;5,12;5,00;2,00;2,00
2019-10-06;31,00;186,00;155,00;62,00;114,70;87,36;2,82;88,77;77,50;72,33;118,83;196,33;80,08;54,85;66,77;57,23;47,69;48,00;45,00;39,00;44,00;14,00;70,00;20,00;14,00;12,00;2,00;53,00;2,00;2,00;4,00;2,00;10,00;7,00;1,00
2019-10-13;23,00;193,86;157,71;65,71;157,71;79,06;2,88;69,00;70,44;74,11;115,00;209,56;71,56;58,78;89,44;61,33;43,44;34,00;44,00;37,00;52,00;11,00;49,00;22,00;12,00;12,00;5,00;57,00;4,00;2,00;5,00;3,00;5,00;5,00;2,00
2019-10-20;23,00;184,00;157,71;62,43;92,00;74,75;5,75;86,25;71,88;76,67;102,22;181,44;63,89;51,11;76,67;61,33;38,33;36,00;45,00;35,00;47,00;9,00;55,00;19,00;12,00;9,00;4,00;43,00;3,00;5,00;4,00;2,00;7,00;4,00;0,00
2019-10-27;18,00;190,80;154,80;64,80;86,40;78,00;1,50;69,00;70,50;61,71;108,00;172,29;48,86;51,43;56,57;66,86;38,57;39,38;37,13;29,25;59,63;12,38;38,25;24,75;9,00;9,00;7,88;54,00;2,25;3,38;6,75;3,38;4,00;6,00;1,00
2019-11-03;16,00;188,00;180,00;72,00;104,00;72,00;4,80;73,60;68,80;61,33;109,33;184,00;64,00;45,33;53,33;69,33;48,00;36,57;32,00;46,86;61,71;10,29;70,86;28,57;6,86;6,86;4,57;58,29;2,29;4,57;3,43;1,14;4,00;4,00;1,00
2019-11-10;21,00;141,00;216,00;60,00;84,00;54,60;2,80;74,20;56,00;63,00;102,38;149,63;55,13;46,67;233,33;56,00;46,67;44,00;28,00;34,00;45,00;7,00;63,00;22,00;14,00;9,00;6,00;61,00;4,00;3,00;5,00;1,00;2,00;4,00;2,00
2019-11-17;15,00;138,00;132,00;60,00;66,00;57,27;2,73;61,36;42,27;45,00;82,50;167,50;50,00;50,00;95,00;55,00;47,50;31,00;30,00;23,00;33,00;4,00;38,00;17,00;17,00;9,00;5,00;51,00;1,00;0,00;4,00;1,00;6,00;5,00;0,00
2019-11-24;16,00;150,40;124,80;44,80;70,40;59,64;4,36;61,09;53,82;48,00;93,33;176,00;40,00;53,33;58,67;50,67;58,67;24,00;27,00;29,00;42,00;8,00;48,00;12,00;9,00;6,00;4,00;42,00;4,00;4,00;2,00;1,00;4,00;3,00;0,00
2019-12-01;14,00;175,00;140,00;63,00;91,00;60,20;2,80;57,40;44,80;51,33;79,33;135,33;49,00;51,33;35,00;46,67;49,00;20,00;26,00;44,00;41,00;4,00;59,00;15,00;8,00;7,00;3,00;41,00;3,00;3,00;2,00;1,00;5,00;3,00;0,00
2019-12-08;14,00;154,00;122,50;52,50;77,00;64,40;5,60;70,00;46,20;51,33;67,67;130,67;53,67;37,33;35,00;49,00;46,67;21,00;20,00;29,00;33,00;9,00;47,00;16,00;10,00;8,00;6,00;48,00;4,00;4,00;1,00;1,00;2,00;2,00;1,00
2019-12-15;26,00;185,71;133,71;74,29;118,86;88,71;3,06;79,53;59,65;63,56;78,00;193,56;57,78;41,60;52,00;36,40;39,00;18,42;30,33;33,58;41,17;10,83;55,25;17,33;10,83;8,67;2,17;44,42;4,33;4,33;4,33;1,08;8,00;1,00;1,00
2019-12-22;25,00;184,38;134,38;71,88;109,38;69,44;2,78;77,78;88,89;70,00;107,50;185,00;60,00;54,55;68,18;61,36;36,36;29,00;26,00;30,00;33,00;16,00;56,00;23,00;13,00;9,00;3,00;69,00;5,00;4,00;1,00;3,00;7,00;3,00;3,00
2019-12-29;16,00;150,40;153,60;83,20;105,60;60,00;2,67;72,00;72,00;52,57;93,71;176,00;52,57;48,00;54,86;54,86;29,71;36,00;36,00;25,00;36,00;10,00;49,00;20,00;16,00;11,00;3,00;72,00;4,00;5,00;4,00;6,00;5,33;3,20;0,00
2020-01-05;17,00;163,20;142,80;64,60;102,00;69,42;5,67;82,17;73,67;53,83;104,83;167,17;73,67;48,57;53,43;53,43;29,14;28,69;49,94;31,88;47,81;9,56;46,75;26,56;15,94;13,81;5,31;69,06;4,25;4,25;3,19;1,06;5,00;5,00;0,00
2020-01-12;17,00;153,00;149,60;78,20;102,00;66,58;2,83;79,33;76,50;43,71;72,86;148,14;72,86;41,29;63,14;53,43;24,29;31,00;48,00;25,00;40,00;14,00;49,00;25,00;14,00;6,00;5,00;56,00;4,00;7,00;2,00;3,00;6,38;2,13;2,13
2020-01-19;28,00;133,78;121,33;77,78;105,78;68,00;2,67;64,00;49,33;53,45;81,45;170,55;58,55;46,67;32,67;49,00;23,33;34,00;31,00;25,00;31,00;8,00;51,00;20,00;18,00;7,00;3,00;64,00;4,00;6,00;5,00;3,00;7,00;3,00;2,00
2020-01-26;19,00;129,83;120,33;72,83;88,67;99,38;0,00;65,77;71,62;46,14;97,71;173,71;76,00;42,75;47,50;52,25;23,75;35,89;36,94;24,28;38,00;6,33;43,28;22,17;15,83;8,44;5,28;64,39;2,11;3,17;3,17;1,06;5,00;3,00;3,00
2020-02-02;30,00;133,33;133,33;63,33;100,00;74,29;4,29;101,43;64,29;75,00;80,00;132,50;87,50;60,00;52,50;47,50;25,00;41,00;42,00;24,00;45,00;14,00;36,00;25,00;10,00;11,00;4,00;54,00;7,00;2,00;3,00;1,00;2,00;3,00;1,00
2020-02-09;34,00;145,27;136,00;71,09;108,18;80,24;2,72;72,08;58,48;46,14;77,71;160,29;58,29;53,43;51,00;43,71;24,29;38,00;29,00;28,00;63,00;10,00;45,00;19,00;13,00;12,00;3,00;75,00;0,00;5,00;1,00;1,00;6,18;3,09;0,00
2020-02-16;27,00;172,13;155,25;64,13;101,25;83,84;2,84;73,89;72,47;58,91;85,91;174,27;61,36;54,00;54,00;54,00;27,00;33,00;37,00;26,00;40,00;12,00;51,00;15,00;17,00;15,00;5,00;60,00;3,00;6,00;2,00;4,00;5,00;7,00;1,00
2020-02-23;23,00;157,71;115,00;55,86;95,29;67,56;2,88;76,19;60,38;51,11;94,56;140,56;56,22;46,00;66,44;40,89;33,22;30,00;29,00;28,00;44,00;12,00;51,00;19,00;13,00;8,00;2,00;44,00;4,00;0,00;3,00;2,00;7,00;3,00;1,00
2020-03-01;21,00;123,00;90,00;42,00;69,00;68,60;2,80;56,00;61,60;44,63;78,75;105,00;60,38;39,67;46,67;30,33;30,33;26,00;29,00;21,00;44,00;12,00;44,00;15,00;8,00;11,00;4,00;39,00;2,00;3,00;3,00;1,00;5,00;6,00;1,00
2020-03-08;18,00;96,00;81,00;33,00;66,00;48,46;2,77;72,00;45,69;54,00;48,86;87,43;41,14;33,75;47,25;38,25;13,50;18,00;20,00;18,00;53,00;7,00;39,00;13,00;7,00;6,00;2,00;34,00;1,00;4,00;2,00;2,00;1,00;1,00;0,00
2020-03-15;11,00;95,33;62,33;25,67;33,00;35,75;0,69;50,88;28,88;13,75;38,50;49,50;27,50;13,20;85,80;15,40;6,60;6,00;16,00;13,00;32,00;6,00;20,00;5,00;3,00;5,00;2,00;18,00;1,00;1,00;0,00;2,00;1,00;1,00;1,00
2020-03-22;6,00;45,00;27,00;12,00;18,00;37,50;0,75;39,00;15,00;12,00;42,00;51,00;24,00;12,00;50,00;10,00;8,00;9,00;6,00;4,00;25,00;5,00;16,00;4,00;1,00;4,00;0,00;15,00;1,00;4,00;0,00;1,00;6,00;0,00;0,00
2020-03-29;2,00;52,00;40,00;16,00;24,00;36,00;1,00;38,00;28,00;10,00;18,00;18,00;12,00;6,00;28,00;4,00;2,00;14,00;18,00;10,00;42,00;2,00;22,00;14,00;4,00;8,00;2,00;30,00;2,00;2,00;2,00;2,00;2,00;1,00;0,00
2020-04-05;3,00;33,00;27,00;9,00;18,00;24,00;0,75;19,50;22,50;12,00;39,00;39,00;24,00;15,00;36,00;12,00;9,00;12,00;9,00;5,00;14,00;5,00;11,00;7,00;3,00;4,00;0,00;16,00;2,00;1,00;0,00;0,00;1,00;0,00;1,00
2020-04-12;6,00;45,00;33,00;12,00;18,00;36,00;1,50;28,50;22,50;9,00;33,00;42,00;24,00;10,00;18,00;6,00;4,00;8,00;10,00;6,00;17,00;4,00;15,00;12,00;6,00;2,00;3,00;14,00;1,00;0,00;1,00;0,00;1,00;1,00;0,00
2020-04-19;5,00;55,00;40,00;20,00;30,00;30,00;0,00;18,33;18,33;12,50;30,00;27,50;17,50;10,00;22,50;10,00;7,50;16,25;10,00;6,25;20,00;6,25;7,50;10,00;2,50;0,00;5,00;16,25;1,25;1,25;1,25;1,25;3,00;1,00;1,00
2020-04-26;6,00;33,00;27,00;9,00;18,00;30,00;0,00;15,00;16,50;9,00;39,00;33,00;24,00;9,00;21,00;15,00;6,00;11,00;11,00;6,00;14,00;4,00;12,00;10,00;2,00;5,00;1,00;16,00;2,00;1,00;1,00;1,00;1,20;1,20;1,20
2020-05-03;7,00;42,00;31,50;10,50;28,00;25,20;1,40;15,40;11,20;14,00;30,33;30,33;23,33;9,33;21,00;14,00;4,67;12,00;9,00;4,00;16,00;3,00;12,00;7,00;2,00;2,00;3,00;18,00;0,00;1,00;1,00;0,00;3,00;1,00;0,00
2020-05-10;10,00;40,00;33,33;16,67;30,00;27,14;1,43;21,43;25,71;12,50;30,00;35,00;17,50;10,00;22,50;17,50;5,00;15,00;5,00;5,00;15,00;5,00;12,00;7,00;3,00;3,00;3,00;20,00;2,00;0,00;4,00;1,00;2,00;1,00;0,00
2020-05-17;11,00;36,67;36,67;7,33;25,67;20,63;0,00;22,00;27,50;16,50;57,75;44,00;24,75;11,00;24,20;17,60;11,00;14,00;12,00;5,00;13,00;5,00;19,00;10,00;2,00;5,00;2,00;23,00;0,00;4,00;2,00;2,00;1,00;0,00;0,00
2020-05-24;10,00;43,33;33,33;16,67;30,00;28,57;1,43;27,14;32,86;20,00;45,00;45,00;17,50;15,00;25,00;17,50;10,00;15,00;10,00;7,00;15,00;7,00;18,00;8,00;2,00;7,00;0,00;19,00;2,00;2,00;1,00;1,00;6,00;1,00;0,00
2020-05-31;26,00;45,50;26,00;29,25;32,50;34,67;1,44;20,22;41,89;18,20;39,00;65,00;28,60;11,82;35,45;21,27;11,82;29,00;5,00;17,00;26,00;10,00;26,00;5,00;6,00;3,00;7,00;36,00;2,00;2,00;1,00;2,00;5,00;2,00;1,00
2020-06-07;23,00;59,14;39,43;29,57;36,14;32,47;1,35;27,06;39,24;20,44;40,89;58,78;20,44;16,10;46,00;23,00;16,10;20,00;10,00;20,00;20,00;20,00;28,00;6,00;6,00;10,00;4,00;46,00;3,00;5,00;4,00;3,00;3,14;3,14;1,05
2020-06-14;33,00;89,10;39,60;29,70;36,30;31,63;1,38;27,50;46,75;25,38;60,92;63,46;27,92;23,57;44,79;35,36;21,21;34,00;11,00;19,00;22,00;16,00;37,00;9,00;4,00;11,00;4,00;43,00;3,00;3,00;4,00;5,00;9,00;5,00;2,00
2020-06-21;47,00;70,50;30,21;40,29;33,57;38,19;1,47;26,44;45,53;15,67;52,22;65,28;20,89;26,11;60,06;31,33;15,67;24,57;13,89;22,43;28,84;24,57;25,64;10,68;6,41;7,48;3,20;33,11;1,07;6,41;6,41;4,27;10,00;3,00;1,00
2020-06-28;45,00;80,36;28,93;38,57;48,21;42,27;0,68;25,91;39,55;27,50;55,00;60,00;20,00;18,95;54,47;40,26;16,58;26,00;10,00;19,00;23,00;16,00;29,00;7,00;9,00;13,00;3,00;38,00;3,00;10,00;6,00;2,00;8,37;2,09;4,19
2020-07-05;75,00;91,30;29,35;39,13;58,70;36,11;2,78;26,39;40,28;22,50;62,50;85,00;30,00;19,35;65,32;36,29;29,03;27,00;9,00;26,00;25,00;23,00;27,00;8,00;5,00;13,00;3,00;37,00;1,00;12,00;3,00;6,00;15,00;3,00;3,00
2020-07-12;92,00;78,86;32,86;32,86;46,00;38,22;1,42;39,63;43,88;30,67;66,44;84,33;43,44;33,89;87,16;38,74;26,63;28,62;8,18;28,62;24,53;27,60;27,60;4,09;6,13;12,27;3,07;47,02;4,09;12,27;25,56;4,09;17,00;2,00;2,00
2020-07-19;100,00;87,10;38,71;35,48;61,29;55,56;2,78;34,72;44,44;27,50;72,50;105,00;42,50;26,19;107,14;35,71;23,81;25,00;10,00;31,00;24,00;40,00;35,00;2,00;12,00;11,00;5,00;48,00;3,00;10,00;16,00;5,00;18,00;5,00;3,00
2020-07-26;79,00;82,29;42,79;32,92;46,08;43,73;1,41;22,57;39,50;35,68;53,52;91,74;35,68;27,16;101,22;32,09;22,22;36,94;12,31;33,86;28,73;32,83;31,81;7,18;4,10;14,36;4,10;44,12;2,05;11,29;8,21;6,16;15,00;5,00;2,00
2020-08-02;71,00;83,91;51,64;25,82;29,05;57,35;1,37;25,94;38,23;31,83;48,97;90,59;36,72;21,30;87,57;35,50;23,67;31,00;8,00;25,00;44,00;30,00;35,00;7,00;4,00;11,00;4,00;38,00;4,00;8,00;4,00;2,00;13,00;6,00;2,00
2020-08-09;57,00;78,38;42,75;28,50;42,75;45,00;3,00;21,00;49,50;21,71;62,43;67,86;38,00;23,32;101,05;28,50;20,73;29,60;13,15;27,40;24,12;21,92;28,50;8,77;5,48;16,44;2,19;19,73;6,58;8,77;6,58;3,29;8,00;1,00;1,00
2020-08-16;36,00;72,00;42,55;32,73;32,73;44,31;2,77;19,38;48,46;25,71;43,71;84,86;38,57;26,40;84,00;21,60;16,80;24,00;7,00;26,00;26,00;9,00;29,00;4,00;7,00;10,00;5,00;28,00;4,00;4,00;3,00;1,00;8,23;3,09;1,03
2020-08-23;25,00;68,75;34,38;28,13;21,88;31,94;0,69;16,67;41,67;20,00;72,50;82,50;35,00;25,00;100,00;35,00;15,00;27,00;7,00;11,00;18,00;9,00;25,00;6,00;3,00;5,00;2,00;29,00;2,00;4,00;1,00;1,00;6,00;3,00;2,00
2020-08-30;29,00;64,44;29,00;22,56;19,33;48,33;1,38;22,10;41,43;29,00;58,00;77,33;33,83;21,75;91,83;24,17;21,75;25,00;7,00;18,00;24,00;7,00;37,00;5,00;7,00;9,00;2,00;36,00;1,00;1,00;1,00;3,00;5,00;1,00;1,00
2020-09-06;16,00;60,80;38,40;28,80;19,20;59,64;1,45;17,45;40,73;29,33;61,33;106,67;45,33;10,67;112,00;40,00;21,33;29,87;10,67;17,07;27,73;10,67;34,13;11,73;5,33;9,60;3,20;42,67;3,20;0,00;4,27;2,13;4,00;1,00;2,00
2020-09-13;11,00;69,67;33,00;33,00;29,33;78,57;0,79;31,43;39,29;22,00;66,00;88,00;52,25;13,75;126,50;22,00;19,25;36,30;13,20;19,80;19,80;19,80;33,00;9,90;8,80;1,10;3,30;30,80;1,10;4,40;3,30;0,00;6,00;3,00;1,00
2020-09-20;12,00;48,00;27,00;33,00;24,00;79,50;0,00;39,00;40,50;16,80;74,40;122,40;50,40;14,40;136,80;21,60;26,40;45,82;12,00;15,27;24,00;3,27;40,36;13,09;4,36;3,27;2,18;39,27;1,09;3,27;2,18;1,09;5,00;1,00;0,00
2020-09-27;10,00;53,33;40,00;13,33;20,00;78,57;1,43;28,57;18,57;17,50;80,00;112,50;55,00;12,50;207,50;17,50;22,50;30,00;8,89;20,00;40,00;3,33;36,67;5,56;4,44;2,22;1,11;38,89;1,11;2,22;2,22;1,11;2,00;1,00;1,00
