Semaine;Nice (FR);Paris (FR);London (GB);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-03-17;22,00;770,00;770,00;374,00;206,80;13,20;158,40;255,20;162,80;237,60;145,20;184,80;115,50;99,00;66,00;8,25;58,67;110,00;7,33;64,17;19,07;86,53;49,87;58,67;19,41;31,06;3,88;38,82;9,00;12,00;4,00;3,00;12,00;7,00;0,00
2019-03-24;30,00;600,00;555,00;285,00;205,71;8,57;175,71;265,71;145,71;282,86;150,00;188,57;132,00;123,00;96,00;18,00;56,47;151,76;8,82;67,06;34,50;78,00;58,50;45,00;18,26;24,78;2,61;57,39;9,00;5,00;1,00;4,00;17,00;3,00;0,00
2019-03-31;48,00;656,00;544,00;304,00;208,00;16,00;172,00;264,00;209,45;279,27;139,64;205,09;144,00;135,00;105,00;15,00;76,44;124,44;21,33;71,11;16,00;77,09;43,64;62,55;21,33;22,67;16,00;49,33;5,00;8,00;12,00;6,00;8,00;4,00;4,00
2019-04-07;67,00;720,25;686,75;368,50;259,63;20,94;192,63;238,69;205,19;305,69;175,88;184,25;148,57;139,83;96,13;8,74;89,92;142,82;22,92;63,47;43,70;84,48;62,63;56,80;14,45;30,22;21,02;51,24;7,00;5,00;8,00;9,00;13,00;3,00;3,00
2019-04-14;48,00;1600,00;736,00;352,00;252,00;32,00;204,00;200,00;240,00;270,55;135,27;165,82;129,00;144,00;84,00;27,00;76,44;136,89;21,33;71,11;21,82;91,64;48,00;43,64;18,67;18,67;36,00;48,00;8,00;11,00;7,00;7,00;13,00;6,00;0,00
2019-04-21;54,00;864,00;720,00;378,00;232,62;12,46;207,69;278,31;211,85;299,08;116,31;178,62;136,42;150,63;85,26;14,21;57,60;104,40;23,40;90,00;29,19;71,51;64,22;70,05;18,44;28,98;39,51;71,12;7,00;12,00;7,00;10,00;8,00;7,00;6,00
2019-04-28;62,00;806,00;759,50;372,00;260,40;20,67;359,60;260,40;227,33;318,27;111,60;157,07;147,62;135,81;94,48;26,57;77,94;141,71;23,03;67,31;15,86;82,19;83,63;59,12;21,11;32,98;30,34;68,60;13,00;8,00;14,00;8,00;14,00;3,00;3,00
2019-05-05;60,00;540,00;600,00;345,00;231,43;12,86;428,57;265,71;188,57;308,57;107,14;162,86;138,00;120,00;105,00;15,00;109,09;130,91;23,64;87,27;19,02;74,63;52,68;49,76;25,33;30,67;52,00;45,33;17,00;9,00;4,00;4,00;12,00;5,00;1,00
2019-05-12;58,00;580,00;478,50;362,50;269,29;16,57;161,57;244,43;174,00;261,00;120,14;157,43;142,10;110,20;98,60;26,10;66,79;105,45;21,09;59,76;33,35;73,95;69,60;53,65;19,77;19,77;21,09;46,14;11,00;7,00;3,00;4,00;11,00;3,00;4,00
2019-05-19;57,00;584,25;484,50;313,50;211,71;12,21;162,86;207,64;197,31;263,08;122,77;171,00;125,40;102,60;111,15;14,25;81,94;112,22;39,19;65,91;19,00;90,62;65,77;51,15;33,14;29,16;22,53;66,28;9,00;15,00;6,00;7,00;41,00;5,00;0,00
2019-05-26;49,00;702,33;588,00;359,33;261,33;32,67;204,17;220,50;227,18;289,55;129,18;191,55;161,41;109,53;98,00;28,82;94,37;117,96;23,59;52,63;25,94;82,15;57,65;57,65;30,46;22,51;38,41;51,65;11,00;16,00;8,00;5,00;54,00;8,00;3,00
2019-06-02;56,00;858,67;728,00;392,00;236,92;21,54;155,08;245,54;219,69;267,08;146,46;142,15;138,53;294,74;114,95;17,68;75,87;113,81;18,06;88,52;22,11;85,47;44,21;56,00;37,33;28,00;33,33;56,00;14,00;10,00;7,00;5,00;17,00;4,00;2,00
2019-06-09;62,00;589,00;573,50;310,00;227,33;20,67;140,53;223,20;173,60;260,40;78,53;148,80;118,10;144,67;79,71;20,67;60,23;115,14;24,80;63,77;28,84;86,51;54,79;62,00;29,02;21,11;51,45;58,04;11,00;19,00;10,00;8,00;6,00;1,00;3,00
2019-06-16;61,00;594,75;518,50;305,00;195,20;20,33;170,80;203,33;213,50;287,57;117,64;174,29;122,00;116,19;95,86;14,52;95,09;139,94;25,12;71,76;39,21;100,21;56,64;55,19;27,26;38,94;42,83;61,00;13,00;10,00;10,00;3,00;13,00;4,00;0,00
2019-06-23;57,00;741,00;665,00;342,00;166,93;20,36;146,57;179,14;228,00;258,69;122,77;197,31;144,00;114,00;78,00;15,00;78,38;105,09;42,75;60,56;20,46;87,69;52,62;51,15;21,21;26,51;38,44;51,70;24,00;14,00;7,00;7,00;10,00;8,00;3,00
2019-06-30;73,00;784,75;748,25;365,00;182,50;28,39;146,00;186,56;244,76;300,59;120,24;167,47;140,16;113,88;140,16;29,20;80,12;131,76;112,17;81,90;25,76;93,04;70,14;70,14;27,38;29,98;45,63;66,48;14,00;16,00;17,00;14,00;18,00;10,00;5,00
2019-07-07;72,00;918,00;774,00;504,00;254,12;25,41;173,65;262,59;258,35;360,00;148,24;186,35;152,64;146,88;123,84;31,68;87,80;112,39;40,39;84,29;41,76;110,88;80,64;76,32;34,04;37,96;41,89;70,69;23,00;19,00;8,00;7,00;22,00;12,00;3,00
2019-07-14;84,00;907,20;756,00;436,80;256,20;25,20;147,00;231,00;256,20;357,00;138,60;193,20;185,38;170,90;127,45;31,86;94,72;123,32;26,81;112,60;34,76;108,62;69,52;79,66;36,75;32,81;40,69;81,38;21,00;27,00;11,00;7,00;15,00;11,00;5,00
2019-07-21;70,00;927,50;735,00;437,50;259,41;41,18;160,59;230,59;271,25;371,88;188,13;205,63;198,33;177,92;128,33;26,25;86,15;134,62;41,28;140,00;55,42;145,83;86,04;70,00;56,79;46,23;46,23;104,34;19,00;19,00;15,00;5,00;19,00;6,00;1,00
2019-07-28;77,00;1001,00;677,60;446,60;226,95;16,21;178,32;247,21;269,50;359,33;154,00;175,39;251,73;177,69;127,35;41,46;89,53;116,40;35,81;145,05;21,79;145,28;78,45;95,89;38,50;45,14;54,43;71,69;26,00;25,00;7,00;12,00;30,00;14,00;3,00
2019-08-04;74,00;814,00;695,60;429,20;213,78;28,78;160,33;238,44;317,76;435,29;161,06;165,41;278,24;189,44;139,12;41,44;131,76;157,02;28,88;68,59;36,27;118,98;88,51;76,90;44,93;31,71;48,89;89,86;16,00;29,00;10,00;8,00;29,00;5,00;9,00
2019-08-11;61,00;747,25;701,50;396,50;211,47;24,40;150,47;219,60;278,86;335,50;126,36;178,64;206,24;130,71;113,29;34,86;78,94;127,38;26,91;80,74;30,50;106,02;52,29;79,88;31,83;43,76;33,15;74,26;12,00;18,00;11,00;3,00;13,00;4,00;7,00
2019-08-18;72,00;756,00;864,00;414,00;208,00;20,00;164,00;244,00;224,47;317,65;127,06;160,94;152,64;103,68;106,56;25,92;94,83;110,63;21,07;73,76;33,12;73,44;61,92;56,16;20,95;23,56;48,44;57,60;13,00;17,00;6,00;4,00;19,00;1,00;0,00
2019-08-25;66,00;610,50;693,00;396,00;193,88;41,25;156,75;226,88;193,88;309,38;107,25;156,75;123,39;83,22;91,83;20,09;83,84;144,49;21,41;73,14;30,13;81,78;54,52;50,22;18,48;23,76;40,92;73,92;12,00;17,00;5,00;3,00;11,00;3,00;3,00
2019-09-01;60,00;585,00;690,00;345,00;231,43;17,14;184,29;282,86;201,43;321,43;137,14;167,14;120,00;142,86;108,57;17,14;91,76;146,47;28,24;74,12;27,80;76,10;77,56;65,85;19,57;37,83;36,52;54,78;9,00;14,00;6,00;3,00;22,00;8,00;0,00
2019-09-08;65,00;715,00;715,00;357,50;207,19;16,25;182,81;215,31;203,67;312,00;121,33;195,00;141,82;109,32;109,32;23,64;101,11;167,92;18,06;61,39;26,00;67,89;70,78;54,89;19,90;38,47;30,51;79,59;14,00;8,00;10,00;11,00;12,00;1,00;0,00
2019-09-15;52,00;745,33;745,33;329,33;208,00;12,00;204,00;224,00;242,67;329,33;91,00;195,00;147,33;109,78;101,11;23,11;95,03;157,79;30,48;59,17;17,33;93,89;59,22;47,67;13,00;31,20;36,40;71,50;6,00;10,00;8,00;3,00;11,00;1,00;3,00
2019-09-22;44,00;586,67;733,33;278,67;224,00;24,00;184,00;252,00;255,20;369,60;118,80;198,00;155,47;114,40;102,67;8,80;103,84;153,12;14,08;75,68;20,53;92,40;61,60;48,40;14,67;20,00;28,00;50,67;5,00;5,00;2,00;3,00;13,00;1,00;4,00
2019-09-29;48,00;720,00;752,00;352,00;244,36;17,45;235,64;240,00;213,82;327,27;117,82;170,18;129,00;102,00;99,00;24,00;88,89;158,22;32,00;55,11;21,82;98,91;42,18;56,73;12,00;36,00;29,33;45,33;19,00;11,00;9,00;1,00;9,00;3,00;4,00
2019-10-06;41,00;669,67;683,33;300,67;225,50;20,50;200,90;246,00;233,70;295,20;114,80;172,20;134,71;102,50;161,07;17,57;89,13;178,26;14,26;55,26;16,11;82,00;71,75;64,43;14,55;21,16;33,06;62,16;10,00;6,00;6,00;4,00;10,00;3,00;2,00
2019-10-13;35,00;840,00;962,50;472,50;206,11;23,33;151,67;233,33;258,13;315,00;118,13;179,38;142,92;87,50;119,58;20,42;70,00;155,75;14,00;59,50;23,33;77,29;53,96;59,79;18,15;22,04;46,67;59,63;9,00;11,00;6,00;3,00;10,00;3,00;0,00
2019-10-20;28,00;672,00;686,00;224,00;204,00;20,00;164,00;196,00;220,00;320,00;96,00;168,00;121,33;102,67;127,56;18,67;72,80;119,47;14,93;52,27;19,16;66,32;41,26;48,63;22,67;17,33;26,67;48,00;9,00;10,00;5,00;1,00;9,00;1,00;0,00
2019-10-27;23,00;805,00;989,00;368,00;168,67;19,17;141,83;184,00;168,67;218,50;84,33;138,00;109,25;77,63;83,38;14,38;69,00;136,23;23,00;49,54;20,13;61,81;48,88;48,88;8,94;17,89;21,72;53,67;7,00;2,00;5,00;1,00;6,00;1,00;0,00
2019-11-03;20,00;740,00;920,00;300,00;164,00;16,00;140,00;188,00;188,00;260,00;120,00;180,00;105,71;68,57;114,29;17,14;89,09;138,18;10,91;65,45;18,57;64,29;45,71;55,71;13,33;22,67;13,33;58,67;9,00;7,00;2,00;0,00;9,00;3,00;0,00
2019-11-10;21,00;798,00;882,00;336,00;155,40;29,40;151,20;176,40;155,40;273,00;92,40;151,20;147,00;261,00;93,00;15,00;80,50;131,25;14,00;56,00;19,60;63,00;50,40;43,40;13,13;35,44;19,69;49,88;2,00;5,00;2,00;3,00;6,00;5,00;1,00
2019-11-17;29,00;522,00;696,00;188,50;153,29;12,43;178,14;140,86;194,71;211,29;140,86;165,71;127,60;150,80;127,60;20,30;70,69;119,63;14,50;56,19;15,95;53,65;53,65;47,85;10,55;26,36;27,68;50,09;9,00;9,00;2,00;4,00;5,00;1,00;0,00
2019-11-24;25,00;475,00;650,00;137,50;158,33;41,67;133,33;187,50;191,67;237,50;91,67;137,50;100,00;88,89;66,67;19,44;83,93;114,29;12,50;66,07;10,29;63,24;48,53;42,65;13,16;19,74;14,47;48,68;5,00;10,00;4,00;0,00;8,00;0,00;0,00
2019-12-01;23,00;851,00;1035,00;299,00;156,40;9,20;174,80;174,80;193,20;257,60;92,00;179,40;138,00;57,50;103,50;17,25;65,46;99,08;14,15;76,08;24,44;48,88;58,94;31,63;9,47;28,41;16,24;47,35;5,00;0,00;5,00;4,00;7,00;4,00;1,00
2019-12-08;19,00;627,00;874,00;247,00;148,20;19,00;129,20;163,40;185,25;275,50;85,50;152,00;111,29;57,00;122,14;19,00;57,00;108,82;19,00;70,82;16,08;78,92;35,08;29,23;14,93;47,50;16,29;48,86;1,00;9,00;6,00;4,00;11,00;0,00;0,00
2019-12-15;47,00;595,33;673,67;219,33;145,27;21,36;149,55;170,91;175,18;247,82;85,45;145,27;94,00;55,81;132,19;20,56;50,62;119,31;16,27;59,65;22,79;78,33;54,12;42,73;15,67;15,67;11,75;50,92;6,00;6,00;5,00;3,00;15,00;0,00;5,00
2019-12-22;46,00;720,67;736,00;230,00;179,82;20,91;154,73;188,18;204,91;292,73;100,36;184,00;132,25;66,13;123,63;17,25;61,92;129,15;15,92;69,00;18,69;92,00;47,44;48,88;19,71;34,17;24,97;51,26;3,00;11,00;3,00;1,00;5,00;1,00;1,00
2019-12-29;30,00;660,00;645,00;240,00;214,29;17,14;171,43;205,71;210,00;282,86;111,43;154,29;156,00;69,00;165,00;12,00;75,88;158,82;17,65;58,24;30,00;97,50;66,00;73,50;12,27;20,45;23,18;43,64;10,00;6,00;3,00;3,00;5,00;3,00;0,00
2020-01-05;45,00;615,00;630,00;315,00;208,64;20,45;159,55;274,09;208,64;249,55;102,27;167,73;135,00;102,00;126,00;12,00;75,60;127,80;19,80;64,80;17,42;76,94;45,00;53,71;15,88;35,74;23,82;54,26;7,00;8,00;7,00;2,00;5,00;0,00;0,00
2020-01-12;48,00;688,00;720,00;336,00;240,00;12,00;160,00;268,00;213,82;322,91;96,00;196,36;165,00;129,00;123,00;18,00;106,67;135,11;21,33;53,33;32,00;93,09;85,82;77,09;21,33;44,00;32,00;64,00;11,00;9,00;7,00;2,00;12,00;6,00;2,00
2020-01-19;44,00;601,33;572,00;293,33;240,00;24,00;144,00;260,00;228,80;259,60;114,40;228,80;134,93;85,07;143,73;14,67;79,20;154,88;17,60;45,76;22,00;98,27;66,00;68,93;10,67;36,00;40,00;46,67;10,00;12,00;10,00;5,00;11,00;1,00;1,00
2020-01-26;42,00;532,00;532,00;238,00;252,00;16,80;147,00;256,20;210,00;260,40;121,80;168,00;126,00;81,00;108,00;15,00;87,65;136,96;21,91;54,78;21,72;82,55;53,59;53,59;18,38;27,56;38,06;45,94;11,00;5,00;7,00;5,00;18,00;4,00;2,00
2020-02-02;54,00;666,00;1278,00;360,00;245,08;16,62;332,31;286,62;216,00;257,54;112,15;261,69;159,00;105,00;120,00;27,00;75,60;131,40;25,20;54,00;18,97;94,86;62,76;51,08;15,80;42,15;28,98;48,73;20,00;12,00;8,00;5,00;14,00;4,00;0,00
2020-02-09;53,00;742,00;901,00;318,00;228,31;16,31;232,38;236,46;225,25;265,00;136,92;198,75;108,94;76,56;100,11;20,61;97,17;139,57;26,50;74,20;35,33;101,58;33,86;72,14;22,53;46,38;25,18;63,60;8,00;13,00;3,00;4,00;11,00;2,00;1,00
2020-02-16;43,00;602,00;716,67;344,00;232,20;21,50;197,80;322,50;210,70;279,50;141,90;202,10;151,93;74,53;111,80;11,47;109,29;125,42;16,13;64,50;27,23;87,43;55,90;50,17;16,94;24,76;22,15;46,91;10,00;12,00;8,00;4,00;5,00;1,00;2,00
2020-02-23;35,00;717,50;735,00;367,50;210,00;15,56;167,22;190,56;210,00;275,63;214,38;210,00;113,75;107,92;84,58;11,67;63,00;117,25;19,25;59,50;21,88;77,29;42,29;55,42;12,96;41,48;25,93;51,85;9,00;9,00;7,00;2,00;7,00;6,00;2,00
2020-03-01;40,00;720,00;740,00;320,00;168,00;8,00;152,00;192,00;168,89;213,33;128,89;155,56;105,71;71,43;68,57;14,29;63,64;112,73;20,00;47,27;26,67;74,07;38,52;45,93;21,33;36,00;21,33;46,67;9,00;20,00;10,00;1,00;15,00;5,00;2,00
2020-03-08;29,00;435,00;449,50;261,00;174,00;4,14;219,57;194,71;149,14;227,86;107,71;140,86;110,20;69,60;60,90;11,60;65,25;94,25;21,75;52,56;13,05;59,45;36,25;37,70;11,86;21,09;25,05;39,55;8,00;10,00;1,00;2,00;4,00;1,00;2,00
2020-03-15;14,00;196,00;252,00;84,00;65,33;9,33;144,67;84,00;46,67;121,33;46,67;88,67;47,60;249,20;28,00;8,40;35,00;47,25;8,75;40,25;15,40;63,00;18,20;8,40;5,09;15,27;10,18;25,45;4,00;2,00;3,00;0,00;6,00;2,00;1,00
2020-03-22;8,00;176,00;208,00;64,00;52,00;4,00;72,00;36,00;32,00;84,00;40,00;52,00;26,67;112,00;18,67;2,67;32,00;36,00;6,00;26,00;6,40;41,60;9,60;19,20;8,00;8,00;9,33;18,67;1,00;2,00;2,00;0,00;8,00;1,00;0,00
2020-03-29;13,00;156,00;130,00;39,00;56,33;4,33;65,00;65,00;39,00;65,00;26,00;56,33;29,25;65,00;19,50;3,25;18,57;29,71;3,71;22,29;7,22;18,78;11,56;10,11;2,60;7,80;14,30;10,40;2,00;3,00;2,00;2,00;3,00;0,00;0,00
2020-04-05;9,00;81,00;90,00;27,00;40,50;4,50;45,00;49,50;22,50;76,50;27,00;49,50;33,00;54,00;18,00;3,00;19,80;30,60;1,80;23,40;3,00;27,00;19,50;15,00;5,14;5,14;6,43;12,86;0,00;1,00;0,00;1,00;5,00;0,00;0,00
2020-04-12;6,00;120,00;108,00;36,00;84,00;6,00;84,00;54,00;42,00;90,00;54,00;66,00;33,00;75,00;15,00;1,50;20,00;38,00;6,00;30,00;3,00;27,00;16,50;13,50;6,00;4,50;15,00;18,00;1,00;3,00;1,00;1,00;3,00;0,00;0,00
2020-04-19;10,00;80,00;80,00;30,00;55,00;5,00;60,00;45,00;45,00;55,00;30,00;55,00;36,67;33,33;26,67;10,00;11,67;21,67;3,33;13,33;5,71;21,43;30,00;10,00;2,50;3,75;7,50;17,50;2,00;1,00;1,00;2,00;5,00;1,00;2,00
2020-04-26;7,00;126,00;126,00;42,00;28,00;1,75;38,50;31,50;38,50;59,50;14,00;31,50;28,00;42,00;31,50;3,50;22,75;29,75;1,75;17,50;5,60;9,80;15,40;11,20;5,60;4,20;9,80;9,80;1,00;2,00;0,00;1,00;2,00;0,00;0,00
2020-05-03;11,00;99,00;99,00;44,00;44,00;3,67;44,00;33,00;33,00;58,67;22,00;51,33;30,25;41,25;22,00;5,50;16,50;29,33;7,33;12,83;6,88;12,38;13,75;11,00;6,88;8,25;8,25;11,00;1,00;5,00;1,00;0,00;3,00;0,00;0,00
2020-05-10;4,00;80,00;88,00;40,00;44,00;4,00;36,00;32,00;28,00;72,00;16,00;48,00;40,00;64,00;28,00;8,00;36,00;30,00;4,00;24,00;2,67;22,67;17,33;13,33;2,67;5,33;6,67;29,33;1,00;0,00;1,00;2,00;4,00;1,00;0,00
2020-05-17;13,00;117,00;143,00;52,00;69,33;4,33;39,00;65,00;30,33;91,00;34,67;73,67;18,20;44,20;18,20;2,60;40,86;27,86;5,57;24,14;4,33;26,00;15,89;17,33;6,50;11,70;13,00;23,40;1,00;2,00;1,00;1,00;3,00;1,00;0,00
2020-05-24;12,00;156,00;132,00;48,00;52,00;4,00;44,00;44,00;44,00;68,00;24,00;44,00;21,00;45,00;30,00;9,00;30,86;24,00;5,14;18,86;12,00;24,00;27,00;18,00;8,00;8,00;8,00;21,33;6,00;6,00;1,00;0,00;6,00;0,00;4,00
2020-05-31;35,00;245,00;192,50;87,50;70,00;8,75;61,25;74,38;48,13;96,25;35,00;78,75;35,00;58,33;29,17;8,75;42,37;33,16;16,58;31,32;23,33;26,25;24,79;16,04;14,81;12,12;13,46;26,92;5,00;10,00;2,00;3,00;8,00;1,00;3,00
2020-06-07;33,00;264,00;198,00;82,50;70,13;12,38;57,75;78,38;37,13;111,38;37,13;90,75;39,00;54,00;33,00;12,00;38,21;27,79;20,84;22,58;18,65;51,65;15,78;10,04;14,52;17,16;13,20;27,72;6,00;8,00;2,00;3,00;18,00;3,00;1,00
2020-06-14;49,00;310,33;179,67;114,33;65,33;20,42;57,17;102,08;66,82;111,36;57,91;66,82;43,24;40,35;40,35;11,53;30,85;29,04;23,59;34,48;25,94;43,24;25,94;21,62;13,24;15,89;14,57;33,11;7,00;7,00;2,00;3,00;14,00;3,00;2,00
2020-06-21;50,00;366,67;200,00;116,67;79,17;4,17;66,67;158,33;75,00;137,50;54,17;70,83;44,12;79,41;41,18;14,71;30,36;44,64;19,64;26,79;31,43;57,14;5,71;28,57;17,11;11,84;13,16;31,58;7,00;16,00;4,00;1,00;13,00;7,00;7,00
2020-06-28;46,00;398,67;168,67;184,00;79,45;8,36;83,64;196,55;92,00;163,09;58,55;79,45;66,13;74,75;60,38;23,00;61,92;33,62;28,31;46,00;24,44;44,56;14,38;27,31;27,60;24,97;10,51;38,11;11,00;13,00;5,00;7,00;16,00;9,00;3,00
2020-07-05;64,00;560,00;272,00;208,00;84,00;24,00;72,00;104,00;89,60;192,00;68,27;98,13;66,91;72,73;61,09;26,18;48,00;33,78;35,56;39,11;36,36;62,55;17,45;27,64;32,65;24,82;24,82;40,49;9,00;22,00;6,00;6,00;13,00;8,00;7,00
2020-07-12;64,00;656,00;256,00;304,00;81,07;17,07;81,07;81,07;136,53;230,40;81,07;93,87;78,55;87,27;66,91;29,09;62,22;32,00;40,89;44,44;26,18;68,36;14,55;34,91;31,35;22,20;15,67;52,24;17,00;20,00;28,00;6,00;16,00;6,00;4,00
2020-07-19;65,00;650,00;243,75;195,00;77,19;12,19;77,19;77,19;117,00;216,67;69,33;125,67;67,95;103,41;62,05;23,64;65,00;42,16;28,11;40,41;33,22;95,33;18,78;18,78;22,10;31,20;20,80;53,30;11,00;6,00;16,00;3,00;23,00;13,00;1,00
2020-07-26;50,00;616,67;200,00;200,00;66,67;16,67;75,00;83,33;100,00;200,00;66,67;104,17;61,76;97,06;52,94;26,47;58,93;53,57;23,21;39,29;36,76;80,88;13,24;39,71;25,00;26,32;11,84;43,42;10,00;12,00;5,00;4,00;21,00;8,00;6,00
2020-08-02;65,00;536,25;243,75;97,50;73,13;16,25;73,13;60,94;104,00;186,33;52,00;108,33;73,86;124,09;59,09;23,64;66,81;37,92;34,31;41,53;26,00;56,33;33,22;30,33;29,18;18,57;18,57;57,04;11,00;12,00;5,00;5,00;14,00;7,00;7,00
2020-08-09;53,00;671,33;265,00;141,33;81,54;12,23;61,15;73,38;92,75;181,08;48,58;83,92;64,78;76,56;47,11;35,33;40,21;40,21;27,41;36,55;35,33;69,19;13,25;27,97;19,88;18,55;17,23;30,48;6,00;15,00;7,00;4,00;17,00;5,00;5,00
2020-08-16;44,00;308,00;146,67;102,67;76,00;12,00;44,00;52,00;96,80;162,80;74,80;79,20;64,53;93,87;41,07;17,60;26,40;31,68;14,08;31,68;19,07;46,93;23,47;22,00;19,41;25,88;7,76;27,18;10,00;14,00;2,00;1,00;9,00;7,00;3,00
2020-08-23;64,00;288,00;416,00;64,00;85,33;17,07;38,40;81,07;85,33;179,20;68,27;93,87;49,45;104,73;61,09;17,45;33,78;35,56;14,22;46,22;16,00;66,91;21,82;27,64;20,90;18,29;22,20;24,82;8,00;8,00;2,00;2,00;14,00;5,00;5,00
2020-08-30;52,00;260,00;312,00;52,00;64,00;8,00;48,00;56,00;91,00;138,67;82,33;56,33;28,89;80,89;54,89;17,33;62,76;52,00;14,34;39,45;5,78;56,33;20,22;28,89;11,70;19,50;11,70;39,00;8,00;8,00;4,00;1,00;6,00;2,00;0,00
2020-09-06;20,00;340,00;260,00;80,00;92,00;12,00;48,00;56,00;96,00;132,00;68,00;76,00;28,57;100,00;45,71;11,43;60,00;45,00;10,00;31,67;11,43;51,43;18,57;34,29;10,00;13,75;10,00;42,50;6,00;5,00;3,00;0,00;7,00;1,00;0,00
2020-09-13;19,00;266,00;228,00;57,00;91,20;3,80;49,40;45,60;80,75;156,75;80,75;95,00;31,67;117,17;79,17;19,00;58,73;39,73;5,18;32,82;16,08;42,38;16,08;35,08;8,14;14,93;2,71;46,14;5,00;7,00;1,00;1,00;5,00;0,00;1,00
2020-09-20;11,00;198,00;143,00;44,00;88,00;3,67;51,33;51,33;47,67;110,00;62,33;77,00;33,00;93,50;46,75;19,25;53,17;33,00;5,50;31,17;8,25;33,00;23,38;17,88;6,11;12,22;7,33;28,11;8,00;6,00;5,00;1,00;5,00;1,00;0,00
2020-09-27;13,00;208,00;117,00;52,00;73,67;4,33;69,33;47,67;34,67;104,00;60,67;95,33;35,75;78,00;32,50;6,50;46,43;35,29;7,43;22,29;4,33;26,00;20,22;13,00;13,00;10,40;9,10;33,80;2,00;3,00;2,00;1,00;3,00;0,00;1,00
