Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Flachau (AT);La Clusaz (FR);Zillertal (AT);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;74,00;5,69;7,12;2,85;59,77;8,97;7,85;13,45;1,12;16,00;5,00;76,00;52,00;16,00;6,00;11,00;7,00;20,00;0,00;10,00;7,00;3,00;4,00;10,00;0,00;4,00;8,00;9,00;8,00;1,00;2,00;0,00;1,00;2,00;3,00;1,00;0,00;0,00;0,00;0,00
2019-01-13;78,00;5,67;4,25;4,25;66,65;10,03;3,34;7,80;5,57;26,00;0,00;48,00;1,00;14,00;10,00;5,00;12,00;29,00;0,00;11,00;3,00;0,00;1,00;12,00;0,00;4,00;0,00;18,00;6,00;0,00;5,00;7,00;8,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;68,00;4,34;10,13;4,34;34,72;3,34;4,46;6,69;0,00;19,00;2,00;18,00;0,00;15,00;7,00;17,00;5,00;21,00;0,00;15,00;1,00;1,00;0,00;14,00;0,00;2,00;4,00;9,00;22,00;0,00;4,00;0,00;6,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;69,00;5,75;4,31;4,31;46,00;6,68;6,68;3,34;3,34;22,00;5,00;30,00;0,00;22,00;9,00;12,00;4,00;17,00;1,00;5,00;1,00;1,00;1,00;13,00;0,00;5,00;4,00;12,00;10,00;0,00;9,00;9,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;78,00;4,25;2,84;1,42;32,62;2,23;3,34;7,80;2,23;18,00;1,00;23,00;1,00;10,00;9,00;21,00;10,00;18,00;0,00;6,00;8,00;4,00;5,00;9,00;0,00;6,00;1,00;19,00;7,00;0,00;3,00;1,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;84,00;7,12;8,54;1,42;56,95;6,72;2,24;10,08;2,24;6,00;4,00;18,00;4,00;10,00;6,00;8,00;10,00;21,00;1,00;9,00;0,00;0,00;4,00;5,00;0,00;3,00;1,00;15,00;8,00;0,00;0,00;1,00;1,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;70,00;8,57;2,86;0,00;27,14;2,26;10,16;1,13;2,26;14,00;1,00;14,00;3,00;13,00;6,00;7,00;15,00;12,00;1,00;6,00;3,00;4,00;1,00;9,00;0,00;4,00;4,00;12,00;4,00;0,00;3,00;1,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;66,00;4,30;5,74;2,87;30,13;10,07;0,00;10,07;5,59;18,00;0,00;19,00;1,00;8,00;8,00;5,00;5,00;10,00;0,00;4,00;0,00;1,00;4,00;8,00;0,00;5,00;0,00;7,00;6,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;55,00;4,23;7,05;2,82;43,72;8,98;3,37;6,73;2,24;18,00;4,00;22,00;5,00;7,00;12,00;9,00;3,00;5,00;0,00;4,00;4,00;1,00;2,00;6,00;1,00;0,00;2,00;11,00;4,00;0,00;5,00;0,00;4,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;79,00;4,31;12,93;1,44;21,55;7,79;2,23;5,56;0,00;10,00;1,00;32,00;0,00;6,00;5,00;11,00;7,00;6,00;0,00;10,00;2,00;1,00;1,00;5,00;0,00;2,00;3,00;4,00;3,00;0,00;1,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
