Semaine;Nice (FR);Paris (FR);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-04-14;67,00;407,15;242,23;499,92;220,14;9,57;181,86;124,43;170,08;118,54;92,77;134,00;196,53;209,93;49,13;8,93;109,64;432,45;18,27;48,73;18,00;37,00;29,00;32,00;24,74;37,11;9,28;25,77;18,00;9,00;10,00;3,00;17,00;2,00;2,00
2019-04-21;68,00;324,31;235,38;428,92;213,71;9,71;165,14;106,86;146,07;105,78;75,56;138,52;194,93;222,13;58,93;9,07;85,00;413,67;17,00;39,67;21,00;32,00;35,00;43,00;23,70;45,33;9,27;27,82;16,00;9,00;7,00;6,00;14,00;2,00;1,00
2019-04-28;65,00;325,00;254,58;449,58;204,29;9,29;176,43;111,43;155,00;110,00;82,50;127,50;177,67;221,00;52,00;8,67;100,45;401,82;17,73;47,27;23,00;40,00;50,00;50,00;23,73;35,08;12,38;24,76;15,00;7,00;8,00;7,00;11,00;1,00;1,00
2019-05-05;83,00;332,00;274,94;498,00;238,63;10,38;1037,50;124,50;155,63;108,94;106,34;142,66;193,67;239,78;50,72;9,22;94,86;391,29;17,79;53,36;23,00;39,00;43,00;37,00;32,16;41,50;16,60;28,01;27,00;9,00;8,00;11,00;20,00;1,00;2,00
2019-05-12;83,00;332,00;223,06;435,75;238,63;10,38;363,13;124,50;147,84;114,13;101,16;129,69;184,44;230,56;55,33;9,22;100,79;391,29;17,79;35,57;20,00;45,00;36,00;43,00;22,83;41,50;12,45;26,98;17,00;8,00;9,00;5,00;19,00;1,00;2,00
2019-05-19;87,00;396,94;282,75;451,31;251,33;9,67;232,00;106,33;176,56;120,26;94,68;125,38;183,16;238,11;59,53;9,16;110,20;417,60;23,20;46,40;26,00;33,00;42,00;46,00;26,93;50,75;8,29;30,04;16,00;10,00;8,00;9,00;33,00;1,00;2,00
2019-05-26;78,00;374,40;265,20;416,00;214,50;9,75;536,25;107,25;150,97;118,26;88,06;143,42;266,12;220,24;59,65;9,18;114,00;444,00;18,00;42,00;26,00;41,00;37,00;37,00;24,63;37,97;10,26;25,66;15,00;7,00;13,00;6,00;32,00;3,00;3,00
2019-06-02;93,00;399,35;257,12;448,59;227,33;10,33;268,67;124,00;167,92;111,08;100,75;134,33;199,29;411,86;48,71;13,29;104,63;406,88;23,25;46,50;28,00;37,00;41,00;44,00;36,17;43,40;14,47;29,97;23,00;7,00;14,00;8,00;17,00;3,00;2,00
2019-06-09;89,00;371,71;256,53;455,47;217,56;9,89;178,00;118,67;180,54;124,60;99,17;139,86;204,70;226,95;53,40;8,90;106,80;486,53;23,73;47,47;31,00;36,00;37,00;50,00;28,98;38,29;12,42;31,05;21,00;7,00;12,00;10,00;20,00;2,00;4,00
2019-06-16;95,00;422,22;274,44;422,22;209,00;9,50;161,50;95,00;166,89;118,11;100,14;151,49;212,62;212,62;54,29;13,57;106,88;451,25;17,81;41,56;27,00;43,00;38,00;49,00;37,17;35,11;11,36;27,88;17,00;11,00;12,00;9,00;17,00;2,00;3,00
2019-06-23;91,00;438,94;283,71;444,29;242,67;10,11;161,78;111,22;184,53;116,28;98,58;149,14;222,95;209,30;59,15;13,65;102,38;483,44;28,44;39,81;28,00;43,00;36,00;47,00;32,06;45,50;11,38;26,89;27,00;11,00;10,00;9,00;17,00;1,00;3,00
2019-06-30;82,00;426,40;284,27;431,87;225,50;10,25;174,25;112,75;192,19;128,13;92,25;143,50;209,56;214,11;59,22;13,67;117,14;527,14;29,29;35,14;30,00;42,00;40,00;43,00;31,14;40,48;12,46;22,84;16,00;11,00;17,00;6,00;17,00;2,00;3,00
2019-07-07;89,00;418,82;272,24;476,41;227,44;9,89;178,00;108,78;183,09;116,97;96,63;144,94;191,35;213,60;57,85;8,90;118,67;498,40;17,80;35,60;22,00;43,00;31,00;46,00;31,05;42,43;14,49;27,94;21,00;10,00;12,00;9,00;17,00;2,00;2,00
2019-07-14;100,00;410,53;273,68;442,11;220,00;20,00;150,00;110,00;189,74;130,77;87,18;141,03;190,91;236,36;63,64;9,09;135,29;464,71;23,53;52,94;30,00;42,00;32,00;44,00;32,99;41,24;14,43;28,87;20,00;13,00;12,00;8,00;14,00;4,00;3,00
2019-07-21;88,00;456,50;275,00;467,50;224,89;9,78;166,22;107,56;183,76;139,76;103,53;150,12;213,05;222,32;60,21;9,26;105,60;504,53;23,47;46,93;27,00;39,00;41,00;51,00;33,13;51,76;13,46;32,09;22,00;9,00;12,00;10,00;17,00;3,00;4,00
2019-07-28;71,00;464,23;305,85;431,46;233,29;10,14;152,14;111,57;185,11;131,86;76,07;139,46;226,31;261,81;57,69;13,31;94,67;497,00;17,75;41,42;28,00;42,00;38,00;49,00;28,81;41,16;16,46;31,90;21,00;10,00;15,00;7,00;16,00;4,00;3,00
2019-08-04;92,00;427,53;286,82;400,47;235,11;10,22;163,56;102,22;186,56;132,89;99,67;143,11;211,60;262,20;64,40;13,80;97,75;575,00;17,25;40,25;27,00;38,00;34,00;50,00;31,01;46,52;14,47;26,88;25,00;7,00;16,00;6,00;16,00;4,00;1,00
2019-08-11;76,00;423,43;287,71;423,43;218,50;19,00;133,00;114,00;182,40;121,60;86,13;184,93;205,65;223,53;62,59;8,94;99,38;520,31;17,54;46,77;28,00;37,00;39,00;48,00;30,81;33,89;10,27;23,62;19,00;13,00;12,00;7,00;12,00;2,00;3,00
2019-08-18;82,00;399,07;295,20;388,13;225,50;10,25;164,00;112,75;205,00;130,69;92,25;140,94;205,00;209,56;63,78;13,67;99,57;521,29;23,43;46,86;22,00;41,00;49,00;45,00;33,22;42,56;8,30;34,25;18,00;12,00;11,00;7,00;17,00;2,00;2,00
2019-08-25;67,00;371,08;262,85;365,92;220,14;19,14;172,29;95,71;175,23;126,27;97,92;128,85;187,60;201,00;53,60;8,93;103,55;462,91;18,27;42,64;22,00;45,00;40,00;52,00;28,86;43,29;8,25;25,77;15,00;8,00;13,00;5,00;12,00;2,00;1,00
2019-09-01;82,00;415,47;333,47;415,47;276,75;20,50;174,25;112,75;187,06;148,63;115,31;199,88;223,22;223,22;68,33;13,67;99,57;480,29;23,43;52,71;26,00;55,00;41,00;48,00;25,95;49,82;9,34;35,29;18,00;10,00;10,00;8,00;17,00;4,00;3,00
2019-09-08;77,00;445,50;330,00;418,00;259,88;9,63;182,88;105,88;205,33;151,43;115,50;151,43;217,41;226,47;72,47;18,12;112,54;473,85;23,69;59,23;26,00;51,00;51,00;54,00;26,69;51,33;12,32;43,12;15,00;9,00;10,00;7,00;17,00;2,00;3,00
2019-09-15;73,00;464,07;307,64;411,93;302,43;20,86;208,57;125,14;191,31;143,48;108,24;156,07;196,19;250,94;73,00;13,69;115,58;517,08;24,33;66,92;21,00;68,00;47,00;51,00;26,73;51,41;9,25;39,07;24,00;12,00;13,00;6,00;22,00;3,00;2,00
2019-09-22;77,00;405,53;318,27;379,87;259,88;19,25;192,50;96,25;202,77;138,60;120,63;164,27;190,24;240,06;72,47;18,12;112,54;497,54;23,69;59,23;24,00;70,00;47,00;49,00;27,72;48,25;9,24;39,01;21,00;13,00;9,00;5,00;15,00;2,00;2,00
2019-09-29;63,00;425,25;304,50;378,00;252,00;21,00;189,00;105,00;201,60;146,16;103,32;146,16;202,50;207,00;72,00;13,50;91,64;458,18;17,18;51,55;23,00;62,00;49,00;56,00;22,72;46,48;15,49;41,31;21,00;10,00;10,00;4,00;17,00;3,00;4,00
2019-10-06;57,00;409,36;342,00;373,09;266,00;19,00;180,50;104,50;259,09;147,68;116,59;165,82;206,08;210,46;87,69;17,54;91,20;490,20;22,80;57,00;14,00;58,00;48,00;51,00;20,36;52,93;14,25;33,59;16,00;10,00;6,00;4,00;11,00;3,00;1,00
2019-10-13;56,00;402,18;280,00;453,09;224,00;9,33;149,33;93,33;234,18;134,91;99,27;150,18;206,77;180,92;73,23;17,23;78,40;425,60;16,80;61,60;19,00;47,00;44,00;43,00;17,63;48,74;12,44;33,19;16,00;8,00;8,00;4,00;15,00;2,00;3,00
2019-10-20;51,00;436,33;294,67;357,00;234,60;10,20;163,20;102,00;211,65;132,60;112,20;140,25;194,73;199,36;64,91;13,91;73,67;436,33;17,00;45,33;20,00;57,00;41,00;46,00;18,73;49,96;12,49;33,31;21,00;9,00;7,00;3,00;11,00;3,00;1,00
2019-10-27;35,00;350,00;250,00;265,00;166,25;8,75;122,50;70,00;187,50;125,00;87,50;127,50;179,38;157,50;70,00;13,13;70,00;443,33;17,50;52,50;12,00;42,00;33,00;45,00;13,38;47,35;10,29;31,91;14,00;7,00;8,00;3,00;12,00;2,00;2,00
2019-11-03;37,00;370,00;264,29;296,00;185,00;9,25;138,75;83,25;202,27;192,40;83,87;125,80;194,25;185,00;74,00;13,88;74,00;437,83;24,67;61,67;17,00;39,00;41,00;44,00;18,50;44,19;10,28;27,75;14,00;7,00;7,00;3,00;10,00;1,00;3,00
2019-11-10;35,00;345,00;255,00;245,00;157,50;8,75;140,00;61,25;190,00;132,50;82,50;135,00;188,13;437,50;74,38;13,13;70,00;402,50;17,50;40,83;17,00;45,00;35,00;41,00;17,50;45,29;11,32;30,88;14,00;4,00;8,00;4,00;12,00;2,00;2,00
2019-11-17;38,00;363,71;266,00;249,71;171,00;9,50;152,00;66,50;172,27;121,60;93,73;119,07;194,75;223,25;76,00;14,25;76,00;430,67;19,00;50,67;14,00;45,00;38,00;52,00;14,38;32,86;7,19;29,78;12,00;8,00;6,00;2,00;11,00;4,00;1,00
2019-11-24;41,00;317,75;240,88;220,38;194,75;10,25;153,75;71,75;176,81;123,00;92,25;115,31;186,78;154,89;77,44;13,67;64,43;386,57;17,57;52,71;15,00;47,00;39,00;45,00;15,77;44,15;12,62;31,54;16,00;6,00;7,00;2,00;11,00;2,00;2,00
2019-12-01;35,00;330,00;220,00;235,00;157,50;8,75;122,50;52,50;165,00;115,00;95,00;110,00;175,00;131,25;70,00;13,13;64,17;373,33;17,50;52,50;14,00;51,00;39,00;43,00;19,56;49,41;9,26;28,82;15,00;4,00;7,00;2,00;12,00;2,00;1,00
2019-12-08;35,00;338,33;227,50;221,67;148,75;8,75;122,50;61,25;160,00;117,50;85,00;115,00;170,63;135,63;65,63;8,75;58,33;355,83;17,50;46,67;15,00;54,00;41,00;34,00;13,79;56,21;8,48;30,76;18,00;9,00;7,00;4,00;9,00;3,00;2,00
2019-12-15;41,00;358,75;246,00;240,88;184,50;10,25;174,25;102,50;174,25;120,44;87,13;138,38;173,11;136,67;86,56;13,67;70,29;369,00;17,57;52,71;22,00;60,00;45,00;56,00;16,82;69,38;10,51;28,38;15,00;10,00;9,00;3,00;8,00;2,00;2,00
2019-12-22;47,00;396,89;282,00;276,78;225,60;9,40;141,00;103,40;208,89;135,78;112,28;159,28;197,40;183,30;89,30;14,10;76,38;393,63;23,50;52,88;24,00;49,00;37,00;51,00;24,52;71,52;13,28;37,80;10,00;4,00;11,00;2,00;12,00;1,00;3,00
2019-12-29;62,00;413,33;325,50;299,67;268,67;10,33;165,33;124,00;219,58;144,67;98,17;134,33;212,57;190,43;84,14;13,29;95,82;473,45;28,18;39,45;22,00;49,00;45,00;54,00;25,83;76,47;10,33;31,00;22,00;8,00;17,00;6,00;11,00;1,00;2,00
2020-01-05;67,00;474,15;422,62;365,92;287,14;19,14;172,29;114,86;249,96;152,04;118,54;157,19;259,07;223,33;75,93;13,40;109,64;511,64;24,36;48,73;26,00;51,00;49,00;60,00;32,98;81,43;9,28;32,98;24,00;12,00;14,00;6,00;17,00;3,00;5,00
2020-01-12;68,00;460,31;381,85;402,77;310,86;9,71;165,14;126,29;231,70;136,00;118,37;146,07;249,33;272,00;81,60;13,60;102,00;544,00;22,67;45,33;28,00;51,00;43,00;54,00;27,82;87,58;16,48;30,91;23,00;10,00;9,00;8,00;15,00;3,00;4,00
2020-01-19;62,00;434,00;361,67;408,17;279,00;10,33;165,33;124,00;209,25;142,08;116,25;157,58;225,86;225,86;79,71;13,29;95,82;462,18;22,55;45,09;21,00;52,00;45,00;55,00;28,93;83,70;15,50;35,13;20,00;7,00;9,00;6,00;14,00;1,00;2,00
2020-01-26;61,00;371,08;320,25;335,50;264,33;10,17;162,67;101,67;195,71;129,63;106,75;144,88;209,14;187,36;69,71;8,71;109,80;512,40;18,30;42,70;23,00;45,00;39,00;45,00;32,05;64,10;14,47;28,95;22,00;9,00;11,00;6,00;11,00;2,00;3,00
2020-02-02;57,00;393,82;357,55;373,09;256,50;9,50;190,00;95,00;199,50;132,14;116,59;165,82;228,00;192,92;70,15;13,15;96,90;490,20;22,80;45,60;23,00;42,00;45,00;48,00;26,95;69,44;14,51;30,05;21,00;8,00;11,00;6,00;16,00;2,00;2,00
2020-02-09;63,00;441,00;357,00;372,75;273,00;10,50;199,50;126,00;221,76;146,16;105,84;141,12;229,50;220,50;67,50;18,00;103,09;538,36;28,64;57,27;25,00;55,00;40,00;56,00;28,92;103,28;14,46;34,08;21,00;7,00;11,00;5,00;13,00;2,00;3,00
2020-02-16;71,00;436,92;338,62;387,77;294,14;20,29;182,57;121,71;177,50;134,39;111,57;157,21;226,31;217,44;75,44;8,88;100,58;508,83;23,67;47,33;26,00;49,00;49,00;59,00;24,70;63,80;12,35;27,78;19,00;11,00;11,00;7,00;12,00;2,00;1,00
2020-02-23;59,00;413,00;273,55;370,09;285,17;9,83;177,00;98,33;174,43;135,96;138,52;148,78;195,15;376,69;63,54;13,62;94,40;442,50;17,70;47,20;26,00;50,00;35,00;45,00;23,81;54,86;12,42;27,95;16,00;12,00;9,00;6,00;10,00;2,00;2,00
2020-03-01;46,00;368,00;240,22;327,11;248,40;9,20;156,40;82,80;166,11;115,00;92,00;117,56;179,40;230,00;46,00;13,80;80,50;391,00;23,00;40,25;19,00;46,00;31,00;31,00;19,86;67,95;16,73;28,23;12,00;9,00;8,00;4,00;9,00;1,00;1,00
2020-03-08;36,00;308,57;221,14;329,14;216,00;9,00;216,00;72,00;187,71;108,00;108,00;118,29;171,00;207,00;45,00;13,50;72,00;408,00;18,00;42,00;15,00;36,00;25,00;38,00;17,49;68,91;7,20;23,66;10,00;8,00;5,00;3,00;11,00;1,00;1,00
2020-03-15;28,00;218,40;134,40;151,20;121,33;4,67;121,33;56,00;66,18;86,55;56,00;86,55;93,33;364,00;32,67;9,33;50,40;224,00;16,80;39,20;16,00;38,00;26,00;18,00;13,48;63,26;4,15;18,67;11,00;6,00;7,00;2,00;6,00;2,00;1,00
2020-03-22;9,00;103,50;49,50;67,50;81,00;4,50;90,00;27,00;33,75;42,75;33,75;56,25;40,50;153,00;18,00;4,50;31,50;94,50;4,50;13,50;12,00;25,00;20,00;13,00;7,00;13,00;3,00;13,00;3,00;4,00;2,00;1,00;4,00;1,00;1,00
2020-03-29;12,00;138,00;66,00;84,00;96,00;6,00;96,00;24,00;33,60;38,40;26,40;52,80;32,00;88,00;16,00;4,00;30,00;114,00;6,00;18,00;9,00;18,00;17,00;14,00;10,00;10,00;3,00;11,00;3,00;5,00;2,00;1,00;7,00;1,00;0,50
2020-04-05;14,00;102,67;51,33;70,00;112,00;7,00;98,00;28,00;44,80;50,40;33,60;61,60;42,00;93,33;18,67;9,33;42,00;140,00;7,00;14,00;11,00;21,00;16,00;17,00;10,77;12,92;3,23;12,92;4,00;3,00;3,00;1,00;5,00;0,50;1,00
2020-04-12;15,00;120,00;60,00;75,00;60,00;3,75;52,50;15,00;45,00;47,50;37,50;60,00;45,00;80,00;20,00;5,00;25,00;85,00;5,00;15,00;10,00;21,00;18,00;18,00;8,00;11,00;3,00;10,00;4,00;2,00;2,00;2,00;5,00;1,00;1,00
2020-04-19;15,00;95,00;50,00;75,00;52,50;3,75;45,00;15,00;47,50;42,50;32,50;57,50;50,00;100,00;20,00;5,00;40,00;95,00;5,00;15,00;7,00;18,00;19,00;15,00;7,00;16,00;4,00;10,00;7,00;3,00;4,00;0,50;5,00;1,00;1,00
2020-04-26;15,00;100,00;55,00;70,00;60,00;3,75;52,50;22,50;40,00;40,00;27,50;57,50;40,00;90,00;20,00;5,00;30,00;95,00;5,00;15,00;5,00;16,00;15,00;19,00;8,57;12,86;2,14;12,86;3,00;3,00;3,00;1,00;7,00;1,00;1,00
2020-05-03;14,00;102,67;46,67;79,33;126,00;7,00;84,00;42,00;53,20;50,40;42,00;64,40;42,00;88,67;18,67;4,67;49,00;147,00;7,00;21,00;7,00;21,00;16,00;18,00;7,54;14,00;5,38;11,85;5,00;3,00;2,00;1,00;8,00;0,50;1,00
2020-05-10;16,00;122,67;64,00;96,00;72,00;4,00;48,00;24,00;88,00;42,67;32,00;66,67;44,00;64,00;16,00;8,00;42,67;96,00;5,33;16,00;9,00;15,00;19,00;17,00;9,00;11,00;4,00;14,00;5,00;5,00;3,00;2,00;7,00;1,00;2,00
2020-05-17;21,00;126,00;57,75;84,00;84,00;5,25;73,50;31,50;55,13;52,50;47,25;63,00;42,00;75,60;21,00;4,20;47,25;110,25;5,25;21,00;5,00;14,00;20,00;18,00;8,40;15,75;4,20;12,60;5,00;4,00;3,00;2,00;7,00;1,00;1,00
2020-05-24;19,00;99,75;57,00;90,25;85,50;4,75;66,50;28,50;45,13;47,50;38,00;64,13;42,75;71,25;19,00;4,75;50,67;133,00;6,33;25,33;9,00;16,00;16,00;18,00;7,00;13,00;6,00;9,00;6,00;4,00;3,00;1,00;6,00;1,00;2,00
2020-05-31;24,00;138,00;78,00;102,00;108,00;6,00;84,00;36,00;50,67;48,00;40,00;69,33;48,00;81,60;24,00;4,80;48,00;144,00;6,00;24,00;10,00;20,00;20,00;17,00;7,30;15,65;4,17;14,61;5,00;3,00;3,00;1,00;6,00;1,00;2,00
2020-06-07;22,00;126,50;77,00;110,00;110,00;5,50;66,00;44,00;48,89;51,33;44,00;70,89;44,00;83,60;22,00;4,40;44,00;154,00;5,50;22,00;10,00;20,00;20,00;20,00;12,57;15,71;6,29;16,76;6,00;4,00;5,00;4,00;28,00;1,00;1,00
2020-06-14;30,00;140,00;80,00;105,00;110,00;10,00;70,00;30,00;57,50;52,50;40,00;77,50;47,14;68,57;25,71;8,57;48,00;144,00;12,00;24,00;11,00;23,00;19,00;22,00;10,34;18,62;4,14;15,52;5,00;6,00;5,00;3,00;24,00;4,00;2,00
2020-06-21;42,00;168,00;84,00;141,75;115,50;10,50;94,50;42,00;59,29;54,35;46,94;79,06;60,67;84,00;28,00;4,67;66,00;174,00;12,00;24,00;15,00;20,00;25,00;22,00;12,29;24,59;5,12;13,32;5,00;8,00;6,00;6,00;24,00;2,00;3,00
2020-06-28;44,00;176,00;115,50;181,50;96,80;8,80;79,20;26,40;75,06;62,12;59,53;90,59;66,00;105,60;35,20;4,40;55,00;198,00;16,50;22,00;18,00;20,00;15,00;21,00;16,37;23,53;7,16;17,40;11,00;9,00;7,00;5,00;16,00;1,00;2,00
2020-07-05;44,00;220,00;137,50;176,00;121,00;11,00;99,00;44,00;77,65;62,12;62,12;106,12;74,80;92,40;26,40;8,80;62,86;220,00;12,57;25,14;19,00;27,00;20,00;23,00;23,53;23,53;8,19;11,26;10,00;6,00;7,00;5,00;12,00;3,00;3,00
2020-07-12;53,00;212,00;148,40;265,00;137,80;10,60;95,40;42,40;68,14;68,14;65,62;103,48;75,08;106,00;30,92;8,83;70,67;223,78;17,67;29,44;16,00;26,00;20,00;21,00;21,40;23,44;7,13;20,38;11,00;6,00;24,00;3,00;12,00;4,00;3,00
2020-07-19;61,00;244,00;171,91;288,36;132,17;10,17;81,33;50,83;91,50;73,71;68,63;111,83;78,43;108,93;30,50;8,71;73,20;244,00;12,20;30,50;17,00;20,00;21,00;31,00;27,92;23,78;7,24;17,58;13,00;8,00;15,00;2,00;13,00;2,00;2,00
2020-07-26;55,00;220,00;154,00;126,50;110,00;9,17;73,33;27,50;80,00;57,50;57,50;115,00;64,17;119,17;32,08;9,17;85,56;238,33;12,22;24,44;22,00;24,00;21,00;26,00;28,02;24,91;7,26;14,53;13,00;6,00;10,00;5,00;15,00;3,00;3,00
2020-08-02;47,00;182,78;146,22;109,67;122,20;9,40;75,20;37,60;74,21;61,84;64,32;123,68;55,55;98,27;25,64;8,55;88,13;199,75;11,75;23,50;16,00;24,00;17,00;27,00;13,28;23,50;7,15;20,43;11,00;7,00;8,00;5,00;12,00;3,00;3,00
2020-08-09;49,00;174,22;152,44;147,00;137,20;9,80;78,40;39,20;79,95;72,21;64,47;126,37;62,36;115,82;35,64;8,91;79,63;232,75;18,38;24,50;13,00;30,00;27,00;29,00;17,35;27,56;8,17;21,44;9,00;7,00;9,00;4,00;14,00;3,00;2,00
2020-08-16;29,00;162,40;127,60;121,80;135,33;4,83;58,00;77,33;102,82;65,91;63,27;123,91;77,33;140,17;38,67;4,83;69,60;220,40;11,60;23,20;12,00;30,00;22,00;31,00;11,39;25,89;5,18;17,61;8,00;8,00;4,00;2,00;13,00;1,00;1,00
2020-08-23;31,00;139,50;118,83;103,33;144,67;10,33;82,67;93,00;82,67;69,75;64,58;131,75;62,00;128,43;31,00;8,86;86,80;235,60;12,40;24,80;11,00;28,00;25,00;29,00;12,40;19,63;6,20;20,67;8,00;4,00;5,00;4,00;11,00;1,00;2,00
2020-08-30;27,00;156,60;129,60;124,20;135,00;9,00;72,00;54,00;71,18;68,73;71,18;135,00;63,00;126,00;27,00;9,00;59,40;189,00;5,40;27,00;9,00;34,00;22,00;33,00;10,38;19,73;5,19;22,85;8,00;6,00;5,00;3,00;10,00;2,00;1,00
2020-09-06;23,00;138,00;115,00;103,50;149,50;5,75;80,50;46,00;63,89;66,44;61,33;125,22;50,60;110,40;23,00;4,60;69,00;184,00;5,75;23,00;12,00;24,00;26,00;31,00;9,41;17,77;4,18;20,91;5,00;6,00;5,00;2,00;7,00;1,00;1,00
2020-09-13;19,00;118,75;95,00;80,75;133,00;4,75;85,50;28,50;65,14;76,00;70,57;138,43;47,50;99,75;23,75;4,75;69,67;215,33;12,67;25,33;12,00;22,00;33,00;31,00;9,50;15,83;5,28;19,00;6,00;4,00;6,00;1,00;7,00;1,00;2,00
2020-09-20;19,00;114,00;80,75;85,50;123,50;4,75;85,50;28,50;48,86;65,14;59,71;146,57;47,50;114,00;23,75;9,50;69,67;177,33;6,33;31,67;7,00;26,00;28,00;22,00;9,50;17,94;5,28;17,94;4,00;4,00;4,00;1,00;8,00;3,00;1,00
2020-09-27;19,00;139,33;114,00;107,67;114,00;4,75;85,50;28,50;67,86;67,86;67,86;149,29;38,00;114,00;19,00;9,50;76,00;158,33;6,33;31,67;10,00;27,00;28,00;24,00;10,56;19,00;3,17;20,06;7,00;2,00;4,00;1,00;7,00;0,50;1,00
