Semaine;Nice (FR);reta (SI);Agadir (MA);Djerba (TN);Corfu (GR);Santorini Island (GR);Faro (PT);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-03-17;39,00;0,00;23,19;4,88;35,75;180,82;56,73;9,75;107,25;117,00;9,75;18,00;7,00;6,00;3,00;18,00;4,50;48,00;15,00;0,00;1,95;0,00;4,22;3,16;0,00;3,16;0,00;1,05;1,05;0,00;0,00;1,05;0,00;0,00;0,00
2019-03-24;42,00;0,00;21,00;6,72;50,40;210,00;56,00;10,50;115,50;105,00;5,25;3,00;10,00;6,00;8,00;16,50;9,00;39,00;7,50;0,00;0,00;0,00;6,30;1,05;1,05;0,00;2,10;3,15;1,05;1,05;0,00;1,05;0,00;0,00;0,00
2019-03-31;61,00;0,00;29,00;7,82;34,41;152,50;50,83;8,71;69,71;87,14;17,43;17,28;7,12;7,12;0,00;20,80;13,86;52,68;9,70;1,91;3,81;3,81;7,00;0,00;1,00;4,00;0,00;3,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;48,00;0,00;30,64;3,20;41,60;181,71;34,29;9,60;86,40;124,80;9,60;12,00;12,00;7,00;1,00;33,88;16,94;50,82;9,88;0,00;8,00;2,00;3,06;1,02;0,00;1,02;1,02;3,06;8,17;0,00;0,00;4,09;0,00;0,00;0,00
2019-04-14;66,00;0,00;23,00;11,00;37,71;257,40;59,40;18,86;75,43;226,29;9,43;25,78;14,44;14,44;8,25;33,70;5,62;28,09;12,64;0,00;7,76;0,00;3,00;3,00;1,00;4,00;5,00;1,00;11,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-04-21;59,00;0,00;15,00;7,76;55,89;219,61;52,44;4,21;84,29;101,14;8,43;20,70;19,67;9,32;0,00;21,07;9,83;44,95;9,83;1,84;3,69;3,69;6,00;0,00;3,00;0,00;0,00;1,00;5,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;44,00;0,00;18,24;8,46;50,77;245,67;55,00;8,80;88,00;96,80;8,80;13,00;12,00;7,00;5,00;31,86;9,10;45,52;6,07;0,00;4,00;0,00;10,73;3,22;0,00;3,22;3,22;3,22;5,37;1,07;1,07;1,07;0,00;0,00;1,07
2019-05-05;49,00;0,00;26,00;11,06;50,58;179,67;35,93;9,80;107,80;117,60;9,80;15,64;15,64;8,34;3,13;22,40;8,40;46,20;9,80;1,88;3,77;0,00;8,00;3,00;0,00;1,00;0,00;3,00;4,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-05-12;55,00;0,00;25,00;4,71;59,71;226,88;61,88;9,17;91,67;91,67;9,17;14,02;8,63;9,71;4,31;29,62;21,15;50,77;11,28;0,00;1,96;0,00;10,00;3,00;1,00;0,00;1,00;1,00;7,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-05-19;63,00;0,00;18,00;4,73;80,33;218,84;39,79;27,00;153,00;90,00;9,00;5,16;16,52;12,39;4,13;15,40;30,80;58,80;14,00;3,71;3,71;1,85;8,00;3,00;3,00;1,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-05-26;68,00;0,00;22,00;4,74;68,00;224,40;51,00;17,00;102,00;85,00;8,50;8,12;18,27;8,12;4,06;29,14;12,49;70,78;9,71;0,00;7,56;1,89;11,00;1,00;0,00;0,00;4,00;3,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;65,00;0,00;26,21;4,88;87,75;273,68;51,32;18,57;148,57;139,29;9,29;4,00;9,00;22,00;4,00;31,02;22,16;70,91;10,34;0,00;4,06;0,00;9,44;3,15;3,15;0,00;3,15;4,19;3,15;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;72,00;0,00;27,00;9,60;84,80;305,14;51,43;18,00;144,00;144,00;9,00;17,74;18,78;15,65;5,22;141,18;14,12;53,65;8,47;0,00;0,00;1,89;8,00;4,00;1,00;3,00;1,00;1,00;4,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;60,00;0,00;31,00;6,32;107,37;300,00;56,67;17,14;180,00;128,57;8,57;20,34;18,31;20,34;1,02;34,88;11,16;57,21;11,16;0,00;3,75;0,00;11,00;1,00;4,00;1,00;1,00;6,00;7,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;92,00;1,00;28,00;14,28;114,21;327,11;57,93;9,20;165,60;147,20;9,20;35,00;24,00;17,00;3,00;46,71;9,91;79,26;21,23;3,83;3,83;1,92;13,00;4,00;3,00;0,00;3,00;3,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;71,00;0,00;42,19;6,45;100,05;290,76;50,71;17,75;168,63;168,63;8,88;16,00;16,00;12,00;3,00;40,57;17,39;94,18;11,59;3,94;3,94;1,97;10,29;7,20;1,03;1,03;6,17;4,12;10,29;1,03;0,00;0,00;0,00;0,00;0,00
2019-07-07;82,00;0,00;30,00;7,88;119,85;310,92;71,75;18,22;182,22;154,89;9,11;23,28;21,26;28,35;5,06;50,90;11,31;56,55;11,31;0,00;7,81;3,90;8,00;7,00;4,00;1,00;4,00;1,00;11,00;0,00;0,00;3,00;0,00;0,00;0,00
2019-07-14;84,00;0,00;30,00;7,92;103,02;295,68;63,84;28,00;158,67;214,67;9,33;21,25;21,25;10,12;3,04;46,20;5,60;70,00;12,60;0,00;11,45;1,91;11,00;4,00;3,00;1,00;6,00;8,00;11,00;0,00;0,00;3,00;0,00;1,00;0,00
2019-07-21;73,00;0,00;38,00;20,63;80,93;298,64;82,95;18,25;219,00;237,25;18,25;34,47;29,40;21,29;7,10;25,76;21,47;74,43;8,59;1,92;7,68;3,84;17,00;4,00;7,00;3,00;5,00;4,00;10,00;1,00;2,00;1,00;0,00;0,00;0,00
2019-07-28;91,00;0,00;25,00;11,18;108,56;337,04;94,37;27,30;200,20;254,80;18,20;30,67;29,65;27,61;4,09;56,88;38,39;55,45;22,75;0,00;7,58;1,90;12,00;7,00;6,00;1,00;0,00;1,00;7,00;1,00;0,00;2,00;0,00;1,00;0,00
2019-08-04;88,00;0,00;36,00;15,71;122,57;267,38;77,85;17,60;158,40;281,60;17,60;33,77;33,77;17,40;13,30;29,81;26,97;89,42;9,94;1,91;7,65;1,91;13,00;1,00;9,00;6,00;6,00;3,00;9,00;0,00;5,00;2,00;0,00;1,00;0,00
2019-08-11;85,00;0,00;24,00;15,74;110,19;312,80;71,40;28,33;179,44;368,33;18,89;25,30;32,38;19,23;7,08;37,62;25,08;59,92;18,11;1,93;7,73;1,93;16,00;6,00;8,00;9,00;3,00;4,00;9,00;4,00;0,00;2,00;0,00;1,00;0,00
2019-08-18;89,00;0,00;17,00;14,05;82,75;273,59;79,11;26,70;142,40;890,00;8,90;15,52;24,84;21,73;8,28;39,56;22,60;62,16;12,71;0,00;15,48;3,87;17,00;4,00;3,00;0,00;2,00;4,00;13,00;6,00;1,00;0,00;1,00;0,00;0,00
2019-08-25;64,00;0,00;24,00;7,80;65,56;208,84;70,74;9,14;128,00;402,29;18,29;20,00;27,00;22,00;7,00;22,76;11,38;71,11;15,64;0,00;7,53;1,88;6,00;5,00;7,00;1,00;1,00;0,00;7,00;0,00;0,00;1,00;0,00;1,00;0,00
2019-09-01;60,00;0,00;36,00;8,57;46,29;187,50;56,25;20,00;110,00;140,00;5,00;19,00;19,00;14,00;5,00;20,00;10,77;52,31;12,31;0,00;4,29;2,14;9,82;1,09;1,09;1,09;1,09;1,09;8,73;1,09;0,00;0,00;0,00;0,00;0,00
2019-09-08;69,00;0,00;20,00;9,41;54,89;167,57;52,57;8,63;86,25;112,13;4,31;13,19;18,26;13,19;1,01;29,57;12,67;36,61;14,08;0,00;3,83;0,00;8,00;1,00;3,00;3,00;1,00;0,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-09-15;44,00;0,00;29,00;1,57;50,29;152,31;44,00;8,80;70,40;123,20;4,40;11,00;15,00;10,00;5,00;18,45;11,35;52,52;7,10;0,00;4,00;0,00;9,00;0,00;0,00;3,00;0,00;1,00;0,00;3,00;0,00;1,00;0,00;0,00;0,00
2019-09-22;74,00;0,00;21,00;9,45;34,64;107,64;40,36;9,25;64,75;101,75;9,25;8,00;6,00;10,00;8,00;19,55;4,19;37,70;13,96;0,00;7,79;3,89;12,00;0,00;0,00;3,00;1,00;3,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-09-29;62,00;0,00;17,00;31,79;34,97;113,67;34,44;17,71;62,00;106,29;4,43;14,23;8,13;10,16;3,05;22,55;7,05;25,36;7,05;0,00;1,94;1,94;9,00;1,00;0,00;1,00;1,00;3,00;3,00;1,00;0,00;0,00;0,00;1,00;0,00
2019-10-06;49,00;0,00;20,42;14,70;31,03;119,00;45,50;9,80;49,00;127,40;9,80;4,00;10,00;18,00;6,00;11,53;8,65;33,15;4,32;0,00;3,77;1,88;6,13;1,02;1,02;0,00;1,02;3,06;1,02;0,00;0,00;1,02;0,00;0,00;0,00
2019-10-13;54,00;0,00;11,00;7,94;27,00;84,38;27,00;9,00;36,00;81,00;0,00;5,00;4,00;1,00;0,00;12,79;9,95;21,32;4,26;0,00;7,71;0,00;3,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;37,00;0,00;29,60;5,05;31,95;92,50;25,90;9,25;37,00;92,50;9,25;11,00;4,00;5,00;1,00;11,84;8,88;16,28;0,00;0,00;8,22;0,00;4,23;0,00;0,00;1,06;0,00;0,00;5,29;0,00;0,00;0,00;1,06;1,06;0,00
2019-10-27;35,00;0,00;15,44;3,18;19,09;101,50;24,50;8,75;26,25;113,75;4,38;6,00;5,00;6,00;1,00;18,96;2,92;36,46;5,83;0,00;7,78;0,00;6,18;5,15;0,00;0,00;0,00;4,12;1,03;0,00;0,00;0,00;1,03;0,00;0,00
2019-11-03;36,00;0,00;29,00;14,09;14,09;81,82;32,73;9,00;27,00;63,00;0,00;6,35;2,12;5,29;1,06;5,54;4,15;20,77;2,77;0,00;4,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-11-10;36,00;0,00;23,00;3,13;12,52;88,36;26,18;9,00;27,00;54,00;9,00;5,00;9,00;5,00;1,00;13,85;6,92;19,38;5,54;0,00;16,00;0,00;1,00;4,00;1,00;0,00;1,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-17;26,00;0,00;28,00;9,18;15,29;61,75;29,25;8,67;17,33;69,33;8,67;10,00;4,00;8,00;1,00;12,32;1,37;13,68;5,47;0,00;26,00;0,00;9,00;0,00;1,00;2,00;1,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;29,00;0,00;30,00;14,50;19,33;61,22;29,00;9,67;29,00;67,67;4,83;1,04;5,18;2,07;1,04;12,43;5,52;20,71;4,14;0,00;36,25;1,81;0,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;42,00;0,00;22,00;3,23;17,77;63,00;28,00;4,20;25,20;100,80;4,20;8,20;3,07;9,22;5,12;11,59;5,79;13,03;7,24;0,00;145,09;0,00;4,00;1,00;1,00;1,00;1,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-08;27,00;0,00;26,00;4,76;14,29;81,00;33,75;4,50;27,00;90,00;4,50;9,00;6,00;2,00;1,00;11,37;1,42;28,42;5,68;0,00;135,00;0,00;4,00;1,00;0,00;0,00;0,00;5,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-12-15;27,00;0,00;18,00;3,18;15,88;60,75;30,38;4,50;27,00;63,00;4,50;7,00;2,00;2,00;2,00;19,89;7,11;17,05;8,53;0,00;108,00;1,93;0,00;1,00;4,00;0,00;0,00;1,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-12-22;27,00;0,00;29,00;7,94;14,29;64,13;27,00;9,00;27,00;81,00;4,50;4,15;7,27;11,42;0,00;19,89;11,37;15,63;5,68;3,86;219,86;0,00;10,00;0,00;0,00;1,00;0,00;0,00;7,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-12-29;36,00;0,00;32,91;11,45;24,55;82,80;46,80;4,50;45,00;108,00;9,00;7,00;4,00;5,00;0,00;12,96;4,32;18,72;5,76;0,00;196,00;0,00;1,03;0,00;0,00;0,00;0,00;3,09;3,09;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-05;50,00;0,00;27,55;9,68;24,19;103,33;26,67;8,33;50,00;66,67;8,33;9,00;7,00;6,00;1,00;14,29;7,14;22,86;7,14;0,00;57,69;1,92;4,08;0,00;1,02;1,02;1,02;2,04;1,02;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-12;38,00;0,00;37,00;14,25;26,92;89,82;24,18;9,50;47,50;76,00;9,50;7,00;9,00;7,00;1,00;22,52;5,63;30,96;5,63;0,00;3,80;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-01-19;37,00;0,00;33,74;8,41;21,86;162,80;29,60;9,25;64,75;55,50;4,63;3,00;4,00;4,00;3,00;13,88;1,54;43,17;6,17;0,00;8,22;0,00;2,18;3,26;3,26;0,00;1,09;1,09;3,26;0,00;0,00;0,00;1,09;0,00;0,00
2020-01-26;33,00;0,00;21,29;11,55;21,45;128,33;25,67;11,00;55,00;88,00;5,50;9,00;9,00;12,00;2,00;10,50;1,50;37,50;1,50;0,00;4,13;2,06;5,32;0,00;0,00;1,06;0,00;1,06;5,32;0,00;0,00;0,00;1,06;0,00;0,00
2020-02-02;37,00;0,00;29,81;17,70;43,43;124,45;50,45;4,63;46,25;83,25;9,25;18,00;7,00;11,00;1,00;18,50;4,27;45,54;4,27;0,00;8,22;0,00;4,11;0,00;0,00;0,00;0,00;2,06;4,11;0,00;0,00;1,03;0,00;0,00;0,00
2020-02-09;36,00;0,00;30,00;10,96;23,48;130,91;39,27;9,00;72,00;54,00;9,00;10,59;7,41;10,59;3,18;18,72;5,76;30,24;4,32;0,00;4,00;0,00;2,00;4,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-16;33,00;0,00;22,35;11,55;34,65;139,33;47,67;11,00;77,00;121,00;11,00;6,00;9,00;12,00;5,00;21,00;7,50;42,00;7,50;2,06;8,25;2,06;4,26;2,13;0,00;2,13;3,19;1,06;2,13;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;48,00;0,00;29,62;11,20;27,20;123,43;41,14;9,60;57,60;67,20;9,60;9,00;10,00;3,00;2,00;18,35;5,65;29,65;8,47;2,00;4,00;2,00;4,09;2,04;0,00;0,00;4,09;2,04;2,04;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;36,00;0,00;27,00;4,70;21,91;98,18;49,09;9,00;36,00;54,00;9,00;10,59;7,41;2,12;3,18;5,76;4,32;31,68;10,08;2,00;4,00;4,00;2,00;1,00;0,00;1,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-08;36,00;0,00;20,00;1,57;15,65;45,82;32,73;4,50;27,00;45,00;9,00;4,11;3,09;3,09;1,03;7,20;2,88;12,96;0,00;0,00;4,00;0,00;1,00;0,00;0,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-15;17,00;0,00;11,00;12,36;7,73;44,20;10,20;4,25;8,50;17,00;4,25;4,25;4,25;2,13;2,13;4,25;2,83;4,25;2,83;0,00;2,13;0,00;0,00;0,00;0,00;0,00;0,00;2,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;10,00;0,00;8,00;4,29;12,86;46,67;6,67;5,00;20,00;20,00;5,00;10,00;2,00;1,00;0,00;7,14;2,86;7,14;0,00;0,00;0,00;0,00;1,00;0,00;0,00;2,00;0,00;2,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-03-29;5,00;0,00;7,00;1,67;8,33;35,00;5,00;2,50;15,00;10,00;2,50;3,00;7,00;2,00;1,00;10,00;1,25;5,00;2,50;0,00;2,50;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;11,00;0,00;8,56;1,83;11,00;77,00;3,67;5,50;33,00;33,00;5,50;4,00;6,00;3,00;4,00;23,83;5,50;5,50;3,67;0,00;2,75;0,00;0,00;1,22;1,22;0,00;1,22;2,44;1,22;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;14,00;0,00;16,33;2,00;16,00;102,67;4,67;7,00;28,00;42,00;0,00;3,00;7,00;1,00;0,00;22,75;8,75;5,25;3,50;0,00;0,00;0,00;1,17;0,00;1,17;0,00;0,00;1,17;1,17;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;7,00;0,00;6,00;1,40;9,80;66,50;7,00;7,00;21,00;14,00;7,00;5,00;7,00;2,00;1,00;12,60;2,80;1,40;1,40;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;8,00;0,00;7,00;1,60;28,80;72,00;8,00;8,00;24,00;16,00;4,00;2,00;8,00;3,00;0,00;30,67;2,67;2,67;5,33;0,00;4,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-05-03;3,00;0,00;2,00;1,50;12,00;63,00;6,00;6,00;12,00;12,00;3,00;5,00;3,00;8,00;2,00;9,00;0,00;0,00;6,00;0,00;3,00;0,00;1,00;5,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;3,00;0,00;12,00;3,00;27,00;57,00;6,00;3,00;24,00;18,00;3,00;6,00;5,00;4,00;1,00;21,00;6,00;12,00;15,00;1,50;0,00;0,00;6,00;4,50;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;7,00;0,00;9,00;1,75;17,50;59,50;7,00;7,00;21,00;14,00;3,50;11,00;3,00;6,00;1,00;7,00;2,80;9,80;7,00;0,00;1,75;0,00;2,00;1,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;8,00;0,00;8,00;0,00;14,40;96,00;12,00;8,00;16,00;32,00;4,00;5,00;8,00;5,00;0,00;14,40;1,60;6,40;3,20;0,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00
2020-05-31;21,00;0,00;12,00;1,62;14,54;70,00;10,50;5,25;31,50;52,50;5,25;12,60;5,25;4,20;2,10;8,40;4,20;9,80;5,60;0,00;2,10;2,10;0,00;0,00;0,00;1,00;1,00;0,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-06-07;13,00;0,00;14,00;1,63;24,38;74,75;13,00;13,00;26,00;65,00;0,00;5,00;6,00;3,00;1,00;4,33;4,33;5,78;4,33;0,00;0,00;4,33;0,00;1,00;1,00;1,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;20,00;0,00;16,00;1,54;27,69;83,33;23,33;10,00;50,00;70,00;5,00;0,00;9,47;2,11;2,11;10,00;4,29;18,57;2,86;0,00;8,00;2,00;1,00;1,00;0,00;0,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;24,00;0,00;12,00;3,20;43,20;126,86;17,14;16,00;48,00;64,00;8,00;12,00;13,00;4,00;2,00;8,47;2,82;15,53;4,24;0,00;0,00;2,00;4,00;2,00;2,00;0,00;0,00;1,00;7,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-06-28;20,00;0,00;15,00;3,08;30,77;73,33;23,33;10,00;40,00;100,00;10,00;13,00;26,00;5,00;4,00;20,00;5,33;10,67;1,33;0,00;4,00;0,00;1,00;4,00;0,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;29,00;0,00;8,00;4,83;25,78;96,67;22,56;9,67;58,00;116,00;4,83;10,36;13,46;10,36;2,07;17,40;8,70;15,95;4,35;0,00;8,29;0,00;4,00;4,00;0,00;1,00;1,00;2,00;4,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-07-12;30,00;1,00;21,00;12,63;17,37;103,33;30,00;10,00;60,00;140,00;5,00;9,64;13,93;5,36;4,29;15,71;2,86;18,57;5,71;0,00;3,75;0,00;8,00;1,00;3,00;3,00;1,00;0,00;9,00;1,00;0,00;4,00;0,00;0,00;0,00
2020-07-19;22,00;0,00;14,00;7,86;22,00;119,43;44,00;22,00;77,00;143,00;11,00;19,00;23,00;8,00;1,00;12,38;11,00;11,00;9,63;1,83;1,83;1,83;1,00;1,00;1,00;0,00;1,00;0,00;3,00;3,00;1,00;0,00;0,00;0,00;0,00
2020-07-26;25,00;0,00;13,00;3,13;31,25;117,86;46,43;8,33;50,00;116,67;8,33;20,65;21,74;9,78;5,43;27,78;12,50;16,67;5,56;2,08;4,17;0,00;3,00;1,00;1,00;0,00;0,00;1,00;8,00;0,00;3,00;1,00;0,00;0,00;0,00
2020-08-02;41,00;0,00;12,00;7,88;17,35;126,42;47,83;8,20;57,40;155,80;16,40;17,43;14,35;14,35;0,00;25,45;9,90;21,21;5,66;1,86;3,73;3,73;3,00;0,00;1,00;6,00;1,00;3,00;10,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-08-09;28,00;0,00;20,16;3,50;22,75;184,00;56,00;9,33;93,33;168,00;9,33;16,00;20,00;6,00;3,00;17,11;15,56;9,33;14,00;2,33;14,00;2,33;5,60;3,36;5,60;0,00;6,72;1,12;6,72;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-16;25,00;0,00;16,00;1,56;23,44;125,00;46,43;8,33;58,33;158,33;16,67;13,00;19,00;4,00;6,00;23,61;8,33;15,28;5,56;0,00;3,57;0,00;4,00;6,00;3,00;3,00;3,00;1,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-23;27,00;0,00;15,00;3,18;33,35;114,75;33,75;9,00;54,00;117,00;9,00;17,65;51,92;4,15;4,15;15,63;5,68;18,47;9,95;0,00;7,71;0,00;3,00;4,00;1,00;0,00;0,00;1,00;3,00;1,00;0,00;1,00;0,00;0,00;0,00
2020-08-30;23,00;0,00;10,00;0,00;19,71;65,71;39,43;3,83;23,00;99,67;3,83;17,00;16,00;5,00;2,00;20,13;2,88;11,50;2,88;0,00;7,67;0,00;3,00;0,00;3,00;1,00;4,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-06;29,00;0,00;11,00;3,22;20,94;64,44;19,33;9,67;38,67;87,00;58,00;26,77;11,15;6,69;1,12;15,95;4,35;2,90;4,35;0,00;7,25;1,81;6,00;2,00;1,00;2,00;4,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-13;19,00;0,00;7,00;3,17;15,83;98,17;19,00;9,50;28,50;95,00;9,50;29,00;11,00;7,00;2,00;12,21;5,43;4,07;6,79;0,00;7,60;0,00;5,00;0,00;0,00;1,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-20;14,00;0,00;6,00;3,11;17,11;73,50;17,50;7,00;49,00;49,00;7,00;16,15;5,38;5,38;1,08;8,40;4,20;4,20;2,80;0,00;7,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00
