Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;18,00;2,25;225,00;114,75;0,00;15,00
2019-01-13;13,00;2,17;190,67;99,67;1,08;15,00
2019-01-20;14,00;1,00;162,00;84,00;1,00;15,00
2019-01-27;15,00;1,07;147,86;92,14;1,07;13,00
2019-02-03;12,00;2,40;160,80;91,20;2,40;15,00
2019-02-10;10,00;2,50;162,50;117,50;2,50;12,00
2019-02-17;15,00;2,14;124,29;90,00;0,00;8,00
2019-02-24;10,00;4,00;128,00;78,00;1,00;16,00
2019-03-03;14,00;6,00;138,00;82,00;0,00;14,00
2019-03-10;12,00;1,20;153,60;93,60;0,00;9,00
2019-03-17;17,00;4,25;129,63;93,50;0,00;12,00
2019-03-24;13,00;2,17;134,33;86,67;0,00;11,00
2019-03-31;12,00;2,40;124,80;93,60;1,20;9,00
2019-04-07;10,00;5,00;165,00;100,00;1,25;13,00
2019-04-14;10,00;2,00;94,00;80,00;1,00;16,00
2019-04-21;12,00;2,40;163,20;79,20;1,20;11,00
2019-04-28;12,00;1,00;124,00;68,00;0,00;8,00
2019-05-05;18,00;1,13;114,75;83,25;2,25;18,00
2019-05-12;8,00;2,00;120,00;78,00;1,00;13,00
2019-05-19;10,00;2,00;122,00;78,00;1,00;16,00
2019-05-26;14,00;1,17;147,00;70,00;1,17;13,00
2019-06-02;16,00;2,29;139,43;86,86;2,29;11,00
2019-06-09;17,00;1,06;155,13;74,38;2,13;12,00
2019-06-16;13,00;2,17;121,33;91,00;0,00;12,00
2019-06-23;15,00;2,14;117,86;83,57;1,07;11,00
2019-06-30;10,00;0,00;140,00;105,00;1,25;14,00
2019-07-07;12,00;2,00;122,00;72,00;1,00;24,00
2019-07-14;11,00;1,10;136,40;83,60;2,20;9,00
2019-07-21;12,00;2,40;148,80;103,20;2,40;12,00
2019-07-28;13,00;2,17;138,67;99,67;1,08;16,00
2019-08-04;42,00;1,11;150,32;92,84;1,11;9,00
2019-08-11;14,00;1,17;147,00;100,33;2,33;12,00
2019-08-18;17,00;4,25;136,00;76,50;2,13;15,00
2019-08-25;12,00;1,00;132,00;84,00;0,00;11,00
2019-09-01;15,00;2,14;135,00;90,00;1,07;12,00
2019-09-08;19,00;2,11;154,11;95,00;0,00;18,00
2019-09-15;15,00;2,14;139,29;85,71;4,29;10,00
2019-09-22;13,00;2,17;153,83;80,17;1,08;14,00
2019-09-29;18,00;4,50;132,75;87,75;0,00;12,00
2019-10-06;13,00;4,33;136,50;91,00;0,00;11,00
