Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-01-06;40,00;297,14;125,71;0,00;40,00;248,89;4,44;111,11;146,67;105,00;50,00;80,00;40,00;23,16;43,16;10,53;10,53;10,91;7,27;3,64;12,73;16,00;5,00;20,00;3,00;0,00;18,00;4,00;0,00;3,00;3,00;4,00;0,00;1,00;1,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00
2019-01-13;46,00;316,25;109,25;0,00;51,75;257,60;4,60;110,40;138,00;140,56;46,00;79,22;38,33;31,36;54,36;12,55;3,14;12,38;14,15;12,38;8,85;19,00;3,00;26,00;4,00;0,00;12,00;0,00;0,00;7,00;3,00;1,00;0,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-01-20;44,00;264,00;100,57;0,00;50,29;220,00;4,89;78,22;112,44;111,29;49,18;56,94;25,88;23,05;29,33;9,43;6,29;1,83;1,83;3,67;11,00;8,00;5,00;26,00;4,00;0,00;14,00;0,00;1,00;4,00;1,00;1,00;1,00;3,00;1,00;1,00;1,00;1,00;0,00;1,00;0,00;1,00;0,00
2019-01-27;18,00;240,00;132,00;0,00;60,00;184,50;4,50;58,50;108,00;118,29;36,00;72,00;41,14;37,06;47,65;7,41;7,41;3,60;9,00;5,40;12,60;14,00;5,00;10,00;1,00;0,00;7,00;1,00;0,00;1,00;1,00;1,00;1,00;4,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-02-03;23,00;253,00;103,50;0,00;57,50;184,00;4,60;55,20;101,20;69,00;40,89;76,67;38,33;42,86;40,77;10,45;4,18;1,77;1,77;8,85;10,62;10,00;5,00;16,00;4,00;1,00;45,00;3,00;1,00;4,00;3,00;3,00;1,00;5,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00
2019-02-10;24,00;252,00;120,00;0,00;66,00;192,00;9,60;76,80;105,60;77,33;42,67;77,33;45,33;21,91;42,78;8,35;8,35;9,23;3,69;11,08;9,23;19,00;3,00;16,00;1,00;0,00;8,00;3,00;0,00;1,00;0,00;0,00;0,00;4,00;0,00;4,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00
2019-02-17;29,00;266,80;87,00;0,00;40,60;169,17;4,83;58,00;101,50;100,18;39,55;47,45;63,27;31,15;39,74;8,59;5,37;3,63;3,63;9,06;7,25;13,00;12,00;14,00;4,00;0,00;6,00;1,00;1,00;5,00;1,00;3,00;0,00;7,00;0,00;3,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00
2019-02-24;36,00;246,00;90,00;0,00;60,00;166,50;9,00;36,00;94,50;95,14;36,00;72,00;51,43;18,51;40,11;5,14;9,26;5,40;9,00;9,00;9,00;16,00;9,00;17,00;3,00;1,00;10,00;3,00;4,00;0,00;1,00;0,00;1,00;4,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00
2019-03-03;33,00;225,50;71,50;0,00;49,50;212,14;4,71;33,00;89,57;78,69;33,00;63,46;40,62;22,69;54,66;14,44;0,00;1,74;5,21;5,21;1,74;13,00;12,00;13,00;4,00;0,00;5,00;1,00;1,00;4,00;1,00;3,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00
2019-03-10;31,00;235,60;124,00;0,00;43,40;212,57;4,43;57,57;88,57;77,50;38,75;56,83;41,33;31,00;31,00;9,30;6,20;10,33;10,33;13,78;12,06;17,00;9,00;14,00;5,00;0,00;8,00;1,00;1,00;7,00;8,00;3,00;0,00;0,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
