Semaine;London (GB);Paris (FR);Amsterdam (NL);Roma (IT);Lille (FR);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;94,00;53,23;22,65;64,09;1,07;14,95;33,00;21,00;15,00;19,00;24,00;24,00;26,00;2,00;4,00;18,00;2,00;8,00;3,00;8,00;7,00;3,00;3,00;3,00;1,00;4,00;3,00;0,50;1,00;0,50;1,00;0,50;0,50
2019-01-13;89,00;59,33;20,54;62,95;1,09;13,02;31,00;21,00;18,00;18,00;24,00;25,00;25,00;2,00;5,00;19,00;3,00;7,00;3,00;6,00;7,00;5,00;3,00;3,00;1,00;6,00;2,00;1,00;1,00;0,50;1,00;0,50;0,50
2019-01-20;76,00;48,78;19,28;59,11;1,06;12,67;28,00;20,00;17,00;16,00;20,00;23,00;19,00;1,00;5,00;16,00;3,00;6,00;3,00;6,00;8,00;4,00;4,00;3,00;1,00;3,00;3,00;1,00;2,00;0,50;1,00;0,00;0,50
2019-01-27;86,00;54,32;19,24;45,15;1,08;15,05;25,00;20,00;12,00;17,00;21,00;20,00;24,00;1,00;4,00;18,00;2,00;7,00;2,00;7,00;7,00;4,00;3,00;2,00;1,00;3,00;3,00;1,00;2,00;1,00;1,00;0,50;0,50
2019-02-03;90,00;54,68;19,37;40,71;1,07;15,00;32,00;24,00;10,00;21,00;23,00;18,00;22,00;2,00;5,00;17,00;2,00;6,00;3,00;7,00;9,00;3,00;2,00;2,00;0,50;5,00;3,00;1,00;2,00;0,50;1,00;0,50;0,50
2019-02-10;78,00;59,65;17,21;39,00;1,08;15,17;26,00;21,00;12,00;20,00;23,00;20,00;25,00;2,00;5,00;19,00;3,00;6,00;3,00;7,00;7,00;4,00;3,00;2,00;1,00;3,00;1,00;1,00;2,00;0,50;1,00;0,00;0,50
2019-02-17;75,00;61,15;18,46;38,57;1,07;17,14;23,00;21,00;13,00;19,00;19,00;19,00;23,00;2,00;5,00;18,00;13,00;6,00;3,00;6,00;7,00;3,00;3,00;2,00;1,00;4,00;3,00;1,00;2,00;1,00;1,00;0,00;0,50
2019-02-24;77,00;54,01;17,24;38,50;1,07;17,11;27,00;19,00;13,00;18,00;21,00;18,00;23,00;2,00;5,00;18,00;2,00;7,00;2,00;6,00;10,00;3,00;3,00;1,00;1,00;4,00;3,00;1,00;2,00;0,50;1,00;0,00;0,50
2019-03-03;74,00;54,65;20,49;40,17;1,06;12,69;24,00;19,00;12,00;21,00;21,00;19,00;22,00;2,00;5,00;18,00;3,00;7,00;3,00;6,00;8,00;4,00;3,00;1,00;1,00;4,00;3,00;1,00;2,00;1,00;1,00;0,50;0,50
2019-03-10;77,00;59,76;18,39;36,36;1,07;17,11;26,00;19,00;12,00;22,00;19,00;19,00;24,00;1,00;4,00;21,00;3,00;8,00;3,00;7,00;10,00;4,00;3,00;2,00;1,00;5,00;3,00;1,00;2,00;1,00;1,00;0,50;0,50
