Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;49,00;379,75;61,25;12,25;24,50;33,00;38,00;18,00;29,00;15,00;9,00;10,00;13,00;14,00;21,00;5,00;56,00;6,84;10,26;98,00;5,70;58,80;3,68;2,45;2,45;46,00;15,00;30,00;1,00;45,41;26,29;40,63;7,17;5,00;10,00;8,00
2019-01-13;47,00;358,38;52,88;17,63;23,50;33,00;33,00;18,00;31,00;15,00;9,00;10,00;11,00;12,00;18,00;5,00;59,00;6,71;11,19;90,64;5,60;59,37;2,47;2,47;2,47;46,00;15,00;31,00;2,00;45,83;24,68;38,78;7,05;5,00;9,00;8,00
2019-01-20;46,00;414,00;59,14;19,71;26,29;30,00;41,00;20,00;28,00;14,00;8,00;10,00;11,00;11,00;18,00;4,00;53,00;5,61;10,10;90,88;5,61;57,19;3,73;2,49;1,24;48,00;16,00;32,00;2,00;40,10;28,31;37,74;7,08;5,00;8,00;8,00
2019-01-27;37,00;376,17;49,33;18,50;18,50;27,00;30,00;17,00;28,00;14,00;9,00;8,00;13,00;11,00;18,00;4,00;53,00;5,61;10,09;71,76;5,61;55,50;2,47;2,47;2,47;61,00;17,00;20,00;2,00;40,47;25,44;34,69;8,09;5,00;5,00;6,00
2019-02-03;37,00;388,50;55,50;12,33;24,67;29,00;29,00;21,00;30,00;15,00;10,00;10,00;13,00;12,00;18,00;4,00;55,00;6,73;11,21;67,27;5,61;59,20;3,70;2,47;2,47;45,00;15,00;20,00;2,00;44,16;26,26;40,58;7,16;4,00;7,00;7,00
2019-02-10;36,00;396,00;48,00;18,00;24,00;30,00;29,00;21,00;33,00;16,00;9,00;9,00;14,00;12,00;19,00;4,00;57,00;7,88;11,25;67,50;4,50;57,60;2,40;2,40;2,40;47,00;15,00;20,00;2,00;41,81;26,71;39,48;8,13;6,00;6,00;7,00
2019-02-17;37,00;419,33;55,50;18,50;24,67;31,00;29,00;21,00;32,00;15,00;10,00;9,00;14,00;14,00;20,00;3,00;57,00;7,85;11,21;72,88;5,61;66,60;2,47;2,47;2,47;48,00;15,00;17,00;2,00;43,94;28,91;38,16;9,25;5,00;6,00;8,00
2019-02-24;39,00;416,00;58,50;19,50;32,50;31,00;29,00;24,00;33,00;15,00;10,00;9,00;14,00;11,00;20,00;4,00;58,00;8,91;11,14;66,86;4,46;75,56;2,44;2,44;2,44;46,00;15,00;21,00;2,00;46,09;30,73;40,18;9,45;5,00;4,00;6,00
2019-03-03;37,00;400,83;49,33;18,50;24,67;31,00;29,00;21,00;37,00;13,00;9,00;10,00;13,00;11,00;19,00;4,00;69,00;5,61;11,21;77,36;4,48;67,83;2,47;2,47;2,47;53,00;17,00;19,00;2,00;42,97;35,81;42,97;8,35;5,00;6,00;6,00
2019-03-10;42,00;390,00;54,00;18,00;24,00;30,00;28,00;20,00;37,00;14,00;8,00;9,00;15,00;11,00;19,00;3,00;57,00;6,81;14,76;70,38;7,95;61,76;2,47;2,47;2,47;47,00;15,00;17,00;2,00;45,60;27,60;39,60;8,40;5,00;5,00;7,00
2019-03-17;36,00;432,00;48,00;18,00;24,00;30,00;26,00;20,00;34,00;13,00;9,00;9,00;15,00;10,00;18,00;3,00;58,00;6,75;10,13;67,50;6,75;74,57;2,57;3,86;2,57;47,00;15,00;16,00;2,00;40,80;28,80;38,40;8,40;5,00;6,00;6,00
2019-03-24;42,00;396,00;48,00;12,00;24,00;29,00;29,00;19,00;35,00;15,00;9,00;8,00;14,00;11,00;18,00;5,00;60,00;6,63;11,05;67,42;6,63;63,60;2,40;2,40;2,40;46,00;15,00;18,00;2,00;43,17;28,00;38,50;8,17;6,00;5,00;7,00
2019-03-31;55,00;446,11;55,00;18,33;30,56;36,00;39,00;21,00;35,00;14,00;10,00;13,00;16,00;11,00;20,00;5,00;61,00;7,86;13,47;107,76;7,86;74,56;3,67;2,44;2,44;53,00;15,00;37,00;2,00;42,13;30,43;53,83;10,53;6,00;9,00;7,00
2019-04-07;60,00;420,00;54,00;18,00;30,00;37,00;39,00;20,00;39,00;16,00;10,00;15,00;16,00;12,00;21,00;4,00;61,00;7,92;11,32;84,91;6,79;77,14;3,67;2,45;1,22;50,00;13,00;38,00;2,00;46,80;32,40;48,00;10,80;6,00;9,00;9,00
2019-04-14;68,00;618,18;49,45;18,55;30,91;35,00;47,00;19,00;34,00;15,00;10,00;14,00;15,00;10,00;17,00;4,00;58,00;7,80;11,15;83,61;6,69;76,65;3,71;2,47;2,47;55,00;15,00;38,00;2,00;45,72;34,00;53,93;10,55;9,00;11,00;8,00
2019-04-21;66,00;444,00;48,00;12,00;30,00;34,00;36,00;19,00;32,00;13,00;9,00;14,00;14,00;13,00;17,00;5,00;62,00;8,95;11,19;83,90;5,59;75,96;3,74;2,49;2,49;54,00;14,00;36,00;2,00;43,61;36,54;37,71;11,79;8,00;9,00;9,00
2019-04-28;62,00;415,40;49,60;12,40;31,00;32,00;38,00;21,00;33,00;14,00;9,00;12,00;14,00;13,00;18,00;5,00;58,00;9,02;10,15;74,40;5,64;79,36;3,72;3,72;2,48;51,00;13,00;40,00;2,00;44,12;31,00;40,54;8,35;6,00;11,00;9,00
2019-05-05;59,00;406,44;45,89;13,11;32,78;36,00;36,00;27,00;35,00;14,00;10,00;12,00;12,00;12,00;18,00;5,00;53,00;8,91;11,13;74,58;6,68;74,98;2,46;2,46;2,46;48,00;14,00;37,00;3,00;42,48;28,32;36,58;9,44;6,00;11,00;10,00
2019-05-12;61,00;366,00;42,70;12,20;30,50;35,00;35,00;20,00;30,00;11,00;8,00;11,00;11,00;12,00;17,00;4,00;58,00;6,78;11,30;79,07;5,65;69,54;3,66;2,44;1,22;48,00;13,00;34,00;2,00;40,67;29,90;38,27;9,57;6,00;9,00;9,00
2019-05-19;59,00;419,56;45,89;13,11;26,22;28,00;38,00;20,00;29,00;11,00;9,00;11,00;12,00;9,00;15,00;4,00;59,00;7,94;9,08;96,44;6,81;68,83;3,69;2,46;2,46;50,00;14,00;36,00;2,00;41,30;29,50;31,86;9,44;7,00;9,00;8,00
2019-05-26;62,00;434,00;43,40;12,40;31,00;28,00;37,00;20,00;29,00;14,00;8,00;13,00;12,00;13,00;15,00;4,00;60,00;7,75;9,96;83,04;5,54;76,88;3,72;2,48;2,48;54,00;12,00;36,00;2,00;45,62;32,75;36,26;11,70;9,00;10,00;8,00
2019-06-02;69,00;451,64;43,91;12,55;31,36;26,00;39,00;18,00;27,00;11,00;8,00;11,00;11,00;10,00;25,00;4,00;58,00;7,79;8,90;85,69;5,56;77,63;4,93;2,46;2,46;56,00;13,00;37,00;3,00;46,40;34,50;40,45;11,90;8,00;10,00;10,00
2019-06-09;71,00;471,18;45,18;12,91;32,27;28,00;40,00;17,00;27,00;12,00;8,00;12,00;12,00;10,00;15,00;4,00;61,00;9,02;9,02;85,65;5,63;79,57;3,67;2,45;2,45;54,00;17,00;38,00;2,00;43,78;34,32;37,87;14,20;9,00;9,00;10,00
2019-06-16;78,00;500,50;45,50;13,00;32,50;23,00;43,00;18,00;28,00;10,00;8,00;11,00;11,00;10,00;15,00;5,00;61,00;7,91;10,17;87,04;5,65;82,95;3,71;3,71;1,24;54,00;15,00;33,00;2,00;47,27;31,91;41,36;13,00;9,00;10,00;10,00
2019-06-23;79,00;480,08;36,46;12,15;30,38;22,00;39,00;17,00;28,00;9,00;9,00;10,00;15,00;8,00;20,00;4,00;61,00;7,79;10,01;91,24;5,56;88,72;3,65;2,43;2,43;54,00;15,00;38,00;2,00;47,16;37,73;40,09;14,15;9,00;11,00;10,00
2019-06-30;78,00;456,00;42,00;12,00;30,00;25,00;42,00;18,00;28,00;10,00;10,00;13,00;13,00;10,00;15,00;4,00;63,00;7,80;10,03;99,17;5,57;91,41;3,66;2,44;2,44;54,00;16,00;39,00;2,00;46,09;36,64;41,36;14,18;10,00;14,00;12,00
2019-07-07;78,00;456,00;42,00;12,00;36,00;26,00;43,00;17,00;28,00;11,00;8,00;13,00;12,00;8,00;17,00;4,00;62,00;8,91;10,03;91,37;7,80;92,63;4,88;3,66;2,44;58,00;17,00;38,00;2,00;47,27;41,36;40,18;16,55;10,00;13,00;11,00
2019-07-14;81,00;479,77;43,62;12,46;37,38;29,00;41,00;19,00;31,00;10,00;10,00;13,00;13,00;10,00;18,00;5,00;59,00;10,13;9,00;90,00;6,75;95,95;3,74;2,49;2,49;59,00;16,00;36,00;3,00;48,84;42,88;42,88;17,87;11,00;11,00;11,00
2019-07-21;84,00;480,00;48,00;18,00;36,00;28,00;40,00;22,00;32,00;12,00;11,00;14,00;15,00;10,00;17,00;5,00;64,00;8,96;11,20;92,96;6,72;98,61;3,65;3,65;2,43;64,00;18,00;40,00;2,00;48,51;43,77;42,59;16,56;11,00;10,00;13,00
2019-07-28;87,00;484,71;49,71;18,64;43,50;33,00;44,00;20,00;35,00;14,00;11,00;13,00;16,00;11,00;21,00;5,00;66,00;7,81;11,15;95,92;8,92;107,54;4,83;3,63;2,42;62,00;20,00;41,00;3,00;51,73;49,38;49,38;14,11;12,00;12,00;13,00
2019-08-04;97,00;497,13;54,56;18,19;42,44;32,00;43,00;20,00;40,00;13,00;9,00;14,00;14,00;14,00;19,00;5,00;70,00;9,02;11,28;95,87;9,02;114,19;4,91;3,68;3,68;66,00;20,00;42,00;2,00;54,41;55,60;50,87;14,20;15,00;13,00;13,00
2019-08-11;100,00;506,25;56,25;18,75;50,00;33,00;50,00;20,00;34,00;15,00;10,00;14,00;13,00;11,00;21,00;7,00;68,00;11,24;11,24;95,51;7,87;113,41;4,88;3,66;2,44;74,00;18,00;44,00;2,00;57,65;61,18;54,12;16,47;14,00;12,00;15,00
2019-08-18;86,00;454,57;49,14;18,43;36,86;29,00;43,00;19,00;33,00;13,00;10,00;13,00;14,00;11,00;18,00;4,00;82,00;8,94;10,05;88,23;25,69;105,66;3,69;3,69;2,46;66,00;18,00;40,00;2,00;54,19;48,30;42,41;12,96;13,00;11,00;12,00
2019-08-25;76,00;449,67;44,33;12,67;31,67;28,00;46,00;23,00;27,00;13,00;10,00;11,00;15,00;11,00;16,00;5,00;80,00;6,71;8,94;82,71;25,71;85,81;3,68;2,45;2,45;56,00;15,00;40,00;3,00;46,77;36,25;40,92;12,86;10,00;12,00;11,00
2019-09-01;78,00;420,00;48,00;12,00;24,00;29,00;44,00;19,00;27,00;12,00;9,00;13,00;15,00;10,00;18,00;5,00;69,00;7,80;11,14;82,46;6,69;79,22;3,66;2,44;2,44;55,00;15,00;38,00;2,00;46,09;36,64;39,00;10,64;9,00;10,00;9,00
2019-09-08;71,00;464,73;58,09;12,91;25,82;28,00;41,00;20,00;26,00;13,00;10,00;11,00;13,00;12,00;16,00;5,00;66,00;6,76;10,14;89,03;6,76;74,67;3,67;3,67;2,45;51,00;14,00;37,00;2,00;42,60;34,32;39,05;10,65;8,00;9,00;10,00
2019-09-15;67,00;432,45;48,73;12,18;24,36;30,00;40,00;24,00;26,00;14,00;9,00;12,00;14,00;12,00;16,00;5,00;67,00;6,70;12,28;89,33;5,58;74,31;4,87;2,44;2,44;56,00;15,00;36,00;2,00;48,19;32,91;39,96;11,75;8,00;8,00;10,00
2019-09-22;64,00;448,00;57,60;12,80;25,60;27,00;40,00;22,00;27,00;15,00;9,00;13,00;17,00;12,00;16,00;5,00;63,00;5,61;11,23;84,21;5,61;66,46;3,69;2,46;2,46;55,00;14,00;36,00;2,00;46,22;30,81;39,11;10,67;9,00;10,00;8,00
2019-09-29;60,00;438,00;60,00;12,00;24,00;27,00;39,00;21,00;25,00;14,00;9,00;11,00;14,00;13,00;15,00;5,00;70,00;6,67;12,22;83,33;5,56;74,69;3,67;2,45;2,45;51,00;13,00;36,00;2,00;41,18;35,29;36,47;8,24;7,00;8,00;9,00
2019-10-06;59,00;458,89;59,00;13,11;26,22;28,00;39,00;19,00;24,00;14,00;10,00;12,00;13,00;12,00;16,00;6,00;65,00;5,67;11,35;83,96;5,67;67,79;3,77;2,51;2,51;51,00;14,00;34,00;2,00;42,48;25,96;35,40;9,44;8,00;8,00;8,00
2019-10-13;62,00;452,60;62,00;18,60;37,20;29,00;43,00;20,00;25,00;16,00;9,00;11,00;12,00;12,00;17,00;6,00;72,00;6,76;10,15;94,69;6,76;70,68;3,72;2,48;2,48;53,00;15,00;36,00;2,00;48,88;31,00;39,35;9,54;7,00;9,00;9,00
2019-10-20;68,00;469,82;68,00;18,55;24,73;34,00;42,00;19,00;27,00;18,00;10,00;14,00;12,00;14,00;18,00;5,00;76,00;5,57;10,03;93,64;7,80;72,95;3,71;3,71;2,47;55,00;14,00;34,00;2,00;48,91;38,18;44,14;9,54;7,00;11,00;8,00
2019-10-27;60,00;468,00;54,00;18,00;24,00;29,00;42,00;18,00;25,00;17,00;9,00;12,00;12,00;14,00;16,00;6,00;66,00;5,56;10,00;83,33;6,67;101,63;3,67;2,45;2,45;54,00;15,00;36,00;2,00;47,06;30,59;42,35;9,41;7,00;11,00;7,00
2019-11-03;55,00;415,56;61,11;18,33;18,33;25,00;41,00;20,00;23,00;18,00;16,00;11,00;13,00;13,00;15,00;5,00;66,00;4,49;11,22;87,55;6,73;58,67;3,67;2,44;1,22;51,00;14,00;33,00;2,00;42,13;29,26;37,45;8,19;6,00;11,00;7,00
2019-11-10;51,00;408,00;102,00;12,75;44,63;27,00;38,00;17,00;23,00;15,00;11,00;10,00;12,00;12,00;18,00;5,00;66,00;4,43;9,98;87,59;5,54;60,95;3,73;2,49;2,49;46,00;13,00;35,00;2,00;41,51;28,47;34,40;7,12;6,00;10,00;7,00
2019-11-17;55,00;378,89;61,11;12,22;18,33;24,00;40,00;19,00;20,00;14,00;7,00;11,00;12,00;11,00;15,00;4,00;70,00;4,49;8,98;80,82;4,49;53,75;2,50;2,50;1,25;43,00;12,00;30,00;1,00;40,65;25,11;31,09;5,98;5,00;8,00;7,00
2019-11-24;51,00;382,50;70,13;12,75;19,13;21,00;36,00;21,00;19,00;14,00;7,00;10,00;12,00;14,00;12,00;5,00;98,00;4,43;7,76;100,89;4,43;58,46;3,73;2,49;1,24;43,00;11,00;32,00;1,00;40,33;26,09;34,40;7,12;5,00;9,00;6,00
2019-12-01;58,00;399,56;51,56;12,89;38,67;21,00;33,00;17,00;18,00;14,00;7,00;9,00;10,00;14,00;11,00;5,00;80,00;4,55;9,10;78,47;5,69;50,60;4,94;2,47;1,23;41,00;13,00;34,00;2,00;46,16;23,67;34,33;5,92;6,00;9,00;6,00
2019-12-08;54,00;384,00;42,00;12,00;24,00;22,00;42,00;17,00;17,00;13,00;8,00;10,00;11,00;11,00;11,00;5,00;72,00;4,41;7,71;74,94;4,41;57,68;3,68;2,45;2,45;47,00;15,00;34,00;2,00;41,09;32,87;34,04;5,87;5,00;9,00;7,00
2019-12-15;65,00;429,00;45,50;13,00;26,00;21,00;39,00;18,00;19,00;14,00;8,00;9,00;13,00;12,00;11,00;5,00;80,00;4,48;7,84;84,05;5,60;58,87;2,45;2,45;2,45;55,00;16,00;33,00;2,00;42,55;28,36;36,64;7,09;5,00;9,00;7,00
2019-12-22;62,00;458,80;55,80;18,60;24,80;28,00;38,00;18,00;25,00;17,00;9,00;12,00;15,00;15,00;15,00;6,00;68,00;4,51;10,15;92,44;6,76;64,43;3,65;3,65;2,43;46,00;18,00;33,00;2,00;42,11;28,08;38,60;8,19;7,00;10,00;7,00
