Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Marseille (FR);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-03-17;21,00;171,50;206,50;199,50;126,00;68,73;1,91;76,36;114,55;143,50;63,00;140,00;84,00;136,50;120,75;68,25;51,95;79,58;6,63;13,00;34,00;22,00;7,00;12,00;2,00;6,00;4,00;4,00;2,00;10,00;1,00;1,00
2019-03-24;19,00;152,00;177,33;171,00;120,33;57,00;1,90;74,10;125,40;139,33;60,17;114,00;76,00;118,75;109,25;71,25;48,06;74,88;4,47;11,00;32,00;22,00;9,00;11,00;2,00;6,00;2,00;2,00;3,00;9,00;1,00;1,00
2019-03-31;24,00;171,43;185,14;168,00;164,57;108,92;1,85;72,00;116,31;192,00;68,57;164,57;81,60;124,80;110,40;62,40;52,36;64,36;7,64;12,00;32,00;24,00;8,00;10,00;4,00;4,00;3,00;4,00;3,00;5,00;1,00;0,50
2019-04-07;37,00;205,18;191,73;181,64;185,00;116,55;1,85;86,95;185,00;218,64;80,73;158,09;95,14;148,00;137,43;79,29;53,32;71,82;8,71;13,00;31,00;27,00;7,00;11,00;4,00;4,00;4,00;4,00;2,00;7,00;1,00;1,00
2019-04-14;35,00;318,18;171,82;200,45;168,64;117,89;1,84;79,21;151,05;273,00;73,50;150,50;95,00;170,00;150,00;95,00;48,13;77,66;7,66;16,00;39,00;22,00;9,00;12,00;4,00;5,00;5,00;3,00;1,00;6,00;1,00;0,50
2019-04-21;35,00;155,91;168,64;155,91;162,27;105,00;1,84;71,84;103,16;224,00;66,50;119,00;85,00;140,00;130,00;80,00;50,31;65,63;5,47;15,00;39,00;30,00;13,00;10,00;5,00;4,00;4,00;3,00;2,00;9,00;1,00;1,00
2019-04-28;30,00;156,67;180,00;153,33;170,00;118,13;1,88;73,13;99,38;213,33;60,00;126,67;85,00;160,00;120,00;75,00;54,44;65,56;7,78;15,00;45,00;30,00;10,00;10,00;5,00;4,00;4,00;3,00;2,00;6,00;0,50;0,50
2019-05-05;27,00;155,25;192,38;145,13;182,25;104,40;1,80;88,20;95,40;185,63;67,50;131,63;81,00;156,60;129,60;64,80;55,13;73,13;6,75;14,00;38,00;19,00;9,00;12,00;7,00;6,00;4,00;2,00;2,00;7,00;1,00;1,00
2019-05-12;32,00;160,00;172,80;140,80;150,40;116,71;1,88;75,29;103,53;195,56;60,44;128,00;85,33;154,67;133,33;80,00;49,66;67,31;8,83;15,00;37,00;23,00;7,00;12,00;5,00;6,00;3,00;2,00;2,00;6,00;1,00;1,00
2019-05-19;28,00;155,56;143,11;140,00;146,22;113,87;1,87;70,93;102,67;203,00;63,00;122,50;65,33;140,00;112,00;70,00;54,88;69,44;12,32;16,00;41,00;34,00;7,00;20,00;5,00;4,00;3,00;3,00;2,00;6,00;2,00;1,00
2019-05-26;34,00;170,00;163,20;153,00;170,00;105,78;3,78;79,33;98,22;214,20;61,20;129,20;184,57;150,57;131,14;82,57;52,65;68,00;10,97;14,00;40,00;33,00;10,00;13,00;4,00;6,00;5,00;2,00;2,00;12,00;2,00;1,00
2019-06-02;40,00;180,00;183,33;150,00;163,33;98,18;1,82;67,27;92,73;203,33;56,67;123,33;105,00;335,00;120,00;75,00;50,00;65,56;10,00;15,00;40,00;29,00;10,00;10,00;4,00;5,00;4,00;5,00;2,00;6,00;1,00;2,00
2019-06-09;38,00;177,33;158,33;148,83;161,50;108,57;1,81;65,14;101,33;221,09;65,64;124,36;80,75;156,75;128,25;80,75;52,11;60,80;7,60;17,00;49,00;27,00;10,00;12,00;6,00;6,00;5,00;4,00;2,00;8,00;2,00;1,00
2019-06-16;44,00;157,14;154,00;147,71;135,14;100,83;1,83;67,83;88,00;216,62;60,92;148,92;83,11;146,67;127,11;88,00;51,70;68,20;11,00;17,00;48,00;35,00;11,00;12,00;5,00;5,00;6,00;3,00;3,00;7,00;1,00;1,00
2019-06-23;37,00;151,36;154,73;137,91;158,09;92,50;1,85;66,60;94,35;178,27;60,55;198,45;69,38;124,88;101,75;55,50;54,41;64,21;8,71;20,00;40,00;30,00;12,00;10,00;5,00;8,00;5,00;3,00;4,00;9,00;2,00;2,00
2019-06-30;39,00;146,25;156,00;149,50;156,00;96,57;1,86;66,86;81,71;195,00;53,18;145,36;78,00;131,63;117,00;63,38;47,91;63,51;10,03;15,00;37,00;31,00;11,00;11,00;4,00;4,00;5,00;4,00;2,00;10,00;1,00;1,00
2019-07-07;41,00;160,85;160,85;176,62;170,31;104,36;1,86;65,23;95,05;215,25;58,08;140,08;87,13;220,38;138,38;76,88;62,05;75,35;6,65;15,00;44,00;33,00;12,00;14,00;4,00;6,00;6,00;3,00;4,00;6,00;1,00;1,00
2019-07-14;42,00;190,62;168,00;184,15;180,92;102,26;1,83;73,04;91,30;248,50;59,50;157,50;79,33;177,33;126,00;84,00;74,31;72,15;9,69;16,00;45,00;36,00;10,00;14,00;5,00;4,00;7,00;5,00;3,00;8,00;1,00;1,00
2019-07-21;48,00;160,00;172,80;188,80;160,00;101,54;1,85;79,38;88,62;216,00;61,71;144,00;86,40;163,20;124,80;72,00;54,55;74,18;10,91;16,00;43,00;33,00;7,00;13,00;6,00;6,00;4,00;4,00;3,00;8,00;0,50;1,00
2019-07-28;42,00;190,62;164,77;197,08;184,15;93,13;1,83;69,39;82,17;217,00;52,50;154,00;94,50;162,75;131,25;89,25;47,53;64,11;8,84;14,00;48,00;30,00;13,00;10,00;5,00;5,00;4,00;3,00;2,00;9,00;2,00;1,00
2019-08-04;38,00;158,33;190,00;196,33;171,00;121,24;1,81;61,52;94,10;217,64;58,73;134,73;95,00;152,00;137,75;85,50;53,65;74,88;7,82;19,00;47,00;33,00;12,00;10,00;5,00;6,00;5,00;4,00;4,00;7,00;3,00;1,00
2019-08-11;45,00;163,93;183,21;160,71;183,21;115,20;3,60;59,40;99,00;218,08;48,46;131,54;95,00;165,00;135,00;90,00;51,59;74,63;10,98;17,00;46,00;32,00;9,00;12,00;5,00;4,00;5,00;4,00;3,00;9,00;2,00;1,00
2019-08-18;37,00;157,25;178,83;154,17;157,25;101,75;1,85;66,60;114,70;208,55;60,55;134,55;83,25;148,00;148,00;134,13;56,59;71,82;7,62;17,00;43,00;33,00;9,00;11,00;4,00;3,00;3,00;3,00;2,00;5,00;3,00;1,00
2019-08-25;37,00;154,73;188,36;171,55;158,09;109,15;1,85;85,10;105,45;201,82;53,82;131,18;74,00;143,38;120,25;194,25;52,24;67,47;9,79;20,00;40,00;35,00;11,00;10,00;5,00;6,00;7,00;3,00;3,00;8,00;1,00;2,00
2019-09-01;41,00;160,58;198,17;157,17;160,58;117,41;1,86;68,95;117,41;194,75;64,92;136,67;76,88;153,75;123,00;71,75;54,30;69,81;9,97;10,00;32,00;24,00;10,00;11,00;5,00;3,00;4,00;4,00;2,00;6,00;1,00;1,00
2019-09-08;43,00;162,08;215,00;158,77;158,77;115,91;1,87;80,39;104,70;198,46;59,54;122,38;81,22;152,89;129,00;76,44;51,82;76,08;8,82;15,00;35,00;28,00;12,00;13,00;4,00;6,00;5,00;5,00;3,00;6,00;2,00;1,00
2019-09-15;35,00;178,18;200,45;143,18;178,18;114,21;1,84;77,37;106,84;220,50;66,50;147,00;85,00;145,00;125,00;75,00;61,25;74,38;8,75;14,00;35,00;26,00;11,00;12,00;4,00;6,00;4,00;3,00;2,00;5,00;2,00;1,00
2019-09-22;30,00;186,67;210,00;160,00;156,67;105,88;1,76;68,82;90,00;230,00;60,00;183,33;90,00;130,00;135,00;80,00;57,86;70,71;6,43;13,00;33,00;26,00;7,00;9,00;6,00;4,00;4,00;2,00;2,00;7,00;1,00;0,50
2019-09-29;31,00;207,70;210,80;179,80;155,00;125,82;1,82;71,12;100,29;344,44;65,44;151,56;87,83;144,67;149,83;103,33;55,59;71,62;8,55;15,00;31,00;32,00;8,00;12,00;5,00;5,00;5,00;2,00;2,00;7,00;1,00;1,00
2019-10-06;26,00;159,25;191,75;143,00;133,25;111,43;1,86;72,43;92,86;221,00;58,50;123,50;83,20;124,80;130,00;83,20;49,74;70,09;6,78;16,00;37,00;24,00;8,00;10,00;3,00;4,00;3,00;1,00;2,00;6,00;1,00;1,00
2019-10-13;22,00;172,86;179,14;138,29;223,14;111,83;1,83;75,17;91,67;207,43;53,43;110,00;88,00;121,00;143,00;71,50;46,20;62,70;6,60;12,00;32,00;21,00;8,00;12,00;4,00;3,00;4,00;3,00;2,00;5,00;1,00;1,00
2019-10-20;22,00;163,43;172,86;125,71;135,14;106,33;1,83;69,67;93,50;191,71;62,86;106,86;82,50;126,50;137,50;71,50;53,90;61,60;4,40;10,00;28,00;19,00;6,00;10,00;4,00;5,00;4,00;2,00;1,00;5,00;0,50;0,50
2019-10-27;18,00;138,00;174,00;123,00;117,00;90,00;1,80;64,80;84,60;237,60;54,00;126,00;72,00;94,50;103,50;81,00;48,71;59,29;5,29;10,00;28,00;24,00;6,00;7,00;3,00;5,00;2,00;2,00;1,00;5,00;1,00;1,00
2019-11-03;16,00;140,80;166,40;124,80;115,20;88,89;0,89;65,78;72,89;182,40;48,00;112,00;69,33;96,00;133,33;58,67;48,00;46,93;6,40;8,00;27,00;22,00;7,00;7,00;5,00;4,00;3,00;2,00;1,00;4,00;1,00;1,00
2019-11-10;14,00;150,50;182,00;126,00;108,50;80,50;1,75;59,50;70,00;185,50;52,50;112,00;65,33;466,67;112,00;51,33;40,92;47,38;5,38;9,00;24,00;19,00;5,00;12,00;2,00;4,00;3,00;3,00;0,50;6,00;1,00;1,00
2019-11-17;15,00;129,00;156,00;99,00;93,00;78,75;1,88;71,25;69,38;191,25;52,50;120,00;60,00;245,00;110,00;65,00;40,71;50,36;5,36;7,00;28,00;19,00;3,00;9,00;2,00;5,00;2,00;2,00;1,00;4,00;1,00;0,50
2019-11-24;17,00;136,00;190,40;108,80;115,60;71,78;1,89;58,56;60,44;170,00;40,80;115,60;73,67;102,00;119,00;68,00;39,67;49,87;5,67;8,00;24,00;17,00;5,00;6,00;3,00;4,00;3,00;2,00;1,00;3,00;0,50;0,00
2019-12-01;18,00;126,00;141,00;96,00;84,00;70,20;0,90;66,60;72,00;183,60;50,40;115,20;58,50;72,00;103,50;72,00;34,94;54,00;6,35;7,00;30,00;17,00;4,00;10,00;3,00;5,00;1,00;3,00;1,00;4,00;0,50;0,50
2019-12-08;13,00;136,50;139,75;104,00;97,50;70,57;1,86;61,29;55,71;237,25;42,25;110,50;52,00;60,67;95,33;65,00;35,75;50,92;6,50;6,00;27,00;18,00;6,00;11,00;4,00;3,00;2,00;1,00;1,00;5,00;0,50;1,00
2019-12-15;16,00;147,20;140,80;112,00;102,40;71,11;1,78;69,33;62,22;166,40;48,00;108,80;69,33;74,67;138,67;80,00;35,43;45,71;5,71;11,00;28,00;18,00;6,00;11,00;2,00;5,00;3,00;2,00;1,00;4,00;1,00;0,50
2019-12-22;20,00;193,33;193,33;166,67;123,33;96,36;1,82;60,00;80,00;246,67;53,33;146,67;70,00;150,00;155,00;100,00;40,00;57,78;5,56;12,00;34,00;26,00;7,00;10,00;4,00;4,00;3,00;2,00;1,00;6,00;0,50;0,50
2019-12-29;22,00;185,43;188,57;157,14;119,43;97,17;1,83;56,83;86,17;256,67;58,67;135,67;88,00;121,00;170,50;88,00;47,30;57,20;7,70;12,00;36,00;22,00;8,00;11,00;3,00;4,00;2,00;2,00;1,00;7,00;1,00;1,00
2020-01-05;19,00;164,67;171,00;133,00;114,00;108,30;1,90;60,80;83,60;148,83;47,50;117,17;71,25;95,00;123,50;52,25;50,29;67,06;8,94;12,00;36,00;26,00;6,00;9,00;4,00;5,00;4,00;2,00;1,00;3,00;1,00;0,50
2020-01-12;23,00;161,00;193,86;138,00;131,43;113,08;1,92;70,92;93,92;151,14;55,86;118,29;69,00;119,60;115,00;50,60;51,48;70,10;6,57;10,00;32,00;23,00;4,00;8,00;4,00;3,00;3,00;2,00;1,00;5,00;1,00;1,00
2020-01-19;20,00;146,67;180,00;143,33;143,33;101,82;1,82;65,45;81,82;143,33;50,00;126,67;65,00;100,00;125,00;40,00;48,42;58,95;5,26;11,00;36,00;25,00;7,00;11,00;3,00;2,00;4,00;3,00;1,00;5,00;0,00;1,00
2020-01-26;22,00;128,86;160,29;122,57;119,43;97,17;1,83;60,50;84,33;172,33;58,67;128,33;71,50;99,00;132,00;49,50;46,20;61,60;7,70;9,00;30,00;18,00;7,00;12,00;3,00;3,00;2,00;2,00;2,00;3,00;1,00;1,00
2020-02-02;21,00;129,00;156,00;114,00;120,00;96,25;0,88;91,00;80,50;178,50;56,00;164,50;73,50;99,75;110,25;52,50;47,25;64,05;5,25;10,00;28,00;18,00;6,00;9,00;2,00;5,00;2,00;4,00;1,00;6,00;1,00;0,50
2020-02-09;21,00;164,50;199,50;147,00;133,00;99,27;1,91;70,64;89,73;168,00;52,50;119,00;78,75;99,75;120,75;57,75;45,32;65,21;6,63;12,00;31,00;24,00;5,00;13,00;5,00;4,00;3,00;2,00;1,00;4,00;1,00;1,00
2020-02-16;23,00;164,29;177,43;131,43;131,43;93,77;1,77;67,23;83,15;167,57;52,57;131,43;64,40;96,60;124,20;55,20;44,90;67,90;7,67;12,00;30,00;24,00;6,00;11,00;4,00;4,00;5,00;3,00;1,00;4,00;0,50;1,00
2020-02-23;20,00;136,67;143,33;120,00;126,67;92,73;1,82;63,64;69,09;156,67;56,67;126,67;65,00;125,00;110,00;50,00;43,16;54,74;5,26;8,00;25,00;19,00;5,00;12,00;2,00;3,00;4,00;3,00;1,00;3,00;1,00;0,50
2020-03-01;21,00;117,00;120,00;99,00;105,00;80,50;0,88;64,75;73,50;147,00;42,00;126,00;57,75;99,75;94,50;52,50;47,53;53,05;7,74;10,00;23,00;19,00;6,00;12,00;4,00;4,00;3,00;2,00;1,00;3,00;2,00;0,50
2020-03-08;18,00;108,00;114,00;87,00;108,00;81,00;1,80;113,40;64,80;165,60;46,80;154,80;45,00;90,00;103,50;36,00;37,13;51,75;5,63;7,00;19,00;15,00;3,00;7,00;2,00;4,00;3,00;2,00;1,00;4,00;1,00;0,50
2020-03-15;10,00;73,33;86,67;50,00;53,33;41,67;1,67;61,67;33,33;33,33;23,33;56,67;25,00;255,00;35,00;20,00;20,00;30,00;2,22;5,00;10,00;7,00;2,00;6,00;3,00;4,00;2,00;2,00;1,00;2,00;0,00;0,00
2020-03-22;5,00;42,50;50,00;25,00;25,00;43,33;0,83;45,00;18,33;22,50;15,00;27,50;20,00;145,00;25,00;35,00;12,00;19,00;2,00;4,00;11,00;2,00;2,00;4,00;2,00;1,00;2,00;0,50;0,50;2,00;0,50;0,50
2020-03-29;6,00;45,00;48,00;21,00;24,00;42,00;1,00;38,00;50,00;24,00;12,00;33,00;18,00;78,00;30,00;18,00;18,00;21,60;1,20;3,00;7,00;3,00;3,00;3,00;2,00;1,00;1,00;1,00;1,00;4,00;0,50;0,00
2020-04-05;6,00;42,00;42,00;21,00;33,00;50,00;0,00;26,00;34,00;30,00;15,00;45,00;18,00;84,00;36,00;12,00;19,20;20,40;3,60;4,00;10,00;4,00;1,00;4,00;2,00;1,00;1,00;1,00;1,00;3,00;1,00;0,50
2020-04-12;5,00;32,50;32,50;20,00;22,50;38,33;0,83;16,67;18,33;50,00;20,00;60,00;15,00;50,00;30,00;15,00;14,00;12,00;3,00;3,00;9,00;6,00;1,00;3,00;1,00;1,00;2,00;0,50;0,50;2,00;0,50;0,00
2020-04-19;6,00;36,00;39,00;21,00;24,00;36,00;0,00;20,00;20,00;24,00;12,00;27,00;18,00;66,00;30,00;12,00;19,20;15,60;1,20;4,00;7,00;5,00;1,00;4,00;2,00;1,00;1,00;1,00;1,00;2,00;0,50;0,50
2020-04-26;6,00;36,00;39,00;21,00;21,00;38,00;1,00;22,00;16,00;24,00;9,00;30,00;18,00;60,00;30,00;12,00;14,00;11,00;1,00;3,00;9,00;6,00;2,00;3,00;2,00;1,00;1,00;1,00;0,50;2,00;0,50;0,00
2020-05-03;6,00;39,00;45,00;24,00;27,00;34,00;1,00;20,00;18,00;27,00;15,00;30,00;18,00;54,00;36,00;18,00;16,00;15,00;1,00;3,00;8,00;5,00;2,00;4,00;2,00;1,00;1,00;0,50;1,00;3,00;0,00;0,00
2020-05-10;8,00;32,00;34,67;24,00;24,00;28,80;0,80;20,80;17,60;36,00;16,00;44,00;16,00;44,00;28,00;12,00;19,00;18,00;1,00;3,00;7,00;6,00;2,00;3,00;2,00;2,00;1,00;1,00;1,00;3,00;0,50;1,00
2020-05-17;10,00;43,33;46,67;40,00;36,67;34,00;1,00;26,00;24,00;36,67;16,67;46,67;20,00;55,00;40,00;15,00;25,56;18,89;2,22;4,00;10,00;4,00;4,00;6,00;1,00;1,00;2,00;1,00;0,50;4,00;0,50;0,50
2020-05-24;11,00;47,67;47,67;58,67;51,33;34,83;0,92;22,00;25,67;40,33;18,33;47,67;22,00;55,00;49,50;16,50;25,30;15,40;2,20;4,00;16,00;6,00;3,00;4,00;1,00;1,00;1,00;2,00;0,50;3,00;1,00;0,50
2020-05-31;15,00;51,00;51,00;66,00;33,00;46,88;0,94;20,63;31,88;51,00;18,00;45,00;25,00;80,00;65,00;20,00;25,71;16,07;2,14;5,00;13,00;13,00;4,00;5,00;2,00;2,00;1,00;1,00;0,50;4,00;0,50;0,50
2020-06-07;20,00;56,67;50,00;100,00;46,67;47,27;0,91;23,64;32,73;86,67;23,33;70,00;35,00;90,00;70,00;25,00;27,37;17,89;3,16;8,00;12,00;11,00;7,00;5,00;3,00;3,00;2,00;1,00;2,00;5,00;0,50;1,00
2020-06-14;18,00;66,00;42,00;93,00;45,00;43,20;0,90;25,20;34,20;97,20;25,20;64,80;31,50;76,50;67,50;31,50;28,13;18,00;4,50;8,00;9,00;12,00;5,00;6,00;2,00;2,00;2,00;2,00;1,00;4,00;1,00;1,00
2020-06-21;23,00;65,71;39,43;101,86;65,71;42,46;1,77;28,31;56,62;95,29;23,00;62,43;27,60;92,00;69,00;36,80;30,67;17,52;4,38;9,00;10,00;12,00;6,00;9,00;1,00;2,00;3,00;2,00;1,00;4,00;2,00;1,00
2020-06-28;26,00;84,50;52,00;152,75;74,75;44,57;1,86;29,71;53,86;117,00;26,00;65,00;41,60;104,00;83,20;46,80;35,04;16,96;5,65;11,00;12,00;14,00;8,00;8,00;2,00;4,00;3,00;3,00;1,00;7,00;1,00;1,00
2020-07-05;34,00;98,60;54,40;183,60;88,40;52,89;1,89;32,11;45,33;142,80;34,00;78,20;38,86;121,43;87,43;53,43;35,10;21,94;6,58;12,00;13,00;17,00;10,00;11,00;3,00;4,00;5,00;2,00;1,00;7,00;1,00;1,00
2020-07-12;46,00;115,00;52,57;203,71;85,43;40,48;0,92;64,40;49,68;157,71;29,57;82,14;51,11;143,11;97,11;61,33;40,52;19,71;8,76;15,00;13,00;18,00;8,00;8,00;2,00;2,00;5,00;14,00;1,00;7,00;2,00;2,00
2020-07-19;43,00;105,85;56,23;211,69;92,62;44,79;1,79;25,08;43,00;172,00;33,08;86,00;47,78;143,33;86,00;62,11;38,70;20,43;6,45;14,00;11,00;18,00;8,00;10,00;3,00;3,00;4,00;5,00;2,00;10,00;1,00;1,00
2020-07-26;37,00;94,18;50,45;205,18;90,82;48,10;1,85;25,90;42,55;178,27;30,27;67,27;47,57;148,00;84,57;63,43;39,24;16,82;4,48;11,00;10,00;13,00;9,00;8,00;3,00;3,00;4,00;3,00;1,00;8,00;1,00;2,00
2020-08-02;39,00;97,50;55,25;178,75;65,00;52,00;0,93;27,86;55,71;159,55;28,36;74,45;53,63;146,25;82,88;68,25;40,11;18,94;5,57;12,00;13,00;12,00;8,00;10,00;3,00;1,00;5,00;2,00;2,00;7,00;2,00;1,00
2020-08-09;30,00;100,00;53,33;136,67;83,33;54,38;1,88;37,50;60,00;160,00;30,00;63,33;50,00;165,00;85,00;60,00;43,33;20,00;4,44;12,00;13,00;12,00;8,00;11,00;3,00;2,00;3,00;2,00;2,00;7,00;2,00;1,00
2020-08-16;30,00;90,00;63,33;123,33;50,00;48,75;1,88;26,25;60,00;160,00;23,33;66,67;40,00;165,00;80,00;60,00;33,33;22,22;6,67;8,00;13,00;18,00;5,00;9,00;2,00;3,00;3,00;1,00;1,00;5,00;1,00;1,00
2020-08-23;34,00;89,64;55,64;102,00;43,27;48,32;0,89;19,68;69,79;146,20;30,60;57,80;48,57;145,71;77,71;58,29;35,10;19,74;5,48;8,00;13,00;14,00;5,00;13,00;3,00;2,00;4,00;2,00;1,00;5,00;0,50;1,00
2020-08-30;25,00;59,38;56,25;93,75;37,50;50,00;1,79;17,86;46,43;150,00;28,57;57,14;30,00;160,00;80,00;55,00;36,96;20,65;3,26;4,00;12,00;14,00;5,00;6,00;2,00;3,00;2,00;2,00;0,00;4,00;0,50;1,00
2020-09-06;9,00;48,00;60,00;102,00;36,00;45,00;1,80;23,40;48,60;156,00;27,00;48,00;27,00;153,00;72,00;45,00;43,88;18,00;5,63;4,00;14,00;14,00;4,00;11,00;2,00;2,00;1,00;1,00;0,50;2,00;1,00;0,50
2020-09-13;8,00;76,00;92,00;116,00;44,00;58,00;2,00;24,00;56,00;104,00;36,00;64,00;24,00;120,00;56,00;32,00;46,86;26,29;3,43;19,00;12,00;15,00;3,00;7,00;2,00;2,00;2,00;2,00;1,00;4,00;0,50;0,50
2020-09-20;8,00;50,67;50,67;42,67;29,33;52,80;0,80;33,60;57,60;72,00;32,00;64,00;40,00;104,00;40,00;32,00;40,00;19,00;2,00;5,00;18,00;11,00;3,00;5,00;2,00;3,00;2,00;1,00;0,50;3,00;0,00;0,50
2020-09-27;12,00;51,00;57,00;36,00;33,00;48,00;1,71;30,86;27,43;42,00;27,00;51,00;24,00;138,00;48,00;42,00;39,27;18,55;2,18;3,00;10,00;7,00;1,00;4,00;2,00;2,00;1,00;1,00;0,50;3,00;0,50;0,50
2020-10-04;14,00;45,50;59,50;38,50;31,50;45,50;1,75;24,50;26,25;45,50;24,50;59,50;18,67;112,00;32,67;32,67;38,77;14,00;2,15;3,00;9,00;6,00;3,00;5,00;1,00;2,00;1,00;0,50;0,00;2,00;1,00;0,50
2020-10-11;5,00;75,00;75,00;40,00;40,00;40,00;0,83;15,00;23,33;60,00;35,00;70,00;15,00;80,00;30,00;30,00;43,75;15,00;2,50;3,00;9,00;5,00;1,00;5,00;2,00;1,00;0,50;1,00;0,50;3,00;0,50;0,50
2020-10-18;7,00;42,00;49,00;21,00;28,00;31,50;1,75;26,25;17,50;45,50;17,50;49,00;21,00;84,00;35,00;28,00;33,83;17,50;2,33;1,00;10,00;4,00;2,00;2,00;1,00;1,00;1,00;1,00;0,00;2,00;1,00;0,00
2020-10-25;100,00;41,94;38,71;19,35;38,71;27,27;0,91;21,82;16,36;36,67;13,33;53,33;20,00;45,00;25,00;20,00;24,18;9,89;1,10;3,00;8,00;3,00;0,50;4,00;1,00;1,00;0,50;0,50;1,00;2,00;0,50;0,50
2020-11-01;13,00;32,50;35,75;13,00;29,25;22,29;0,93;16,71;16,71;32,50;13,00;39,00;8,67;21,67;60,67;8,67;18,42;11,92;2,17;2,00;6,00;3,00;1,00;2,00;1,00;0,50;0,50;0,00;0,50;2,00;0,00;0,00
2020-11-08;11,00;36,67;55,00;22,00;25,67;25,67;0,92;29,33;18,33;40,33;14,67;62,33;16,50;49,50;27,50;11,00;14,30;12,10;1,10;2,00;8,00;3,00;1,00;2,00;1,00;0,50;1,00;1,00;0,50;2,00;0,00;0,00
2020-11-15;5,00;30,00;37,50;12,50;27,50;28,33;0,83;26,67;41,67;20,00;15,00;35,00;15,00;30,00;60,00;10,00;13,00;10,00;2,00;4,00;8,00;5,00;1,00;3,00;0,50;2,00;0,50;0,50;1,00;2,00;1,00;0,00
2020-11-22;6,00;33,00;36,00;15,00;24,00;26,00;1,00;18,00;44,00;24,00;12,00;36,00;18,00;36,00;30,00;12,00;15,60;10,80;2,40;3,00;7,00;3,00;1,00;3,00;1,00;1,00;2,00;1,00;0,50;2,00;0,50;0,00
