Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;90,00;51,00;39,00;49,00;18,00;71,00;35,00;45,00;12,00;38,00;20,00;96,00;34,00;10,00;16,00;29,00;3,00;104,65;5,23;41,86;39,77;0,00;23,00;11,00;2,00;11,00;13,00;1,00;46,00;36,00;13,00;22,00;0,00;4,00;4,00;1,00;2,00;18,00;2,00;1,00;1,00;0,00;1,00;0,00
2019-01-13;100,00;43,00;40,00;37,00;7,00;59,00;38,00;37,00;13,00;27,00;12,00;72,00;29,00;4,00;14,00;28,00;2,00;94,74;6,32;29,47;45,26;1,00;17,00;10,00;1,00;8,00;11,00;1,00;42,00;35,00;13,00;20,00;0,00;2,00;3,00;1,00;1,00;10,00;4,00;1,00;1,00;0,00;0,00;0,00
2019-01-20;80,00;39,00;39,00;30,00;5,00;51,00;31,00;27,00;13,00;26,00;17,00;35,00;31,00;2,00;7,00;29,00;1,00;81,05;6,32;28,42;28,42;2,00;49,00;7,00;2,00;8,00;12,00;1,00;33,00;30,00;9,00;10,00;1,00;4,00;2,00;1,00;2,00;11,00;1,00;1,00;1,00;1,00;1,00;1,00
2019-01-27;81,00;32,00;29,00;34,00;13,00;47,00;34,00;18,00;13,00;27,00;14,00;39,00;24,00;4,00;10,00;31,00;2,00;89,42;7,36;28,40;31,56;0,00;18,00;10,00;0,00;6,00;6,00;2,00;37,00;31,00;5,00;13,00;0,00;1,00;6,00;2,00;0,00;9,00;3,00;3,00;1,00;0,00;1,00;1,00
2019-02-03;88,00;27,00;36,00;24,00;15,00;45,00;30,00;16,00;8,00;19,00;9,00;44,00;23,00;8,00;13,00;22,00;2,00;74,38;6,29;29,33;23,05;0,00;19,00;8,00;2,00;7,00;8,00;2,00;35,00;25,00;9,00;8,00;1,00;2,00;5,00;1,00;0,00;11,00;1,00;1,00;1,00;0,00;1,00;0,00
2019-02-10;70,00;32,00;30,00;26,00;3,00;37,00;25,00;21,00;8,00;13,00;9,00;32,00;25,00;3,00;8,00;27,00;2,00;71,04;5,22;30,30;19,85;3,00;19,00;4,00;1,00;5,00;17,00;0,00;34,00;22,00;6,00;9,00;0,00;4,00;2,00;1,00;0,00;11,00;2,00;0,00;1,00;0,00;0,00;0,00
2019-02-17;67,00;33,00;35,00;30,00;7,00;50,00;21,00;21,00;13,00;17,00;7,00;38,00;36,00;1,00;10,00;24,00;2,00;63,86;5,23;20,94;23,03;2,00;25,00;5,00;1,00;8,00;10,00;0,00;28,00;28,00;6,00;10,00;0,00;2,00;1,00;1,00;1,00;11,00;2,00;1,00;0,00;1,00;1,00;0,00
2019-02-24;63,00;24,00;31,00;23,00;4,00;42,00;36,00;17,00;3,00;21,00;12,00;41,00;21,00;3,00;3,00;21,00;1,00;58,80;2,10;31,50;14,70;1,00;16,00;8,00;1,00;7,00;7,00;1,00;26,00;20,00;8,00;11,00;1,00;2,00;2,00;1,00;1,00;7,00;3,00;1,00;1,00;0,00;0,00;0,00
2019-03-03;63,00;30,00;32,00;24,00;5,00;28,00;25,00;13,00;10,00;18,00;7,00;36,00;23,00;2,00;7,00;27,00;1,00;63,00;4,20;21,00;23,10;1,00;17,00;7,00;1,00;3,00;6,00;0,00;28,00;42,00;5,00;9,00;1,00;2,00;1,00;1,00;1,00;7,00;1,00;1,00;0,00;0,00;1,00;0,00
2019-03-10;54,00;33,00;24,00;26,00;7,00;35,00;28,00;19,00;7,00;14,00;10,00;28,00;23,00;2,00;4,00;26,00;1,00;49,85;1,04;16,62;18,69;1,00;10,00;5,00;1,00;5,00;8,00;0,00;24,00;18,00;4,00;7,00;0,00;1,00;3,00;1,00;1,00;2,00;1,00;0,00;1,00;0,00;0,00;0,00
2019-03-17;50,00;26,00;26,00;21,00;4,00;40,00;18,00;7,00;8,00;19,00;8,00;30,00;26,00;1,00;9,00;17,00;1,00;48,96;1,04;13,54;10,42;0,00;11,00;5,00;0,00;6,00;7,00;0,00;20,00;20,00;6,00;6,00;1,00;1,00;0,00;1,00;0,00;4,00;1,00;0,00;1,00;0,00;0,00;0,00
2019-03-24;48,00;29,00;19,00;17,00;4,00;35,00;17,00;9,00;6,00;17,00;6,00;26,00;21,00;1,00;1,00;18,00;1,00;45,91;5,22;16,70;12,52;1,00;10,00;7,00;0,00;4,00;3,00;0,00;20,00;8,00;6,00;3,00;0,00;1,00;1,00;0,00;0,00;5,00;1,00;0,00;0,00;1,00;0,00;0,00
2019-03-31;38,00;27,00;18,00;15,00;6,00;31,00;18,00;9,00;5,00;13,00;9,00;25,00;18,00;3,00;4,00;16,00;1,00;31,67;3,17;9,50;7,39;0,00;10,00;6,00;0,00;3,00;4,00;1,00;17,00;22,00;5,00;4,00;0,00;0,00;1,00;1,00;0,00;4,00;3,00;1,00;0,00;0,00;0,00;0,00
2019-04-07;34,00;30,00;20,00;13,00;4,00;26,00;9,00;6,00;2,00;11,00;4,00;20,00;17,00;1,00;2,00;14,00;4,00;25,76;4,12;18,55;8,24;0,00;8,00;5,00;1,00;4,00;2,00;1,00;21,00;10,00;3,00;8,00;0,00;2,00;1,00;1,00;0,00;3,00;1,00;1,00;1,00;0,00;0,00;0,00
