Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-01-06;45,00;59,40;7,20;0,90;7,20;28,00;1,00;2,00;19,00;270,00;18,00;9,00;9,00;7,11;196,58;7,11;2,37;6,00;2,00;8,00;1,00;91,55;10,86;21,72;6,21;0,00;1,00;0,00;1,00;7,00;1,00;0,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,50;0,00;0,00
2019-01-13;45,00;63,00;5,40;0,00;7,20;27,00;0,50;1,00;17,00;265,50;13,50;13,50;9,00;7,11;144,47;7,11;1,18;7,00;4,00;6,00;1,00;103,97;9,31;18,62;4,66;0,50;0,50;0,00;0,00;10,00;2,00;0,00;1,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;50,00;55,56;7,41;0,00;3,70;26,00;3,00;1,00;24,00;295,45;22,73;9,09;9,09;7,14;130,95;9,52;0,00;6,00;2,00;6,00;1,00;96,88;10,94;28,13;6,25;0,50;2,00;0,00;0,50;11,00;2,00;0,50;0,00;1,00;0,00;1,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2019-01-27;41,00;63,36;5,59;0,00;7,45;29,00;1,00;1,00;18,00;255,11;18,22;4,56;9,11;4,82;130,24;7,24;1,21;4,00;1,00;11,00;0,50;99,35;9,46;23,65;3,15;0,00;0,00;0,00;0,50;8,00;1,00;0,00;0,50;2,00;0,50;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00
2019-02-03;51,00;56,46;7,29;0,00;9,11;29,00;1,00;1,00;21,00;236,45;18,55;9,27;4,64;9,71;111,71;7,29;2,43;4,00;3,00;6,00;0,50;100,45;9,27;17,00;6,18;0,00;2,00;1,00;0,50;7,00;2,00;0,00;0,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;50,00;53,57;8,93;0,00;8,93;33,00;3,00;4,00;20,00;231,82;22,73;9,09;4,55;4,76;111,90;9,52;2,38;4,00;3,00;3,00;0,50;100,00;9,38;25,00;4,69;0,00;0,50;0,00;0,00;7,00;2,00;0,00;0,00;3,00;0,00;1,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00
2019-02-17;45,00;68,40;7,20;0,00;3,60;31,00;3,00;1,00;27,00;252,00;18,00;13,50;4,50;7,11;113,68;9,47;2,37;6,00;1,00;6,00;0,50;108,62;9,31;23,28;4,66;0,00;2,00;0,00;0,00;10,00;0,00;1,00;0,50;2,00;0,00;1,00;0,00;0,00;0,50;0,00;0,00;0,50;0,00
2019-02-24;48,00;72,00;7,38;0,00;7,38;26,00;1,00;3,00;19,00;253,09;13,09;8,73;4,36;9,60;115,20;9,60;2,40;7,00;2,00;7,00;0,50;108,39;9,29;20,13;6,19;0,00;0,50;0,00;0,50;7,00;1,00;0,00;0,00;1,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50
2019-03-03;53,00;67,62;5,48;0,00;9,14;33,00;2,00;4,00;24,00;260,58;17,67;13,25;8,83;7,23;122,86;7,23;1,20;6,00;3,00;8,00;1,00;115,35;15,59;23,38;4,68;0,00;0,50;0,00;2,00;11,00;0,00;0,00;0,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;61,00;104,06;7,18;0,00;8,97;28,00;2,00;2,00;20,00;248,36;21,79;13,07;4,36;7,04;103,23;11,73;2,35;8,00;3,00;7,00;1,00;109,49;10,95;25,03;7,82;0,50;1,00;0,00;1,00;8,00;2,00;0,00;0,50;2,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;59,00;81,13;11,06;0,00;5,53;29,00;1,00;2,00;32,00;281,38;22,69;13,62;9,08;7,08;115,64;11,80;1,18;6,00;2,00;9,00;0,50;105,58;10,87;26,39;4,66;0,50;2,00;0,00;1,00;10,00;0,50;0,00;0,00;2,00;0,50;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;60,00;67,27;5,45;0,00;9,09;28,00;3,00;4,00;27,00;286,15;27,69;13,85;4,62;7,20;108,00;9,60;2,40;6,00;4,00;8,00;0,50;94,74;11,05;28,42;9,47;0,00;1,00;0,00;0,50;8,00;2,00;0,00;0,00;4,00;0,00;1,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;58,00;77,94;3,63;0,00;9,06;38,00;1,00;3,00;19,00;281,08;26,77;13,38;8,92;13,92;106,72;11,60;1,16;6,00;2,00;9,00;1,00;103,46;14,11;32,92;6,27;0,00;0,50;0,00;1,00;10,00;0,50;0,00;0,00;4,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;61,00;78,94;8,97;0,00;10,76;30,00;1,00;4,00;25,00;283,21;21,79;8,71;8,71;11,73;117,31;11,73;1,17;6,00;1,00;8,00;0,50;128,26;17,21;28,15;6,26;0,00;0,00;0,00;0,50;11,00;1,00;0,00;0,00;3,00;0,00;1,00;1,00;0,00;0,50;0,00;0,50;0,00;0,00
2019-04-14;60,00;65,45;7,27;0,00;9,09;35,00;1,00;4,00;27,00;330,00;21,43;12,86;8,57;7,20;117,60;12,00;2,40;11,00;1,00;5,00;1,00;123,16;12,63;34,74;4,74;0,00;2,00;0,00;0,50;11,00;2,00;0,00;0,00;3,00;0,00;1,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00
2019-04-21;55,00;80,67;14,67;0,00;7,33;27,00;1,00;2,00;26,00;311,67;18,33;9,17;4,58;9,57;119,57;9,57;2,39;6,00;2,00;8,00;1,00;121,00;22,00;26,71;7,86;0,50;0,00;0,00;0,50;11,00;2,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,50;0,00;1,00;0,00;0,00
2019-04-28;69,00;79,89;10,89;0,00;5,45;36,00;2,00;4,00;23,00;317,40;23,00;9,20;4,60;14,28;133,24;11,90;2,38;4,00;4,00;4,00;0,50;105,07;14,11;23,52;7,84;0,50;0,00;0,50;0,50;13,00;2,00;0,50;0,50;2,00;0,50;0,00;1,00;0,50;0,00;0,00;0,50;0,00;0,00
2019-05-05;70,00;81,05;7,37;0,00;7,37;37,00;2,00;3,00;20,00;297,50;21,88;8,75;4,38;12,07;140,00;12,07;2,41;5,00;4,00;6,00;0,00;121,33;10,89;34,22;7,78;0,00;0,00;0,00;1,00;8,00;1,00;0,00;0,00;4,00;0,00;1,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00
2019-05-12;65,00;90,28;5,42;0,00;3,61;37,00;7,00;3,00;30,00;303,33;21,67;8,67;8,67;13,93;155,54;11,61;2,32;10,00;5,00;4,00;0,50;126,90;27,86;35,60;10,83;0,00;0,50;0,00;1,00;14,00;3,00;0,00;0,00;4,00;0,00;2,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;78,00;108,84;23,58;0,00;5,44;47,00;5,00;20,00;25,00;344,12;36,71;13,76;13,76;11,82;167,82;16,55;1,18;11,00;4,00;10,00;3,00;134,16;29,64;37,44;6,24;0,00;3,00;0,00;3,00;10,00;2,00;0,50;1,00;2,00;0,00;1,00;0,50;0,00;0,00;0,00;0,50;0,50;0,00
