Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;18,00;2,25;225,00;112,50;0,00;15,00
2019-01-13;13,00;2,17;182,00;95,33;1,08;15,00
2019-01-20;14,00;1,17;186,67;95,67;2,33;15,00
2019-01-27;15,00;1,07;139,29;90,00;1,07;13,00
2019-02-03;11,00;2,20;145,20;81,40;2,20;15,00
2019-02-10;9,00;2,25;141,75;103,50;2,25;12,00
2019-02-17;15,00;2,14;117,86;87,86;0,00;11,00
2019-02-24;10,00;5,00;152,50;97,50;1,25;17,00
2019-03-03;14,00;4,67;156,33;93,33;0,00;15,00
2019-03-10;12,00;1,20;148,80;91,20;0,00;9,00
2019-03-17;17,00;4,25;127,50;91,38;1,06;12,00
2019-03-24;12,00;2,40;144,00;93,60;0,00;12,00
2019-03-31;12,00;2,40;122,40;91,20;2,40;10,00
2019-04-07;10,00;5,00;157,50;97,50;1,25;12,00
2019-04-14;9,00;2,25;103,50;87,75;1,13;16,00
2019-04-21;12,00;2,40;158,40;79,20;1,20;12,00
2019-04-28;12,00;1,20;146,40;81,60;1,20;8,00
2019-05-05;17,00;1,06;104,13;76,50;2,13;19,00
2019-05-12;7,00;2,33;137,67;86,33;1,17;13,00
2019-05-19;10,00;2,50;150,00;95,00;2,50;16,00
2019-05-26;13,00;1,08;130,00;65,00;0,00;13,00
2019-06-02;16,00;2,29;132,57;86,86;2,29;11,00
2019-06-09;18,00;1,13;159,75;78,75;2,25;12,00
2019-06-16;13,00;2,17;117,00;86,67;0,00;12,00
2019-06-23;15,00;2,14;111,43;81,43;1,07;11,00
2019-06-30;10,00;0,00;132,50;105,00;1,25;13,00
2019-07-07;13,00;2,17;127,83;75,83;2,17;25,00
2019-07-14;10,00;2,00;122,00;74,00;2,00;8,00
2019-07-21;12,00;2,40;146,40;100,80;2,40;13,00
2019-07-28;13,00;2,17;138,67;97,50;1,08;17,00
2019-08-04;43,00;1,13;147,11;92,79;1,13;10,00
2019-08-11;14,00;1,17;147,00;100,33;2,33;13,00
2019-08-18;17,00;4,25;131,75;76,50;2,13;16,00
2019-08-25;12,00;1,20;156,00;98,40;0,00;11,00
2019-09-01;13,00;2,17;134,33;88,83;1,08;12,00
2019-09-08;18,00;2,25;162,00;99,00;1,13;18,00
2019-09-15;15,00;2,14;135,00;83,57;4,29;12,00
2019-09-22;13,00;2,17;149,50;78,00;2,17;14,00
2019-09-29;18,00;4,50;128,25;85,50;0,00;12,00
2019-10-06;13,00;4,33;132,17;88,83;1,08;12,00
2019-10-13;9,00;4,50;123,75;94,50;2,25;10,00
2019-10-20;13,00;6,50;110,50;73,67;1,08;13,00
2019-10-27;11,00;1,10;110,00;77,00;2,20;14,00
2019-11-03;52,00;2,26;126,61;81,39;0,00;12,00
2019-11-10;19,00;2,38;133,00;66,50;2,38;10,00
2019-11-17;13,00;4,33;95,33;73,67;2,17;13,00
2019-11-24;11,00;2,20;114,40;61,60;2,20;10,00
2019-12-01;9,00;2,25;105,75;74,25;1,13;7,00
2019-12-08;15,00;4,29;87,86;57,86;2,14;9,00
2019-12-15;13,00;2,17;95,33;73,67;2,17;13,00
2019-12-22;14,00;2,33;149,33;86,33;2,33;17,00
2019-12-29;12,00;2,00;174,00;90,00;2,00;32,00
2020-01-05;18,00;4,50;200,25;108,00;2,25;21,00
2020-01-12;20,00;2,22;195,56;106,67;2,22;16,00
2020-01-19;15,00;2,14;165,00;102,86;2,14;17,00
2020-01-26;12,00;4,80;175,20;112,80;2,40;13,00
2020-02-02;13,00;2,17;138,67;93,17;2,17;15,00
2020-02-09;12,00;4,80;151,20;86,40;1,20;16,00
2020-02-16;12,00;4,80;158,40;100,80;2,40;14,00
2020-02-23;12,00;4,80;129,60;81,60;0,00;12,00
2020-03-01;14,00;4,67;102,67;86,33;2,33;10,00
2020-03-08;17,00;2,13;93,50;80,75;2,13;10,00
2020-03-15;8,00;6,00;84,00;76,00;1,00;9,00
2020-03-22;13,00;6,50;49,83;47,67;2,17;6,00
2020-03-29;12,00;4,00;38,00;46,00;1,00;9,00
2020-04-05;11,00;2,20;68,20;57,20;1,10;6,00
2020-04-12;13,00;2,17;127,83;54,17;1,08;13,00
2020-04-19;10,00;4,00;60,00;56,00;0,00;8,00
2020-04-26;9,00;2,25;58,50;47,25;1,13;9,00
2020-05-03;8,00;6,00;42,00;44,00;0,00;10,00
2020-05-10;8,00;4,00;52,00;38,00;1,00;8,00
2020-05-17;9,00;2,25;54,00;51,75;1,13;7,00
2020-05-24;9,00;2,25;60,75;56,25;0,00;3,00
2020-05-31;10,00;5,00;72,50;52,50;1,25;10,00
2020-06-07;7,00;2,33;53,67;51,33;2,33;9,00
2020-06-14;11,00;6,60;44,00;48,40;1,10;7,00
2020-06-21;6,00;4,00;54,00;50,00;2,00;4,00
2020-06-28;18,00;4,50;69,75;51,75;1,13;4,00
2020-07-05;14,00;4,67;77,00;56,00;2,33;7,00
2020-07-12;12,00;2,40;69,60;60,00;1,20;7,00
2020-07-19;10,00;2,00;62,00;38,00;2,00;4,00
2020-07-26;10,00;2,50;65,00;67,50;2,50;6,00
2020-08-02;13,00;4,33;71,50;52,00;2,17;7,00
2020-08-09;13,00;4,33;97,50;56,33;1,08;8,00
2020-08-16;13,00;4,33;71,50;52,00;2,17;9,00
2020-08-23;10,00;1,00;58,00;54,00;2,00;7,00
2020-08-30;8,00;2,00;62,00;48,00;1,00;7,00
2020-09-06;27,00;4,50;65,25;51,75;1,13;4,00
2020-09-13;12,00;4,80;69,60;60,00;1,20;6,00
2020-09-20;10,00;2,00;52,00;40,00;2,00;7,00
2020-09-27;13,00;4,33;54,17;52,00;1,08;6,00
2020-10-04;12,00;2,00;58,00;58,00;2,00;5,00
2020-10-11;11,00;1,10;59,40;57,20;1,10;11,00
2020-10-18;10,00;2,50;67,50;67,50;2,50;4,00
2020-10-25;10,00;2,50;57,50;85,00;2,50;4,00
2020-11-01;10,00;2,50;50,00;42,50;0,00;8,00
2020-11-08;6,00;2,00;56,00;42,00;2,00;8,00
2020-11-15;7,00;2,33;51,33;51,33;2,33;5,00
2020-11-22;8,00;2,67;69,33;69,33;2,67;7,00
2020-11-29;8,00;2,67;53,33;66,67;1,33;5,00
2020-12-06;6,00;2,00;46,00;50,00;1,00;5,00
2020-12-13;89,00;2,23;51,18;48,95;1,11;22,00
2020-12-20;100,00;2,22;40,00;57,78;2,22;10,00
