Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;45,00;8,00;32,00;11,00;9,00;6,00
2019-01-13;45,00;9,00;30,00;11,00;8,00;5,00
2019-01-20;44,00;9,00;27,00;11,00;9,00;5,00
2019-01-27;39,00;8,00;26,00;11,00;3,00;3,00
2019-02-03;35,00;10,00;23,00;13,00;1,00;3,00
2019-02-10;38,00;8,00;27,00;11,00;2,00;4,00
2019-02-17;35,00;16,00;26,00;10,00;2,00;3,00
2019-02-24;35,00;8,00;25,00;12,00;1,00;3,00
2019-03-03;38,00;8,00;25,00;11,00;1,00;4,00
2019-03-10;37,00;9,00;25,00;10,00;1,00;3,00
2019-03-17;31,00;9,00;22,00;9,00;1,00;4,00
2019-03-24;34,00;10,00;21,00;9,00;1,00;3,00
2019-03-31;41,00;10,00;21,00;8,00;7,00;4,00
2019-04-07;41,00;10,00;22,00;8,00;8,00;5,00
2019-04-14;36,00;10,00;21,00;9,00;6,00;4,00
2019-04-21;38,00;10,00;24,00;9,00;7,00;4,00
2019-04-28;40,00;8,00;21,00;10,00;7,00;4,00
2019-05-05;40,00;8,00;21,00;8,00;6,00;5,00
2019-05-12;33,00;10,00;19,00;7,00;7,00;3,00
2019-05-19;43,00;9,00;20,00;8,00;6,00;4,00
2019-05-26;35,00;10,00;19,00;7,00;5,00;4,00
2019-06-02;32,00;8,00;18,00;7,00;6,00;4,00
2019-06-09;38,00;8,00;20,00;8,00;6,00;4,00
2019-06-16;38,00;10,00;22,00;9,00;10,00;4,00
2019-06-23;39,00;11,00;21,00;9,00;7,00;5,00
2019-06-30;41,00;12,00;23,00;8,00;8,00;7,00
2019-07-07;38,00;12,00;20,00;7,00;8,00;10,00
2019-07-14;40,00;10,00;20,00;9,00;8,00;6,00
2019-07-21;36,00;8,00;24,00;9,00;8,00;4,00
2019-07-28;44,00;9,00;25,00;10,00;11,00;5,00
2019-08-04;43,00;9,00;26,00;12,00;8,00;7,00
2019-08-11;44,00;9,00;28,00;18,00;8,00;6,00
2019-08-18;45,00;10,00;24,00;14,00;8,00;5,00
2019-08-25;42,00;10,00;26,00;11,00;8,00;5,00
2019-09-01;38,00;11,00;24,00;10,00;10,00;5,00
2019-09-08;38,00;7,00;24,00;9,00;9,00;5,00
2019-09-15;41,00;8,00;21,00;9,00;9,00;4,00
2019-09-22;39,00;9,00;23,00;9,00;10,00;4,00
2019-09-29;39,00;9,00;23,00;8,00;8,00;4,00
2019-10-06;41,00;8,00;23,00;16,00;8,00;4,00
2019-10-13;44,00;10,00;24,00;11,00;9,00;3,00
2019-10-20;53,00;31,00;24,00;10,00;8,00;5,00
2019-10-27;42,00;11,00;24,00;16,00;8,00;5,00
2019-11-03;44,00;9,00;24,00;9,00;8,00;4,00
2019-11-10;42,00;9,00;24,00;9,00;8,00;5,00
2019-11-17;40,00;12,00;24,00;9,00;9,00;5,00
2019-11-24;35,00;8,00;21,00;8,00;7,00;3,00
2019-12-01;36,00;10,00;21,00;8,00;7,00;4,00
2019-12-08;40,00;22,00;24,00;8,00;7,00;5,00
2019-12-15;39,00;9,00;21,00;9,00;7,00;4,00
2019-12-22;43,00;9,00;35,00;11,00;19,00;4,00
2019-12-29;46,00;10,00;33,00;14,00;14,00;5,00
2020-01-05;50,00;9,00;28,00;12,00;10,00;5,00
2020-01-12;49,00;8,00;31,00;11,00;12,00;5,00
2020-01-19;49,00;8,00;30,00;12,00;12,00;4,00
2020-01-26;43,00;7,00;37,00;10,00;9,00;4,00
2020-02-02;42,00;8,00;33,00;11,00;10,00;4,00
2020-02-09;45,00;8,00;28,00;11,00;11,00;3,00
2020-02-16;44,00;8,00;30,00;13,00;10,00;5,00
2020-02-23;38,00;8,00;28,00;12,00;11,00;4,00
2020-03-01;39,00;8,00;26,00;10,00;7,00;4,00
2020-03-08;46,00;8,00;33,00;12,00;6,00;5,00
2020-03-15;39,00;9,00;21,00;6,00;3,00;4,00
2020-03-22;33,00;11,00;15,00;5,00;2,00;3,00
2020-03-29;34,00;15,00;16,00;16,00;3,00;3,00
2020-04-05;25,00;10,00;11,00;6,00;3,00;3,00
2020-04-12;29,00;9,00;13,00;5,00;5,00;2,00
2020-04-19;31,00;10,00;11,00;5,00;2,00;3,00
2020-04-26;32,00;11,00;13,00;5,00;3,00;3,00
2020-05-03;29,00;23,00;11,00;4,00;3,00;3,00
2020-05-10;26,00;15,00;8,00;3,00;2,00;3,00
2020-05-17;32,00;10,00;10,00;4,00;3,00;3,00
2020-05-24;29,00;12,00;9,00;4,00;3,00;2,00
2020-05-31;31,00;9,00;10,00;4,00;3,00;3,00
2020-06-07;33,00;9,00;11,00;4,00;4,00;2,00
2020-06-14;35,00;11,00;12,00;4,00;3,00;3,00
2020-06-21;33,00;10,00;12,00;5,00;2,00;3,00
2020-06-28;36,00;10,00;11,00;5,00;3,00;3,00
2020-07-05;36,00;11,00;12,00;5,00;3,00;3,00
2020-07-12;36,00;10,00;10,00;5,00;3,00;3,00
2020-07-19;40,00;8,00;12,00;7,00;2,00;3,00
2020-07-26;38,00;9,00;10,00;4,00;2,00;3,00
2020-08-02;37,00;8,00;26,00;5,00;3,00;3,00
2020-08-09;38,00;9,00;52,00;6,00;3,00;3,00
2020-08-16;43,00;9,00;24,00;5,00;11,00;3,00
2020-08-23;38,00;8,00;13,00;5,00;5,00;3,00
2020-08-30;40,00;10,00;17,00;5,00;4,00;3,00
2020-09-06;44,00;9,00;11,00;4,00;4,00;2,00
2020-09-13;38,00;8,00;10,00;4,00;3,00;3,00
2020-09-20;38,00;8,00;10,00;3,00;3,00;2,00
2020-09-27;36,00;8,00;9,00;3,00;3,00;3,00
2020-10-04;42,00;7,00;9,00;3,00;4,00;2,00
2020-10-11;41,00;8,00;9,00;4,00;4,00;3,00
2020-10-18;40,00;8,00;7,00;4,00;4,00;3,00
2020-10-25;42,00;11,00;7,00;3,00;3,00;2,00
2020-11-01;31,00;7,00;9,00;2,00;2,00;2,00
2020-11-08;36,00;7,00;8,00;3,00;3,00;2,00
2020-11-15;34,00;7,00;8,00;4,00;4,00;2,00
2020-11-22;36,00;11,00;9,00;4,00;4,00;2,00
2020-11-29;36,00;7,00;9,00;4,00;4,00;3,00
2020-12-06;43,00;9,00;9,00;4,00;6,00;2,00
2020-12-13;51,00;16,00;9,00;4,00;5,00;3,00
2020-12-20;43,00;8,00;10,00;6,00;10,00;3,00
2020-12-27;53,00;9,00;12,00;6,00;10,00;3,00
2021-01-03;61,00;9,00;13,00;7,00;11,00;3,00
2021-01-10;100,00;9,00;12,00;5,00;10,00;3,00
2021-01-17;68,00;12,00;17,00;6,00;9,00;3,00
2021-01-24;47,00;14,00;10,00;6,00;8,00;2,00
2021-01-31;45,00;17,00;9,00;4,00;4,00;2,00
2021-02-07;39,00;10,00;9,00;4,00;5,00;2,00
2021-02-14;36,00;9,00;9,00;4,00;6,00;2,00
2021-02-21;38,00;13,00;9,00;5,00;7,00;2,00
2021-02-28;38,00;11,00;9,00;5,00;6,00;2,00
2021-03-07;40,00;8,00;12,00;6,00;45,00;3,00
2021-03-14;35,00;10,00;8,00;5,00;7,00;3,00
2021-03-21;33,00;8,00;8,00;5,00;13,00;3,00
2021-03-28;31,00;9,00;8,00;5,00;5,00;3,00
2021-04-04;30,00;9,00;9,00;6,00;5,00;2,00
2021-04-11;35,00;8,00;10,00;5,00;4,00;3,00
2021-04-18;35,00;10,00;9,00;7,00;5,00;2,00
2021-04-25;35,00;8,00;10,00;6,00;5,00;2,00
2021-05-02;37,00;8,00;9,00;14,00;5,00;3,00
2021-05-09;35,00;9,00;10,00;29,00;14,00;2,00
2021-05-16;37,00;7,00;10,00;13,00;8,00;2,00
2021-05-23;38,00;8,00;10,00;7,00;8,00;2,00
2021-05-30;37,00;9,00;11,00;19,00;7,00;2,00
2021-06-06;38,00;9,00;11,00;10,00;8,00;3,00
2021-06-13;39,00;9,00;12,00;7,00;8,00;3,00
2021-06-20;41,00;9,00;12,00;11,00;8,00;3,00
2021-06-27;39,00;10,00;10,00;7,00;7,00;2,00
2021-07-04;44,00;11,00;11,00;6,00;7,00;3,00
2021-07-11;54,00;10,00;11,00;15,00;6,00;2,00
2021-07-18;45,00;8,00;12,00;7,00;14,00;2,00
2021-07-25;67,00;9,00;14,00;8,00;11,00;3,00
2021-08-01;40,00;9,00;15,00;8,00;11,00;3,00
2021-08-08;47,00;11,00;17,00;9,00;12,00;3,00
2021-08-15;43,00;9,00;14,00;9,00;12,00;3,00
2021-08-22;45,00;10,00;14,00;10,00;13,00;3,00
2021-08-29;41,00;10,00;15,00;9,00;11,00;3,00
2021-09-05;42,00;10,00;15,00;9,00;10,00;4,00
