Semaine;London (GB);Paris (FR);Amsterdam (NL);Roma (IT);Lille (FR);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;95,00;54,76;23,47;64,35;0,77;15,32;34,00;21,00;16,00;19,00;24,00;24,00;26,00;2,00;4,00;18,00;2,00;8,00;3,00;8,00;7,00;4,00;3,00;3,00;1,00;4,00;3,00;0,50;1,00;0,50;1,00;0,50;0,50
2019-01-13;90,00;59,63;21,38;63,62;0,78;13,97;31,00;21,00;18,00;18,00;25,00;26,00;25,00;2,00;5,00;19,00;3,00;7,00;3,00;6,00;8,00;5,00;3,00;3,00;1,00;6,00;2,00;1,00;1,00;0,50;1,00;0,50;0,50
2019-01-20;76,00;50,29;19,00;60,80;0,76;12,16;29,00;20,00;17,00;17,00;21,00;23,00;20,00;1,00;5,00;16,00;3,00;6,00;2,00;6,00;8,00;4,00;4,00;3,00;1,00;4,00;3,00;1,00;2,00;0,50;1,00;0,00;0,50
2019-01-27;87,00;54,65;20,08;45,79;0,76;15,26;26,00;21,00;12,00;18,00;21,00;20,00;23,00;1,00;4,00;18,00;2,00;7,00;2,00;7,00;7,00;4,00;3,00;2,00;0,50;3,00;3,00;1,00;2,00;1,00;1,00;0,50;0,50
2019-02-03;90,00;57,78;18,89;41,19;0,76;15,25;32,00;24,00;10,00;21,00;23,00;18,00;22,00;2,00;5,00;17,00;2,00;6,00;3,00;7,00;9,00;3,00;2,00;2,00;0,50;5,00;3,00;1,00;2,00;0,50;1,00;0,50;0,50
2019-02-10;79,00;59,81;18,06;40,27;0,77;15,49;26,00;21,00;13,00;20,00;23,00;21,00;25,00;2,00;5,00;19,00;3,00;6,00;3,00;7,00;7,00;4,00;3,00;2,00;1,00;4,00;2,00;1,00;2,00;0,50;1,00;0,00;0,50
2019-02-17;75,00;60,45;17,91;39,06;0,78;17,19;24,00;21,00;14,00;19,00;19,00;19,00;23,00;2,00;5,00;18,00;13,00;6,00;3,00;6,00;7,00;3,00;3,00;2,00;1,00;4,00;3,00;1,00;2,00;0,50;1,00;0,00;0,50
2019-02-24;77,00;53,57;16,74;38,50;0,77;16,94;27,00;19,00;13,00;18,00;21,00;18,00;23,00;2,00;5,00;19,00;2,00;7,00;2,00;6,00;10,00;3,00;3,00;1,00;1,00;4,00;3,00;1,00;2,00;1,00;1,00;0,00;0,50
2019-03-03;76,00;54,76;20,12;40,33;0,78;12,41;25,00;19,00;12,00;20,00;21,00;19,00;22,00;2,00;5,00;18,00;3,00;7,00;3,00;6,00;8,00;4,00;3,00;1,00;1,00;4,00;3,00;1,00;2,00;1,00;1,00;0,50;0,50
2019-03-10;78,00;57,65;19,22;36,71;0,76;15,29;26,00;19,00;12,00;22,00;19,00;19,00;24,00;1,00;4,00;21,00;4,00;8,00;3,00;7,00;10,00;4,00;3,00;2,00;1,00;5,00;3,00;1,00;2,00;1,00;1,00;0,50;0,50
