Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;16,00;130,67;125,33;58,67;80,00;72,00;2,67;57,33;81,33;41,14;96,00;121,14;52,57;48,00;57,14;57,14;13,71;33,00;45,00;29,00;53,00;8,00;50,00;18,00;14,00;12,00;5,00;56,00;4,00;5,00;9,00;1,00;5,00;1,00;0,00
2019-01-13;25,00;125,00;130,56;58,33;97,22;63,89;2,78;68,06;70,83;45,00;90,00;155,00;60,00;47,73;63,64;59,09;22,73;30,00;35,00;22,00;40,00;8,00;38,00;25,00;19,00;8,00;7,00;63,00;7,00;4,00;4,00;2,00;9,00;3,00;1,00
2019-01-20;28,00;140,00;134,40;72,80;109,20;81,33;2,67;68,00;72,00;48,36;73,82;162,91;53,45;53,67;44,33;42,00;21,00;27,00;37,00;27,00;44,00;8,00;55,00;28,00;16,00;12,00;10,00;55,00;3,00;7,00;6,00;1,00;7,00;4,00;1,00
2019-01-27;16,00;133,33;141,33;82,67;74,67;53,33;1,33;72,00;69,33;38,86;91,43;130,29;61,71;38,86;50,29;50,29;20,57;36,00;32,00;17,00;43,00;9,00;47,00;22,00;12,00;9,00;3,00;66,00;4,00;4,00;4,00;1,00;10,00;2,00;0,00
2019-02-03;15,00;156,00;120,00;66,00;90,00;51,82;1,36;70,91;68,18;47,50;97,50;155,00;65,00;57,50;72,50;67,50;25,00;38,00;51,00;21,00;50,00;9,00;69,00;24,00;19,00;14,00;1,00;60,00;2,00;5,00;2,00;6,00;5,00;2,00;2,00
2019-02-10;19,00;158,33;148,83;66,50;76,00;65,14;4,07;71,93;76,00;40,38;83,13;140,13;61,75;57,00;66,50;54,63;30,88;49,00;44,00;21,00;35,00;15,00;49,00;21,00;16,00;13,00;3,00;54,00;4,00;2,00;3,00;5,00;9,00;0,00;3,00
2019-02-17;25,00;150,00;136,11;63,89;88,89;51,39;0,00;66,67;68,06;45,00;112,50;132,50;72,50;45,45;59,09;54,55;18,18;42,00;37,00;25,00;42,00;12,00;51,00;22,00;15,00;9,00;4,00;34,00;5,00;5,00;2,00;2,00;5,00;3,00;1,00
2019-02-24;20,00;160,00;145,71;71,43;94,29;48,00;2,67;76,00;85,33;47,50;115,00;142,50;70,00;46,67;62,22;46,67;33,33;32,00;32,00;29,00;40,00;13,00;50,00;24,00;21,00;11,00;7,00;48,00;4,00;7,00;9,00;5,00;6,00;4,00;2,00
2019-03-03;22,00;163,43;166,57;78,57;78,57;55,00;1,38;77,00;83,88;41,56;102,67;139,33;66,00;58,67;66,00;61,11;26,89;20,00;40,00;23,00;54,00;9,00;44,00;25,00;7,00;18,00;0,00;75,00;2,00;7,00;6,00;4,00;8,00;5,00;2,00
2019-03-10;25,00;150,00;133,33;75,00;100,00;54,17;1,39;79,17;63,89;47,50;95,00;140,00;72,50;54,55;65,91;45,45;25,00;35,00;45,00;32,00;52,00;13,00;57,00;17,00;27,00;13,00;3,00;60,00;5,00;4,00;5,00;3,00;6,00;3,00;3,00
2019-03-17;25,00;141,67;105,56;77,78;86,11;62,50;4,17;63,89;83,33;55,00;102,50;157,50;85,00;54,55;70,45;47,73;20,45;36,00;35,00;23,00;44,00;12,00;50,00;18,00;21,00;8,00;1,00;69,00;3,00;7,00;8,00;5,00;8,00;4,00;1,00
2019-03-24;27,00;177,00;138,00;78,00;111,00;51,30;2,70;70,20;71,55;39,27;90,82;135,00;66,27;49,50;72,00;49,50;27,00;36,00;41,00;24,00;46,00;17,00;52,00;22,00;20,00;8,00;1,00;68,00;2,00;5,00;2,00;4,00;7,00;2,00;1,00
2019-03-31;36,00;171,00;132,00;72,00;135,00;78,92;2,77;77,54;103,85;52,80;100,80;192,00;81,60;62,40;79,20;52,80;33,60;45,00;41,00;36,00;40,00;22,00;51,00;26,00;16,00;14,00;5,00;61,00;4,00;8,00;3,00;6,00;9,00;6,00;4,00
2019-04-07;47,00;196,81;138,06;96,94;146,88;85,94;4,03;59,09;96,69;79,16;131,11;200,37;61,84;51,70;96,35;72,85;39,95;47,00;40,00;53,00;52,00;15,00;63,00;31,00;16,00;18,00;8,00;64,00;6,00;10,00;4,00;6,00;11,00;4,00;3,00
2019-04-14;50,00;294,12;170,59;91,18;150,00;116,67;5,56;76,39;73,61;90,00;122,50;250,00;87,50;61,90;121,43;78,57;69,05;45,00;53,00;58,00;41,00;20,00;73,00;20,00;15,00;10,00;4,00;83,00;3,00;10,00;6,00;8,00;14,00;14,00;3,00
2019-04-21;39,00;180,00;150,00;78,00;153,00;91,45;2,69;83,38;84,72;78,00;119,44;207,19;75,56;64,24;94,06;59,65;52,76;42,00;40,00;45,00;44,00;12,00;68,00;28,00;13,00;17,00;7,00;81,00;3,00;7,00;3,00;5,00;8,00;5,00;2,00
2019-04-28;40,00;148,57;134,29;74,29;142,86;85,52;2,76;82,76;84,14;82,50;100,00;167,50;67,50;68,24;91,76;72,94;51,76;41,00;41,00;23,00;34,00;13,00;57,00;26,00;21,00;14,00;5,00;64,00;4,00;7,00;4,00;2,00;8,00;4,00;1,00
2019-05-05;32,00;128,00;142,55;75,64;122,18;80,70;2,78;139,13;83,48;54,15;98,46;164,92;56,62;46,77;86,15;61,54;34,46;41,00;32,00;19,00;56,00;12,00;45,00;23,00;20,00;14,00;3,00;72,00;5,00;5,00;7,00;5,00;12,00;4,00;1,00
2019-05-12;34,00;144,50;110,50;51,00;119,00;134,64;2,72;99,28;95,20;53,43;106,86;172,43;55,86;54,40;83,87;58,93;31,73;50,00;28,00;24,00;46,00;18,00;51,00;31,00;17,00;10,00;7,00;68,00;7,00;6,00;7,00;5,00;5,00;1,00;1,00
2019-05-19;36,00;168,00;120,00;63,00;108,00;80,31;2,77;85,85;72,00;55,20;91,20;168,00;57,60;60,00;84,00;67,20;33,60;47,00;43,00;39,00;44,00;14,00;68,00;20,00;13,00;19,00;9,00;65,00;4,00;4,00;6,00;9,00;10,00;3,00;4,00
2019-05-26;58,00;156,60;142,10;60,90;121,80;79,58;1,35;87,67;76,88;62,83;84,58;183,67;62,83;111,36;76,56;67,28;53,36;40,00;38,00;41,00;34,00;12,00;64,00;18,00;21,00;16,00;7,00;60,00;6,00;4,00;5,00;3,00;22,00;9,00;2,00
2019-06-02;34,00;164,33;133,17;59,50;113,33;68,00;0,00;78,88;77,52;53,43;85,00;184,57;68,00;72,86;136,00;68,00;24,29;40,00;34,00;33,00;44,00;17,00;54,00;30,00;23,00;20,00;4,00;67,00;6,00;5,00;8,00;4,00;9,00;6,00;0,00
2019-06-09;47,00;143,94;117,50;61,69;123,38;63,11;2,69;55,06;75,20;54,42;98,95;163,26;49,47;49,35;77,55;58,75;28,20;49,00;43,00;32,00;43,00;12,00;55,00;25,00;20,00;13,00;11,00;74,00;6,00;8,00;5,00;4,00;7,00;7,00;1,00
2019-06-16;48,00;147,00;123,00;48,00;123,00;54,86;5,49;57,60;80,91;65,68;85,89;186,95;55,58;67,20;84,00;52,80;31,20;47,00;36,00;32,00;42,00;22,00;52,00;33,00;18,00;8,00;10,00;72,00;4,00;8,00;9,00;6,00;11,00;5,00;2,00
2019-06-23;42,00;153,00;105,00;63,00;138,00;71,40;2,80;72,80;81,20;49,41;103,76;170,47;74,12;60,67;77,00;56,00;25,67;43,00;31,00;30,00;39,00;19,00;52,00;33,00;19,00;12,00;7,00;58,00;7,00;9,00;3,00;2,00;14,00;3,00;1,00
2019-06-30;46,00;146,63;112,13;63,25;120,75;62,24;2,71;56,82;58,18;58,11;89,58;157,37;46,00;46,00;73,60;41,40;23,00;39,00;35,00;37,00;41,00;21,00;47,00;23,00;15,00;12,00;5,00;69,00;5,00;9,00;7,00;5,00;6,00;1,00;5,00
2019-07-07;50,00;155,88;141,18;70,59;138,24;70,27;2,70;60,81;85,14;73,81;107,14;164,29;71,43;71,43;114,29;54,76;33,33;58,00;33,00;39,00;49,00;19,00;59,00;37,00;24,00;12,00;4,00;76,00;6,00;11,00;5,00;2,00;7,00;4,00;3,00
2019-07-14;54,00;162,00;139,26;65,37;139,26;74,77;4,15;69,23;99,69;68,73;98,18;191,45;68,73;54,00;115,04;63,39;35,22;63,00;37,00;38,00;49,00;23,00;55,00;28,00;17,00;14,00;5,00;72,00;6,00;16,00;7,00;6,00;14,00;2,00;5,00
2019-07-21;62,00;171,24;141,71;73,81;150,57;63,38;1,38;70,27;79,91;69,44;109,12;178,56;54,56;69,15;114,46;62,00;42,92;63,00;43,00;27,00;61,00;23,00;62,00;39,00;14,00;18,00;3,00;70,00;7,00;10,00;7,00;5,00;11,00;8,00;2,00
2019-07-28;53,00;170,78;138,39;85,39;156,06;70,67;5,44;58,44;96,49;62,64;113,23;178,27;50,59;64,52;94,48;64,52;36,87;41,00;40,00;36,00;58,00;21,00;61,00;36,00;24,00;18,00;6,00;69,00;7,00;7,00;7,00;7,00;14,00;7,00;3,00
2019-08-04;43,00;151,93;131,87;63,07;131,87;76,29;1,39;66,58;72,13;48,06;80,94;146,71;75,88;64,50;74,06;66,89;35,83;44,00;52,00;39,00;38,00;22,00;49,00;18,00;20,00;15,00;8,00;72,00;7,00;13,00;6,00;5,00;12,00;3,00;2,00
2019-08-11;47,00;149,81;129,25;61,69;123,38;60,43;2,69;68,49;81,91;61,84;98,95;145,95;54,42;39,95;91,65;63,45;35,25;43,00;21,00;31,00;45,00;22,00;62,00;19,00;21,00;17,00;8,00;61,00;3,00;9,00;6,00;5,00;7,00;1,00;1,00
2019-08-18;44,00;152,53;140,80;73,33;117,33;60,50;2,75;68,75;72,88;53,78;92,89;154,00;56,22;57,89;64,84;60,21;34,74;40,00;34,00;30,00;43,00;16,00;55,00;22,00;21,00;13,00;11,00;50,00;4,00;6,00;6,00;3,00;10,00;5,00;0,00
2019-08-25;40,00;154,29;108,57;51,43;125,71;74,48;1,38;77,24;67,59;55,00;85,00;152,50;70,00;49,41;82,35;54,12;37,65;35,00;42,00;33,00;44,00;18,00;43,00;21,00;24,00;14,00;10,00;51,00;7,00;5,00;5,00;4,00;11,00;5,00;1,00
2019-09-01;40,00;171,43;140,00;68,57;117,14;81,38;4,14;66,21;88,28;65,00;112,50;177,50;82,50;65,88;84,71;63,53;44,71;45,00;59,00;32,00;43,00;14,00;45,00;17,00;19,00;14,00;4,00;60,00;1,00;12,00;6,00;4,00;9,00;6,00;2,00
2019-09-08;41,00;172,79;161,07;67,36;111,29;73,80;0,00;79,27;82,00;72,35;113,35;171,24;72,35;48,24;94,06;67,53;48,24;39,00;39,00;44,00;45,00;13,00;60,00;20,00;20,00;16,00;6,00;72,00;8,00;5,00;3,00;5,00;12,00;6,00;3,00
2019-09-15;37,00;179,31;142,31;68,31;108,15;90,44;4,11;82,22;60,30;61,67;123,33;197,33;88,80;55,50;85,56;53,19;55,50;50,00;42,00;28,00;45,00;13,00;72,00;18,00;16,00;13,00;5,00;73,00;8,00;5,00;4,00;4,00;5,00;6,00;2,00
2019-09-22;36,00;185,54;157,85;58,15;124,62;82,67;1,33;72,00;70,67;72,00;122,40;158,40;79,20;57,60;84,00;60,00;48,00;44,00;41,00;33,00;46,00;19,00;76,00;23,00;27,00;7,00;5,00;63,00;4,00;7,00;4,00;2,00;7,00;8,00;1,00
2019-09-29;41,00;202,07;161,07;87,86;149,36;84,73;4,10;91,57;84,73;67,53;103,71;217,06;67,53;61,50;82,00;77,44;34,17;38,00;39,00;32,00;49,00;19,00;69,00;18,00;16,00;9,00;4,00;67,00;4,00;8,00;2,00;4,00;6,00;2,00;3,00
2019-10-06;31,00;188,82;155,00;64,82;115,55;83,57;2,70;86,26;72,78;69,15;114,46;178,85;73,92;54,85;64,38;59,62;50,08;48,00;45,00;39,00;43,00;14,00;73,00;20,00;17,00;12,00;4,00;52,00;2,00;2,00;4,00;2,00;10,00;7,00;1,00
2019-10-13;23,00;186,88;152,38;66,13;155,25;74,41;2,71;66,29;69,00;76,67;112,44;214,67;76,67;52,90;78,20;55,20;41,40;33,00;46,00;36,00;53,00;13,00;53,00;22,00;15,00;12,00;5,00;58,00;4,00;2,00;4,00;3,00;5,00;5,00;1,00
2019-10-20;22,00;173,25;145,75;60,50;85,25;74,25;5,50;83,88;68,75;75,78;97,78;176,00;63,56;48,89;73,33;61,11;36,67;36,00;45,00;34,00;48,00;9,00;56,00;19,00;14,00;9,00;4,00;43,00;3,00;6,00;4,00;2,00;7,00;4,00;0,00
2019-10-27;18,00;177,00;144,00;60,00;81,00;72,00;1,38;63,69;63,69;64,29;108,00;174,86;51,43;54,00;56,57;66,86;41,14;34,00;34,00;26,00;53,00;11,00;36,00;21,00;8,00;8,00;7,00;47,00;2,00;3,00;6,00;3,00;4,00;6,00;1,00
2019-11-03;15,00;159,00;147,00;60,00;87,00;61,36;4,09;66,82;61,36;60,00;105,00;175,00;60,00;40,00;52,50;65,00;45,00;32,00;29,00;40,00;53,00;9,00;62,00;25,00;9,00;6,00;4,00;52,00;3,00;6,00;3,00;1,00;4,00;4,00;1,00
2019-11-10;21,00;156,00;237,00;66,00;93,00;57,40;2,80;74,20;58,80;63,00;102,38;154,88;57,75;46,67;233,33;58,33;49,00;45,00;28,00;34,00;44,00;6,00;62,00;22,00;16,00;9,00;6,00;62,00;4,00;3,00;5,00;1,00;3,00;4,00;2,00
2019-11-17;15,00;153,00;147,00;66,00;72,00;58,64;2,73;61,36;42,27;45,00;82,50;170,00;50,00;50,00;95,00;57,50;50,00;30,00;30,00;23,00;36,00;4,00;40,00;16,00;16,00;8,00;5,00;52,00;1,00;0,00;4,00;1,00;6,00;5,00;0,00
2019-11-24;15,00;153,00;132,00;45,00;72,00;55,91;4,09;58,64;50,45;50,00;92,50;170,00;37,50;42,86;49,29;42,86;49,29;24,00;30,00;29,00;42,00;8,00;47,00;12,00;9,00;6,00;3,00;43,00;4,00;4,00;2,00;1,00;3,00;3,00;0,00
2019-12-01;14,00;154,00;120,40;56,00;78,40;63,00;2,80;57,40;46,20;51,33;84,00;137,67;51,33;53,67;35,00;46,67;49,00;20,00;26,00;44,00;45,00;3,00;63,00;15,00;9,00;7,00;3,00;43,00;4,00;3,00;3,00;1,00;5,00;3,00;0,00
2019-12-08;14,00;137,20;112,00;44,80;70,00;64,40;5,60;71,40;44,80;53,67;67,67;130,67;58,33;37,33;35,00;51,33;49,00;21,00;19,00;30,00;32,00;9,00;48,00;16,00;11,00;8,00;6,00;48,00;4,00;6,00;1,00;1,00;2,00;2,00;1,00
2019-12-15;25,00;155,56;108,33;61,11;100,00;76,32;2,63;68,42;52,63;57,50;67,50;165,00;50,00;38,64;47,73;31,82;38,64;17,00;28,00;31,00;39,00;11,00;51,00;17,00;11,00;8,00;2,00;41,00;4,00;4,00;4,00;1,00;9,00;1,00;1,00
2019-12-22;26,00;187,78;141,56;75,11;115,56;69,79;4,11;76,63;86,21;68,55;101,64;182,00;59,09;54,36;73,27;63,82;40,18;29,00;28,00;30,00;36,00;16,00;56,00;23,00;16,00;9,00;3,00;73,00;5,00;3,00;2,00;3,00;7,00;3,00;3,00
2019-12-29;16,00;141,33;141,33;77,33;96,00;60,00;2,67;69,33;73,33;54,86;96,00;178,29;52,57;50,29;57,14;54,86;32,00;37,00;36,00;24,00;36,00;11,00;49,00;19,00;16,00;11,00;4,00;71,00;5,00;5,00;4,00;6,00;5,00;3,00;0,00
2020-01-05;17,00;153,00;130,33;59,50;96,33;69,42;7,08;82,17;72,25;46,14;92,29;148,14;63,14;51,00;55,86;53,43;29,14;28,00;48,00;30,00;45,00;9,00;44,00;26,00;18,00;13,00;5,00;64,00;3,00;4,00;4,00;1,00;5,00;5,00;0,00
2020-01-12;16,00;130,67;130,67;66,67;90,67;64,00;2,67;76,00;74,67;41,14;68,57;144,00;68,57;41,14;59,43;52,57;22,86;32,00;48,00;25,00;40,00;14,00;49,00;25,00;16,00;6,00;5,00;56,00;4,00;7,00;2,00;3,00;6,00;2,00;2,00
2020-01-19;28,00;134,40;123,20;78,40;103,60;72,80;2,80;68,60;54,60;58,55;84,00;173,09;58,55;49,00;35,00;53,67;23,33;34,00;34,00;25,00;34,00;8,00;51,00;20,00;22,00;7,00;3,00;65,00;5,00;6,00;4,00;3,00;7,00;3,00;2,00
2020-01-26;19,00;122,14;119,43;70,57;84,14;95,00;0,00;62,43;66,50;40,38;85,50;156,75;71,25;42,75;49,88;57,00;23,75;34,00;34,00;23,00;36,00;5,00;40,00;21,00;18,00;8,00;5,00;60,00;2,00;3,00;3,00;2,00;5,00;3,00;3,00
2020-02-02;29,00;130,50;130,50;60,90;101,50;71,81;4,14;98,05;64,90;72,50;79,75;128,08;87,00;60,42;53,17;48,33;24,17;41,00;41,00;24,00;45,00;14,00;36,00;25,00;12,00;11,00;4,00;56,00;7,00;3,00;3,00;1,00;2,00;4,00;1,00
2020-02-09;34,00;147,33;138,83;73,67;107,67;81,60;2,72;72,08;58,48;48,57;77,71;165,14;58,29;49,87;52,13;40,80;24,93;38,00;30,00;28,00;63,00;10,00;45,00;20,00;14,00;12,00;4,00;74,00;1,00;5,00;1,00;1,00;7,00;3,00;0,00
2020-02-16;27,00;171,00;153,00;63,00;102,00;82,35;2,70;71,55;70,20;58,91;85,91;179,18;63,82;49,50;49,50;51,75;27,00;34,00;37,00;26,00;41,00;12,00;52,00;15,00;18,00;15,00;5,00;60,00;3,00;7,00;3,00;4,00;6,00;7,00;1,00
2020-02-23;23,00;149,50;109,25;51,75;92,00;63,59;2,71;70,35;56,82;51,11;99,67;140,56;58,78;43,70;59,80;36,80;29,90;30,00;29,00;29,00;43,00;12,00;52,00;19,00;13,00;8,00;2,00;45,00;5,00;0,00;3,00;3,00;7,00;3,00;1,00
2020-03-01;21,00;135,00;102,00;45,00;78,00;65,63;2,63;52,50;57,75;39,67;72,33;93,33;53,67;42,00;46,67;32,67;30,33;26,00;29,00;21,00;44,00;13,00;44,00;15,00;9,00;11,00;4,00;38,00;2,00;3,00;3,00;1,00;5,00;6,00;1,00
2020-03-08;18,00;108,00;90,00;36,00;78,00;48,46;2,77;73,38;48,46;54,00;51,43;92,57;43,71;31,50;47,25;38,25;13,50;18,00;20,00;18,00;54,00;8,00;39,00;13,00;7,00;6,00;2,00;36,00;2,00;4,00;2,00;2,00;3,00;1,00;0,00
2020-03-15;11,00;79,75;52,25;22,00;27,50;35,75;0,69;50,88;30,25;11,00;30,80;39,60;22,00;13,20;88,00;15,40;6,60;6,00;17,00;13,00;34,00;6,00;20,00;5,00;4,00;5,00;2,00;18,00;1,00;2,00;0,00;2,00;2,00;1,00;1,00
2020-03-22;6,00;51,00;30,00;12,00;21,00;37,50;0,75;39,00;15,00;15,00;42,00;54,00;24,00;12,00;52,00;12,00;8,00;9,00;8,00;4,00;24,00;5,00;16,00;4,00;2,00;4,00;0,00;18,00;1,00;4,00;0,00;1,00;5,00;0,00;0,00
2020-03-29;2,00;28,00;22,00;10,00;12,00;36,00;1,00;38,00;26,00;10,00;18,00;20,00;12,00;6,00;28,00;4,00;2,00;7,00;9,00;5,00;22,00;2,00;12,00;8,00;2,00;4,00;1,00;14,00;1,00;1,00;1,00;1,00;2,00;1,00;0,00
2020-04-05;3,00;36,00;30,00;9,00;18,00;25,50;0,75;19,50;22,50;15,00;39,00;39,00;24,00;15,00;36,00;12,00;9,00;12,00;9,00;5,00;16,00;5,00;11,00;7,00;3,00;4,00;0,00;15,00;2,00;1,00;0,00;0,00;1,00;0,00;1,00
2020-04-12;6,00;51,00;36,00;12,00;21,00;36,00;1,50;30,00;22,50;12,00;30,00;42,00;24,00;10,00;20,00;6,00;4,00;8,00;11,00;6,00;16,00;4,00;16,00;12,00;6,00;2,00;3,00;14,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00
2020-04-19;4,00;26,00;18,00;10,00;12,00;24,00;0,00;14,67;14,67;12,00;24,00;22,00;14,00;8,00;18,00;8,00;6,00;13,00;8,00;5,00;17,00;6,00;6,00;8,00;3,00;0,00;4,00;14,00;1,00;1,00;1,00;1,00;3,00;1,00;1,00
2020-04-26;6,00;36,00;30,00;12,00;18,00;30,00;0,00;15,00;16,50;12,00;42,00;33,00;24,00;6,00;16,00;8,00;4,00;11,00;10,00;6,00;15,00;4,00;11,00;10,00;3,00;5,00;1,00;16,00;2,00;1,00;1,00;1,00;2,00;1,00;1,00
2020-05-03;7,00;49,00;38,50;10,50;31,50;25,20;1,40;15,40;11,20;14,00;32,67;30,33;25,67;9,33;21,00;11,67;4,67;11,00;9,00;4,00;16,00;3,00;12,00;6,00;2,00;2,00;3,00;18,00;0,00;1,00;1,00;0,00;3,00;1,00;0,00
2020-05-10;9,00;39,00;36,00;15,00;27,00;25,71;1,29;19,29;24,43;11,25;27,00;33,75;15,75;11,25;20,25;18,00;4,50;16,00;5,00;5,00;16,00;5,00;11,00;8,00;4,00;3,00;3,00;19,00;3,00;0,00;4,00;1,00;2,00;1,00;0,00
2020-05-17;12,00;36,00;33,00;9,00;21,00;22,50;0,00;24,00;30,00;14,40;50,40;38,40;21,60;14,40;26,40;19,20;12,00;16,00;12,00;5,00;14,00;5,00;20,00;10,00;2,00;5,00;2,00;24,00;1,00;5,00;2,00;2,00;1,00;0,00;0,00
2020-05-24;10,00;37,50;27,50;15,00;22,50;25,00;1,25;25,00;31,25;17,50;45,00;45,00;17,50;12,50;25,00;17,50;10,00;14,00;10,00;7,00;16,00;7,00;18,00;9,00;4,00;7,00;0,00;19,00;2,00;2,00;1,00;1,00;6,00;1,00;0,00
2020-05-31;25,00;44,44;25,00;27,78;33,33;33,33;1,39;19,44;41,67;17,50;35,00;65,00;27,50;13,64;36,36;22,73;11,36;30,00;5,00;17,00;25,00;10,00;27,00;5,00;6,00;3,00;7,00;36,00;3,00;2,00;1,00;2,00;6,00;2,00;1,00
2020-06-07;23,00;57,50;37,38;28,75;31,63;33,82;1,35;27,06;39,24;20,44;40,89;58,78;20,44;16,10;48,30;20,70;16,10;21,00;9,00;21,00;20,00;20,00;27,00;6,00;8,00;10,00;4,00;45,00;3,00;4,00;4,00;3,00;4,00;3,00;1,00
2020-06-14;33,00;90,00;39,00;30,00;36,00;33,00;1,38;28,88;45,38;25,38;63,46;63,46;27,92;25,93;49,50;35,36;21,21;35,00;12,00;19,00;21,00;16,00;37,00;9,00;4,00;11,00;4,00;43,00;3,00;5,00;4,00;5,00;8,00;6,00;2,00
2020-06-21;46,00;66,13;28,75;37,38;34,50;35,18;1,35;25,71;41,94;14,53;50,84;60,53;21,79;25,30;55,20;29,90;13,80;24,00;13,00;20,00;26,00;23,00;25,00;10,00;8,00;7,00;3,00;31,00;1,00;8,00;6,00;5,00;10,00;3,00;1,00
2020-06-28;44,00;79,20;29,33;41,07;46,93;42,63;0,69;27,50;41,25;29,33;53,78;61,11;19,56;18,53;55,58;39,37;16,21;26,00;11,00;19,00;24,00;15,00;30,00;8,00;9,00;13,00;3,00;39,00;3,00;11,00;7,00;2,00;8,00;2,00;4,00
2020-07-05;75,00;89,42;28,85;37,50;57,69;36,82;2,73;25,91;40,91;22,50;62,50;87,50;30,00;21,09;63,28;35,16;30,47;27,00;11,00;26,00;25,00;23,00;27,00;8,00;6,00;13,00;3,00;38,00;1,00;15,00;3,00;6,00;16,00;3,00;3,00
2020-07-12;90,00;75,48;31,94;31,94;46,45;36,82;1,36;39,55;43,64;31,62;60,81;82,70;41,35;33,16;90,00;37,89;28,42;29,00;8,00;27,00;24,00;27,00;27,00;4,00;6,00;12,00;3,00;46,00;4,00;14,00;26,00;6,00;17,00;2,00;2,00
2020-07-19;100,00;91,18;38,24;35,29;61,76;54,79;2,74;35,62;43,84;29,27;70,73;102,44;43,90;26,19;109,52;35,71;23,81;26,00;10,00;31,00;23,00;41,00;34,00;1,00;13,00;11,00;5,00;48,00;4,00;10,00;15,00;6,00;18,00;5,00;3,00
2020-07-26;77,00;79,85;42,78;34,22;45,63;41,88;1,35;21,61;39,18;33,69;52,94;89,03;36,09;25,67;95,67;30,33;23,33;36,00;11,00;32,00;28,00;32,00;32,00;7,00;5,00;14,00;5,00;42,00;2,00;11,00;8,00;7,00;15,00;5,00;2,00
2020-08-02;71,00;85,79;53,25;26,63;29,58;57,35;1,37;25,94;39,60;29,38;53,86;93,03;39,17;21,30;87,57;35,50;23,67;31,00;8,00;25,00;45,00;30,00;34,00;7,00;7,00;11,00;4,00;38,00;4,00;10,00;4,00;2,00;17,00;6,00;2,00
2020-08-09;56,00;73,68;38,32;26,53;38,32;40,98;2,73;19,12;46,44;19,48;60,87;63,30;34,09;21,00;91,00;25,67;18,67;28,00;11,00;24,00;23,00;20,00;29,00;8,00;6,00;15,00;2,00;20,00;6,00;10,00;6,00;3,00;10,00;1,00;1,00
2020-08-16;35,00;75,83;43,75;32,08;32,08;44,42;2,69;18,85;48,46;25,00;45,00;85,00;40,00;25,67;84,00;21,00;16,33;24,00;7,00;26,00;25,00;9,00;29,00;4,00;7,00;10,00;5,00;27,00;5,00;4,00;3,00;1,00;8,00;3,00;1,00
