Semaine;Nice (FR);Paris (FR);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-04-21;70,00;344,62;247,69;457,69;220,00;10,00;170,00;110,00;150,37;111,48;77,78;145,19;200,67;228,67;60,67;9,33;87,50;425,83;17,50;40,83;21,00;32,00;35,00;43,00;24,03;44,93;9,40;28,21;16,00;10,00;7,00;6,00;14,00;2,00;2,00
2019-04-28;66,00;314,77;243,69;436,62;207,43;9,43;179,14;113,14;157,38;111,69;86,31;129,46;180,40;224,40;52,80;8,80;96,00;408,00;18,00;48,00;23,00;40,00;51,00;50,00;24,10;36,67;12,57;25,14;15,00;6,00;8,00;7,00;11,00;1,00;2,00
2019-05-05;84,00;346,50;283,50;519,75;241,50;10,50;1050,00;126,00;155,27;106,91;104,36;140,00;190,11;243,16;48,63;8,84;96,00;396,00;18,00;54,00;24,00;39,00;44,00;37,00;32,55;40,95;17,85;28,35;27,00;10,00;8,00;12,00;19,00;1,00;2,00
2019-05-12;84,00;346,50;231,00;451,50;231,00;10,50;367,50;126,00;145,09;114,55;99,27;129,82;176,84;225,47;53,05;8,84;102,00;396,00;18,00;36,00;20,00;45,00;36,00;43,00;23,10;42,00;12,60;27,30;17,00;8,00;10,00;5,00;19,00;1,00;2,00
2019-05-19;87,00;383,82;276,35;440,12;251,33;9,67;232,00;106,33;176,56;122,82;94,68;125,38;183,16;233,53;59,53;9,16;110,20;417,60;23,20;46,40;26,00;34,00;42,00;46,00;26,20;50,31;9,43;31,45;16,00;10,00;8,00;9,00;33,00;1,00;2,00
2019-05-26;79,00;389,73;273,87;437,13;217,25;9,88;543,13;108,63;155,45;119,77;91,74;145,26;258,94;210,67;57,06;8,78;115,46;443,62;18,23;42,54;27,00;42,00;38,00;37,00;26,33;40,03;11,59;27,39;14,00;7,00;13,00;6,00;33,00;3,00;3,00
2019-06-02;93,00;387,50;253,17;434,00;227,33;10,33;268,67;124,00;167,92;111,08;103,33;134,33;199,29;411,86;48,71;13,29;104,63;401,06;23,25;46,50;28,00;38,00;41,00;44,00;36,57;42,84;15,67;30,30;24,00;7,00;14,00;9,00;17,00;3,00;2,00
2019-06-09;89,00;382,18;267,00;471,18;227,44;9,89;178,00;118,67;183,09;127,14;99,17;142,40;204,70;244,75;53,40;8,90;106,80;480,60;23,73;47,47;31,00;36,00;38,00;49,00;29,32;37,69;13,61;32,46;21,00;7,00;12,00;10,00;20,00;2,00;4,00
2019-06-16;96,00;414,32;267,79;414,32;211,20;9,60;163,20;105,60;164,21;116,21;98,53;149,05;210,29;214,86;54,86;13,71;108,00;456,00;24,00;42,00;27,00;43,00;38,00;50,00;36,52;34,43;11,48;28,17;18,00;11,00;12,00;10,00;16,00;2,00;3,00
2019-06-23;91,00;424,67;273,00;434,78;262,89;10,11;161,78;111,22;184,53;118,81;101,11;151,67;218,40;209,30;59,15;13,65;109,20;515,67;30,33;42,47;28,00;43,00;37,00;47,00;32,43;44,98;13,60;27,20;27,00;12,00;10,00;9,00;17,00;1,00;3,00
2019-06-30;82,00;410,00;276,75;410,00;225,50;10,25;174,25;112,75;194,75;130,69;94,81;143,50;209,56;209,56;59,22;13,67;117,14;527,14;35,14;41,00;30,00;41,00;41,00;43,00;30,10;40,48;11,42;22,84;16,00;12,00;18,00;6,00;17,00;3,00;3,00
2019-07-07;91,00;438,94;283,71;487,12;232,56;10,11;171,89;111,22;184,53;118,81;98,58;146,61;195,65;213,85;59,15;9,10;121,33;509,60;18,20;36,40;22,00;43,00;32,00;46,00;31,38;41,84;14,64;28,24;21,00;11,00;12,00;9,00;17,00;2,00;2,00
2019-07-14;100,00;426,32;284,21;452,63;220,00;20,00;150,00;110,00;189,74;130,77;89,74;141,03;190,91;236,36;68,18;9,09;135,29;476,47;23,53;52,94;30,00;41,00;33,00;43,00;34,38;42,71;14,58;28,13;20,00;13,00;13,00;9,00;14,00;4,00;2,00
2019-07-21;88,00;445,18;264,00;455,53;234,67;9,78;176,00;107,56;178,51;138,29;103,09;148,34;202,40;215,60;57,20;8,80;105,60;504,53;29,33;46,93;27,00;40,00;43,00;50,00;33,13;50,73;14,49;32,09;22,00;10,00;12,00;10,00;17,00;3,00;4,00
2019-07-28;71,00;441,21;294,14;415,86;233,29;10,14;152,14;111,57;185,11;131,86;78,61;139,46;226,31;261,81;57,69;8,88;94,67;491,08;17,75;41,42;28,00;42,00;39,00;48,00;29,24;41,76;15,66;31,32;21,00;10,00;15,00;7,00;16,00;4,00;3,00
2019-08-04;92,00;414,00;281,11;388,44;235,11;10,22;163,56;112,44;186,56;132,89;99,67;143,11;211,60;257,60;64,40;13,80;110,40;613,33;18,40;42,93;27,00;39,00;35,00;51,00;31,36;47,05;15,68;26,14;25,00;7,00;16,00;6,00;15,00;4,00;1,00
2019-08-11;77,00;410,67;282,33;410,67;221,38;19,25;134,75;115,50;184,80;125,77;84,70;187,37;203,82;226,47;63,41;9,06;100,69;527,15;17,77;47,38;28,00;37,00;39,00;48,00;31,64;34,81;12,66;24,26;19,00;13,00;13,00;7,00;11,00;2,00;3,00
2019-08-18;82,00;384,38;287,00;374,13;225,50;10,25;164,00;112,75;207,56;130,69;94,81;143,50;205,00;214,11;63,78;9,11;99,57;521,29;23,43;46,86;22,00;40,00;49,00;46,00;33,64;42,05;9,46;34,69;19,00;12,00;11,00;7,00;17,00;2,00;2,00
2019-08-25;68,00;387,08;277,23;387,08;223,43;19,43;174,86;97,14;173,78;123,41;93,19;125,93;185,87;204,00;54,40;9,07;96,33;436,33;17,00;39,67;21,00;45,00;40,00;53,00;29,29;42,89;7,32;26,15;16,00;8,00;13,00;6,00;12,00;2,00;1,00
2019-09-01;82,00;399,75;317,75;404,88;276,75;20,50;184,50;112,75;187,06;148,63;117,88;202,44;223,22;223,22;68,33;13,67;99,57;474,43;23,43;52,71;26,00;56,00;43,00;47,00;26,28;49,41;11,56;35,74;18,00;10,00;10,00;8,00;16,00;4,00;3,00
2019-09-08;77,00;426,07;313,13;400,40;259,88;9,63;182,88;105,88;207,90;151,43;118,07;154,00;217,41;226,47;72,47;18,12;112,54;473,85;23,69;59,23;26,00;52,00;51,00;54,00;27,05;53,07;12,49;43,70;15,00;9,00;10,00;8,00;17,00;2,00;3,00
2019-09-15;74,00;470,43;322,43;428,14;277,50;18,50;185,00;111,00;196,48;148,00;112,28;158,21;198,88;254,38;74,00;13,88;117,17;524,17;24,67;67,83;21,00;67,00;48,00;52,00;27,10;51,07;10,42;39,61;24,00;12,00;13,00;7,00;22,00;3,00;2,00
2019-09-22;79,00;426,60;337,07;400,27;266,63;19,75;197,50;98,75;201,32;140,16;119,77;163,10;199,82;250,94;74,35;18,59;115,46;510,46;24,31;60,77;24,00;71,00;49,00;49,00;28,44;49,51;10,53;38,97;21,00;13,00;9,00;5,00;15,00;2,00;2,00
2019-09-29;64,00;442,67;314,67;389,33;256,00;21,33;192,00;106,67;209,92;156,16;104,96;151,04;205,71;210,29;68,57;13,71;93,09;465,45;17,45;52,36;23,00;64,00;48,00;56,00;23,08;47,21;14,69;40,92;20,00;10,00;10,00;4,00;16,00;3,00;4,00
2019-10-06;59,00;434,45;354,00;391,55;265,50;19,67;177,00;108,17;256,52;146,22;115,43;166,74;217,85;217,85;90,77;13,62;94,40;507,40;23,60;59,00;14,00;58,00;48,00;51,00;21,07;54,79;17,91;33,71;16,00;10,00;6,00;4,00;11,00;3,00;1,00
2019-10-13;57,00;424,91;290,18;476,73;228,00;9,50;152,00;95,00;238,36;139,91;106,23;155,45;210,46;184,15;74,54;17,54;79,80;433,20;17,10;62,70;19,00;48,00;46,00;43,00;17,94;48,56;13,72;33,78;16,00;8,00;9,00;4,00;15,00;2,00;3,00
2019-10-20;51,00;408,00;275,40;331,50;234,60;10,20;163,20;102,00;209,10;132,60;112,20;140,25;194,73;199,36;64,91;13,91;73,67;430,67;17,00;45,33;21,00;57,00;41,00;45,00;17,69;49,96;13,53;32,27;21,00;9,00;7,00;3,00;10,00;3,00;1,00
2019-10-27;35,00;365,00;260,00;270,00;166,25;8,75;131,25;70,00;190,00;127,50;87,50;127,50;183,75;157,50;70,00;13,13;70,00;443,33;17,50;46,67;12,00;43,00;33,00;45,00;13,38;46,32;10,29;31,91;14,00;7,00;8,00;3,00;12,00;2,00;2,00
2019-11-03;38,00;390,86;282,29;309,43;190,00;9,50;142,50;85,50;207,73;200,13;86,13;126,67;204,25;190,00;76,00;14,25;76,00;449,67;25,33;63,33;17,00;39,00;41,00;44,00;18,49;44,16;10,27;27,73;14,00;7,00;7,00;3,00;10,00;1,00;3,00
2019-11-10;35,00;355,00;260,00;250,00;157,50;17,50;140,00;61,25;192,50;130,00;82,50;135,00;188,13;437,50;74,38;13,13;64,17;396,67;17,50;40,83;17,00;44,00;36,00;41,00;18,53;45,29;12,35;30,88;14,00;4,00;7,00;4,00;12,00;2,00;2,00
2019-11-17;38,00;369,14;271,43;255,14;161,50;9,50;152,00;66,50;174,80;124,13;96,27;119,07;194,75;228,00;76,00;14,25;76,00;430,67;19,00;50,67;14,00;45,00;40,00;52,00;15,83;33,78;7,39;31,67;12,00;8,00;6,00;3,00;11,00;4,00;1,00
2019-11-24;41,00;328,00;251,13;225,50;194,75;10,25;153,75;71,75;176,81;123,00;89,69;117,88;186,78;154,89;77,44;13,67;64,43;386,57;17,57;52,71;15,00;47,00;39,00;45,00;16,82;43,10;12,62;30,49;16,00;6,00;8,00;2,00;11,00;2,00;2,00
2019-12-01;34,00;330,29;218,57;233,14;215,33;11,33;170,00;68,00;175,23;120,31;102,00;115,08;170,00;127,50;68,00;12,75;62,33;362,67;17,00;51,00;15,00;52,00;38,00;44,00;20,19;49,94;9,56;30,81;16,00;4,00;6,00;2,00;12,00;2,00;1,00
2019-12-08;35,00;300,00;200,00;195,00;148,75;8,75;122,50;61,25;160,00;120,00;85,00;117,50;170,63;135,63;65,63;8,75;58,33;355,83;17,50;46,67;16,00;55,00;41,00;34,00;13,38;54,56;8,24;29,85;18,00;9,00;7,00;4,00;9,00;3,00;2,00
2019-12-15;41,00;369,00;256,25;251,13;184,50;10,25;174,25;102,50;176,81;120,44;87,13;140,94;173,11;136,67;86,56;18,22;70,29;369,00;23,43;52,71;22,00;60,00;45,00;56,00;17,87;68,33;12,62;28,38;16,00;10,00;10,00;3,00;9,00;2,00;2,00
2019-12-22;48,00;416,00;304,00;288,00;230,40;9,60;144,00;105,60;202,11;131,37;108,63;154,11;183,27;170,18;82,91;13,09;78,00;402,00;24,00;48,00;24,00;50,00;37,00;51,00;25,04;73,04;13,57;38,61;10,00;4,00;12,00;2,00;12,00;1,00;2,00
2019-12-29;61,00;416,83;330,42;305,00;264,33;10,17;162,67;122,00;221,13;144,88;99,13;132,17;209,14;187,36;82,79;13,07;103,70;512,40;30,50;42,70;21,00;49,00;47,00;54,00;25,85;74,44;11,37;31,02;22,00;8,00;17,00;6,00;11,00;1,00;2,00
2020-01-05;68,00;491,69;434,15;387,08;291,43;19,43;174,86;116,57;244,30;148,59;115,85;153,63;262,93;226,67;77,07;13,60;111,27;519,27;24,73;49,45;26,00;52,00;51,00;60,00;33,48;82,65;10,46;33,48;24,00;12,00;15,00;6,00;17,00;3,00;5,00
2020-01-12;68,00;470,77;397,54;413,23;310,86;9,71;165,14;126,29;234,22;136,00;118,37;146,07;249,33;272,00;81,60;13,60;111,27;593,45;30,91;49,45;29,00;51,00;42,00;54,00;28,25;88,92;16,74;31,38;23,00;10,00;9,00;8,00;15,00;3,00;4,00
2020-01-19;61,00;437,17;366,00;411,75;274,50;10,17;162,67;122,00;221,13;139,79;114,38;155,04;226,57;222,21;78,43;13,07;103,70;500,20;24,40;48,80;22,00;51,00;46,00;55,00;28,95;82,71;17,58;35,15;20,00;8,00;9,00;6,00;14,00;1,00;2,00
2020-01-26;61,00;381,25;325,33;345,67;264,33;10,17;162,67;101,67;198,25;132,17;109,29;144,88;213,50;191,71;69,71;8,71;109,80;512,40;18,30;42,70;23,00;45,00;40,00;45,00;33,08;63,07;16,54;28,95;22,00;10,00;10,00;6,00;11,00;2,00;3,00
2020-02-02;57,00;399,00;367,91;383,45;256,50;9,50;190,00;95,00;199,50;134,73;119,18;168,41;228,00;197,31;70,15;13,15;96,90;490,20;17,10;45,60;23,00;42,00;46,00;48,00;28,50;70,72;14,78;30,61;21,00;8,00;11,00;6,00;16,00;2,00;2,00
2020-02-09;65,00;471,25;384,58;400,83;241,43;9,29;176,43;102,14;228,80;148,20;109,20;145,60;236,79;232,14;69,64;18,57;106,36;549,55;29,55;59,09;25,00;55,00;41,00;56,00;29,35;104,84;16,77;33,55;21,00;6,00;11,00;5,00;13,00;2,00;3,00
2020-02-16;72,00;416,57;329,14;375,43;298,29;20,57;185,14;123,43;180,00;138,86;115,71;159,43;229,50;216,00;72,00;9,00;102,00;516,00;24,00;48,00;26,00;49,00;51,00;61,00;24,00;64,70;13,57;28,17;20,00;11,00;11,00;8,00;12,00;2,00;1,00
2020-02-23;60,00;400,00;265,00;355,00;290,00;10,00;180,00;100,00;177,39;138,26;143,48;151,30;198,46;387,69;64,62;9,23;96,00;450,00;18,00;48,00;26,00;50,00;36,00;45,00;24,21;55,79;13,68;28,42;16,00;12,00;10,00;6,00;10,00;2,00;2,00
2020-03-01;45,00;375,00;245,00;330,00;243,00;9,00;153,00;81,00;162,50;115,00;90,00;115,00;175,50;229,50;45,00;13,50;78,75;382,50;22,50;39,38;20,00;46,00;31,00;31,00;19,88;68,02;15,70;28,26;12,00;9,00;9,00;4,00;9,00;1,00;2,00
2020-03-08;37,00;327,71;232,57;348,86;222,00;9,25;231,25;74,00;192,93;111,00;113,64;124,21;175,75;212,75;46,25;13,88;67,83;419,33;18,50;43,17;16,00;37,00;27,00;39,00;17,97;69,77;8,46;24,31;11,00;7,00;5,00;3,00;11,00;1,00;1,00
2020-03-15;28,00;229,60;134,40;156,80;121,33;4,67;121,33;56,00;68,73;89,09;53,45;86,55;93,33;359,33;32,67;9,33;50,40;224,00;16,80;33,60;16,00;39,00;26,00;19,00;12,44;62,22;4,15;18,67;11,00;6,00;8,00;2,00;6,00;2,00;1,00
2020-03-22;9,00;108,00;49,50;72,00;81,00;4,50;90,00;27,00;33,75;42,75;33,75;56,25;40,50;153,00;18,00;4,50;31,50;94,50;4,50;13,50;12,00;26,00;20,00;13,00;7,00;13,00;3,00;13,00;3,00;4,00;2,00;2,00;4,00;1,00;1,00
2020-03-29;12,00;144,00;66,00;84,00;84,00;6,00;96,00;24,00;33,60;38,40;26,40;52,80;32,00;88,00;16,00;4,00;30,00;114,00;6,00;18,00;9,00;18,00;17,00;14,00;10,00;10,00;3,00;11,00;3,00;5,00;2,00;1,00;8,00;1,00;0,50
2020-04-05;13,00;99,67;47,67;69,33;104,00;6,50;91,00;26,00;41,60;46,80;31,20;57,20;39,00;86,67;17,33;8,67;39,00;130,00;6,50;13,00;12,00;21,00;17,00;17,00;10,00;12,00;4,00;11,00;4,00;3,00;3,00;2,00;5,00;0,50;1,00
2020-04-12;15,00;125,00;60,00;80,00;60,00;3,75;52,50;15,00;45,00;47,50;37,50;60,00;45,00;80,00;20,00;5,00;25,00;85,00;5,00;15,00;10,00;22,00;18,00;17,00;8,00;11,00;3,00;10,00;4,00;2,00;2,00;2,00;5,00;1,00;1,00
2020-04-19;15,00;95,00;50,00;80,00;52,50;3,75;45,00;15,00;47,50;42,50;32,50;60,00;45,00;100,00;20,00;5,00;40,00;95,00;5,00;15,00;7,00;18,00;19,00;16,00;7,00;16,00;4,00;10,00;7,00;3,00;4,00;1,00;5,00;1,00;1,00
2020-04-26;15,00;105,00;55,00;70,00;120,00;7,50;120,00;45,00;40,00;40,00;27,50;57,50;45,00;90,00;20,00;5,00;45,00;142,50;7,50;22,50;4,00;16,00;15,00;19,00;8,57;12,86;2,14;12,86;3,00;3,00;3,00;1,00;7,00;1,00;1,00
2020-05-03;14,00;102,67;51,33;79,33;126,00;7,00;84,00;42,00;44,33;44,33;35,00;51,33;42,00;88,67;18,67;4,67;49,00;147,00;7,00;21,00;7,00;22,00;18,00;18,00;7,54;14,00;5,38;11,85;5,00;3,00;2,00;1,00;8,00;0,50;1,00
2020-05-10;16,00;128,00;69,33;96,00;72,00;4,00;56,00;24,00;88,00;42,67;34,67;66,67;44,00;64,00;16,00;8,00;42,67;96,00;5,33;16,00;10,00;14,00;20,00;18,00;9,00;11,00;4,00;14,00;5,00;4,00;3,00;2,00;7,00;1,00;1,00
2020-05-17;22,00;132,00;66,00;93,50;88,00;5,50;77,00;33,00;57,75;55,00;52,25;66,00;44,00;74,80;22,00;4,40;49,50;115,50;5,50;22,00;5,00;15,00;22,00;18,00;8,38;14,67;4,19;13,62;5,00;4,00;3,00;2,00;7,00;1,00;1,00
2020-05-24;20,00;105,00;60,00;95,00;90,00;5,00;70,00;30,00;47,50;52,50;40,00;67,50;45,00;75,00;20,00;5,00;53,33;140,00;6,67;26,67;10,00;16,00;17,00;18,00;7,37;14,74;6,32;9,47;6,00;4,00;3,00;1,00;6,00;1,00;1,00
2020-05-31;24,00;115,20;67,20;86,40;120,00;6,00;84,00;36,00;50,67;48,00;40,00;72,00;48,00;81,60;24,00;4,80;48,00;138,00;6,00;24,00;10,00;20,00;20,00;18,00;7,30;15,65;5,22;13,57;4,00;3,00;3,00;1,00;6,00;2,00;2,00
2020-06-07;22,00;132,00;82,50;110,00;110,00;5,50;77,00;44,00;51,33;51,33;44,00;70,89;44,00;83,60;22,00;4,40;44,00;154,00;5,50;22,00;11,00;20,00;20,00;20,00;12,57;15,71;6,29;16,76;6,00;4,00;5,00;4,00;27,00;1,00;1,00
2020-06-14;31,00;149,83;82,67;113,67;113,67;10,33;72,33;31,00;59,42;56,83;41,33;80,08;48,71;70,86;26,57;8,86;49,60;148,80;12,40;24,80;11,00;24,00;19,00;22,00;10,69;18,17;5,34;16,03;5,00;6,00;5,00;3,00;24,00;4,00;1,00
2020-06-21;42,00;173,25;89,25;147,00;115,50;10,50;94,50;42,00;63,00;57,75;52,50;84,00;60,67;84,00;28,00;4,67;66,00;174,00;12,00;24,00;15,00;21,00;24,00;23,00;11,55;25,20;5,25;13,65;5,00;8,00;6,00;6,00;24,00;2,00;3,00
2020-06-28;45,00;160,00;110,00;170,00;99,00;9,00;81,00;36,00;72,50;60,00;57,50;87,50;67,50;108,00;36,00;4,50;56,25;202,50;16,88;22,50;18,00;20,00;15,00;21,00;16,74;24,07;7,33;17,79;11,00;9,00;8,00;5,00;16,00;1,00;2,00
2020-07-05;44,00;225,50;137,50;181,50;121,00;11,00;99,00;44,00;77,65;62,12;59,53;108,71;74,80;92,40;30,80;8,80;62,86;220,00;12,57;25,14;19,00;27,00;20,00;23,00;25,14;24,10;8,38;11,52;10,00;6,00;8,00;5,00;12,00;3,00;3,00
2020-07-12;54,00;226,80;156,60;280,80;140,40;10,80;97,20;54,00;69,43;72,00;64,29;105,43;76,50;108,00;31,50;9,00;72,00;234,00;18,00;30,00;16,00;26,00;20,00;21,00;22,24;23,29;7,41;21,18;11,00;6,00;24,00;3,00;12,00;5,00;3,00
2020-07-19;61,00;228,75;162,67;269,42;142,33;10,17;81,33;50,83;94,04;73,71;66,08;111,83;78,43;108,93;30,50;8,71;73,20;244,00;12,20;30,50;18,00;21,00;21,00;31,00;29,45;23,14;7,36;16,83;14,00;7,00;15,00;2,00;13,00;3,00;2,00
2020-07-26;55,00;205,00;145,00;120,00;110,00;9,17;73,33;27,50;81,19;60,24;60,24;120,48;64,17;114,58;27,50;4,58;85,56;238,33;12,22;24,44;22,00;24,00;21,00;26,00;27,50;25,38;7,40;14,81;13,00;6,00;11,00;4,00;15,00;3,00;3,00
2020-08-02;48,00;192,00;154,67;117,33;124,80;9,60;76,80;38,40;75,79;63,16;65,68;126,32;56,73;100,36;26,18;8,73;90,00;204,00;12,00;24,00;16,00;25,00;18,00;27,00;13,57;25,04;7,30;20,87;11,00;8,00;8,00;4,00;12,00;3,00;3,00
2020-08-09;49,00;179,67;157,89;152,44;127,40;9,80;78,40;39,20;79,95;72,21;67,05;128,95;62,36;120,27;35,64;8,91;79,63;232,75;18,38;24,50;13,00;30,00;28,00;29,00;17,72;28,15;9,38;21,89;9,00;7,00;9,00;4,00;14,00;3,00;1,00
2020-08-16;29,00;140,17;106,33;106,33;125,67;4,83;58,00;77,33;102,82;65,91;65,91;126,55;66,29;116,00;33,14;4,14;69,60;220,40;11,60;23,20;12,00;30,00;22,00;32,00;11,39;26,93;5,18;17,61;7,00;7,00;4,00;3,00;13,00;1,00;1,00
2020-08-23;32,00;149,33;128,00;106,67;149,33;10,67;85,33;96,00;85,33;74,67;66,67;138,67;64,00;132,57;27,43;9,14;89,60;243,20;12,80;25,60;12,00;27,00;26,00;29,00;12,80;19,20;6,40;22,40;8,00;4,00;5,00;4,00;11,00;1,00;2,00
2020-08-30;27,00;156,60;129,60;129,60;135,00;9,00;72,00;54,00;73,64;68,73;71,18;137,45;63,00;126,00;27,00;9,00;59,40;189,00;5,40;27,00;10,00;35,00;22,00;33,00;10,38;19,73;6,23;21,81;8,00;6,00;5,00;3,00;9,00;2,00;1,00
2020-09-06;22,00;137,50;110,00;104,50;143,00;5,50;88,00;44,00;61,11;63,56;58,67;119,78;48,40;105,60;22,00;4,40;66,00;176,00;5,50;22,00;12,00;23,00;26,00;31,00;10,48;17,81;4,19;19,90;5,00;6,00;5,00;2,00;7,00;1,00;1,00
2020-09-13;18,00;112,50;90,00;81,00;126,00;4,50;81,00;27,00;61,71;72,00;66,86;131,14;45,00;94,50;22,50;4,50;66,00;204,00;12,00;30,00;12,00;22,00;32,00;31,00;9,53;15,88;5,29;19,06;6,00;3,00;6,00;1,00;8,00;1,00;2,00
2020-09-20;19,00;114,00;85,50;85,50;123,50;4,75;85,50;28,50;51,57;62,43;62,43;149,29;47,50;114,00;23,75;9,50;76,00;177,33;6,33;31,67;7,00;27,00;28,00;23,00;8,44;16,89;5,28;17,94;4,00;4,00;5,00;1,00;8,00;3,00;1,00
2020-09-27;18,00;103,50;81,00;76,50;108,00;4,50;81,00;27,00;64,29;66,86;61,71;144,00;36,00;108,00;18,00;9,00;72,00;150,00;6,00;30,00;10,00;27,00;29,00;24,00;9,53;18,00;3,18;20,12;7,00;3,00;4,00;1,00;7,00;1,00;1,00
