Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;33,00;379,50;297,00;181,50;148,50;114,00;73,50;84,00;102,00;62,46;77,79;54,21;54,21;73,07;61,29;33,00;23,57;38,00;41,00;21,00;36,00;21,00;27,00;26,00;15,00;17,00;23,00;16,00;9,00;8,00;8,00;4,00;4,00;4,00;3,00;2,00
2019-01-13;33,00;363,00;297,00;198,00;181,50;121,50;81,00;67,50;117,00;62,46;61,29;54,21;57,75;70,71;61,29;30,64;21,21;36,00;65,00;25,00;29,00;25,00;17,00;19,00;23,00;28,00;12,00;14,00;12,00;12,00;4,00;8,00;8,00;0,00;4,00;2,00
2019-01-20;30,00;285,00;240,00;195,00;120,00;124,74;78,95;99,47;118,42;82,80;55,20;58,80;61,20;75,00;67,50;25,00;20,00;38,00;52,00;23,00;25,00;24,00;30,00;23,00;27,00;17,00;23,00;16,00;12,00;9,00;7,00;6,00;5,00;4,00;3,00;2,00
2019-01-27;21,00;441,00;420,00;231,00;210,00;116,31;74,31;92,08;117,92;88,94;63,00;54,35;71,65;72,33;56,00;32,67;28,00;29,00;48,00;24,00;23,00;31,00;22,00;16,00;23,00;15,00;20,00;6,00;9,00;9,00;12,00;5,00;5,00;5,00;0,00;1,00
2019-02-03;18,00;414,00;324,00;234,00;144,00;88,50;57,00;91,50;111,00;67,20;70,80;52,80;76,80;79,71;72,00;23,14;20,57;32,00;62,00;29,00;21,00;29,00;23,00;27,00;24,00;14,00;20,00;4,00;16,00;10,00;14,00;5,00;4,00;5,00;2,00;2,00
2019-02-10;27,00;310,50;256,50;189,00;121,50;118,50;60,00;85,50;96,00;75,13;54,00;45,78;69,26;73,64;68,73;29,45;31,91;36,00;51,00;21,00;24,00;30,00;14,00;18,00;15,00;15,00;15,00;4,00;12,00;13,00;17,00;11,00;10,00;11,00;1,00;3,00
2019-02-17;24,00;252,00;228,00;156,00;108,00;97,60;54,40;96,00;121,60;73,20;51,60;60,00;75,60;60,00;76,80;28,80;21,60;40,00;55,00;35,00;30,00;32,00;24,00;15,00;22,00;26,00;17,00;4,00;8,00;11,00;8,00;7,00;8,00;5,00;2,00;5,00
2019-02-24;28,00;322,00;280,00;168,00;126,00;119,78;65,33;104,22;108,89;73,50;78,17;50,17;74,67;58,33;60,67;18,67;21,00;36,00;46,00;27,00;36,00;30,00;14,00;15,00;15,00;18,00;14,00;2,00;9,00;13,00;11,00;7,00;8,00;7,00;4,00;5,00
2019-03-03;31,00;403,00;279,00;217,00;139,50;128,65;74,40;108,50;102,30;67,96;67,96;51,27;83,46;54,85;66,77;33,38;26,23;31,00;51,00;30,00;31,00;24,00;18,00;26,00;21,00;26,00;18,00;4,00;10,00;10,00;13,00;6,00;9,00;3,00;2,00;4,00
2019-03-10;23,00;276,00;207,00;138,00;103,50;110,40;59,80;92,00;111,93;65,55;55,20;58,65;90,85;39,10;55,20;20,70;25,30;31,00;52,00;23,00;27,00;28,00;26,00;22,00;22,00;17,00;18,00;3,00;7,00;11,00;11,00;9,00;10,00;4,00;2,00;4,00
