Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;54,00;6,00;4,00;12,00;8,00;7,00;1,00;16,00;2,00;5,14;1,29;41,14;36,00;43,00;0,00;12,00;10,00;2,16;0,00;97,20;0,00;0,00;5,00;1,00;4,00;1,00;0,00;1,00;5,00;6,00;17,00;2,00;4,00;1,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;28,00;7,00;0,00;10,00;11,00;2,00;1,00;9,00;2,00;2,55;1,27;15,27;38,18;8,00;1,00;3,00;5,00;4,31;0,00;66,77;2,15;1,00;6,00;2,00;3,00;0,00;0,00;1,00;0,00;2,00;16,00;1,00;3,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;48,00;7,00;2,00;6,00;8,00;2,00;4,00;4,00;0,00;0,00;1,26;7,58;20,21;3,00;0,00;3,00;4,00;2,18;2,18;104,73;2,18;1,00;4,00;0,00;3,00;2,00;0,00;1,00;2,00;4,00;13,00;2,00;9,00;6,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;24,00;4,00;3,00;8,00;5,00;1,00;1,00;4,00;1,00;1,20;0,00;9,60;26,40;3,00;0,00;1,00;5,00;0,00;1,09;89,45;2,18;0,00;0,00;0,00;5,00;1,00;0,00;2,00;2,00;2,00;15,00;0,00;9,00;2,00;0,00;1,00;3,00;1,00;0,00;0,00;0,00;0,00
2019-02-03;37,00;2,00;6,00;7,00;6,00;1,00;1,00;4,00;0,00;1,23;0,00;9,87;19,73;3,00;2,00;7,00;3,00;2,18;0,00;58,76;0,00;1,00;3,00;0,00;8,00;0,00;2,00;1,00;3,00;3,00;4,00;0,00;11,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;37,00;3,00;8,00;14,00;6,00;3,00;2,00;3,00;1,00;1,23;1,23;4,93;24,67;2,00;3,00;8,00;1,00;2,18;0,00;76,18;0,00;2,00;5,00;0,00;6,00;1,00;1,00;0,00;1,00;2,00;2,00;2,00;3,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;26,00;7,00;5,00;7,00;6,00;1,00;2,00;6,00;0,00;2,60;0,00;13,00;23,40;2,00;2,00;7,00;1,00;4,33;2,17;86,67;0,00;0,00;5,00;2,00;7,00;1,00;0,00;6,00;0,00;5,00;6,00;1,00;3,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;35,00;5,00;8,00;10,00;11,00;0,00;0,00;5,00;0,00;2,50;1,25;5,00;27,50;1,00;0,00;10,00;3,00;2,19;0,00;78,75;2,19;0,00;7,00;2,00;6,00;2,00;1,00;1,00;0,00;1,00;7,00;3,00;3,00;3,00;0,00;0,00;0,00;8,00;0,00;0,00;1,00;0,00
2019-03-03;43,00;11,00;5,00;10,00;7,00;1,00;2,00;4,00;1,00;0,00;1,26;10,12;27,82;2,00;1,00;5,00;4,00;2,15;2,15;66,65;2,15;0,00;1,00;0,00;5,00;0,00;2,00;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;1,00;1,00;8,00;0,00;0,00;0,00;0,00
2019-03-10;33,00;2,00;13,00;5,00;8,00;6,00;3,00;7,00;0,00;2,54;1,27;12,69;35,54;2,00;2,00;7,00;7,00;2,20;0,00;50,60;0,00;0,00;3,00;0,00;5,00;0,00;0,00;3,00;2,00;1,00;3,00;0,00;2,00;1,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-03-17;19,00;4,00;0,00;6,00;8,00;1,00;1,00;4,00;1,00;0,00;0,00;2,71;19,00;1,00;0,00;6,00;2,00;4,22;0,00;42,22;2,11;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;2,00;6,00;1,00;0,00;1,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00
2019-03-24;25,00;2,00;6,00;7,00;4,00;4,00;0,00;1,00;0,00;2,50;0,00;10,00;30,00;1,00;1,00;5,00;0,00;0,00;2,27;52,27;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;5,00;1,00;2,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;1,00;0,00
2019-03-31;33,00;1,00;0,00;3,00;2,00;1,00;1,00;3,00;0,00;0,00;0,00;10,15;30,46;1,00;0,00;2,00;0,00;2,20;0,00;41,80;0,00;0,00;6,00;0,00;2,00;0,00;0,00;2,00;1,00;3,00;1,00;1,00;5,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00
2019-04-07;26,00;2,00;2,00;18,00;2,00;1,00;0,00;1,00;0,00;1,30;0,00;5,20;20,80;1,00;0,00;2,00;3,00;0,00;0,00;39,00;2,17;0,00;1,00;2,00;1,00;1,00;1,00;3,00;3,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;35,00;4,00;2,00;4,00;5,00;2,00;0,00;2,00;0,00;0,00;1,25;5,00;22,50;1,00;1,00;0,00;0,00;2,19;0,00;39,38;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;6,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;42,00;5,00;4,00;13,00;4,00;0,00;1,00;3,00;0,00;2,47;4,94;2,47;22,24;1,00;0,00;3,00;5,00;0,00;0,00;55,26;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;6,00;1,00;6,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-04-28;30,00;4,00;1,00;5,00;2,00;2,00;1,00;2,00;0,00;1,25;0,00;2,50;12,50;0,00;0,00;1,00;6,00;0,00;0,00;51,43;2,14;0,00;0,00;0,00;2,00;0,00;0,00;1,00;0,00;1,00;1,00;0,00;4,00;0,00;0,00;1,00;6,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;16,00;1,00;0,00;11,00;0,00;2,00;1,00;3,00;0,00;1,33;0,00;2,67;18,67;1,00;0,00;3,00;2,00;0,00;0,00;48,00;2,29;0,00;1,00;2,00;1,00;1,00;0,00;0,00;0,00;2,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-05-12;18,00;1,00;6,00;7,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;15,43;0,00;0,00;2,00;3,00;2,25;0,00;38,25;2,25;0,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;3,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;10,00;0,00;2,00;9,00;1,00;2,00;2,00;3,00;0,00;0,00;0,00;5,00;15,00;6,00;0,00;2,00;6,00;0,00;0,00;28,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;16,00;0,00;2,00;8,00;2,00;2,00;0,00;3,00;0,00;0,00;1,14;0,00;11,43;0,00;0,00;5,00;3,00;0,00;0,00;32,00;0,00;0,00;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;21,00;0,00;6,00;5,00;0,00;5,00;0,00;0,00;0,00;1,31;0,00;2,63;18,38;0,00;1,00;3,00;5,00;4,20;0,00;35,70;0,00;0,00;0,00;5,00;1,00;1,00;0,00;0,00;0,00;1,00;3,00;1,00;1,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;23,00;1,00;5,00;12,00;2,00;5,00;1,00;4,00;0,00;2,56;1,28;5,11;28,11;5,00;0,00;0,00;7,00;2,09;0,00;37,64;0,00;0,00;5,00;0,00;0,00;1,00;1,00;0,00;1,00;1,00;5,00;0,00;4,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;38,00;0,00;7,00;31,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;7,60;25,33;1,00;0,00;2,00;5,00;2,24;0,00;53,65;2,24;0,00;6,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;7,00;0,00;5,00;0,00;0,00;5,00;1,00;2,00;0,00;0,00;0,00;0,00
2019-06-23;28,00;1,00;8,00;20,00;1,00;4,00;0,00;8,00;0,00;0,00;0,00;5,09;28,00;0,00;0,00;5,00;5,00;4,31;0,00;51,69;2,15;0,00;1,00;2,00;0,00;4,00;1,00;0,00;1,00;1,00;2,00;0,00;5,00;2,00;0,00;1,00;2,00;4,00;1,00;0,00;0,00;0,00
2019-06-30;39,00;4,00;5,00;28,00;1,00;1,00;1,00;2,00;0,00;1,30;0,00;10,40;31,20;2,00;4,00;5,00;6,00;2,17;2,17;62,83;0,00;0,00;2,00;1,00;2,00;0,00;1,00;1,00;1,00;1,00;6,00;0,00;12,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;49,00;0,00;9,00;17,00;2,00;8,00;0,00;5,00;0,00;0,00;0,00;2,58;36,11;3,00;0,00;7,00;6,00;6,68;0,00;51,23;6,68;0,00;1,00;1,00;2,00;0,00;0,00;1,00;1,00;2,00;3,00;0,00;9,00;2,00;0,00;2,00;1,00;0,00;1,00;0,00;0,00;0,00
2019-07-14;55,00;0,00;8,00;23,00;5,00;5,00;2,00;7,00;0,00;2,50;0,00;5,00;42,50;3,00;0,00;10,00;12,00;2,20;0,00;70,40;2,20;0,00;1,00;7,00;1,00;0,00;0,00;0,00;2,00;0,00;6,00;0,00;5,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-21;52,00;14,00;16,00;20,00;2,00;19,00;1,00;5,00;1,00;0,00;0,00;7,43;247,62;2,00;0,00;2,00;11,00;2,17;4,33;84,50;2,17;0,00;0,00;2,00;6,00;0,00;2,00;2,00;11,00;2,00;8,00;4,00;6,00;2,00;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-07-28;49,00;2,00;4,00;23,00;4,00;2,00;2,00;2,00;0,00;0,00;0,00;10,32;90,26;0,00;5,00;7,00;6,00;2,23;2,23;82,41;2,23;0,00;1,00;1,00;1,00;0,00;1,00;2,00;1,00;1,00;11,00;0,00;6,00;4,00;0,00;5,00;2,00;1,00;0,00;0,00;0,00;0,00
2019-08-04;81,00;0,00;1,00;25,00;5,00;6,00;0,00;9,00;0,00;0,00;1,27;12,66;45,56;4,00;1,00;2,00;12,00;2,19;2,19;85,38;4,38;0,00;0,00;5,00;4,00;2,00;0,00;1,00;0,00;9,00;6,00;4,00;6,00;0,00;1,00;5,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-08-11;74,00;1,00;5,00;19,00;5,00;7,00;0,00;9,00;1,00;2,47;2,47;9,87;54,27;7,00;1,00;7,00;9,00;2,18;0,00;117,53;2,18;0,00;0,00;4,00;3,00;3,00;1,00;3,00;1,00;4,00;3,00;1,00;3,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;65,00;1,00;4,00;7,00;1,00;4,00;1,00;2,00;0,00;0,00;0,00;5,00;40,00;1,00;1,00;7,00;9,00;2,17;2,17;95,33;0,00;0,00;0,00;5,00;2,00;0,00;2,00;2,00;5,00;2,00;11,00;1,00;2,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;51,00;0,00;1,00;13,00;2,00;2,00;0,00;8,00;0,00;2,55;1,28;5,10;33,15;2,00;2,00;3,00;5,00;0,00;0,00;102,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00;2,00;3,00;1,00;5,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-01;35,00;1,00;1,00;2,00;3,00;3,00;1,00;3,00;0,00;0,00;0,00;5,00;22,50;1,00;0,00;5,00;7,00;1,09;0,00;59,06;0,00;0,00;0,00;1,00;0,00;1,00;0,00;2,00;1,00;1,00;1,00;1,00;4,00;0,00;0,00;1,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-09-08;37,00;3,00;0,00;5,00;4,00;2,00;0,00;6,00;2,00;0,00;2,47;4,93;19,73;1,00;0,00;8,00;4,00;4,35;0,00;54,41;0,00;0,00;0,00;2,00;2,00;1,00;0,00;0,00;2,00;4,00;4,00;0,00;4,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-09-15;33,00;1,00;9,00;9,00;2,00;0,00;0,00;3,00;1,00;2,54;0,00;7,62;22,85;2,00;0,00;0,00;7,00;2,20;0,00;46,20;0,00;0,00;2,00;0,00;2,00;0,00;0,00;2,00;0,00;3,00;3,00;0,00;5,00;0,00;0,00;1,00;3,00;1,00;0,00;0,00;0,00;0,00
2019-09-22;31,00;4,00;4,00;6,00;3,00;2,00;1,00;1,00;1,00;1,29;0,00;5,17;31,00;4,00;1,00;3,00;4,00;4,43;1,11;66,43;0,00;0,00;1,00;2,00;4,00;0,00;1,00;1,00;2,00;2,00;0,00;1,00;5,00;1,00;1,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;32,00;1,00;1,00;4,00;7,00;2,00;0,00;2,00;0,00;2,46;0,00;2,46;14,77;1,00;0,00;7,00;8,00;2,13;0,00;53,33;0,00;0,00;1,00;1,00;3,00;2,00;0,00;1,00;2,00;0,00;7,00;1,00;4,00;2,00;0,00;1,00;1,00;2,00;0,00;0,00;0,00;0,00
2019-10-06;38,00;1,00;2,00;6,00;3,00;0,00;1,00;4,00;0,00;0,00;0,00;2,53;22,80;0,00;0,00;8,00;7,00;6,71;0,00;44,71;2,24;0,00;1,00;0,00;1,00;0,00;0,00;0,00;1,00;3,00;11,00;0,00;7,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;35,00;6,00;0,00;9,00;3,00;6,00;0,00;3,00;2,00;1,25;2,50;5,00;17,50;1,00;0,00;2,00;4,00;2,19;0,00;45,94;0,00;0,00;1,00;2,00;1,00;0,00;0,00;2,00;2,00;0,00;2,00;1,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-10-20;31,00;3,00;3,00;12,00;1,00;2,00;1,00;6,00;0,00;0,00;1,29;1,29;25,83;1,00;2,00;2,00;5,00;1,11;0,00;50,93;1,11;0,00;1,00;2,00;3,00;1,00;2,00;1,00;3,00;2,00;6,00;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-10-27;42,00;1,00;0,00;10,00;2,00;3,00;1,00;2,00;1,00;1,24;0,00;2,47;24,71;1,00;0,00;5,00;2,00;4,42;0,00;64,11;0,00;0,00;5,00;2,00;3,00;0,00;2,00;1,00;1,00;4,00;5,00;0,00;1,00;0,00;0,00;3,00;2,00;0,00;0,00;0,00;0,00;0,00
