Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;45,00;900,00;1095,00;195,00;540,00;540,00;7,50;330,00;90,00;176,54;103,85;131,54;183,46;135,00;393,75;78,75;11,25;290,00;410,00;20,00;105,00;21,60;84,60;50,40;52,20;14,14;36,00;38,57;15,43;7,00;4,00;2,00;4,00;24,00;2,00;2,00
2019-01-13;45,00;915,00;1020,00;210,00;525,00;720,00;11,25;472,50;135,00;169,62;107,31;135,00;193,85;135,00;382,50;78,75;11,25;255,00;395,00;25,00;135,00;22,50;84,38;41,25;54,38;18,00;28,29;48,86;23,14;8,00;5,00;3,00;8,00;17,00;1,00;3,00
2019-01-20;50,00;725,00;850,00;162,50;400,00;583,33;8,33;333,33;116,67;175,00;100,00;139,29;207,14;120,00;350,00;60,00;10,00;265,00;415,00;25,00;115,00;18,52;87,04;51,85;59,26;18,42;30,26;42,11;14,47;8,00;4,00;5,00;9,00;17,00;3,00;1,00
2019-01-27;41,00;779,00;874,67;191,33;464,67;656,00;10,25;369,00;123,00;160,58;88,83;123,00;181,08;112,75;317,75;71,75;10,25;307,50;348,50;25,63;92,25;20,50;91,32;42,86;57,77;19,22;33,31;46,13;16,66;9,00;2,00;5,00;5,00;19,00;2,00;1,00
2019-02-03;51,00;726,75;803,25;165,75;420,75;510,00;8,50;340,00;102,00;156,40;98,60;129,20;183,60;112,20;336,60;71,40;20,40;250,36;347,73;18,55;97,36;23,68;80,14;41,89;45,54;14,38;37,92;45,77;18,31;5,00;4,00;4,00;5,00;13,00;1,00;3,00
2019-02-10;50,00;700,00;837,50;162,50;425,00;583,33;8,33;300,00;116,67;160,00;96,67;123,33;170,00;110,00;360,00;70,00;10,00;270,00;365,00;20,00;90,00;22,22;75,93;40,74;53,70;21,79;34,62;39,74;17,95;9,00;7,00;4,00;10,00;16,00;3,00;5,00
2019-02-17;45,00;930,00;1020,00;210,00;585,00;765,00;11,25;472,50;157,50;186,92;107,31;135,00;211,15;146,25;427,50;67,50;22,50;290,00;400,00;20,00;95,00;22,50;82,50;46,88;60,00;15,43;37,29;46,29;16,71;7,00;4,00;1,00;13,00;14,00;2,00;4,00
2019-02-24;48,00;960,00;1072,00;208,00;672,00;544,00;8,00;368,00;112,00;195,43;106,29;140,57;192,00;144,00;444,00;96,00;12,00;254,40;364,80;19,20;100,80;20,31;84,92;42,46;51,69;18,16;31,14;41,51;15,57;10,00;7,00;3,00;7,00;18,00;2,00;1,00
2019-03-03;53,00;887,75;967,25;212,00;543,25;636,00;8,83;424,00;123,67;215,53;120,13;144,87;215,53;159,00;402,80;84,80;10,60;303,55;399,91;24,09;106,00;25,59;93,21;56,66;63,97;14,22;32,32;41,37;19,39;10,00;10,00;4,00;13,00;20,00;1,00;4,00
2019-03-10;61,00;1037,00;1082,75;228,75;640,50;732,00;10,17;488,00;142,33;186,39;98,28;132,17;227,06;132,17;386,33;71,17;10,17;272,15;450,46;18,77;117,31;24,03;90,58;46,21;70,24;27,26;36,34;54,51;19,47;14,00;4,00;3,00;7,00;22,00;1,00;5,00
