Semaine;Nice (FR);reta (SI);Agadir (MA);Djerba (TN);Corfu (GR);Santorini Island (GR);Faro (PT);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-03-17;43,00;0,00;22,00;4,03;34,94;186,33;60,92;8,60;86,00;94,60;8,60;19,00;7,00;6,00;3,00;17,79;5,93;47,45;14,83;0,00;1,95;0,00;4,00;3,00;0,00;3,00;2,00;2,00;2,00;0,00;1,00;1,00;0,00;0,00;0,00
2019-03-24;46,00;0,00;21,00;6,76;50,06;219,38;60,15;9,20;110,40;92,00;4,60;3,00;10,00;6,00;9,00;17,81;11,87;38,58;8,90;0,00;2,09;0,00;6,00;1,00;1,00;0,00;2,00;3,00;2,00;1,00;0,00;1,00;0,00;0,00;0,00
2019-03-31;64,00;0,00;30,00;8,17;38,13;160,00;53,33;9,14;73,14;91,43;18,29;18,00;7,00;7,00;0,00;22,33;14,88;50,60;10,42;2,00;4,00;4,00;7,00;0,00;1,00;4,00;0,00;3,00;2,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;50,00;0,00;31,00;2,70;44,59;192,86;39,29;10,00;90,00;130,00;10,00;13,00;13,00;7,00;1,00;35,29;20,59;52,94;10,29;0,00;8,33;2,08;3,00;1,00;0,00;1,00;1,00;3,00;7,00;0,00;0,00;4,00;0,00;0,00;0,00
2019-04-14;72,00;0,00;25,00;12,23;42,11;280,80;68,40;18,00;72,00;216,00;9,00;27,00;13,00;15,00;9,00;36,00;12,00;28,50;13,50;0,00;8,00;0,00;3,00;3,00;1,00;4,00;5,00;2,00;13,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-04-21;62,00;0,00;17,00;8,09;59,30;241,11;55,11;4,43;88,57;115,14;8,86;21,00;20,00;10,00;0,00;20,67;11,81;48,71;10,33;2,07;4,13;4,13;6,00;0,00;3,00;0,00;2,00;2,00;6,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;49,00;0,00;17,00;8,17;51,72;241,50;56,00;9,80;98,00;107,80;9,80;14,00;13,00;7,00;6,00;31,18;14,85;44,55;7,42;0,00;4,08;0,00;11,00;3,00;0,00;3,00;3,00;3,00;6,00;1,00;1,00;1,00;0,00;0,00;1,00
2019-05-05;51,00;0,00;31,00;10,74;55,03;204,00;40,07;10,20;112,20;122,40;10,20;15,00;15,00;8,00;3,00;24,00;13,50;48,00;12,00;1,96;3,92;0,00;10,00;3,00;0,00;1,00;1,00;3,00;4,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-05-12;57,00;0,00;27,00;5,43;62,43;235,13;64,13;9,50;104,50;95,00;9,50;14,00;9,00;10,00;4,00;33,00;22,50;51,00;12,00;0,00;4,07;0,00;11,00;3,00;1,00;0,00;1,00;2,00;8,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-05-19;66,00;0,00;21,00;4,04;84,86;232,74;41,68;28,29;169,71;103,71;9,43;6,00;17,00;13,00;4,00;16,50;37,50;61,50;16,50;4,13;4,13;2,06;8,00;3,00;4,00;1,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-05-26;72,00;0,00;24,00;5,33;69,33;229,71;51,43;27,00;117,00;90,00;9,00;8,00;19,00;8,00;4,00;30,86;20,57;70,53;10,29;0,00;8,00;2,00;11,00;1,00;0,00;0,00;7,00;3,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;67,00;0,00;29,00;5,36;88,44;292,68;52,89;19,14;153,14;143,57;9,57;4,00;10,00;23,00;4,00;28,29;26,80;71,47;8,93;0,00;3,94;0,00;10,00;3,00;3,00;0,00;3,00;4,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;76,00;0,00;32,00;9,50;88,21;307,45;51,82;19,00;152,00;161,50;9,50;18,00;18,00;16,00;5,00;149,02;19,37;55,14;8,94;0,00;0,00;2,00;10,00;4,00;3,00;3,00;1,00;1,00;4,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;66,00;0,00;32,00;5,39;113,14;323,05;52,11;18,86;207,43;141,43;9,43;22,00;19,00;22,00;1,00;36,00;15,00;61,50;13,50;0,00;4,13;2,06;13,00;1,00;3,00;1,00;2,00;6,00;8,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;97,00;1,00;30,00;14,82;125,29;336,04;55,43;9,70;174,60;155,20;9,70;37,00;25,00;18,00;3,00;52,23;14,92;76,11;23,88;4,04;4,04;2,02;13,00;4,00;3,00;0,00;3,00;3,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;76,00;0,00;45,00;6,79;105,86;300,55;55,27;19,00;180,50;180,50;9,50;17,00;17,00;13,00;3,00;41,73;17,88;93,88;13,41;4,00;4,00;2,00;10,00;7,00;4,00;1,00;6,00;5,00;11,00;1,00;3,00;0,00;0,00;0,00;0,00
2019-07-07;86,00;0,00;34,00;8,06;126,31;319,92;72,24;19,11;191,11;162,44;9,56;24,00;23,00;30,00;6,00;53,38;13,34;60,79;13,34;0,00;8,19;4,10;8,00;7,00;4,00;1,00;6,00;1,00;12,00;0,00;0,00;3,00;0,00;0,00;0,00
2019-07-14;90,00;0,00;35,00;9,40;104,78;308,08;69,23;27,00;153,00;207,00;9,00;22,00;22,00;10,00;4,00;48,69;8,85;73,77;14,75;0,00;16,36;2,05;12,00;4,00;4,00;1,00;8,00;8,00;13,00;0,00;0,00;3,00;0,00;1,00;0,00
2019-07-21;76,00;0,00;42,00;21,33;86,67;317,82;86,36;19,00;228,00;247,00;19,00;36,00;30,00;22,00;7,00;29,80;22,35;73,02;10,43;2,00;12,00;4,00;19,00;4,00;8,00;3,00;6,00;5,00;11,00;1,00;1,00;4,00;0,00;0,00;0,00
2019-07-28;100,00;0,00;29,00;12,16;116,22;344,83;93,10;27,27;200,00;254,55;18,18;32,00;31,00;29,00;5,00;58,21;41,79;50,75;25,37;0,00;8,00;2,00;12,00;8,00;9,00;2,00;3,00;2,00;8,00;2,00;0,00;3,00;0,00;2,00;0,00
2019-08-04;93,00;0,00;37,00;17,52;126,70;279,00;82,67;18,60;167,40;297,60;18,60;35,00;36,00;19,00;14,00;33,00;31,50;94,50;12,00;2,02;8,09;2,02;14,00;2,00;11,00;6,00;8,00;3,00;10,00;2,00;6,00;2,00;0,00;2,00;0,00
2019-08-11;91,00;0,00;26,00;17,40;116,43;315,00;77,00;27,30;182,00;354,90;18,20;26,00;36,00;20,00;9,00;41,77;28,34;61,16;17,90;1,98;7,91;1,98;17,00;6,00;11,00;9,00;3,00;5,00;10,00;5,00;0,00;2,00;0,00;2,00;0,00
2019-08-18;97,00;0,00;19,00;14,82;91,61;287,54;83,14;29,10;155,20;970,00;9,70;16,00;25,00;22,00;9,00;41,78;26,86;65,66;13,43;0,00;16,17;4,04;19,00;4,00;3,00;0,00;5,00;5,00;11,00;6,00;1,00;0,00;1,00;0,00;0,00
2019-08-25;66,00;0,00;26,00;8,08;71,39;215,37;72,95;9,43;132,00;414,86;18,86;22,00;29,00;23,00;7,00;23,47;19,07;74,80;16,13;0,00;8,25;4,13;7,00;6,00;7,00;1,00;5,00;0,00;8,00;0,00;0,00;1,00;0,00;1,00;0,00
2019-09-01;61,00;0,00;35,00;7,96;43,76;172,83;54,22;17,43;95,86;130,71;4,36;20,00;20,00;15,00;5,00;20,83;8,93;50,59;11,90;0,00;8,13;2,03;10,00;1,00;1,00;1,00;1,00;1,00;9,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-09-08;71,00;0,00;23,00;9,38;57,60;181,05;56,80;8,88;88,75;124,25;4,44;13,00;19,00;13,00;1,00;31,06;14,79;39,94;17,75;0,00;7,89;0,00;8,00;1,00;3,00;3,00;4,00;0,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-09-15;47,00;0,00;32,00;1,34;52,37;166,31;47,00;9,40;75,20;141,00;4,70;12,00;16,00;11,00;5,00;19,71;12,13;56,10;6,06;0,00;3,92;0,00;9,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;1,00;1,00;0,00;0,00;0,00
2019-09-22;77,00;0,00;24,00;10,81;36,47;119,00;38,50;9,63;67,38;105,88;9,63;8,00;7,00;11,00;11,00;20,73;4,44;35,54;16,29;0,00;12,16;4,05;16,00;0,00;0,00;3,00;1,00;3,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-09-29;64,00;0,00;17,00;33,33;34,67;124,44;35,56;18,29;73,14;109,71;4,57;15,00;8,00;11,00;3,00;23,81;7,44;25,30;7,44;0,00;2,00;2,00;9,00;1,00;0,00;1,00;1,00;1,00;3,00;1,00;0,00;0,00;0,00;1,00;0,00
2019-10-06;51,00;0,00;22,00;14,76;30,87;115,60;40,80;10,20;51,00;132,60;10,20;4,00;11,00;19,00;7,00;13,50;10,50;34,50;4,50;0,00;3,92;1,96;7,00;1,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-10-13;59,00;0,00;13,00;8,05;26,82;86,76;24,29;9,83;39,33;78,67;0,00;5,00;4,00;1,00;0,00;15,13;12,10;21,18;4,54;0,00;7,87;0,00;4,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;39,00;0,00;32,00;5,38;29,59;92,18;24,82;9,75;39,00;87,75;9,75;12,00;4,00;5,00;1,00;13,50;7,50;16,50;0,00;0,00;11,70;0,00;4,00;0,00;0,00;1,00;0,00;0,00;6,00;0,00;0,00;0,00;1,00;1,00;0,00
2019-10-27;35,00;0,00;18,00;4,04;21,54;101,50;24,50;8,75;26,25;113,75;4,38;7,00;5,00;7,00;1,00;18,96;4,38;36,46;5,83;0,00;7,78;0,00;7,00;5,00;0,00;0,00;0,00;4,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2019-11-03;40,00;0,00;31,00;17,33;16,00;90,91;36,36;10,00;30,00;70,00;5,00;6,00;3,00;5,00;1,00;4,44;4,44;20,74;4,44;0,00;12,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-11-10;37,00;0,00;25,00;3,96;14,54;90,82;26,91;9,25;27,75;55,50;9,25;5,00;9,00;5,00;1,00;14,80;7,40;17,76;5,92;0,00;20,56;0,00;1,00;4,00;1,00;0,00;1,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-17;27,00;0,00;31,00;10,80;17,55;67,50;30,38;9,00;18,00;72,00;9,00;10,00;4,00;9,00;1,00;15,00;3,00;15,00;4,50;0,00;30,86;0,00;9,00;0,00;1,00;3,00;1,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;31,00;0,00;32,00;14,83;20,22;65,44;31,00;10,33;31,00;72,33;5,17;1,00;5,00;2,00;1,00;13,29;4,43;20,67;4,43;0,00;46,50;1,94;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;43,00;0,00;24,00;2,69;18,81;68,08;32,25;4,30;25,80;103,20;4,30;8,00;3,00;9,00;5,00;11,86;5,93;14,83;7,41;0,00;168,09;0,00;4,00;1,00;1,00;1,00;1,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-08;28,00;0,00;29,00;5,33;14,67;87,50;31,50;4,67;28,00;93,33;4,67;9,00;7,00;3,00;1,00;11,79;1,47;32,42;5,89;0,00;160,00;0,00;4,00;1,00;0,00;0,00;0,00;3,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-12-15;30,00;0,00;21,00;5,45;17,73;63,33;30,00;5,00;30,00;70,00;5,00;8,00;3,00;3,00;3,00;21,00;7,50;19,50;9,00;0,00;124,29;2,14;1,00;1,00;4,00;0,00;0,00;1,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-12-22;28,00;0,00;34,00;9,33;14,67;73,50;28,00;9,33;28,00;84,00;4,67;4,00;7,00;12,00;0,00;22,11;13,26;16,21;5,89;4,00;260,00;0,00;10,00;0,00;1,00;1,00;0,00;0,00;8,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-12-29;38,00;0,00;37,00;12,21;24,43;86,36;44,91;4,75;47,50;114,00;9,50;7,00;3,00;6,00;0,00;15,20;4,56;19,76;7,60;0,00;240,67;0,00;1,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-05;53,00;0,00;28,00;10,87;25,82;113,07;28,27;8,83;53,00;70,67;8,83;9,00;8,00;7,00;1,00;16,66;6,06;25,74;9,09;0,00;61,15;2,04;5,00;0,00;1,00;1,00;1,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-12;40,00;0,00;40,00;14,67;28,00;98,18;25,45;10,00;50,00;80,00;10,00;7,00;10,00;7,00;1,00;23,70;5,93;29,63;5,93;0,00;8,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-01-19;39,00;0,00;35,00;8,07;22,86;159,55;28,36;9,75;68,25;68,25;4,88;4,00;5,00;5,00;4,00;13,50;3,00;42,00;6,00;0,00;7,80;0,00;2,00;4,00;4,00;0,00;4,00;1,00;3,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-01-26;36,00;0,00;23,00;12,00;22,67;126,00;28,80;9,00;45,00;72,00;4,50;10,00;10,00;12,00;2,00;10,50;3,00;39,00;1,50;0,00;8,00;2,00;5,00;0,00;0,00;1,00;0,00;0,00;5,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-02-02;39,00;0,00;31,00;17,48;45,72;134,73;53,18;4,88;48,75;87,75;9,75;19,00;7,00;11,00;1,00;19,50;4,50;48,00;4,50;0,00;7,80;0,00;5,00;0,00;0,00;0,00;0,00;1,00;4,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-02-09;41,00;0,00;31,00;12,30;24,60;140,08;41,00;10,25;82,00;61,50;10,25;11,00;7,00;11,00;4,00;19,74;7,59;30,37;6,07;0,00;8,20;0,00;2,00;4,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-16;33,00;0,00;25,00;11,00;34,38;139,33;44,00;11,00;77,00;121,00;11,00;6,00;11,00;13,00;5,00;19,50;9,00;40,50;7,50;2,06;8,25;4,13;4,00;3,00;0,00;3,00;3,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;49,00;0,00;31,00;10,59;27,81;126,00;42,00;9,80;58,80;68,60;9,80;10,00;11,00;4,00;2,00;19,30;7,42;31,18;10,39;2,04;4,08;2,04;4,00;2,00;0,00;0,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;37,00;0,00;27,00;5,48;24,67;100,91;50,45;9,25;37,00;55,50;9,25;11,00;7,00;2,00;4,00;5,92;5,92;32,56;8,88;2,06;4,11;4,11;2,00;1,00;0,00;1,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-08;38,00;0,00;21,00;2,71;16,29;51,82;38,00;4,75;28,50;47,50;9,50;5,00;3,00;3,00;1,00;7,31;2,92;14,62;1,46;0,00;4,22;0,00;1,00;0,00;1,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-15;17,00;0,00;14,00;13,08;7,85;44,20;10,20;4,25;8,50;17,00;4,25;5,00;5,00;2,00;2,00;4,25;4,25;4,25;2,83;0,00;2,13;0,00;0,00;0,00;0,00;0,00;0,00;1,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;11,00;0,00;9,00;6,88;15,13;51,33;7,33;5,50;22,00;22,00;11,00;11,00;2,00;1,00;0,00;7,86;3,14;9,43;0,00;0,00;0,00;0,00;1,00;0,00;0,00;2,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-03-29;5,00;0,00;9,00;1,25;7,50;35,00;5,00;2,50;15,00;10,00;2,50;3,00;8,00;2,00;1,00;10,00;1,25;5,00;2,50;0,00;5,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;12,00;0,00;7,00;2,67;9,33;88,00;4,00;6,00;36,00;36,00;6,00;5,00;7,00;3,00;5,00;19,50;4,50;6,00;3,00;0,00;2,00;0,00;0,00;1,00;1,00;0,00;1,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;14,00;0,00;15,00;1,27;12,73;77,00;3,50;3,50;14,00;21,00;0,00;3,00;8,00;1,00;0,00;18,20;7,00;4,20;1,40;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;7,00;0,00;9,00;1,17;10,50;66,50;7,00;7,00;21,00;14,00;7,00;5,00;7,00;2,00;1,00;11,20;2,80;1,40;1,40;0,00;0,00;0,00;4,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;9,00;0,00;10,00;1,50;34,50;81,00;9,00;9,00;27,00;18,00;4,50;2,00;9,00;3,00;0,00;34,50;1,50;3,00;6,00;0,00;4,50;0,00;1,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-05-03;3,00;0,00;2,00;3,00;15,00;63,00;6,00;6,00;12,00;12,00;3,00;5,00;3,00;9,00;2,00;9,00;0,00;0,00;7,50;0,00;3,00;0,00;1,00;5,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;3,00;0,00;8,00;3,00;16,50;60,00;3,00;3,00;24,00;18,00;3,00;6,00;5,00;4,00;1,00;10,50;1,50;6,00;7,50;1,50;0,00;0,00;5,00;3,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;8,00;0,00;10,00;2,67;16,00;68,00;8,00;8,00;24,00;16,00;4,00;11,00;3,00;7,00;1,00;8,00;3,20;9,60;8,00;0,00;2,00;0,00;2,00;1,00;1,00;0,00;1,00;2,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-05-24;9,00;0,00;9,00;0,00;14,14;72,00;9,00;9,00;18,00;27,00;4,50;6,00;8,00;6,00;0,00;12,00;1,50;6,00;3,00;0,00;4,50;2,25;2,00;0,00;0,00;0,00;0,00;1,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00
2020-05-31;22,00;0,00;12,00;2,59;14,24;77,00;11,00;5,50;33,00;55,00;5,50;12,00;6,00;4,00;2,00;8,80;4,40;10,27;5,87;0,00;1,83;1,83;1,00;0,00;0,00;1,00;1,00;0,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-06-07;13,00;0,00;14,00;2,60;23,40;74,75;13,00;13,00;26,00;65,00;0,00;6,00;7,00;3,00;1,00;4,33;5,78;5,78;5,78;0,00;0,00;4,33;0,00;1,00;2,00;1,00;2,00;2,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;21,00;0,00;16,00;2,63;28,88;87,50;24,50;10,50;52,50;63,00;5,25;0,00;9,00;2,00;2,00;10,50;3,00;21,00;4,50;0,00;4,20;4,20;1,00;1,00;0,00;0,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;28,00;0,00;13,00;4,00;44,00;129,50;17,50;18,67;46,67;74,67;9,33;13,00;14,00;4,00;3,00;8,84;4,42;16,21;4,42;0,00;0,00;2,00;4,00;3,00;1,00;0,00;3,00;1,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00
2020-06-28;21,00;0,00;16,00;2,63;34,13;77,00;24,50;10,50;42,00;105,00;10,50;14,00;27,00;5,00;4,00;22,50;6,00;12,00;4,50;0,00;8,40;0,00;1,00;4,00;0,00;1,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;30,00;0,00;8,00;5,45;25,91;116,25;26,25;10,00;60,00;120,00;5,00;10,00;14,00;10,00;3,00;19,50;7,50;16,50;4,50;0,00;8,57;0,00;4,00;4,00;1,00;1,00;3,00;1,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-07-12;32,00;1,00;24,00;13,33;20,00;110,22;32,00;10,67;64,00;149,33;5,33;9,00;13,00;5,00;4,00;16,00;2,91;17,45;5,82;0,00;8,00;0,00;8,00;1,00;4,00;3,00;1,00;0,00;10,00;1,00;0,00;5,00;0,00;0,00;0,00
2020-07-19;24,00;0,00;15,00;8,00;24,00;133,71;44,57;16,00;56,00;104,00;8,00;20,00;24,00;8,00;1,00;13,50;10,50;12,00;10,50;2,00;4,00;2,00;1,00;1,00;1,00;0,00;1,00;0,00;3,00;3,00;1,00;0,00;0,00;0,00;0,00
2020-07-26;26,00;0,00;15,00;4,11;32,84;126,29;44,57;8,67;52,00;121,33;8,67;20,00;22,00;9,00;5,00;30,59;16,82;18,35;7,65;2,17;8,67;0,00;3,00;1,00;1,00;0,00;0,00;0,00;7,00;0,00;3,00;3,00;0,00;0,00;0,00
2020-08-02;42,00;0,00;15,00;7,88;19,69;133,00;49,00;8,40;58,80;159,60;16,80;18,00;15,00;15,00;0,00;24,62;10,14;21,72;5,79;1,91;3,82;3,82;3,00;0,00;1,00;7,00;1,00;3,00;12,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-08-09;26,00;0,00;20,00;4,11;24,63;170,86;55,71;8,67;78,00;164,67;8,67;17,00;21,00;7,00;3,00;16,82;13,76;9,18;15,29;2,17;17,33;4,33;7,00;3,00;5,00;0,00;10,00;1,00;6,00;0,00;1,00;1,00;0,00;0,00;0,00
2020-08-16;26,00;0,00;19,00;1,37;24,63;130,00;48,29;8,67;60,67;164,67;17,33;14,00;19,00;4,00;7,00;24,56;10,11;14,44;5,78;0,00;8,67;0,00;4,00;7,00;3,00;3,00;4,00;1,00;12,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-08-23;28,00;0,00;17,00;2,67;33,33;122,50;35,00;9,33;56,00;121,33;9,33;19,00;53,00;4,00;4,00;16,21;5,89;19,16;11,79;0,00;12,00;0,00;3,00;4,00;1,00;0,00;1,00;1,00;3,00;1,00;0,00;3,00;0,00;0,00;0,00
2020-08-30;26,00;0,00;10,00;0,00;20,53;70,57;44,57;4,33;26,00;112,67;4,33;18,00;17,00;5,00;3,00;21,41;4,59;12,24;3,06;0,00;8,67;0,00;4,00;0,00;3,00;1,00;3,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-06;30,00;0,00;12,00;2,73;21,82;70,00;23,33;10,00;40,00;100,00;60,00;26,00;10,00;6,00;1,00;18,00;3,00;3,00;6,00;0,00;8,57;2,14;8,00;3,00;1,00;3,00;7,00;1,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-09-13;20,00;0,00;9,00;2,67;16,00;113,33;20,00;10,00;30,00;100,00;10,00;31,00;11,00;7,00;2,00;13,85;6,15;4,62;7,69;0,00;8,00;0,00;5,00;0,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-20;17,00;0,00;6,00;3,92;17,00;71,40;17,00;8,50;59,50;59,50;8,50;16,00;5,00;5,00;1,00;8,50;2,83;5,67;2,83;0,00;8,50;0,00;0,00;0,00;0,00;1,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00
