Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;83,00;6,92;338,92;269,75;0,00;34,00
2019-01-13;67,00;6,70;281,40;268,00;3,35;37,00
2019-01-20;70,00;3,50;259,00;252,00;3,50;23,00
2019-01-27;61,00;3,39;216,89;244,00;3,39;22,00
2019-02-03;58,00;7,25;232,00;246,50;3,63;26,00
2019-02-10;48,00;6,86;219,43;226,29;0,00;20,00
2019-02-17;53,00;6,63;178,88;318,00;3,31;28,00
2019-02-24;38,00;7,60;182,40;212,80;3,80;21,00
2019-03-03;56,00;7,00;217,00;203,00;3,50;27,00
2019-03-10;52,00;7,43;215,43;208,00;3,71;19,00
2019-03-17;46,00;6,57;164,29;177,43;3,29;26,00
2019-03-24;46,00;6,57;157,71;164,29;3,29;28,00
2019-03-31;67,00;7,44;171,22;156,33;3,72;22,00
2019-04-07;59,00;7,38;177,00;184,38;7,38;21,00
2019-04-14;82,00;3,42;157,17;157,17;3,42;17,00
2019-04-21;78,00;7,09;148,91;177,27;3,55;27,00
2019-04-28;61,00;6,78;176,22;230,44;3,39;29,00
2019-05-05;60,00;6,67;166,67;153,33;3,33;25,00
2019-05-12;55,00;6,88;130,63;178,75;3,44;16,00
2019-05-19;48,00;6,86;144,00;137,14;3,43;19,00
2019-05-26;45,00;7,50;180,00;150,00;3,75;17,00
2019-06-02;62,00;6,89;172,22;144,67;3,44;22,00
2019-06-09;47,00;6,71;161,14;154,43;3,36;23,00
2019-06-16;47,00;6,71;161,14;154,43;3,36;28,00
2019-06-23;52,00;7,43;148,57;163,43;3,71;29,00
2019-06-30;61,00;6,78;149,11;196,56;0,00;33,00
2019-07-07;65,00;7,22;223,89;202,22;0,00;51,00
2019-07-14;55,00;6,88;178,75;199,38;3,44;30,00
2019-07-21;60,00;6,67;166,67;193,33;3,33;22,00
2019-07-28;53,00;6,63;185,50;172,25;3,31;25,00
2019-08-04;56,00;7,00;182,00;210,00;3,50;22,00
2019-08-11;55,00;6,88;178,75;220,00;3,44;20,00
2019-08-18;67,00;6,70;167,50;261,30;3,35;34,00
2019-08-25;71,00;3,55;198,80;646,10;3,55;31,00
2019-09-01;76,00;6,91;172,73;221,09;3,45;24,00
2019-09-08;61,00;6,78;196,56;203,33;0,00;21,00
2019-09-15;55,00;6,88;178,75;171,88;0,00;41,00
2019-09-22;65,00;3,61;209,44;173,33;0,00;25,00
2019-09-29;63,00;3,50;168,00;210,00;3,50;26,00
2019-10-06;69,00;6,90;158,70;200,10;3,45;26,00
2019-10-13;51,00;7,29;218,57;204,00;3,64;16,00
2019-10-20;60,00;6,67;193,33;180,00;0,00;16,00
2019-10-27;67,00;6,70;174,20;180,90;3,35;32,00
2019-11-03;71,00;3,55;184,60;191,70;3,55;24,00
2019-11-10;72,00;7,20;180,00;208,80;3,60;28,00
2019-11-17;67,00;14,89;193,56;230,78;3,72;37,00
2019-11-24;60,00;6,67;153,33;153,33;3,33;19,00
2019-12-01;56,00;3,50;168,00;161,00;3,50;25,00
2019-12-08;50,00;7,14;157,14;164,29;3,57;22,00
2019-12-15;51,00;3,64;160,29;247,71;3,64;23,00
2019-12-22;85,00;3,54;247,92;247,92;3,54;42,00
2019-12-29;71,00;3,55;333,70;269,80;3,55;33,00
2020-01-05;70,00;3,50;287,00;287,00;3,50;32,00
2020-01-12;71,00;3,55;234,30;269,80;3,55;33,00
2020-01-19;100,00;7,14;257,14;271,43;3,57;31,00
2020-01-26;54,00;20,25;263,25;216,00;3,38;28,00
2020-02-02;53,00;7,57;265,00;234,71;3,79;25,00
2020-02-09;56,00;3,50;203,00;252,00;3,50;23,00
2020-02-16;68,00;3,40;204,00;346,80;3,40;25,00
2020-02-23;48,00;6,86;164,57;240,00;3,43;21,00
2020-03-01;52,00;14,86;156,00;260,00;3,71;24,00
2020-03-08;56,00;7,00;140,00;196,00;0,00;17,00
2020-03-15;25,00;6,25;75,00;118,75;3,13;14,00
2020-03-22;30,00;7,50;52,50;112,50;3,75;16,00
2020-03-29;25,00;6,25;37,50;75,00;0,00;14,00
2020-04-05;29,00;7,25;50,75;79,75;0,00;14,00
2020-04-12;39,00;7,80;54,60;93,60;3,90;13,00
2020-04-19;22,00;7,33;44,00;66,00;0,00;21,00
2020-04-26;19,00;6,33;31,67;69,67;3,17;12,00
2020-05-03;32,00;6,40;38,40;83,20;3,20;21,00
2020-05-10;43,00;7,17;50,17;78,83;0,00;10,00
2020-05-17;31,00;7,75;69,75;116,25;3,88;15,00
2020-05-24;31,00;7,75;77,50;85,25;0,00;16,00
2020-05-31;41,00;6,83;54,67;88,83;0,00;14,00
2020-06-07;36,00;7,20;64,80;79,20;0,00;11,00
2020-06-14;41,00;6,83;47,83;75,17;0,00;9,00
2020-06-21;35,00;7,00;42,00;77,00;3,50;9,00
2020-06-28;36,00;7,20;57,60;86,40;0,00;7,00
2020-07-05;40,00;6,67;46,67;66,67;3,33;14,00
2020-07-12;36,00;7,20;50,40;64,80;3,60;15,00
2020-07-19;25,00;3,13;37,50;75,00;0,00;10,00
2020-07-26;28,00;3,50;49,00;77,00;3,50;8,00
2020-08-02;29,00;3,63;65,25;79,75;0,00;10,00
2020-08-09;43,00;3,58;100,33;93,17;0,00;12,00
2020-08-16;45,00;3,75;60,00;82,50;3,75;10,00
2020-08-23;46,00;3,29;39,43;65,71;3,29;10,00
2020-08-30;41,00;3,42;34,17;61,50;3,42;11,00
2020-09-06;60,00;3,75;30,00;82,50;3,75;9,00
2020-09-13;45,00;7,50;37,50;75,00;3,75;12,00
2020-09-20;39,00;6,50;32,50;84,50;0,00;10,00
2020-09-27;40,00;3,33;40,00;166,67;0,00;12,00
2020-10-04;30,00;7,50;37,50;105,00;3,75;23,00
2020-10-11;42,00;3,50;21,00;105,00;3,50;28,00
2020-10-18;25,00;6,25;18,75;93,75;3,13;16,00
2020-10-25;22,00;3,67;58,67;95,33;3,67;15,00
2020-11-01;14,00;3,50;42,00;91,00;0,00;9,00
2020-11-08;22,00;7,33;29,33;146,67;0,00;10,00
2020-11-15;19,00;6,33;25,33;95,00;3,17;11,00
2020-11-22;19,00;3,17;31,67;190,00;3,17;11,00
2020-11-29;19,00;3,17;31,67;76,00;3,17;8,00
2020-12-06;23,00;7,67;38,33;99,67;3,83;12,00
2020-12-13;58,00;3,63;43,50;79,75;3,63;11,00
2020-12-20;57,00;3,56;49,88;128,25;3,56;14,00
2020-12-27;52,00;3,71;89,14;742,86;3,71;21,00
2021-01-03;46,00;13,14;65,71;177,43;3,29;15,00
2021-01-10;36,00;7,20;57,60;180,00;3,60;12,00
2021-01-17;44,00;7,33;44,00;102,67;3,67;17,00
2021-01-24;39,00;7,80;54,60;101,40;3,90;13,00
2021-01-31;42,00;7,00;84,00;126,00;3,50;12,00
2021-02-07;61,00;6,78;54,22;203,33;3,39;8,00
2021-02-14;26,00;6,50;39,00;104,00;3,25;15,00
2021-02-21;21,00;7,00;49,00;77,00;3,50;10,00
2021-02-28;35,00;7,00;49,00;91,00;3,50;10,00
2021-03-07;26,00;6,50;45,50;97,50;3,25;9,00
2021-03-14;31,00;7,75;38,75;131,75;3,88;8,00
2021-03-21;24,00;4,00;32,00;112,00;4,00;9,00
2021-03-28;32,00;4,00;32,00;112,00;4,00;10,00
2021-04-04;22,00;7,33;44,00;139,33;3,67;15,00
2021-04-11;25,00;12,50;31,25;93,75;0,00;9,00
2021-04-18;25,00;3,13;31,25;112,50;3,13;13,00
2021-04-25;23,00;3,83;30,67;130,33;3,83;7,00
2021-05-02;25,00;3,13;43,75;131,25;3,13;14,00
2021-05-09;26,00;3,25;71,50;195,00;0,00;18,00
2021-05-16;25,00;6,25;43,75;143,75;3,13;22,00
2021-05-23;30,00;3,75;52,50;150,00;3,75;16,00
2021-05-30;39,00;3,25;65,00;149,50;3,25;19,00
2021-06-06;30,00;7,50;67,50;150,00;3,75;9,00
2021-06-13;33,00;6,60;59,40;112,20;0,00;11,00
2021-06-20;36,00;28,80;86,40;172,80;3,60;8,00
2021-06-27;31,00;7,75;108,50;209,25;0,00;10,00
2021-07-04;33,00;13,20;72,60;132,00;0,00;32,00
2021-07-11;36,00;3,60;79,20;151,20;3,60;12,00
2021-07-18;33,00;3,30;59,40;105,60;0,00;13,00
2021-07-25;34,00;3,40;74,80;122,40;0,00;15,00
2021-08-01;33,00;3,30;118,80;118,80;3,30;14,00
2021-08-08;37,00;7,40;96,20;148,00;3,70;12,00
2021-08-15;38,00;0,00;98,80;152,00;3,80;18,00
2021-08-22;40,00;6,67;93,33;133,33;3,33;8,00
2021-08-29;49,00;7,00;98,00;168,00;3,50;15,00
2021-09-05;39,00;3,90;109,20;171,60;3,90;13,00
2021-09-12;36,00;0,00;122,40;187,20;3,60;18,00
2021-09-19;63,00;3,50;140,00;154,00;0,00;18,00
2021-09-26;41,00;6,83;116,17;136,67;3,42;15,00
2021-10-03;44,00;14,67;154,00;168,67;3,67;16,00
2021-10-10;59,00;3,69;177,00;162,25;3,69;17,00
