Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;54,00;108,00;27,00;27,00;1350,00;27,00;27,00;2700,00;27,00;15,43;30,86;740,57;208,29;896,40;10,80;43,20;1080,00;13,50;18,00;202,50;13,50;3,18;12,71;317,65;44,47;0,00;10,00;10,00;12,00;10,80;3,60;342,00;0,00;186,00;2,00;182,00;0,00;27,00;0,00;0,00;0,00;2,00;0,00
2019-01-13;37,00;37,00;37,00;18,50;777,00;18,50;9,25;1350,50;18,50;7,40;7,40;540,20;192,40;453,25;4,63;27,75;592,00;9,25;9,25;175,75;0,00;6,73;6,73;215,27;26,91;0,00;5,00;0,00;17,00;3,36;0,00;255,64;0,00;129,50;2,06;172,67;0,00;15,00;2,00;2,00;0,00;0,00;0,00
2019-01-20;51,00;51,00;51,00;25,50;714,00;12,75;12,75;918,00;25,50;14,57;7,29;313,29;167,57;346,80;5,10;30,60;520,20;4,25;17,00;157,25;0,00;6,38;12,75;127,50;22,31;0,00;2,00;2,00;10,00;6,80;0,00;251,60;0,00;126,48;0,00;95,88;2,00;15,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;66,00;33,00;16,50;33,00;363,00;22,00;11,00;792,00;11,00;7,33;14,67;278,67;227,33;341,00;5,50;44,00;473,00;8,80;13,20;145,20;8,80;3,30;6,60;145,20;29,70;0,00;7,00;2,00;2,00;3,47;3,47;264,00;3,47;138,00;0,00;86,00;2,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;49,00;24,50;24,50;24,50;686,00;12,25;24,50;808,50;24,50;8,17;8,17;294,00;138,83;333,20;4,90;29,40;441,00;8,91;8,91;164,82;4,45;3,27;13,07;127,40;26,13;0,00;5,00;2,00;7,00;3,50;0,00;217,00;0,00;81,67;0,00;89,83;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;38,00;19,00;38,00;19,00;494,00;9,50;9,50;532,00;9,50;7,60;7,60;304,00;174,80;285,00;9,50;19,00;418,00;8,44;4,22;177,33;4,22;6,33;12,67;117,17;25,33;0,00;0,00;0,00;8,00;6,91;3,45;203,82;3,45;108,00;0,00;90,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;61,00;30,50;30,50;15,25;335,50;10,17;10,17;488,00;0,00;0,00;15,25;167,75;152,50;284,67;5,08;40,67;406,67;4,36;4,36;156,86;0,00;0,00;0,00;96,32;38,53;3,00;3,00;3,00;0,00;14,35;3,59;200,94;3,59;99,63;0,00;101,67;0,00;15,00;0,00;0,00;3,00;0,00;0,00
2019-02-24;28,00;28,00;14,00;14,00;364,00;14,00;14,00;672,00;28,00;14,00;7,00;224,00;147,00;214,67;4,67;18,67;345,33;14,00;4,67;177,33;9,33;0,00;6,22;80,89;12,44;0,00;8,00;3,00;5,00;17,50;0,00;175,00;0,00;106,00;2,00;62,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;70,00;35,00;17,50;35,00;350,00;11,67;0,00;606,67;23,33;7,78;15,56;318,89;210,00;310,00;5,00;20,00;370,00;8,75;4,38;175,00;8,75;6,36;9,55;89,09;25,45;0,00;2,00;0,00;15,00;3,50;3,50;192,50;0,00;82,00;0,00;64,00;7,00;20,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;67,00;16,75;33,50;16,75;402,00;11,17;0,00;580,67;22,33;7,44;7,44;282,89;163,78;279,17;0,00;33,50;357,33;8,93;13,40;142,93;0,00;9,57;3,19;73,38;15,95;3,00;0,00;2,00;10,00;3,53;0,00;137,53;0,00;77,15;0,00;75,12;2,00;5,00;0,00;0,00;0,00;2,00;0,00
2019-03-17;46,00;46,00;23,00;23,00;460,00;11,50;0,00;345,00;11,50;7,67;7,67;207,00;122,67;230,00;0,00;23,00;310,50;4,60;0,00;138,00;4,60;3,29;0,00;95,29;6,57;0,00;0,00;0,00;8,00;3,54;0,00;123,85;0,00;90,00;0,00;26,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;46,00;23,00;46,00;23,00;460,00;11,50;23,00;276,00;23,00;3,83;0,00;168,67;107,33;126,50;0,00;11,50;287,50;4,60;0,00;73,60;0,00;0,00;6,57;78,86;6,57;0,00;0,00;3,00;13,00;3,54;0,00;127,38;0,00;28,00;0,00;38,00;0,00;5,00;3,00;0,00;0,00;0,00;0,00
2019-03-31;41,00;20,50;20,50;20,50;287,00;0,00;10,25;164,00;10,25;8,20;0,00;131,20;123,00;82,00;5,13;20,50;225,50;0,00;4,56;100,22;0,00;0,00;0,00;78,85;6,31;0,00;0,00;0,00;8,00;0,00;0,00;71,75;0,00;59,45;0,00;10,25;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;28,00;14,00;14,00;0,00;168,00;14,00;14,00;168,00;14,00;0,00;7,00;112,00;154,00;65,33;0,00;9,33;177,33;0,00;4,67;74,67;0,00;0,00;0,00;62,22;6,22;0,00;0,00;0,00;5,00;3,50;0,00;73,50;0,00;36,00;0,00;20,00;3,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;22,00;11,00;11,00;11,00;154,00;11,00;11,00;132,00;11,00;3,67;3,67;139,33;132,00;99,00;0,00;22,00;187,00;4,40;0,00;66,00;0,00;0,00;6,29;62,86;3,14;0,00;3,00;0,00;5,00;7,33;3,67;66,00;0,00;46,00;0,00;20,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;35,00;17,50;17,50;0,00;175,00;17,50;17,50;175,00;17,50;3,50;3,50;70,00;98,00;81,67;5,83;11,67;198,33;0,00;4,38;43,75;4,38;0,00;3,18;47,73;3,18;0,00;3,00;0,00;8,00;0,00;0,00;56,00;0,00;32,94;2,06;30,88;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;33,00;16,50;16,50;16,50;198,00;16,50;0,00;198,00;16,50;4,13;0,00;74,25;99,00;66,00;5,50;22,00;198,00;4,71;9,43;84,86;0,00;3,30;0,00;62,70;3,30;0,00;0,00;0,00;3,00;3,67;0,00;73,33;0,00;43,31;0,00;30,94;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;42,00;21,00;21,00;21,00;126,00;10,50;10,50;147,00;10,50;0,00;0,00;42,00;84,00;73,50;0,00;10,50;189,00;0,00;0,00;33,60;0,00;0,00;0,00;61,38;0,00;0,00;0,00;0,00;0,00;3,50;0,00;59,50;0,00;40,00;2,00;28,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;31,00;15,50;15,50;0,00;62,00;15,50;15,50;217,00;15,50;0,00;0,00;62,00;54,25;51,67;5,17;10,33;175,67;0,00;0,00;44,29;0,00;0,00;0,00;41,33;3,44;0,00;3,00;0,00;0,00;0,00;0,00;65,44;0,00;37,20;0,00;20,67;0,00;3,00;5,00;0,00;0,00;0,00;0,00
2019-05-19;35,00;0,00;17,50;17,50;70,00;17,50;17,50;245,00;17,50;3,50;7,00;56,00;77,00;70,00;0,00;11,67;198,33;0,00;4,38;70,00;4,38;0,00;3,18;38,18;6,36;0,00;0,00;2,00;0,00;3,50;3,50;77,00;3,50;39,12;0,00;24,71;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;36,00;18,00;18,00;0,00;108,00;9,00;9,00;144,00;0,00;0,00;0,00;50,40;79,20;45,00;0,00;9,00;216,00;9,00;4,50;112,50;0,00;3,27;3,27;72,00;3,27;0,00;3,00;3,00;8,00;3,60;0,00;57,60;0,00;58,00;0,00;32,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00
2019-06-02;57,00;14,25;14,25;14,25;57,00;14,25;14,25;313,50;14,25;3,56;3,56;85,50;78,38;85,50;0,00;9,50;171,00;4,38;0,00;100,85;4,38;0,00;3,17;60,17;3,17;3,00;5,00;0,00;5,00;7,13;3,56;64,13;0,00;24,43;0,00;30,54;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;41,00;20,50;20,50;20,50;82,00;10,25;0,00;205,00;0,00;0,00;0,00;65,60;139,40;112,75;0,00;5,13;317,75;9,11;4,56;77,44;0,00;0,00;3,15;56,77;0,00;0,00;3,00;0,00;3,00;3,42;0,00;99,08;0,00;53,30;0,00;47,15;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;44,00;22,00;22,00;22,00;132,00;0,00;0,00;220,00;0,00;0,00;3,67;88,00;88,00;143,00;0,00;22,00;275,00;8,80;4,40;110,00;4,40;0,00;3,14;81,71;0,00;0,00;0,00;3,00;5,00;3,38;0,00;98,15;0,00;70,00;2,00;36,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;52,00;0,00;26,00;26,00;156,00;0,00;0,00;286,00;13,00;3,71;0,00;89,14;96,57;93,60;5,20;5,20;208,00;8,67;0,00;91,00;4,33;3,25;3,25;48,75;3,25;0,00;0,00;3,00;0,00;0,00;0,00;52,00;0,00;34,00;0,00;36,00;0,00;8,00;3,00;0,00;0,00;0,00;0,00
2019-06-30;38,00;19,00;19,00;19,00;152,00;9,50;9,50;228,00;0,00;0,00;0,00;68,40;83,60;47,50;4,75;9,50;209,00;12,67;4,22;59,11;0,00;0,00;0,00;63,33;0,00;0,00;3,00;0,00;0,00;3,45;0,00;62,18;0,00;74,00;0,00;20,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00
2019-07-07;62,00;15,50;31,00;0,00;124,00;10,33;0,00;310,00;10,33;0,00;3,88;116,25;131,75;134,33;0,00;20,67;330,67;4,43;8,86;128,43;8,86;0,00;0,00;110,95;6,53;0,00;0,00;0,00;5,00;3,44;3,44;72,33;0,00;64,07;0,00;41,33;0,00;3,00;5,00;3,00;0,00;0,00;0,00
2019-07-14;45,00;22,50;45,00;22,50;180,00;11,25;11,25;337,50;11,25;0,00;7,50;127,50;120,00;157,50;0,00;11,25;326,25;13,50;4,50;63,00;18,00;0,00;3,21;90,00;3,21;0,00;0,00;0,00;5,00;0,00;0,00;107,31;0,00;57,27;0,00;36,82;0,00;13,00;3,00;0,00;0,00;0,00;0,00
2019-07-21;100,00;66,67;66,67;16,67;133,33;25,00;12,50;350,00;12,50;0,00;7,69;138,46;215,38;170,00;10,00;20,00;220,00;4,35;4,35;65,22;0,00;0,00;3,23;70,97;0,00;0,00;0,00;22,00;0,00;24,14;3,45;127,59;0,00;84,00;0,00;56,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2019-07-28;56,00;14,00;14,00;14,00;140,00;14,00;0,00;448,00;14,00;0,00;0,00;136,00;160,00;168,00;11,20;11,20;358,40;0,00;4,31;81,85;0,00;0,00;9,88;85,65;0,00;0,00;0,00;0,00;3,00;3,50;3,50;108,50;0,00;56,00;0,00;42,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00
2019-08-04;62,00;15,50;15,50;15,50;155,00;10,33;10,33;330,67;10,33;0,00;7,75;178,25;155,00;155,00;10,33;20,67;320,33;4,43;4,43;101,86;0,00;0,00;0,00;97,89;3,26;0,00;0,00;3,00;0,00;0,00;0,00;110,22;0,00;64,00;0,00;48,00;0,00;11,00;3,00;3,00;0,00;0,00;0,00
2019-08-11;62,00;15,50;15,50;15,50;186,00;10,33;10,33;392,67;10,33;0,00;7,75;131,75;108,50;155,00;0,00;5,17;341,00;8,86;0,00;101,86;4,43;0,00;6,53;101,16;3,26;0,00;0,00;3,00;3,00;0,00;0,00;113,67;0,00;74,00;2,00;54,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;50,00;25,00;25,00;25,00;300,00;12,50;12,50;400,00;0,00;0,00;0,00;142,86;128,57;130,00;10,00;20,00;290,00;4,55;4,55;100,00;4,55;0,00;10,00;70,00;16,67;0,00;0,00;0,00;0,00;14,29;0,00;121,43;0,00;86,00;0,00;60,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;52,00;26,00;26,00;26,00;260,00;13,00;13,00;338,00;0,00;0,00;0,00;133,71;111,43;93,60;0,00;10,40;291,20;4,33;8,67;82,33;4,33;0,00;0,00;97,50;6,50;0,00;3,00;0,00;0,00;3,47;0,00;79,73;0,00;90,00;0,00;30,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-09-01;62,00;15,50;15,50;15,50;155,00;0,00;10,33;289,33;10,33;7,75;0,00;100,75;139,50;113,67;0,00;10,33;289,33;0,00;4,43;88,57;0,00;0,00;0,00;91,37;3,26;0,00;2,00;0,00;2,00;3,44;3,44;89,56;0,00;58,00;0,00;42,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-09-08;38,00;38,00;19,00;19,00;190,00;9,50;9,50;266,00;9,50;0,00;0,00;129,20;152,00;123,50;4,75;9,50;313,50;12,67;8,44;80,22;4,22;0,00;3,17;133,00;6,33;0,00;3,00;0,00;8,00;3,45;0,00;100,18;0,00;58,00;0,00;56,00;3,00;8,00;3,00;3,00;0,00;0,00;0,00
2019-09-15;46,00;23,00;46,00;23,00;230,00;11,50;11,50;299,00;11,50;3,83;7,67;115,00;115,00;103,50;0,00;11,50;379,50;4,60;0,00;105,80;0,00;0,00;6,57;98,57;3,29;0,00;3,00;0,00;3,00;3,54;3,54;123,85;0,00;56,00;0,00;20,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-09-22;49,00;24,50;24,50;24,50;245,00;12,25;12,25;343,00;12,25;0,00;4,08;106,17;106,17;98,00;4,90;9,80;392,00;8,91;4,45;71,27;0,00;0,00;3,27;101,27;13,07;3,00;0,00;0,00;0,00;3,50;7,00;115,50;0,00;63,29;2,04;42,88;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;43,00;21,50;21,50;21,50;215,00;10,75;10,75;258,00;0,00;7,17;0,00;121,83;129,00;86,00;0,00;10,75;333,25;0,00;4,30;60,20;4,30;0,00;0,00;112,46;6,62;3,00;0,00;0,00;3,00;3,58;0,00;125,42;0,00;69,62;0,00;43,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;12,00;12,00;24,00;12,00;144,00;6,00;0,00;144,00;6,00;3,00;3,00;96,00;78,00;168,00;6,00;12,00;312,00;12,00;4,00;100,00;4,00;0,00;6,00;75,00;9,00;0,00;2,00;0,00;5,00;6,00;0,00;219,00;0,00;66,00;0,00;50,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;27,00;13,50;27,00;13,50;216,00;13,50;13,50;351,00;13,50;6,75;6,75;101,25;87,75;99,00;0,00;18,00;252,00;4,50;0,00;99,00;0,00;0,00;10,13;84,38;6,75;0,00;7,00;0,00;7,00;6,75;3,38;131,63;0,00;60,23;0,00;45,69;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;22,00;11,00;11,00;11,00;132,00;11,00;11,00;286,00;11,00;3,67;7,33;132,00;110,00;176,00;11,00;11,00;275,00;0,00;8,80;70,40;0,00;0,00;0,00;59,71;31,43;0,00;0,00;7,00;5,00;7,33;0,00;124,67;0,00;86,00;2,00;34,00;0,00;5,00;0,00;0,00;0,00;2,00;0,00
2019-10-27;29,00;29,00;14,50;14,50;203,00;14,50;29,00;348,00;14,50;0,00;3,63;137,75;116,00;106,33;0,00;9,67;251,33;4,83;4,83;120,83;0,00;0,00;0,00;61,22;6,44;0,00;0,00;2,00;2,00;3,63;3,63;148,63;0,00;62,14;0,00;35,21;5,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-11-03;16,00;16,00;16,00;16,00;288,00;8,00;8,00;224,00;8,00;8,00;0,00;144,00;144,00;104,00;4,00;16,00;232,00;4,00;0,00;96,00;4,00;0,00;3,20;73,60;6,40;0,00;0,00;0,00;12,00;6,40;0,00;105,60;0,00;82,00;0,00;56,00;0,00;9,00;0,00;2,00;0,00;0,00;0,00
