Croisiere;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-10-18;13,00;4,00;17,00;17,00;1,00;16,25;3,25;11,38;8,13
2020-10-25;10,00;4,00;9,00;18,00;1,00;15,00;0,00;11,67;6,67
2020-11-01;6,00;0,00;2,00;19,00;0,50;22,00;2,00;8,00;8,00
2020-11-08;10,00;6,00;9,00;13,00;0,00;8,33;0,00;10,00;10,00
2020-11-15;9,00;6,00;7,00;16,00;1,00;18,00;4,50;6,00;7,50
2020-11-22;12,00;4,00;16,00;20,00;0,50;18,86;1,71;10,29;6,86
2020-11-29;9,00;2,00;9,00;14,00;1,00;18,00;1,50;9,00;6,00
2020-12-06;11,00;2,00;16,00;15,00;1,00;12,57;0,00;9,43;6,29
2020-12-13;11,00;8,00;12,00;17,00;0,00;18,33;1,83;11,00;5,50
2020-12-20;10,00;2,00;8,00;20,00;0,00;23,33;8,33;8,33;6,67
2020-12-27;16,00;4,00;26,00;26,00;2,00;20,80;1,60;9,60;6,40
2021-01-03;12,00;10,00;16,00;20,00;1,00;24,00;1,71;6,86;6,86
2021-01-10;11,00;6,00;21,00;18,00;2,00;15,71;3,14;12,57;7,86
2021-01-17;11,00;4,00;18,00;19,00;0,50;23,57;1,57;9,43;6,29
2021-01-24;12,00;12,00;9,00;21,00;0,50;22,29;3,43;10,29;6,86
2021-01-31;13,00;4,00;21,00;15,00;0,00;24,38;1,63;9,75;9,75
2021-02-07;9,00;6,00;9,00;16,00;0,00;27,00;1,80;14,40;10,80
2021-02-14;17,00;0,00;22,00;17,00;1,00;22,10;0,00;11,90;8,50
2021-02-21;14,00;2,00;14,00;20,00;1,00;21,00;1,75;12,25;7,00
2021-02-28;14,00;8,00;5,00;20,00;1,00;26,25;1,75;12,25;7,00
2021-03-07;11,00;6,00;16,00;22,00;1,00;26,71;1,57;12,57;6,29
2021-03-14;11,00;7,00;15,00;15,00;0,50;25,67;3,67;9,17;7,33
2021-03-21;14,00;2,00;17,00;18,00;1,00;28,00;1,75;12,25;7,00
2021-03-28;9,00;8,00;18,00;16,00;1,00;34,20;3,60;9,00;12,60
2021-04-04;11,00;10,00;22,00;23,00;1,00;36,67;3,67;7,33;11,00
2021-04-11;11,00;12,00;19,00;21,00;1,00;28,29;3,14;9,43;7,86
2021-04-18;12,00;4,00;14,00;21,00;2,00;42,86;1,71;10,29;8,57
2021-04-25;17,00;2,00;32,00;22,00;0,00;37,40;1,70;8,50;8,50
2021-05-02;18,00;11,00;14,00;32,00;0,00;50,73;3,27;8,18;8,18
2021-05-09;21,00;14,00;24,00;34,00;2,00;50,75;5,25;14,00;8,75
2021-05-16;20,00;11,00;16,00;36,00;3,00;50,00;1,67;16,67;10,00
2021-05-23;21,00;4,00;32,00;38,00;2,00;64,62;1,62;12,92;12,92
2021-05-30;25,00;12,00;5,00;29,00;3,00;73,33;1,67;15,00;10,00
2021-06-06;29,00;8,00;16,00;38,00;1,00;83,59;6,82;18,76;15,35
2021-06-13;26,00;11,00;21,00;34,00;2,00;81,47;1,73;13,87;13,87
2021-06-20;23,00;12,00;21,00;36,00;1,00;69,00;1,64;18,07;11,50
2021-06-27;37,00;16,00;26,00;32,00;3,00;70,64;1,68;16,82;11,77
2021-07-04;35,00;13,00;37,00;37,00;3,00;90,00;1,67;18,33;10,00
2021-07-11;31,00;11,00;25,00;31,00;2,00;86,11;1,72;18,94;15,50
2021-07-18;35,00;14,00;39,00;34,00;5,00;73,33;1,67;16,67;10,00
2021-07-25;33,00;16,00;35,00;44,00;1,00;70,95;1,65;23,10;9,90
2021-08-01;39,00;18,00;45,00;42,00;3,00;79,70;3,39;20,35;8,48
2021-08-08;40,00;11,00;22,00;46,00;1,00;93,33;1,67;28,33;11,67
2021-08-15;35,00;13,00;23,00;39,00;2,00;78,33;3,33;25,00;11,67
2021-08-22;33,00;7,00;32,00;38,00;7,00;69,30;6,60;21,45;9,90
2021-08-29;30,00;9,00;39,00;48,00;1,00;63,33;8,33;16,67;10,00
2021-09-05;29,00;19,00;42,00;43,00;4,00;56,29;6,82;17,06;10,24
2021-09-12;27,00;16,00;43,00;42,00;2,00;54,00;1,69;16,88;10,13
2021-09-19;31,00;5,00;18,00;34,00;3,00;56,83;5,17;17,22;12,06
2021-09-26;32,00;18,00;20,00;35,00;2,00;47,16;0,00;18,53;11,79
2021-10-03;19,00;7,00;17,00;42,00;6,00;29,36;0,86;12,09;8,64
2021-10-10;23,00;7,00;20,00;42,00;5,00;36,14;1,64;11,50;8,21
2021-10-17;27,00;7,00;23,00;41,00;4,00;42,19;3,38;11,81;8,44
2021-10-24;22,00;13,00;34,00;35,00;4,00;35,54;0,00;10,15;10,15
2021-10-31;29,00;14,00;20,00;33,00;3,00;39,24;3,41;13,65;8,53
2021-11-07;24,00;16,00;30,00;30,00;5,00;30,86;1,71;8,57;8,57
2021-11-14;21,00;9,00;26,00;28,00;2,00;22,75;0,00;10,50;8,75
2021-11-21;16,00;4,00;10,00;22,00;1,00;20,80;1,60;8,00;6,40
2021-11-28;10,00;6,00;9,00;17,00;1,00;25,00;3,33;8,33;8,33
