Croisiere;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;60,00;25,00;76,00;85,00;3,00;106,29;6,86;27,43;18,86
2019-01-13;55,00;33,00;73,00;79,00;2,00;116,88;6,88;24,06;18,91
2019-01-20;49,00;20,00;67,00;63,00;3,00;89,55;5,07;23,66;16,90
2019-01-27;26,00;2,00;58,00;68,00;7,00;93,60;1,73;20,80;13,87
2019-02-03;24,00;14,00;42,00;52,00;2,00;84,00;3,43;22,29;15,43
2019-02-10;26,00;14,00;48,00;62,00;3,00;72,80;1,73;19,07;13,87
2019-02-17;25,00;7,00;56,00;53,00;3,00;80,00;5,00;26,67;20,00
2019-02-24;38,00;7,00;50,00;53,00;5,00;81,18;3,45;29,36;15,55
2019-03-03;26,00;7,00;43,00;54,00;3,00;91,87;0,00;19,07;29,47
2019-03-10;27,00;9,00;44,00;48,00;3,00;74,25;3,38;18,56;13,50
2019-03-17;24,00;14,00;32,00;60,00;4,00;99,43;6,86;29,14;18,86
2019-03-24;29,00;14,00;32,00;54,00;5,00;127,94;10,24;51,18;52,88
2019-03-31;32,00;11,00;41,00;34,00;2,00;70,74;6,74;21,89;15,16
2019-04-07;40,00;14,00;39,00;44,00;3,00;66,67;1,67;18,33;13,33
2019-04-14;44,00;24,00;60,00;48,00;4,00;77,85;1,69;16,92;13,54
2019-04-21;42,00;19,00;40,00;55,00;4,00;89,04;1,68;18,48;11,76
2019-04-28;37,00;13,00;32,00;48,00;6,00;92,50;5,05;16,82;20,18
2019-05-05;45,00;8,00;67,00;49,00;2,00;76,67;8,33;18,33;13,33
2019-05-12;34,00;18,00;48,00;54,00;3,00;85,00;8,50;22,10;11,90
2019-05-19;33,00;15,00;48,00;50,00;3,00;79,20;4,95;24,75;11,55
2019-05-26;35,00;13,00;57,00;47,00;6,00;70,00;1,67;26,67;13,33
2019-06-02;46,00;20,00;28,00;55,00;9,00;158,44;6,81;69,85;34,07
2019-06-09;34,00;27,00;48,00;54,00;5,00;96,90;6,80;27,20;15,30
2019-06-16;41,00;18,00;42,00;55,00;2,00;116,17;3,42;18,79;13,67
2019-06-23;37,00;11,00;30,00;51,00;8,00;109,32;3,36;25,23;13,45
2019-06-30;32,00;16,00;65,00;66,00;6,00;114,53;6,74;21,89;13,47
2019-07-07;53,00;21,00;38,00;70,00;5,00;170,97;8,55;44,45;46,16
2019-07-14;47,00;14,00;82,00;65,00;2,00;104,07;10,07;23,50;18,46
2019-07-21;47,00;15,00;62,00;61,00;7,00;134,29;5,04;31,89;25,18
2019-07-28;56,00;29,00;84,00;69,00;7,00;125,58;6,79;44,12;18,67
2019-08-04;54,00;29,00;58,00;75,00;5,00;151,88;10,13;28,69;15,19
2019-08-11;45,00;28,00;64,00;76,00;7,00;150,00;10,00;23,33;13,33
2019-08-18;49,00;40,00;51,00;57,00;5,00;138,55;5,07;32,10;13,52
2019-08-25;52,00;7,00;64,00;69,00;6,00;110,71;1,68;35,23;15,10
2019-09-01;41,00;24,00;56,00;62,00;4,00;85,42;3,42;27,33;17,08
2019-09-08;43,00;18,00;55,00;56,00;5,00;104,92;3,44;25,80;13,76
2019-09-15;37,00;24,00;65,00;66,00;4,00;85,77;6,73;25,23;11,77
2019-09-22;44,00;11,00;48,00;52,00;4,00;86,31;8,46;25,38;13,54
2019-09-29;39,00;17,00;38,00;62,00;3,00;71,22;5,09;23,74;11,87
2019-10-06;40,00;6,00;43,00;58,00;7,00;70,00;5,00;21,67;11,67
2019-10-13;31,00;10,00;38,00;66,00;3,00;75,78;6,89;17,22;13,78
2019-10-20;34,00;21,00;29,00;52,00;5,00;74,80;6,80;20,40;13,60
2019-10-27;33,00;9,00;46,00;59,00;7,00;72,95;1,74;17,37;13,89
2019-11-03;37,00;17,00;29,00;60,00;2,00;72,32;3,36;20,18;11,77
2019-11-10;33,00;13,00;63,00;57,00;3,00;56,10;3,30;16,50;9,90
2019-11-17;33,00;10,00;27,00;51,00;4,00;53,84;1,74;19,11;13,89
2019-11-24;26,00;8,00;50,00;54,00;5,00;47,13;3,25;13,00;14,63
2019-12-01;29,00;15,00;31,00;42,00;5,00;49,47;1,71;15,35;11,94
2019-12-08;29,00;14,00;29,00;42,00;3,00;46,06;5,12;18,76;15,35
2019-12-15;26,00;10,00;47,00;50,00;3,00;52,00;3,47;24,27;27,73
2019-12-22;31,00;9,00;58,00;86,00;3,00;62,00;3,26;27,74;22,84
2019-12-29;55,00;24,00;91,00;100,00;7,00;86,67;5,00;25,00;20,00
2020-01-05;74,00;21,00;73,00;88,00;6,00;79,05;3,36;18,50;18,50
2020-01-12;49,00;26,00;48,00;71,00;4,00;98,00;3,38;23,66;21,97
2020-01-19;43,00;20,00;51,00;74,00;2,00;87,72;1,72;24,08;22,36
2020-01-26;47,00;18,00;85,00;68,00;3,00;112,46;1,68;33,57;28,54
2020-02-02;43,00;18,00;48,00;58,00;5,00;67,81;11,58;39,69;38,04
2020-02-09;40,00;19,00;63,00;52,00;4,00;68,33;10,00;30,00;38,33
2020-02-16;40,00;23,00;42,00;58,00;2,00;58,33;3,33;35,00;28,33
2020-02-23;41,00;19,00;40,00;56,00;3,00;51,25;6,83;34,17;30,75
2020-03-01;36,00;8,00;58,00;56,00;3,00;54,86;1,71;37,71;53,14
2020-03-08;28,00;13,00;52,00;100,00;4,00;31,50;5,25;47,25;75,25
2020-03-15;14,00;8,00;7,00;41,00;2,00;24,50;3,50;28,00;24,50
2020-03-22;19,00;13,00;12,00;26,00;1,00;17,27;3,45;17,27;27,64
2020-03-29;13,00;4,00;24,00;26,00;3,00;16,25;1,63;17,88;37,38
2020-04-05;10,00;6,00;21,00;27,00;0,00;16,67;5,00;15,00;15,00
2020-04-12;13,00;7,00;20,00;28,00;1,00;22,75;3,25;9,75;9,75
2020-04-19;16,00;2,00;19,00;28,00;1,00;26,67;1,78;12,44;8,89
2020-04-26;10,00;2,00;16,00;28,00;1,00;20,00;1,67;10,00;8,33
2020-05-03;10,00;5,00;15,00;25,00;0,00;16,67;5,00;10,00;10,00
2020-05-10;10,00;9,00;30,00;29,00;1,00;13,33;3,33;10,00;8,33
2020-05-17;14,00;11,00;9,00;30,00;0,00;21,00;1,75;12,25;10,50
2020-05-24;12,00;2,00;16,00;30,00;0,00;15,43;5,14;10,29;8,57
2020-05-31;21,00;7,00;22,00;30,00;0,00;22,75;5,25;15,75;7,00
2020-06-07;19,00;8,00;30,00;37,00;0,50;29,36;3,45;17,27;6,91
2020-06-14;48,00;7,00;15,00;34,00;0,50;27,43;1,71;15,43;8,57
2020-06-21;45,00;16,00;30,00;32,00;0,50;30,00;1,67;16,67;8,33
2020-06-28;27,00;5,00;16,00;37,00;0,50;30,38;1,69;15,19;6,75
2020-07-05;28,00;15,00;38,00;44,00;1,00;31,29;3,29;16,47;8,24
2020-07-12;28,00;6,00;22,00;24,00;2,00;34,59;3,29;16,47;9,88
2020-07-19;33,00;4,00;27,00;31,00;2,00;26,05;1,74;17,37;6,95
2020-07-26;34,00;4,00;15,00;23,00;1,00;35,70;8,50;11,90;8,50
2020-08-02;39,00;8,00;32,00;39,00;2,00;47,48;5,09;16,96;8,48
2020-08-09;31,00;6,00;30,00;28,00;3,00;46,50;6,89;13,78;6,89
2020-08-16;34,00;7,00;19,00;22,00;1,00;52,70;3,40;15,30;6,80
2020-08-23;30,00;15,00;18,00;28,00;3,00;35,00;0,00;18,33;6,67
2020-08-30;21,00;2,00;25,00;17,00;2,00;28,00;3,50;14,00;7,00
2020-09-06;19,00;8,00;20,00;22,00;1,00;27,64;5,18;10,36;6,91
2020-09-13;10,00;2,00;11,00;18,00;1,00;26,67;1,67;15,00;6,67
2020-09-20;15,00;6,00;16,00;20,00;0,50;20,00;5,00;10,00;6,67
2020-09-27;12,00;4,00;14,00;23,00;0,50;24,00;0,00;12,00;8,57
2020-10-04;14,00;4,00;16,00;22,00;2,00;17,50;0,00;12,25;7,00
2020-10-11;12,00;6,00;12,00;14,00;1,00;18,86;1,71;12,00;10,29
