Ski;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-03-01;51,00;43,44;54,78;9,44;9,44;17,00;24,00;18,00;9,00
2020-03-08;73,00;106,69;136,64;13,10;9,36;11,00;46,00;32,00;8,00
2020-03-15;26,00;20,43;9,29;1,86;1,86;3,00;7,00;7,00;6,00
2020-03-22;4,00;6,00;4,00;1,00;2,00;2,00;4,00;3,00;3,00
2020-03-29;2,00;4,00;4,00;1,00;4,00;1,00;4,00;3,00;2,00
2020-04-05;4,00;6,00;8,00;2,00;2,00;1,00;1,00;2,00;2,00
2020-04-12;3,00;3,00;4,50;0,75;1,50;1,00;4,00;4,00;2,00
2020-04-19;4,00;1,00;4,00;1,00;2,00;1,00;1,00;2,00;2,00
2020-04-26;4,00;2,00;2,00;1,00;2,00;1,00;0,00;2,00;1,00
2020-05-03;3,00;3,00;21,00;1,50;1,50;2,00;3,00;3,00;2,00
2020-05-10;4,00;4,00;2,00;1,00;2,00;2,00;2,00;3,00;2,00
2020-05-17;4,00;4,00;8,00;1,00;1,00;2,00;1,00;4,00;2,00
2020-05-24;3,00;6,00;3,00;0,75;0,75;1,00;1,00;3,00;2,00
2020-05-31;5,00;1,67;5,00;0,83;0,83;2,00;2,00;3,00;2,00
2020-06-07;5,00;1,67;6,67;0,83;1,67;3,00;2,00;3,00;2,00
2020-06-14;5,00;5,00;5,00;1,67;0,83;2,00;4,00;4,00;2,00
2020-06-21;5,00;10,00;10,00;1,25;2,50;2,00;3,00;5,00;2,00
2020-06-28;5,00;3,33;8,33;0,83;1,67;2,00;3,00;5,00;2,00
2020-07-05;8,00;6,00;0,00;1,00;2,00;4,00;3,00;4,00;3,00
2020-07-12;9,00;3,60;9,00;1,80;1,80;1,00;2,00;4,00;3,00
2020-07-19;10,00;4,00;8,00;2,00;2,00;3,00;3,00;5,00;3,00
2020-07-26;11,00;3,67;9,17;0,92;1,83;4,00;2,00;4,00;3,00
2020-08-02;10,00;8,00;12,00;2,00;4,00;3,00;5,00;3,00;3,00
2020-08-09;12,00;8,00;12,00;1,00;2,00;4,00;3,00;4,00;3,00
2020-08-16;11,00;7,33;5,50;1,83;1,83;4,00;7,00;3,00;3,00
2020-08-23;14,00;8,00;12,00;2,00;2,00;3,00;6,00;4,00;3,00
2020-08-30;12,00;10,00;10,00;2,00;2,00;4,00;10,00;6,00;3,00
2020-09-06;13,00;11,14;7,43;1,86;1,86;4,00;8,00;4,00;4,00
2020-09-13;12,00;8,57;6,86;1,71;1,71;2,00;6,00;4,00;4,00
2020-09-20;15,00;11,25;16,88;1,88;3,75;4,00;9,00;4,00;4,00
2020-09-27;18,00;14,40;10,80;3,60;3,60;4,00;11,00;4,00;4,00
2020-10-04;18,00;10,00;18,00;2,00;2,00;2,00;7,00;5,00;5,00
2020-10-11;20,00;3,64;23,64;1,82;1,82;4,00;9,00;4,00;5,00
2020-10-18;22,00;12,83;18,33;1,83;3,67;5,00;5,00;5,00;5,00
2020-10-25;12,00;10,00;18,00;4,00;4,00;4,00;7,00;4,00;5,00
2020-11-01;10,00;8,00;24,00;2,00;4,00;3,00;3,00;4,00;5,00
2020-11-08;13,00;13,00;16,71;1,86;3,71;1,00;5,00;4,00;7,00
2020-11-15;16,00;12,00;34,00;4,00;2,00;4,00;4,00;6,00;8,00
2020-11-22;54,00;24,21;40,97;3,72;7,45;6,00;12,00;8,00;9,00
2020-11-29;32,00;18,82;60,24;7,53;9,41;6,00;15,00;7,00;9,00
2020-12-06;37,00;29,60;75,85;5,55;9,25;9,00;11,00;9,00;11,00
2020-12-13;34,00;20,78;75,56;3,78;7,56;5,00;8,00;7,00;14,00
2020-12-20;41,00;14,91;128,59;7,45;11,18;9,00;9,00;7,00;18,00
2020-12-27;70,00;28,38;143,78;9,46;17,03;15,00;15,00;12,00;21,00
2021-01-03;99,00;28,02;100,87;7,47;11,21;13,00;12,00;8,00;16,00
2021-01-10;48,00;26,88;103,68;5,76;11,52;12,00;10,00;7,00;15,00
2021-01-17;68,00;22,67;109,56;5,67;9,44;8,00;9,00;7,00;14,00
2021-01-24;26,00;16,71;79,86;3,71;3,71;9,00;9,00;8,00;14,00
2021-01-31;33,00;11,00;60,50;1,83;3,67;17,00;10,00;8,00;15,00
2021-02-07;56,00;9,33;100,80;5,60;3,73;24,00;14,00;7,00;15,00
2021-02-14;51,00;18,89;117,11;3,78;5,67;21,00;13,00;8,00;16,00
2021-02-21;37,00;7,40;55,50;1,85;3,70;5,00;7,00;6,00;11,00
2021-02-28;24,00;12,92;51,69;1,85;3,69;5,00;5,00;5,00;10,00
2021-03-07;14,00;8,00;44,00;2,00;4,00;1,00;7,00;4,00;9,00
2021-03-14;12,00;5,14;46,29;1,71;5,14;2,00;6,00;5,00;6,00
2021-03-21;9,00;5,40;50,40;1,80;5,40;2,00;2,00;4,00;7,00
2021-03-28;6,00;2,00;34,00;2,00;6,00;3,00;3,00;4,00;5,00
2021-04-04;4,00;4,00;40,00;2,00;2,00;1,00;5,00;3,00;4,00
2021-04-11;4,00;8,00;26,00;1,00;2,00;2,00;3,00;2,00;3,00
2021-04-18;3,00;3,00;12,00;0,75;1,50;1,00;5,00;3,00;4,00
2021-04-25;3,00;3,00;3,00;0,75;1,50;2,00;3,00;3,00;3,00
2021-05-02;3,00;3,00;1,50;0,75;1,50;1,00;3,00;3,00;3,00
2021-05-09;5,00;5,00;2,50;2,50;2,50;2,00;2,00;3,00;3,00
2021-05-16;5,00;3,33;3,33;0,83;1,67;4,00;3,00;3,00;3,00
2021-05-23;5,00;5,00;6,67;0,83;1,67;3,00;5,00;2,00;3,00
2021-05-30;3,00;3,00;4,50;0,75;0,75;2,00;3,00;2,00;3,00
2021-06-06;3,00;6,00;3,00;1,50;3,00;1,00;3,00;1,00;3,00
2021-06-13;3,00;3,00;3,00;0,75;3,00;2,00;3,00;2,00;3,00
2021-06-20;4,00;10,00;4,00;2,00;2,00;3,00;5,00;3,00;3,00
2021-06-27;4,00;4,00;4,00;2,00;1,00;1,00;2,00;2,00;3,00
2021-07-04;6,00;4,00;6,00;1,00;2,00;1,00;3,00;1,00;3,00
2021-07-11;5,00;3,33;1,67;0,83;1,67;3,00;5,00;3,00;3,00
2021-07-18;6,00;4,00;2,00;1,00;2,00;3,00;3,00;3,00;3,00
2021-07-25;5,00;8,33;6,67;0,83;0,83;2,00;6,00;3,00;3,00
2021-08-01;7,00;8,75;3,50;0,88;1,75;1,00;5,00;3,00;3,00
2021-08-08;8,00;6,00;8,00;1,00;2,00;3,00;5,00;3,00;3,00
2021-08-15;9,00;7,20;1,80;1,80;1,80;4,00;11,00;5,00;3,00
2021-08-22;11,00;14,67;1,83;1,83;1,83;2,00;9,00;4,00;3,00
2021-08-29;8,00;12,00;10,00;2,00;2,00;3,00;9,00;5,00;4,00
2021-09-05;9,00;16,20;9,00;1,80;1,80;3,00;7,00;5,00;4,00
2021-09-12;13,00;20,43;7,43;1,86;3,71;3,00;13,00;5,00;4,00
2021-09-19;13,00;22,29;9,29;3,71;1,86;4,00;11,00;6,00;5,00
2021-09-26;14,00;22,00;6,00;2,00;2,00;3,00;11,00;9,00;6,00
2021-10-03;13,00;14,86;11,14;3,71;3,71;5,00;14,00;6,00;4,00
2021-10-10;14,00;14,00;10,00;4,00;2,00;6,00;11,00;9,00;5,00
2021-10-17;16,00;14,00;12,00;4,00;4,00;6,00;14,00;7,00;5,00
2021-10-24;17,00;20,78;13,22;3,78;3,78;5,00;20,00;8,00;5,00
2021-10-31;23,00;19,17;19,17;5,75;5,75;7,00;11,00;10,00;6,00
2021-11-07;24,00;16,62;22,15;3,69;3,69;9,00;18,00;12,00;6,00
2021-11-14;24,00;18,46;20,31;5,54;7,38;8,00;16,00;9,00;7,00
2021-11-21;25,00;11,54;21,15;3,85;9,62;13,00;12,00;11,00;7,00
2021-11-28;35,00;27,22;33,06;7,78;11,67;16,00;14,00;9,00;9,00
