Voyage;FR;BE;CH;DE;ES;IT;NL;GB;US
2021-06-13;64,00;65,00;67,00;35,00;68,00;57,49;37,97;45,56;43,39
2021-06-20;61,00;83,00;60,00;35,00;71,00;61,00;38,53;57,79;41,74
2021-06-27;64,00;97,00;70,00;37,00;85,00;60,80;50,13;51,20;40,53
2021-07-04;65,00;84,00;76,00;40,00;76,00;62,83;56,33;58,50;40,08
2021-07-11;66,00;76,00;69,00;38,00;80,00;63,84;73,57;60,59;41,11
2021-07-18;65,00;66,00;66,00;37,00;78,00;65,00;60,67;65,00;42,25
2021-07-25;66,00;71,00;61,00;34,00;75,00;59,51;55,18;66,00;36,79
2021-08-01;59,00;56,00;55,00;35,00;70,00;59,00;46,13;76,16;38,62
2021-08-08;57,00;54,00;50,00;35,00;74,00;63,45;46,25;62,38;37,64
2021-08-15;52,00;50,00;53,00;34,00;76,00;55,25;45,50;59,58;34,67
2021-08-22;49,00;50,00;46,00;32,00;69,00;44,64;41,38;68,60;37,02
2021-08-29;52,00;43,00;53,00;31,00;64,00;44,42;41,17;57,42;41,17
2021-09-05;46,00;45,00;49,00;31,00;62,00;38,51;33,16;53,49;32,09
2021-09-12;48,00;48,00;46,00;31,00;60,00;33,82;37,09;65,45;31,64
2021-09-19;54,00;35,00;53,00;29,00;59,00;34,56;32,40;54,00;32,40
2021-09-26;51,00;40,00;63,00;28,00;53,00;37,98;33,64;53,17;29,30
2021-10-03;43,00;33,00;46,00;36,00;60,00;31,97;40,79;80,49;34,18
2021-10-10;43,00;42,00;59,00;37,00;56,00;35,48;43,00;72,03;33,33
2021-10-17;47,00;41,00;47,00;34,00;57,00;33,88;41,53;65,58;32,79
2021-10-24;43,00;45,00;41,00;32,00;51,00;33,33;35,48;56,98;32,25
2021-10-31;46,00;45,00;39,00;29,00;52,00;32,86;31,76;53,67;30,67
2021-11-07;45,00;35,00;37,00;27,00;52,00;35,12;31,83;55,98;32,93
2021-11-14;40,00;33,00;39,00;24,00;52,00;32,43;30,27;54,05;31,35
2021-11-21;36,00;35,00;37,00;25,00;49,00;31,64;28,36;61,09;32,73
2021-11-28;39,00;40,00;55,00;24,00;63,00;32,50;35,75;96,42;40,08
