Hotel;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-11-10;23,00;33,00;46,00;31,00;47,00;37,64;27,18;41,82;21,95
2019-11-17;25,00;32,00;43,00;29,00;49,00;37,50;29,17;42,71;21,88
2019-11-24;22,00;27,00;43,00;27,00;48,00;34,00;25,00;40,00;22,00
2019-12-01;24,00;28,00;45,00;29,00;50,00;40,36;28,36;40,36;22,91
2019-12-08;22,00;27,00;41,00;28,00;43,00;37,71;26,19;39,81;23,05
2019-12-15;23,00;30,00;43,00;27,00;39,00;34,50;25,09;40,77;25,09
2019-12-22;28,00;34,00;51,00;35,00;44,00;46,67;31,11;51,85;29,04
2019-12-29;29,00;35,00;55,00;38,00;48,00;53,86;33,14;56,96;29,00
2020-01-05;27,00;33,00;51,00;40,00;50,00;41,00;33,00;56,00;30,00
2020-01-12;29,00;36,00;56,00;41,00;55,00;47,96;39,04;62,46;34,58
2020-01-19;28,00;38,00;55,00;40,00;51,00;46,31;36,62;59,23;31,23
2020-01-26;27,00;37,00;57,00;37,00;53,00;40,00;32,00;49,00;26,00
2020-02-02;28,00;37,00;57,00;34,00;56,00;38,00;29,00;50,00;28,00
2020-02-09;30,00;33,00;51,00;35,00;58,00;42,41;32,07;52,76;31,03
2020-02-16;28,00;34,00;54,00;35,00;60,00;41,48;31,11;53,93;30,07
2020-02-23;27,00;34,00;40,00;30,00;56,00;30,24;31,32;54,00;30,24
2020-03-01;22,00;26,00;36,00;28,00;49,00;26,00;26,00;43,00;27,00
2020-03-08;18,00;19,00;31,00;23,00;35,00;12,71;21,18;40,24;27,53
2020-03-15;9,00;12,00;18,00;13,00;19,00;11,25;14,63;33,75;22,50
2020-03-22;7,00;9,00;13,00;9,00;13,00;9,00;9,00;20,00;15,00
2020-03-29;6,00;8,00;14,00;8,00;11,00;8,00;7,00;16,00;12,00
2020-04-05;6,00;7,00;11,00;9,00;13,00;8,00;7,00;18,00;13,00
2020-04-12;6,00;8,00;14,00;9,00;12,00;9,00;7,00;17,00;12,00
2020-04-19;6,00;7,00;14,00;8,00;11,00;9,00;8,00;17,00;13,00
2020-04-26;6,00;9,00;19,00;9,00;11,00;9,60;13,20;20,40;15,60
2020-05-03;6,00;7,00;19,00;13,00;13,00;10,00;11,00;19,00;15,00
2020-05-10;7,00;8,00;26,00;14,00;12,00;12,00;14,00;19,00;19,00
2020-05-17;9,00;10,00;30,00;17,00;17,00;17,00;17,00;21,00;21,00
2020-05-24;11,00;12,00;36,00;20,00;23,00;24,20;19,80;22,00;22,00
2020-05-31;15,00;17,14;43,93;23,57;25,71;33,00;18,00;22,00;21,00
2020-06-07;17,00;19,13;44,63;26,56;30,81;40,00;23,00;23,00;25,00
2020-06-14;20,00;24,00;48,00;25,00;36,00;52,63;27,37;26,32;27,37
2020-06-21;22,00;26,00;49,00;24,00;42,00;63,00;28,00;30,00;26,00
2020-06-28;25,00;31,00;45,00;28,00;51,00;72,92;30,21;32,29;25,00
2020-07-05;29,00;33,00;61,00;31,00;53,00;80,79;34,18;36,25;23,82
2020-07-12;28,00;33,00;64,00;33,00;53,00;84,00;36,62;42,00;26,92
2020-07-19;27,00;30,00;70,00;34,00;56,00;93,38;41,63;50,63;29,25
2020-07-26;31,00;23,00;67,00;31,00;62,00;87,83;35,13;46,50;26,87
2020-08-02;34,00;27,00;67,00;33,00;69,00;89,64;32,97;48,42;26,79
2020-08-09;34,00;27,00;56,00;31,00;64,00;103,03;28,85;47,39;26,79
2020-08-16;30,00;25,00;52,00;31,00;64,00;92,14;30,00;51,43;25,71
2020-08-23;22,00;23,00;43,00;30,00;55,00;61,00;28,00;47,00;23,00
2020-08-30;21,00;22,00;51,00;29,00;47,00;51,00;25,00;45,00;24,00
2020-09-06;21,00;23,00;52,00;31,00;43,00;46,20;31,50;44,10;23,10
2020-09-13;19,00;21,00;45,00;28,00;33,00;41,35;26,82;41,35;23,47
2020-09-20;17,00;16,00;46,00;25,00;32,00;29,75;21,25;37,19;22,31
2020-09-27;16,00;15,00;46,00;25,00;29,00;26,00;18,00;36,00;23,00
2020-10-04;16,00;15,00;44,00;22,00;34,00;24,00;18,00;36,00;24,00
2020-10-11;17,00;14,00;38,00;17,00;27,00;23,80;19,27;38,53;28,33
2020-10-18;16,00;14,00;27,00;15,00;23,00;15,00;16,00;32,00;23,00
2020-10-25;10,00;11,00;19,00;11,00;17,00;12,00;14,00;27,00;19,00
2020-11-01;7,00;9,00;19,00;7,00;14,00;10,50;15,17;24,50;18,67
2020-11-08;7,00;10,00;22,00;8,00;16,00;9,00;15,00;23,00;21,00
2020-11-15;8,00;11,00;23,00;7,00;17,00;8,00;15,00;21,00;19,00
2020-11-22;9,00;11,00;22,00;8,00;16,00;10,00;15,00;22,00;19,00
2020-11-29;9,00;11,00;23,00;8,00;16,00;10,00;17,00;22,00;18,00
2020-12-06;10,00;12,00;23,00;7,00;18,00;13,33;17,78;24,44;20,00
2020-12-13;11,00;10,00;19,00;6,00;19,00;11,00;13,20;24,20;19,80
2020-12-20;11,00;10,00;24,00;8,00;18,00;11,00;13,20;22,00;23,10
2020-12-27;13,00;15,00;33,00;10,00;19,00;11,92;14,08;21,67;24,92
2021-01-03;12,00;12,00;28,00;9,00;17,00;12,00;11,00;19,00;22,00
2021-01-10;12,00;12,00;24,00;8,00;17,00;11,00;11,00;18,00;22,00
2021-01-17;12,00;12,00;25,00;8,00;16,00;13,09;10,91;21,82;24,00
2021-01-24;10,00;10,00;28,00;8,00;15,00;17,78;12,22;17,78;23,33
2021-01-31;11,00;14,00;34,00;9,00;17,00;18,00;13,00;15,00;21,00
2021-02-07;13,00;14,00;37,00;9,00;20,00;19,00;12,00;19,00;27,00
2021-02-14;15,00;17,00;38,00;10,00;20,00;21,43;17,14;22,50;32,14
2021-02-21;13,00;12,00;34,00;9,00;22,00;17,00;18,00;22,00;26,00
2021-02-28;12,00;12,00;32,00;10,00;24,00;14,00;13,00;19,00;27,00
2021-03-07;12,00;15,00;31,00;10,00;24,00;12,00;15,00;21,00;28,00
2021-03-14;12,00;13,00;36,00;10,00;25,00;11,00;14,00;22,00;31,00
2021-03-21;11,00;11,00;36,00;8,00;27,00;15,40;16,50;24,20;40,70
2021-03-28;10,00;10,00;34,00;9,00;30,00;15,00;13,00;19,00;35,00
2021-04-04;9,00;14,00;37,00;9,00;23,00;21,38;18,00;20,25;43,88
2021-04-11;10,00;14,00;37,00;8,00;24,00;23,33;16,67;22,22;43,33
2021-04-18;11,00;12,00;37,00;9,00;26,00;25,30;19,80;23,10;40,70
2021-04-25;13,00;15,00;35,00;10,00;29,00;28,00;21,00;23,00;34,00
2021-05-02;17,00;15,00;40,00;14,00;33,00;34,00;22,00;25,00;38,00
2021-05-09;19,00;20,00;41,00;18,00;45,00;37,00;21,00;26,00;39,00
2021-05-16;22,00;21,00;48,00;24,00;52,00;48,40;26,40;34,10;41,80
2021-05-23;21,00;26,00;47,00;28,00;55,00;51,45;27,30;34,65;38,85
2021-05-30;22,00;22,00;49,00;30,00;58,00;61,00;26,00;33,00;35,00
2021-06-06;24,00;28,00;51,00;31,00;65,00;66,78;29,22;35,48;37,57
2021-06-13;24,00;27,00;53,00;31,00;66,00;74,09;27,13;33,39;38,61
2021-06-20;25,00;28,00;54,00;33,00;71,00;80,21;30,21;35,42;39,58
2021-06-27;26,00;30,00;51,00;34,00;77,00;83,20;32,24;36,40;39,52
2021-07-04;29,00;37,00;59,00;37,00;79,00;89,23;34,58;40,15;41,27
2021-07-11;28,00;35,00;63,00;35,00;77,00;78,62;33,38;38,77;40,92
2021-07-18;28,00;36,00;67,00;36,00;84,00;83,00;36,00;38,00;37,00
2021-07-25;31,00;36,00;66,00;37,00;80,00;87,66;43,83;44,90;37,41
2021-08-01;36,00;37,00;71,00;38,00;88,00;90,51;43,20;45,26;33,94
2021-08-08;36,00;39,00;62,00;39,00;97,00;104,82;48,71;45,53;33,88
2021-08-15;33,00;34,00;57,00;37,00;90,00;97,94;39,39;48,97;34,06
2021-08-22;28,00;31,00;56,00;35,00;80,00;70,00;33,00;42,00;29,00
2021-08-29;25,00;33,00;53,00;35,00;65,00;62,50;32,29;40,63;32,29
2021-09-05;26,00;29,00;53,00;36,00;63,00;54,08;31,20;41,60;30,16
2021-09-12;24,00;28,00;47,00;34,00;55,00;44,87;31,30;41,74;30,26
2021-09-19;24,00;26,00;49,00;34,00;51,00;40,70;31,30;39,65;29,22
2021-09-26;23,00;25,00;50,00;29,00;50,00;37,64;28,23;37,64;30,32
2021-10-03;21,00;22,00;46,00;29,00;46,00;30,45;23,10;34,65;27,30
2021-10-10;20,00;22,00;41,00;28,00;41,00;28,42;24,21;32,63;26,32
2021-10-17;21,00;21,00;39,00;26,00;36,00;29,40;23,10;30,45;25,20
2021-10-24;21,00;20,00;35,00;23,00;33,00;27,00;19,00;29,00;23,00
2021-10-31;19,00;21,00;31,00;22,00;31,00;26,00;17,00;26,00;21,00
2021-11-07;19,00;21,00;30,00;18,00;32,00;27,44;17,94;27,44;22,17
2021-11-14;17,00;15,00;28,00;15,00;34,00;24,00;14,00;24,00;20,00
2021-11-21;15,00;15,00;25,00;12,00;28,00;22,50;11,79;23,57;22,50
2021-11-28;14,00;13,00;22,00;11,00;29,00;24,50;14,00;23,33;24,50
