Train;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;63,00;23,00;9,00;4,00;2,00;1,85;74,12;96,35;7,41
2019-01-13;58,00;15,00;9,00;4,00;4,00;1,57;53,30;73,68;4,70
2019-01-20;60,00;7,00;0,00;1,00;4,00;5,29;58,24;91,76;7,06
2019-01-27;60,00;7,00;17,00;4,00;6,00;5,29;91,76;88,24;7,06
2019-02-03;72,00;4,00;18,00;6,00;5,00;6,35;182,12;114,35;6,35
2019-02-10;63,00;12,00;36,00;5,00;2,00;7,00;147,00;92,75;7,00
2019-02-17;78,00;8,00;5,00;5,00;6,00;9,75;136,50;118,95;7,80
2019-02-24;75,00;4,00;18,00;3,00;9,00;3,13;106,25;76,56;6,25
2019-03-03;78,00;28,00;21,00;4,00;7,00;6,64;102,89;87,96;6,64
2019-03-10;78,00;15,00;22,00;3,00;4,00;8,00;88,00;92,00;8,00
2019-03-17;62,00;23,00;13,00;4,00;6,00;7,29;85,71;103,94;5,47
2019-03-24;70,00;16,00;13,00;2,00;5,00;6,67;76,67;86,67;6,67
2019-03-31;66,00;8,00;4,00;3,00;4,00;1,61;77,27;93,37;8,05
2019-04-07;75,00;24,00;12,00;6,00;2,00;6,82;131,25;103,98;6,82
2019-04-14;82,00;17,00;5,00;8,00;5,00;21,58;181,26;116,53;8,63
2019-04-21;73,00;16,00;10,00;4,00;6,00;11,06;201,30;134,94;6,64
2019-04-28;74,00;15,00;21,00;2,00;5,00;11,94;179,03;102,65;7,16
2019-05-05;52,00;11,00;17,00;4,00;7,00;5,62;73,08;82,92;7,03
2019-05-12;62,00;11,00;9,00;6,00;10,00;8,16;84,84;83,21;6,53
2019-05-19;63,00;33,00;21,00;3,00;8,00;4,73;64,58;81,90;6,30
2019-05-26;70,00;15,00;14,00;3,00;5,00;1,75;131,25;101,50;7,00
2019-06-02;70,00;14,00;17,00;3,00;7,00;12,35;131,76;102,94;8,24
2019-06-09;73,00;4,00;9,00;6,00;4,00;10,14;113,56;103,42;10,14
2019-06-16;67,00;4,00;9,00;5,00;9,00;5,83;109,24;96,13;8,74
2019-06-23;87,00;8,00;9,00;4,00;6,00;9,26;149,94;103,66;9,26
2019-06-30;100,00;12,00;36,00;9,00;2,00;8,51;174,47;127,66;10,64
2019-07-07;84,00;27,00;14,00;4,00;3,00;3,23;138,92;87,23;8,08
2019-07-14;95,00;33,00;25,00;4,00;5,00;8,64;215,91;120,91;8,64
2019-07-21;93,00;13,00;16,00;4,00;4,00;8,94;109,10;101,94;7,15
2019-07-28;89,00;12,00;16,00;7,00;3,00;3,79;174,21;124,98;7,57
2019-08-04;98,00;33,00;20,00;8,00;2,00;5,35;163,93;115,82;5,35
2019-08-11;79,00;16,00;13,00;3,00;4,00;9,67;119,31;106,41;6,45
2019-08-18;87,00;16,00;4,00;5,00;7,00;7,25;145,00;141,38;9,06
2019-08-25;70,00;38,00;13,00;4,00;4,00;0,92;127,11;105,00;7,37
2019-09-01;70,00;11,00;8,00;3,00;7,00;4,88;104,19;86,28;4,88
2019-09-08;63,00;19,00;9,00;6,00;6,00;5,73;143,18;110,73;9,55
2019-09-15;76,00;22,00;25,00;4,00;0,00;5,70;102,60;100,70;5,70
2019-09-22;65,00;7,00;4,00;4,00;3,00;9,29;94,71;104,00;5,57
2019-09-29;72,00;11,00;17,00;5,00;4,00;5,54;84,92;101,54;5,54
2019-10-06;69,00;18,00;30,00;1,00;2,00;5,31;132,69;93,77;5,31
2019-10-13;77,00;14,00;21,00;3,00;4,00;1,79;161,16;102,07;7,16
2019-10-20;67,00;18,00;12,00;3,00;1,00;1,76;104,03;84,63;5,29
2019-10-27;62,00;15,00;16,00;4,00;1,00;3,18;92,21;81,08;4,77
2019-11-03;74,00;21,00;20,00;2,00;3,00;2,11;169,14;118,40;8,46
2019-11-10;62,00;4,00;16,00;4,00;1,00;4,00;134,00;106,00;6,00
2019-11-17;56,00;28,00;8,00;0,50;3,00;3,39;125,58;79,76;6,79
2019-11-24;55,00;7,00;4,00;4,00;2,00;0,00;125,40;101,20;8,80
2019-12-01;47,00;11,00;16,00;6,00;3,00;1,57;86,17;67,37;6,27
2019-12-08;46,00;7,00;8,00;5,00;3,00;3,83;84,33;78,58;7,67
2019-12-15;51,00;3,00;21,00;2,00;2,00;0,94;100,11;83,11;7,56
2019-12-22;43,00;22,00;10,00;3,00;2,00;0,65;79,48;46,91;5,21
2019-12-29;43,00;7,00;19,00;3,00;8,00;1,72;87,72;86,00;8,60
2020-01-05;39,00;3,00;20,00;3,00;1,00;1,63;69,88;91,00;6,50
2020-01-12;47,00;13,00;8,00;4,00;2,00;0,81;81,03;84,28;6,48
2020-01-19;59,00;13,00;20,00;2,00;2,00;5,06;94,40;77,54;6,74
2020-01-26;60,00;13,00;12,00;4,00;2,00;2,00;120,00;100,00;8,00
2020-02-02;58,00;3,00;8,00;2,00;2,00;1,76;112,48;86,12;5,27
2020-02-09;64,00;10,00;4,00;2,00;1,00;0,94;96,00;94,12;7,53
2020-02-16;57,00;3,00;16,00;2,00;3,00;3,00;145,50;73,50;6,00
2020-02-23;50,00;16,00;15,00;2,00;4,00;1,25;97,50;52,50;3,75
2020-03-01;51,00;3,00;15,00;1,00;2,00;0,00;102,00;80,42;5,88
