Train;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-03-08;42,00;10,00;4,00;1,00;2,00;1,56;62,22;51,33;3,11
2020-03-15;27,00;3,00;0,00;2,00;3,00;0,00;18,56;27,00;1,69
2020-03-22;14,00;3,00;4,00;1,00;0,00;0,00;18,67;16,33;2,33
2020-03-29;8,00;0,00;4,00;0,50;0,00;0,50;12,00;3,00;1,00
2020-04-05;12,00;3,00;0,00;0,00;0,00;0,00;8,57;6,86;1,71
2020-04-12;12,00;0,00;0,00;1,00;2,00;0,00;12,00;9,60;2,40
2020-04-19;10,00;0,00;4,00;0,00;1,00;0,71;12,86;5,71;1,43
2020-04-26;12,00;0,00;0,00;0,00;0,00;0,00;7,50;9,00;1,50
2020-05-03;13,00;0,00;7,00;1,00;0,00;0,00;9,29;13,00;1,86
2020-05-10;19,00;9,00;7,00;0,00;1,00;0,86;6,91;8,64;1,73
2020-05-17;22,00;3,00;8,00;0,50;1,00;0,73;8,80;10,27;1,47
2020-05-24;37,00;3,00;8,00;0,50;0,00;1,03;20,56;16,44;2,06
2020-05-31;51,00;9,00;0,00;0,00;0,00;0,80;12,75;11,16;3,19
2020-06-07;54,00;3,00;7,00;0,50;1,00;0,90;23,40;18,00;1,80
2020-06-14;50,00;21,00;7,00;1,00;1,00;1,67;31,67;18,33;3,33
2020-06-21;79,00;9,00;8,00;3,00;2,00;1,16;58,09;39,50;4,65
2020-06-28;88,00;9,00;19,00;2,00;2,00;2,10;77,52;31,43;4,19
2020-07-05;81,00;10,00;8,00;2,00;0,00;1,98;67,17;39,51;1,98
2020-07-12;84,00;17,00;12,00;2,00;3,00;1,65;79,06;36,24;3,29
2020-07-19;81,00;22,00;25,00;1,00;1,00;0,90;64,80;45,00;3,60
2020-07-26;71,00;20,00;13,00;0,50;2,00;1,51;52,87;45,32;1,51
2020-08-02;85,00;23,00;8,00;2,00;2,00;0,89;60,21;47,81;3,54
2020-08-09;84,00;6,00;4,00;1,00;0,00;1,91;55,36;61,09;3,82
2020-08-16;64,00;10,00;4,00;2,00;0,00;3,28;27,90;44,31;3,28
2020-08-23;54,00;6,00;11,00;2,00;1,00;1,74;52,26;52,26;3,48
2020-08-30;54,00;58,00;4,00;2,00;0,00;0,87;45,29;50,52;3,48
2020-09-06;45,00;49,00;4,00;1,00;0,00;3,10;45,00;34,14;3,10
2020-09-13;54,00;36,00;8,00;1,00;2,00;1,86;40,97;48,41;1,86
2020-09-20;51,00;42,00;0,00;2,00;0,00;1,70;34,00;34,00;1,70
2020-09-27;50,00;22,00;4,00;0,50;0,00;0,00;32,69;34,62;3,85
2020-10-04;52,00;7,00;8,00;2,00;0,00;0,00;23,31;37,66;3,59
2020-10-11;47,00;14,00;16,00;3,00;2,00;1,57;7,83;25,07;3,13
2020-10-18;60,00;3,00;8,00;1,00;0,00;2,00;32,00;36,00;4,00
2020-10-25;39,00;7,00;4,00;0,50;0,00;0,00;11,38;26,00;1,63
2020-11-01;16,00;3,00;4,00;0,50;1,00;0,80;9,60;17,60;1,60
2020-11-08;22,00;0,00;8,00;0,50;1,00;0,00;19,07;14,67;1,47
2020-11-15;18,00;6,00;4,00;0,00;0,00;0,75;10,50;15,00;1,50
2020-11-22;36,00;3,00;0,00;1,00;1,00;0,00;14,09;21,91;1,57
2020-11-29;30,00;3,00;4,00;0,50;1,00;0,00;10,91;16,36;1,36
2020-12-06;36,00;3,00;4,00;0,00;0,00;0,90;25,20;27,00;1,80
2020-12-13;42,00;7,00;8,00;0,00;0,00;1,62;12,92;21,00;1,62
2020-12-20;53,00;0,00;14,00;1,00;0,00;0,00;15,70;23,56;1,96
2020-12-27;48,00;7,00;9,00;3,00;1,00;0,96;23,04;13,44;3,84
2021-01-03;41,00;3,00;4,00;1,00;2,00;0,00;21,39;10,70;1,78
2021-01-10;42,00;3,00;4,00;1,00;2,00;1,00;20,00;12,00;2,00
2021-01-17;39,00;0,00;0,00;0,50;1,00;0,00;13,65;17,55;1,95
2021-01-24;36,00;3,00;4,00;0,00;0,00;0,00;12,00;14,00;2,00
2021-01-31;55,00;3,00;4,00;1,00;0,00;1,25;12,50;27,50;5,00
2021-02-07;52,00;0,00;8,00;1,00;0,00;0,00;13,48;15,41;1,93
2021-02-14;51,00;14,00;12,00;0,50;0,00;0,77;18,55;13,91;3,09
2021-02-21;51,00;3,00;8,00;2,00;0,00;1,55;12,36;18,55;3,09
2021-02-28;44,00;3,00;0,00;0,00;1,00;1,63;16,30;17,93;3,26
2021-03-07;43,00;13,00;12,00;0,50;1,00;1,43;10,03;18,63;2,87
2021-03-14;41,00;0,00;0,00;1,00;1,00;0,00;5,35;28,52;3,57
2021-03-21;34,00;3,00;4,00;1,00;0,00;1,48;14,78;22,17;2,96
2021-03-28;49,00;11,00;4,00;1,00;2,00;0,88;7,00;40,25;3,50
2021-04-04;38,00;10,00;4,00;2,00;1,00;0,00;20,00;44,00;4,00
2021-04-11;41,00;13,00;4,00;0,00;2,00;0,00;16,77;42,86;3,73
2021-04-18;37,00;0,00;0,00;1,00;0,00;1,54;20,04;40,08;3,08
2021-04-25;49,00;3,00;20,00;0,50;0,00;3,50;31,50;56,00;3,50
2021-05-02;69,00;10,00;0,00;1,00;0,00;1,60;32,09;44,93;3,21
2021-05-09;64,00;13,00;8,00;1,00;0,00;1,78;32,00;53,33;3,56
2021-05-16;58,00;16,00;4,00;1,00;1,00;1,71;23,88;64,82;3,41
2021-05-23;60,00;10,00;4,00;2,00;1,00;2,00;40,00;102,00;4,00
2021-05-30;64,00;17,00;8,00;2,00;2,00;1,73;41,51;86,49;3,46
2021-06-06;67,00;7,00;0,00;1,00;2,00;1,68;31,83;77,05;3,35
2021-06-13;72,00;13,00;4,00;2,00;2,00;1,85;40,62;77,54;5,54
2021-06-20;80,00;13,00;0,00;1,00;5,00;0,95;53,33;78,10;5,71
2021-06-27;86,00;14,00;8,00;0,50;2,00;1,83;27,45;75,02;5,49
2021-07-04;88,00;25,00;4,00;2,00;2,00;5,08;47,38;88,00;5,08
2021-07-11;75,00;7,00;13,00;2,00;4,00;1,60;44,68;76,60;4,79
2021-07-18;70,00;4,00;19,00;3,00;0,00;1,75;50,75;82,25;5,25
2021-07-25;71,00;15,00;14,00;4,00;4,00;1,78;72,78;102,95;5,33
2021-08-01;77,00;7,00;9,00;2,00;3,00;1,51;72,47;89,08;3,02
2021-08-08;77,00;19,00;5,00;3,00;3,00;3,95;84,90;108,59;5,92
2021-08-15;68,00;15,00;13,00;2,00;3,00;3,89;66,06;128,23;3,89
2021-08-22;68,00;12,00;0,00;2,00;3,00;5,51;66,16;108,43;3,68
2021-08-29;66,00;12,00;9,00;0,00;2,00;0,89;44,59;82,05;3,57
2021-09-05;55,00;8,00;4,00;2,00;1,00;1,53;53,47;76,39;4,58
2021-09-12;81,00;8,00;13,00;2,00;2,00;2,53;83,53;141,75;7,59
2021-09-19;67,00;8,00;9,00;3,00;1,00;1,91;59,34;89,97;3,83
2021-09-26;63,00;4,00;9,00;3,00;1,00;1,91;64,91;99,27;3,82
2021-10-03;64,00;11,00;6,00;1,00;1,00;2,06;84,65;84,65;4,13
2021-10-10;50,00;10,00;9,00;0,00;1,00;1,92;100,00;69,23;3,85
2021-10-17;59,00;7,00;9,00;2,00;1,00;1,97;70,80;72,77;3,93
2021-10-24;56,00;10,00;11,00;4,00;3,00;2,00;66,00;70,00;4,00
2021-10-31;47,00;10,00;6,00;2,00;3,00;1,88;50,76;52,64;1,88
2021-11-07;44,00;10,00;3,00;2,00;1,00;1,63;37,48;50,52;1,63
2021-11-14;50,00;2,00;6,00;0,50;1,00;2,38;47,62;66,67;4,76
2021-11-21;43,00;5,00;11,00;1,00;1,00;1,87;35,52;59,83;3,74
2021-11-28;42,00;6,00;22,00;2,00;1,00;2,33;35,00;70,00;4,67
