Campings;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-03-29;6,00;6,00;6,00;5,00;1,00;1,50;57,00;3,00;6,00
2020-04-05;9,00;10,00;5,00;3,00;3,00;3,00;42,00;3,00;6,00
2020-04-12;9,00;22,00;8,00;6,00;2,00;3,00;57,00;3,00;6,00
2020-04-19;8,00;10,00;17,00;5,00;2,00;2,67;64,00;1,33;8,00
2020-04-26;7,00;17,00;20,00;6,00;3,00;3,50;105,00;3,50;17,50
2020-05-03;6,00;15,00;15,00;13,00;7,00;3,00;129,00;3,00;15,00
2020-05-10;9,00;11,00;28,00;16,00;4,00;3,00;147,00;3,00;21,00
2020-05-17;15,00;22,00;32,00;18,00;8,00;6,00;147,00;3,00;27,00
2020-05-24;23,00;19,00;27,00;19,00;14,00;8,63;129,38;5,75;28,75
2020-05-31;38,00;38,00;32,00;21,00;16,00;13,57;160,14;5,43;27,14
2020-06-07;32,00;55,00;40,00;21,00;25,00;14,55;192,00;5,82;32,00
2020-06-14;42,00;68,00;48,00;19,00;26,00;19,60;210,00;5,60;36,40
2020-06-21;54,00;86,00;47,00;21,00;38,00;25,58;244,42;17,05;36,95
2020-06-28;53,00;69,00;52,00;22,00;54,00;25,11;231,53;11,16;36,26
2020-07-05;63,00;95,00;62,00;24,00;48,00;25,77;266,32;14,32;31,50
2020-07-12;62,00;93,00;62,00;25,00;43,00;33,82;273,36;19,73;31,00
2020-07-19;58,00;99,00;49,00;27,00;49,00;30,38;259,62;24,86;33,14
2020-07-26;68,00;100,00;53,00;23,00;62,00;36,83;283,33;22,67;31,17
2020-08-02;71,00;85,00;38,00;27,00;70,00;30,04;234,85;21,85;27,31
2020-08-09;69,00;71,00;36,00;24,00;50,00;38,64;204,24;19,32;24,84
2020-08-16;52,00;70,00;32,00;20,00;48,00;32,84;150,53;16,42;24,63
2020-08-23;33,00;47,00;26,00;16,00;32,00;16,50;121,00;13,75;22,00
2020-08-30;22,00;43,00;18,00;12,00;22,00;16,50;110,00;8,25;24,75
2020-09-06;25,00;39,00;21,00;14,00;20,00;13,89;127,78;8,33;22,22
2020-09-13;16,00;24,00;26,00;13,00;11,00;8,00;96,00;10,67;13,33
2020-09-20;11,00;25,00;10,00;8,00;10,00;5,50;57,75;5,50;13,75
2020-09-27;5,00;14,00;9,00;7,00;9,00;2,50;30,00;5,00;12,50
2020-10-04;5,00;7,00;14,00;9,00;9,00;1,25;35,00;2,50;12,50
2020-10-11;6,00;13,00;7,00;6,00;7,00;1,50;57,00;6,00;12,00
2020-10-18;5,00;7,00;4,00;5,00;4,00;2,50;32,50;5,00;10,00
2020-10-25;4,00;9,00;7,00;4,00;5,00;2,00;40,00;4,00;12,00
2020-11-01;2,00;8,00;4,00;2,00;1,00;1,00;18,00;1,00;4,00
2020-11-08;2,00;8,00;7,00;2,00;3,00;1,00;22,00;2,00;6,00
2020-11-15;3,00;8,00;4,00;1,00;3,00;1,50;30,00;3,00;6,00
2020-11-22;4,00;9,00;4,00;3,00;2,00;2,00;40,00;4,00;8,00
2020-11-29;3,00;10,00;4,00;2,00;4,00;1,50;21,00;3,00;6,00
2020-12-06;4,00;6,00;8,00;2,00;3,00;1,00;18,00;2,00;4,00
2020-12-13;4,00;4,00;4,00;2,00;3,00;4,00;24,00;4,00;8,00
2020-12-20;4,00;7,00;2,00;3,00;5,00;2,00;44,00;2,00;8,00
2020-12-27;5,00;13,00;3,00;5,00;4,00;2,50;47,50;2,50;7,50
2021-01-03;7,00;9,00;11,00;4,00;5,00;2,33;37,33;2,33;7,00
2021-01-10;9,00;11,00;5,00;2,00;3,00;1,50;63,00;3,00;9,00
2021-01-17;9,00;15,00;3,00;3,00;1,00;3,00;48,00;3,00;9,00
2021-01-24;8,00;20,00;12,00;5,00;3,00;2,67;42,67;2,67;8,00
2021-01-31;11,00;16,00;7,00;4,00;3,00;1,38;46,75;2,75;8,25
2021-02-07;11,00;7,00;13,00;4,00;5,00;2,75;35,75;2,75;8,25
2021-02-14;14,00;16,00;6,00;5,00;5,00;2,80;53,20;5,60;8,40
2021-02-21;14,00;17,00;3,00;3,00;7,00;2,80;56,00;5,60;11,20
2021-02-28;13,00;9,00;23,00;3,00;6,00;2,60;65,00;5,20;10,40
2021-03-07;18,00;12,00;17,00;6,00;11,00;3,00;87,00;3,00;12,00
2021-03-14;14,00;24,00;13,00;5,00;17,00;1,40;84,00;5,60;11,20
2021-03-21;17,00;23,00;22,00;4,00;15,00;2,83;96,33;5,67;14,17
2021-03-28;13,00;27,00;28,00;4,00;19,00;3,25;87,75;6,50;16,25
2021-04-04;15,00;25,00;23,00;6,00;15,00;6,00;99,00;6,00;18,00
2021-04-11;19,00;39,00;24,00;5,00;10,00;5,43;100,43;8,14;16,29
2021-04-18;18,00;16,00;30,00;5,00;13,00;7,71;113,14;7,71;15,43
2021-04-25;27,00;40,00;27,00;6,00;15,00;10,80;132,30;8,10;16,20
2021-05-02;36,00;36,00;27,00;8,00;16,00;8,31;157,85;8,31;16,62
2021-05-09;38,00;47,00;31,00;16,00;22,00;14,62;175,38;11,69;17,54
2021-05-16;37,00;48,00;24,00;17,00;22,00;11,38;139,46;11,38;19,92
2021-05-23;30,00;41,00;28,00;21,00;25,00;10,91;139,09;8,18;21,82
2021-05-30;42,00;49,00;36,00;17,00;38,00;19,60;159,60;16,80;22,40
2021-06-06;48,00;58,00;37,00;18,00;38,00;19,76;172,24;14,12;22,59
2021-06-13;44,00;44,00;34,00;17,00;37,00;22,00;156,75;11,00;24,75
2021-06-20;40,00;52,00;38,00;17,00;35,00;20,00;174,29;14,29;25,71
2021-06-27;44,00;54,00;45,00;20,00;48,00;22,00;159,50;13,75;24,75
2021-07-04;54,00;80,00;38,00;20,00;45,00;22,74;216,00;14,21;25,58
2021-07-11;59,00;81,00;61,00;23,00;52,00;22,48;261,29;16,86;22,48
2021-07-18;68,00;96,00;58,00;24,00;53,00;22,67;280,50;19,83;22,67
2021-07-25;63,00;46,00;42,00;23,00;53,00;24,65;252,00;16,43;19,17
2021-08-01;69,00;57,00;37,00;20,00;50,00;30,36;253,92;13,80;19,32
2021-08-08;73,00;53,00;54,00;24,00;69,00;33,69;238,65;14,04;16,85
2021-08-15;53,00;58,00;39,00;17,00;56,00;27,89;172,95;13,95;16,74
2021-08-22;42,00;25,00;48,00;19,00;44,00;22,40;134,40;14,00;16,80
2021-08-29;29,00;32,00;21,00;15,00;28,00;14,50;145,00;8,70;17,40
2021-09-05;25,00;37,00;26,00;17,00;20,00;11,11;97,22;8,33;13,89
2021-09-12;17,00;21,00;27,00;13,00;12,00;5,67;90,67;5,67;11,33
2021-09-19;15,00;22,00;13,00;12,00;13,00;7,50;60,00;5,00;12,50
2021-09-26;8,00;8,00;22,00;9,00;9,00;5,33;48,00;5,33;10,67
2021-10-03;8,00;7,00;12,00;10,00;14,00;2,67;37,33;2,67;8,00
2021-10-10;5,00;12,00;17,00;8,00;9,00;2,50;35,00;5,00;7,50
2021-10-17;6,00;15,00;8,00;6,00;7,00;3,00;42,00;6,00;6,00
2021-10-24;7,00;13,00;7,00;6,00;7,00;3,50;42,00;3,50;7,00
2021-10-31;5,00;18,00;8,00;5,00;6,00;2,50;25,00;2,50;5,00
2021-11-07;3,00;20,00;5,00;3,00;3,00;1,50;21,00;3,00;6,00
2021-11-14;3,00;7,00;6,00;3,00;4,00;1,50;30,00;3,00;6,00
2021-11-21;3,00;5,00;4,00;3,00;5,00;1,50;24,00;3,00;3,00
2021-11-28;4,00;5,00;4,00;3,00;6,00;2,00;40,00;4,00;4,00
