Disney;BE;CH;DE;ES;FR;IT;NL;UK;US
2021-08-08;57,00;8,00;12,00;19,00;64,00;8,00;30,00;14,00;1,00
2021-08-15;53,00;11,00;10,00;20,00;64,00;11,00;27,00;14,00;1,00
2021-08-22;46,00;11,00;10,00;20,00;55,00;11,00;25,00;13,00;1,00
2021-08-29;52,00;13,00;11,00;19,00;51,00;12,00;24,00;14,00;1,00
2021-09-05;53,00;12,00;12,00;21,00;53,00;10,00;32,00;16,00;1,00
2021-09-12;59,00;13,00;11,00;20,00;57,00;11,00;35,00;17,00;1,00
2021-09-19;69,00;16,00;12,00;19,00;61,00;9,00;33,00;17,00;1,00
2021-09-26;57,00;19,00;10,00;20,00;61,00;13,00;29,00;18,00;1,00
2021-10-03;54,00;19,00;13,00;23,00;66,00;11,00;31,00;19,00;1,00
2021-10-10;46,00;19,00;14,00;25,00;72,00;13,00;39,00;19,00;1,00
2021-10-17;56,00;19,00;14,00;22,00;79,00;12,00;39,00;18,00;1,00
2021-10-24;52,00;19,00;10,00;19,00;79,00;20,00;27,00;21,00;1,00
2021-10-31;67,00;13,00;11,00;23,00;72,00;21,00;25,00;20,00;1,00
2021-11-07;63,00;13,00;9,00;24,00;71,00;16,00;26,00;21,00;1,00
2021-11-14;52,00;12,00;9,00;24,00;71,00;14,00;24,00;16,00;1,00
2021-11-21;44,00;11,00;7,00;20,00;63,00;11,00;20,00;13,00;1,00
2021-11-28;42,00;5,00;6,00;18,00;56,00;8,00;20,00;10,00;1,00
2021-12-05;43,00;8,00;7,00;17,00;60,00;10,00;21,00;10,00;1,00
2021-12-12;51,00;9,00;9,00;15,00;60,00;9,00;26,00;10,00;1,00
2021-12-19;57,00;10,00;11,00;12,00;73,00;11,00;30,00;8,00;1,00
2021-12-26;79,00;13,00;12,00;20,00;81,00;12,00;44,00;18,00;1,00
2022-01-02;79,00;13,00;12,00;22,00;54,00;11,00;43,00;17,00;1,00
2022-01-09;54,00;7,00;11,00;21,00;48,00;7,00;33,00;19,00;1,00
2022-01-16;54,00;8,00;14,00;22,00;45,00;10,00;35,00;22,00;1,00
2022-01-23;62,00;15,00;15,00;23,00;50,00;20,00;44,00;25,00;1,00
2022-01-30;58,00;17,00;14,00;25,00;50,00;20,00;40,00;23,00;1,00
2022-02-06;69,00;18,00;15,00;36,00;59,00;23,00;32,00;22,00;1,00
2022-02-13;50,00;15,00;14,00;35,00;57,00;20,00;34,00;24,00;1,00
2022-02-20;54,00;17,00;13,00;32,00;57,00;17,00;36,00;26,00;1,00
2022-02-27;73,00;21,00;12,00;32,00;57,00;22,00;35,00;23,00;1,00
2022-03-06;89,00;27,00;18,00;28,00;68,00;22,00;38,00;26,00;1,00
2022-03-13;91,00;23,00;18,00;29,00;72,00;19,00;40,00;28,00;1,00
2022-03-20;61,00;29,00;18,00;28,00;82,00;22,00;34,00;27,00;1,00
2022-03-27;71,00;24,00;17,00;30,00;61,00;24,00;34,00;28,00;1,00
2022-04-03;84,00;23,00;19,00;28,00;60,00;25,00;37,00;28,00;1,00
2022-04-10;76,00;36,00;20,00;32,00;78,00;28,00;36,00;33,00;1,00
