Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;21,00;493,50;5,25;10,50;21,00;29,00;34,00;8,00;27,00;2,33;16,33;4,67;1,17
2019-01-13;16,00;832,00;8,00;32,00;32,00;30,00;35,00;9,00;23,00;16,00;16,00;4,57;2,29
2019-01-20;19,00;408,50;4,75;9,50;19,00;26,00;35,00;9,00;30,00;12,67;19,00;2,11;0,00
2019-01-27;16,00;768,00;8,00;16,00;32,00;21,00;29,00;6,00;26,00;13,71;16,00;6,86;1,14
2019-02-03;14,00;672,00;7,00;28,00;28,00;27,00;24,00;4,00;27,00;9,33;21,00;4,67;1,17
2019-02-10;15,00;780,00;7,50;30,00;30,00;26,00;32,00;7,00;17,00;10,71;19,29;4,29;0,00
2019-02-17;19,00;494,00;9,50;19,00;114,00;29,00;28,00;6,00;35,00;10,56;23,22;4,22;0,00
2019-02-24;10,00;460,00;5,00;10,00;20,00;24,00;29,00;9,00;32,00;8,00;18,00;4,00;0,00
2019-03-03;16,00;768,00;8,00;32,00;32,00;32,00;32,00;8,00;30,00;9,14;20,57;4,57;2,29
2019-03-10;17,00;884,00;8,50;17,00;51,00;29,00;34,00;8,00;32,00;10,63;19,13;4,25;1,06
2019-03-17;22,00;605,00;5,50;22,00;33,00;26,00;32,00;4,00;25,00;11,00;24,20;6,60;2,20
2019-03-24;23,00;540,50;11,50;23,00;23,00;32,00;26,00;9,00;26,00;12,55;16,73;6,27;2,09
2019-03-31;32,00;469,33;5,33;21,33;21,33;30,00;56,00;14,00;32,00;10,67;23,47;4,27;2,13
2019-04-07;25,00;587,50;12,50;25,00;25,00;43,00;48,00;9,00;38,00;18,18;22,73;9,09;2,27
2019-04-14;36,00;1200,00;12,00;24,00;24,00;46,00;70,00;18,00;48,00;14,82;31,76;6,35;1,06
2019-04-21;31,00;444,33;5,17;20,67;20,67;39,00;63,00;17,00;35,00;15,50;22,14;4,43;0,00
2019-04-28;25,00;487,50;6,25;12,50;25,00;33,00;43,00;12,00;27,00;11,36;20,45;4,55;2,27
2019-05-05;26,00;650,00;6,50;26,00;26,00;34,00;52,00;14,00;24,00;10,83;28,17;6,50;2,17
2019-05-12;29,00;594,50;7,25;29,00;43,50;33,00;51,00;16,00;38,00;11,15;22,31;6,69;0,00
2019-05-19;33,00;451,00;5,50;11,00;44,00;44,00;50,00;14,00;33,00;13,20;28,60;6,60;2,20
2019-05-26;37,00;481,00;6,17;24,67;24,67;23,00;41,00;18,00;29,00;17,41;23,94;4,35;2,18
2019-06-02;35,00;536,67;5,83;46,67;23,33;36,00;64,00;13,00;49,00;19,69;28,44;8,75;2,19
2019-06-09;38,00;519,33;12,67;50,67;38,00;47,00;50,00;9,00;39,00;23,22;29,56;6,33;2,11
2019-06-16;33,00;484,00;11,00;33,00;33,00;39,00;62,00;18,00;39,00;13,20;30,80;11,00;1,10
2019-06-23;49,00;539,00;6,13;24,50;24,50;42,00;60,00;19,00;30,00;14,91;36,22;8,52;4,26
2019-06-30;39,00;572,00;13,00;39,00;52,00;39,00;66,00;19,00;36,00;21,67;30,33;6,50;2,17
2019-07-07;43,00;494,50;10,75;21,50;32,25;55,00;60,00;17,00;43,00;19,35;32,25;10,75;4,30
2019-07-14;46,00;609,50;11,50;23,00;34,50;51,00;69,00;32,00;52,00;15,33;41,62;8,76;1,10
2019-07-21;39,00;702,00;13,00;26,00;39,00;55,00;79,00;27,00;46,00;19,50;32,50;10,83;2,17
2019-07-28;51,00;726,75;12,75;25,50;38,25;52,00;89,00;23,00;63,00;22,17;31,04;8,87;4,43
2019-08-04;47,00;646,25;11,75;35,25;35,25;72,00;100,00;24,00;54,00;27,77;36,32;12,82;2,14
2019-08-11;46,00;655,50;11,50;23,00;34,50;68,00;93,00;24,00;64,00;37,24;43,81;15,33;2,19
2019-08-18;49,00;649,25;6,13;36,75;49,00;46,00;93,00;20,00;57,00;28,95;26,73;8,91;4,45
2019-08-25;34,00;566,67;11,33;34,00;34,00;59,00;67,00;14,00;40,00;17,00;34,00;6,38;2,13
2019-09-01;32,00;544,00;10,67;21,33;32,00;39,00;67,00;24,00;44,00;8,53;27,73;4,27;4,27
2019-09-08;38,00;595,33;12,67;38,00;25,33;47,00;56,00;16,00;36,00;13,41;20,12;4,47;2,24
2019-09-15;23,00;655,50;5,75;34,50;34,50;25,00;53,00;12,00;28,00;12,55;25,09;4,18;2,09
