Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;19,00;23,07;4,07;0,00;0,00;0,00;0,00;0,00;0,00;3,17;53,83;34,83;0,00;0,00;5,43;51,57;0,00;0,00;0,00;5,00;5,00
2019-01-13;49,00;27,22;0,00;0,00;0,00;4,00;0,00;0,00;0,00;13,07;35,93;42,47;3,27;0,00;0,00;40,83;0,00;4,00;0,00;0,00;9,00
2019-01-20;33,00;33,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;6,60;52,80;36,30;0,00;0,00;0,00;99,00;0,00;0,00;0,00;0,00;21,00
2019-01-27;25,00;28,95;3,95;7,89;0,00;0,00;0,00;0,00;0,00;15,63;18,75;53,13;3,13;5,56;0,00;75,00;8,33;0,00;0,00;4,00;8,00
2019-02-03;18,00;45,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,20;64,80;0,00;0,00;5,14;25,71;0,00;0,00;4,00;0,00;0,00
2019-02-10;22,00;49,50;9,63;0,00;0,00;0,00;0,00;0,00;0,00;12,57;28,29;44,00;0,00;0,00;5,50;38,50;0,00;0,00;0,00;4,00;9,00
2019-02-17;49,00;44,92;0,00;0,00;0,00;4,00;0,00;0,00;4,00;9,80;35,93;88,20;9,80;0,00;0,00;73,50;5,44;0,00;0,00;0,00;0,00
2019-02-24;66,00;48,49;13,47;0,00;0,00;4,00;0,00;0,00;0,00;3,30;42,90;72,60;0,00;0,00;0,00;18,48;0,00;0,00;9,00;0,00;4,00
2019-03-03;32,00;58,67;4,00;0,00;0,00;0,00;0,00;0,00;0,00;9,60;35,20;60,80;0,00;0,00;0,00;50,67;0,00;0,00;0,00;9,00;0,00
2019-03-10;32,00;40,00;4,00;0,00;0,00;0,00;0,00;0,00;5,00;3,20;32,00;70,40;0,00;0,00;5,33;42,67;8,00;0,00;5,00;5,00;5,00
2019-03-17;55,00;59,02;9,39;0,00;0,00;0,00;0,00;0,00;0,00;9,71;19,41;90,59;0,00;0,00;0,00;68,10;5,24;0,00;0,00;5,00;9,00
2019-03-24;41,00;73,80;9,57;4,10;0,00;5,00;0,00;0,00;0,00;13,67;37,58;71,75;3,42;5,47;5,47;76,53;5,47;0,00;5,00;0,00;5,00
2019-03-31;52,00;69,33;0,00;0,00;0,00;9,00;0,00;0,00;4,00;9,75;58,50;133,25;0,00;5,20;0,00;78,00;0,00;0,00;0,00;0,00;9,00
2019-04-07;35,00;39,04;8,08;0,00;4,04;4,00;0,00;5,00;4,00;3,50;70,00;115,50;3,50;0,00;0,00;96,92;0,00;0,00;0,00;4,00;22,00
2019-04-14;28,00;81,33;4,00;0,00;0,00;5,00;5,00;0,00;14,00;3,50;59,50;157,50;0,00;0,00;5,60;137,20;0,00;0,00;0,00;0,00;23,00
2019-04-21;67,00;102,55;4,10;0,00;0,00;0,00;0,00;0,00;0,00;16,75;56,95;100,50;0,00;5,36;0,00;190,28;0,00;0,00;0,00;0,00;9,00
2019-04-28;40,00;38,67;9,33;0,00;0,00;13,00;0,00;0,00;4,00;10,00;66,67;106,67;0,00;0,00;8,00;106,67;0,00;0,00;9,00;0,00;22,00
2019-05-05;30,00;71,74;3,91;0,00;0,00;4,00;0,00;0,00;4,00;3,33;60,00;113,33;0,00;0,00;5,45;117,27;0,00;0,00;4,00;0,00;17,00
2019-05-12;22,00;49,50;0,00;4,13;0,00;4,00;0,00;0,00;0,00;9,43;88,00;91,14;0,00;0,00;5,50;123,75;0,00;4,00;0,00;4,00;4,00
2019-05-19;39,00;39,00;4,03;13,45;0,00;0,00;0,00;0,00;13,00;9,75;52,00;136,50;0,00;0,00;0,00;85,80;7,80;0,00;0,00;4,00;4,00
2019-05-26;43,00;47,03;8,06;12,09;8,06;17,00;0,00;9,00;4,00;9,92;62,85;115,77;9,92;0,00;5,38;112,88;5,38;0,00;4,00;4,00;4,00
