Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;33,00;40,00;34,00;28,00;8,00;5,08;7,62;12,69;20,31
2019-01-13;39,00;35,00;18,00;22,00;16,00;2,60;5,20;15,60;15,60
2019-01-20;34,00;33,00;31,00;19,00;13,00;2,62;2,62;23,54;20,92
2019-01-27;36,00;45,00;26,00;16,00;16,00;5,14;2,57;15,43;12,86
2019-02-03;26,00;13,00;33,00;27,00;9,00;7,80;0,00;13,00;260,00
2019-02-10;44,00;9,00;29,00;17,00;7,00;5,18;5,18;7,76;18,12
2019-02-17;41,00;13,00;21,00;17,00;9,00;7,69;2,56;12,81;12,81
2019-02-24;30,00;16,00;28,00;18,00;8,00;2,50;7,50;17,50;5,00
2019-03-03;34,00;14,00;30,00;19,00;11,00;5,23;7,85;10,46;13,08
2019-03-10;25,00;11,00;17,00;32,00;7,00;2,50;5,00;10,00;17,50
2019-03-17;27,00;7,00;22,00;33,00;14,00;4,91;4,91;14,73;24,55
2019-03-24;49,00;25,00;19,00;11,00;33,00;5,16;10,32;12,89;15,47
2019-03-31;23,00;18,00;16,00;19,00;20,00;2,56;2,56;10,22;12,78
2019-04-07;23,00;5,00;15,00;16,00;11,00;2,56;5,11;7,67;10,22
2019-04-14;25,00;15,00;11,00;17,00;15,00;7,50;5,00;7,50;10,00
2019-04-21;61,00;10,00;20,00;23,00;6,00;5,08;12,71;12,71;15,25
2019-04-28;30,00;13,00;27,00;24,00;12,00;2,50;7,50;2,50;15,00
2019-05-05;27,00;25,00;7,00;21,00;10,00;7,36;2,45;7,36;12,27
2019-05-12;29,00;58,00;6,00;24,00;11,00;0,00;5,27;2,64;10,55
2019-05-19;55,00;100,00;20,00;20,00;13,00;1,31;5,24;10,48;18,33
2019-05-26;26,00;23,00;16,00;19,00;9,00;2,60;1,30;5,20;13,00
2019-06-02;38,00;28,00;13,00;31,00;3,00;7,60;2,53;15,20;15,20
2019-06-09;46,00;16,00;11,00;22,00;5,00;5,11;2,56;7,67;15,33
2019-06-16;41,00;15,00;16,00;27,00;5,00;2,56;5,13;10,25;15,38
2019-06-23;44,00;15,00;16,00;34,00;5,00;2,59;5,18;10,35;72,47
2019-06-30;61,00;16,00;12,00;26,00;15,00;2,54;10,17;10,17;12,71
2019-07-07;47,00;14,00;21,00;25,00;12,00;5,22;2,61;10,44;13,06
2019-07-14;20,00;19,00;16,00;35,00;3,00;2,50;5,00;10,00;12,50
2019-07-21;62,00;18,00;21,00;26,00;10,00;5,17;2,58;10,33;15,50
2019-07-28;70,00;20,00;15,00;18,00;7,00;2,59;2,59;7,78;25,93
2019-08-04;85,00;7,00;16,00;27,00;6,00;2,58;5,15;12,88;85,00
2019-08-11;78,00;40,00;34,00;38,00;5,00;2,60;5,20;18,20;23,40
2019-08-18;72,00;20,00;24,00;37,00;6,00;5,14;5,14;7,71;72,00
2019-08-25;37,00;24,00;8,00;24,00;9,00;5,29;2,64;10,57;21,14
2019-09-01;44,00;36,00;20,00;31,00;6,00;2,59;10,35;18,12;12,94
2019-09-08;44,00;17,00;22,00;23,00;5,00;5,18;2,59;10,35;18,12
2019-09-15;29,00;14,00;20,00;26,00;13,00;1,32;5,27;10,55;7,91
2019-09-22;27,00;16,00;11,00;31,00;9,00;0,00;4,91;9,82;17,18
2019-09-29;32,00;11,00;15,00;28,00;10,00;0,00;2,67;16,00;16,00
2019-10-06;36,00;19,00;14,00;24,00;12,00;1,29;1,29;5,14;28,29
2019-10-13;33,00;18,00;10,00;29,00;22,00;2,54;2,54;7,62;12,69
2019-10-20;19,00;12,00;14,00;19,00;4,00;5,43;5,43;16,29;19,00
2019-10-27;21,00;20,00;20,00;16,00;9,00;2,63;5,25;7,88;13,13
2019-11-03;18,00;24,00;22,00;47,00;6,00;2,57;7,71;5,14;23,14
2019-11-10;28,00;31,00;18,00;25,00;9,00;2,55;5,09;10,18;15,27
2019-11-17;30,00;23,00;19,00;21,00;4,00;2,50;1,25;5,00;17,50
2019-11-24;24,00;12,00;19,00;19,00;8,00;2,67;0,00;10,67;10,67
2019-12-01;16,00;23,00;14,00;20,00;9,00;2,67;5,33;13,33;13,33
2019-12-08;18,00;13,00;10,00;27,00;9,00;2,57;2,57;15,43;25,71
2019-12-15;30,00;27,00;15,00;28,00;5,00;0,00;2,50;20,00;7,50
2019-12-22;27,00;34,00;18,00;31,00;16,00;2,70;2,70;16,20;16,20
2019-12-29;30,00;36,00;21,00;32,00;17,00;5,00;12,50;10,00;12,50
2020-01-05;28,00;17,00;21,00;21,00;12,00;7,64;5,09;15,27;12,73
2020-01-12;37,00;34,00;21,00;22,00;8,00;2,64;5,29;15,86;13,21
2020-01-19;30,00;24,00;17,00;31,00;2,00;7,50;2,50;17,50;10,00
2020-01-26;26,00;30,00;15,00;12,00;13,00;2,60;7,80;13,00;13,00
2020-02-02;14,00;19,00;20,00;29,00;9,00;1,40;8,40;14,00;215,60
2020-02-09;21,00;14,00;12,00;27,00;7,00;2,63;5,25;7,88;18,38
2020-02-16;32,00;21,00;11,00;52,00;9,00;2,67;5,33;10,67;10,67
2020-02-23;22,00;15,00;12,00;18,00;8,00;2,44;4,89;9,78;9,78
2020-03-01;16,00;22,00;7,00;33,00;10,00;2,67;2,67;13,33;10,67
2020-03-08;18,00;17,00;13,00;17,00;6,00;2,57;2,57;7,71;10,29
2020-03-15;27,00;13,00;9,00;13,00;15,00;2,70;8,10;10,80;8,10
2020-03-22;22,00;6,00;2,00;11,00;9,00;2,44;4,89;2,44;9,78
2020-03-29;28,00;1,00;5,00;18,00;7,00;2,55;7,64;7,64;10,18
2020-04-05;35,00;4,00;6,00;14,00;12,00;0,00;2,69;2,69;13,46
2020-04-12;25,00;9,00;4,00;12,00;13,00;0,00;2,50;5,00;5,00
2020-04-19;34,00;6,00;5,00;18,00;6,00;2,62;2,62;5,23;7,85
2020-04-26;34,00;5,00;4,00;12,00;10,00;5,23;5,23;5,23;7,85
2020-05-03;27,00;12,00;5,00;17,00;11,00;0,00;5,40;5,40;10,80
2020-05-10;31,00;8,00;4,00;13,00;16,00;5,17;7,75;2,58;10,33
2020-05-17;14,00;4,00;9,00;20,00;19,00;2,33;2,33;7,00;7,00
2020-05-24;19,00;4,00;5,00;18,00;14,00;0,00;2,71;8,14;19,00
2020-05-31;35,00;13,00;4,00;21,00;13,00;0,00;2,69;2,69;26,92
2020-06-07;34,00;3,00;3,00;10,00;7,00;2,62;5,23;5,23;41,85
2020-06-14;43,00;6,00;9,00;21,00;13,00;2,53;0,00;2,53;22,76
2020-06-21;44,00;6,00;5,00;17,00;7,00;2,59;2,59;1,29;12,94
2020-06-28;27,00;4,00;5,00;30,00;13,00;2,45;2,45;2,45;17,18
2020-07-05;30,00;7,00;2,00;15,00;5,00;2,50;1,25;2,50;10,00
2020-07-12;26,00;2,00;6,00;16,00;6,00;2,60;2,60;2,60;26,00
2020-07-19;41,00;5,00;7,00;19,00;6,00;2,56;2,56;5,13;5,13
2020-07-26;38,00;8,00;5,00;20,00;8,00;2,53;2,53;7,60;10,13
2020-08-02;38,00;1,00;11,00;13,00;3,00;1,27;5,07;5,07;12,67
2020-08-09;51,00;5,00;11,00;18,00;9,00;5,10;5,10;7,65;12,75
2020-08-16;42,00;9,00;16,00;28,00;5,00;2,63;2,63;2,63;7,88
2020-08-23;31,00;6,00;10,00;16,00;9,00;2,58;0,00;10,33;77,50
2020-08-30;26,00;6,00;5,00;42,00;16,00;2,60;0,00;2,60;10,40
2020-09-06;28,00;12,00;0,00;22,00;8,00;1,27;2,55;5,09;7,64
2020-09-13;13,00;6,00;4,00;17,00;39,00;1,30;2,60;2,60;7,80
2020-09-20;15,00;3,00;5,00;11,00;7,00;5,00;7,50;2,50;5,00
2020-09-27;12,00;4,00;2,00;18,00;4,00;2,40;2,40;2,40;7,20
2020-10-04;16,00;4,00;8,00;15,00;6,00;0,00;2,67;2,67;34,67
2020-10-11;21,00;20,00;7,00;10,00;19,00;1,31;2,63;2,63;5,25
2020-10-18;13,00;6,00;8,00;11,00;11,00;1,30;1,30;1,30;5,20
2020-10-25;17,00;8,00;6,00;10,00;6,00;1,21;1,21;4,86;2,43
2020-11-01;18,00;7,00;6,00;5,00;14,00;2,57;1,29;5,14;7,71
2020-11-08;21,00;6,00;2,00;15,00;11,00;2,63;2,63;7,88;5,25
2020-11-15;72,00;6,00;7,00;14,00;7,00;1,29;2,57;5,14;2,57
2020-11-22;19,00;6,00;8,00;9,00;9,00;1,36;5,43;1,36;13,57
2020-11-29;19,00;8,00;6,00;6,00;8,00;0,00;8,14;2,71;10,86
2020-12-06;19,00;6,00;7,00;17,00;11,00;2,71;0,00;2,71;122,14
2020-12-13;16,00;8,00;7,00;57,00;7,00;2,67;2,67;5,33;5,33
2020-12-20;23,00;5,00;8,00;67,00;9,00;0,00;2,56;5,11;12,78
2020-12-27;22,00;15,00;13,00;36,00;12,00;1,38;5,50;5,50;24,75
2021-01-03;28,00;9,00;10,00;26,00;10,00;2,55;5,09;7,64;2,55
2021-01-10;15,00;9,00;13,00;15,00;11,00;2,50;5,00;1,25;7,50
2021-01-17;13,00;5,00;12,00;17,00;16,00;1,30;2,60;2,60;5,20
2021-01-24;30,00;6,00;6,00;23,00;8,00;0,00;2,50;2,50;7,50
2021-01-31;19,00;7,00;10,00;17,00;8,00;1,36;2,71;1,36;2,71
