Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;35,00;10,00;14,00;5,00;15,00;10,00;9,00;2,00;2,00;5,00;0,00;4,00;1,00;1,00;3,00;1,00;0,00;1,00;0,00;1,00;0,00
2019-01-13;33,00;9,00;10,00;12,00;10,00;9,00;7,00;2,00;4,00;2,00;0,00;3,00;1,00;2,00;1,00;0,00;4,00;0,00;0,00;0,00;1,00
2019-01-20;30,00;9,00;13,00;6,00;7,00;6,00;6,00;8,00;3,00;2,00;1,00;2,00;3,00;4,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00
2019-01-27;22,00;10,00;13,00;7,00;7,00;6,00;9,00;8,00;5,00;7,00;1,00;2,00;1,00;2,00;2,00;1,00;0,00;1,00;1,00;0,00;1,00
2019-02-03;18,00;6,00;15,00;12,00;5,00;8,00;7,00;9,00;5,00;3,00;4,00;5,00;2,00;0,00;1,00;1,00;0,00;1,00;2,00;0,00;0,00
2019-02-10;28,00;10,00;15,00;8,00;8,00;16,00;11,00;4,00;2,00;6,00;3,00;2,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-02-17;25,00;8,00;8,00;10,00;8,00;16,00;6,00;5,00;6,00;2,00;3,00;3,00;2,00;0,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00
2019-02-24;28,00;10,00;11,00;11,00;10,00;9,00;3,00;1,00;5,00;4,00;4,00;6,00;3,00;0,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00
2019-03-03;31,00;11,00;14,00;11,00;15,00;13,00;11,00;4,00;4,00;3,00;2,00;3,00;2,00;1,00;2,00;1,00;0,00;0,00;1,00;1,00;0,00
2019-03-10;23,00;12,00;11,00;9,00;9,00;8,00;8,00;1,00;3,00;1,00;0,00;4,00;3,00;1,00;0,00;0,00;1,00;1,00;1,00;1,00;0,00
2019-03-17;27,00;15,00;19,00;9,00;6,00;7,00;7,00;3,00;1,00;7,00;1,00;3,00;5,00;0,00;3,00;0,00;2,00;0,00;1,00;0,00;0,00
2019-03-24;37,00;10,00;9,00;8,00;7,00;9,00;7,00;5,00;6,00;6,00;3,00;3,00;1,00;2,00;0,00;0,00;2,00;0,00;1,00;0,00;0,00
2019-03-31;38,00;18,00;14,00;19,00;15,00;16,00;5,00;10,00;4,00;6,00;2,00;3,00;1,00;2,00;0,00;1,00;3,00;0,00;0,00;1,00;0,00
2019-04-07;45,00;16,00;27,00;16,00;7,00;22,00;6,00;4,00;5,00;8,00;4,00;6,00;1,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00
2019-04-14;36,00;7,00;25,00;29,00;11,00;13,00;7,00;4,00;4,00;7,00;5,00;7,00;1,00;1,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-04-21;41,00;16,00;22,00;19,00;16,00;10,00;14,00;11,00;6,00;6,00;1,00;4,00;2,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;1,00
2019-04-28;35,00;12,00;20,00;12,00;17,00;14,00;9,00;6,00;3,00;3,00;2,00;4,00;1,00;2,00;1,00;2,00;1,00;0,00;1,00;0,00;1,00
2019-05-05;43,00;15,00;13,00;13,00;7,00;8,00;3,00;7,00;5,00;4,00;1,00;3,00;2,00;2,00;0,00;2,00;2,00;0,00;0,00;0,00;1,00
2019-05-12;49,00;21,00;16,00;21,00;11,00;10,00;18,00;6,00;2,00;2,00;3,00;8,00;2,00;2,00;2,00;0,00;1,00;1,00;0,00;0,00;0,00
2019-05-19;46,00;15,00;12,00;7,00;17,00;13,00;15,00;9,00;7,00;4,00;3,00;5,00;3,00;0,00;0,00;0,00;1,00;1,00;1,00;0,00;2,00
2019-05-26;42,00;26,00;27,00;12,00;18,00;14,00;13,00;4,00;3,00;9,00;5,00;12,00;5,00;0,00;2,00;2,00;1,00;0,00;0,00;0,00;0,00
2019-06-02;40,00;14,00;23,00;12,00;13,00;18,00;6,00;9,00;3,00;5,00;2,00;9,00;2,00;2,00;1,00;2,00;2,00;2,00;0,00;0,00;2,00
2019-06-09;49,00;29,00;25,00;12,00;21,00;18,00;9,00;6,00;4,00;11,00;2,00;9,00;4,00;2,00;2,00;2,00;2,00;1,00;1,00;1,00;0,00
2019-06-16;57,00;20,00;20,00;11,00;10,00;21,00;9,00;6,00;6,00;6,00;2,00;8,00;6,00;3,00;1,00;2,00;0,00;1,00;0,00;0,00;0,00
2019-06-23;52,00;16,00;29,00;18,00;17,00;27,00;8,00;14,00;6,00;14,00;4,00;10,00;3,00;2,00;2,00;2,00;5,00;2,00;0,00;0,00;2,00
2019-06-30;50,00;29,00;31,00;35,00;38,00;25,00;5,00;5,00;9,00;5,00;3,00;8,00;7,00;2,00;2,00;1,00;4,00;1,00;1,00;1,00;0,00
2019-07-07;60,00;21,00;29,00;33,00;34,00;39,00;8,00;15,00;10,00;18,00;5,00;6,00;4,00;2,00;5,00;3,00;3,00;7,00;0,00;2,00;0,00
2019-07-14;82,00;24,00;46,00;29,00;28,00;29,00;16,00;17,00;11,00;19,00;10,00;4,00;13,00;8,00;1,00;3,00;4,00;1,00;1,00;2,00;1,00
2019-07-21;64,00;19,00;45,00;21,00;26,00;36,00;15,00;20,00;8,00;10,00;7,00;10,00;9,00;5,00;1,00;1,00;3,00;1,00;0,00;0,00;1,00
2019-07-28;64,00;32,00;26,00;30,00;19,00;35,00;8,00;10,00;11,00;7,00;7,00;6,00;9,00;4,00;7,00;0,00;2,00;2,00;0,00;1,00;1,00
2019-08-04;58,00;35,00;37,00;22,00;30,00;28,00;6,00;9,00;16,00;13,00;3,00;3,00;10,00;4,00;2,00;3,00;4,00;2,00;0,00;2,00;0,00
2019-08-11;56,00;26,00;23,00;24,00;23,00;21,00;11,00;8,00;16,00;10,00;4,00;9,00;4,00;0,00;3,00;3,00;3,00;0,00;0,00;1,00;2,00
2019-08-18;48,00;68,00;18,00;21,00;19,00;15,00;11,00;10,00;13,00;5,00;3,00;6,00;9,00;3,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2019-08-25;44,00;57,00;23,00;16,00;20,00;17,00;7,00;8,00;6,00;5,00;3,00;9,00;6,00;2,00;2,00;2,00;2,00;0,00;0,00;1,00;0,00
2019-09-01;40,00;24,00;17,00;14,00;14,00;16,00;10,00;5,00;5,00;3,00;3,00;9,00;3,00;1,00;1,00;3,00;3,00;1,00;1,00;1,00;0,00
2019-09-08;49,00;26,00;15,00;10,00;14,00;13,00;7,00;4,00;6,00;6,00;2,00;4,00;1,00;0,00;0,00;2,00;2,00;2,00;0,00;0,00;1,00
2019-09-15;39,00;13,00;12,00;9,00;7,00;16,00;9,00;5,00;4,00;1,00;2,00;3,00;1,00;0,00;2,00;0,00;2,00;2,00;2,00;0,00;1,00
2019-09-22;31,00;14,00;7,00;8,00;6,00;9,00;10,00;3,00;1,00;2,00;1,00;4,00;1,00;1,00;0,00;0,00;1,00;3,00;0,00;0,00;0,00
2019-09-29;28,00;15,00;8,00;15,00;11,00;10,00;6,00;0,00;3,00;2,00;0,00;7,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;28,00;12,00;5,00;6,00;7,00;8,00;3,00;3,00;4,00;2,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-10-13;26,00;6,00;6,00;7,00;6,00;4,00;9,00;6,00;4,00;3,00;2,00;6,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;30,00;12,00;9,00;13,00;10,00;6,00;2,00;1,00;5,00;4,00;3,00;1,00;3,00;1,00;1,00;0,00;0,00;2,00;0,00;1,00;0,00
2019-10-27;30,00;13,00;8,00;6,00;5,00;10,00;2,00;4,00;3,00;7,00;1,00;3,00;1,00;2,00;0,00;0,00;1,00;0,00;2,00;0,00;0,00
2019-11-03;29,00;17,00;6,00;7,00;7,00;8,00;2,00;6,00;1,00;1,00;2,00;2,00;3,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-11-10;28,00;6,00;8,00;3,00;5,00;4,00;3,00;2,00;3,00;2,00;1,00;4,00;3,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00
2019-11-17;30,00;11,00;6,00;7,00;7,00;9,00;4,00;4,00;2,00;2,00;1,00;2,00;0,00;2,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00
2019-11-24;21,00;8,00;3,00;4,00;6,00;5,00;4,00;1,00;3,00;4,00;2,00;1,00;0,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;23,00;11,00;11,00;5,00;7,00;7,00;6,00;5,00;3,00;1,00;2,00;3,00;1,00;1,00;0,00;2,00;2,00;0,00;0,00;1,00;1,00
2019-12-08;33,00;6,00;5,00;6,00;7,00;6,00;6,00;5,00;0,00;1,00;2,00;3,00;1,00;1,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00
2019-12-15;28,00;7,00;6,00;9,00;1,00;4,00;6,00;1,00;1,00;4,00;5,00;3,00;0,00;2,00;0,00;2,00;1,00;0,00;0,00;0,00;0,00
2019-12-22;32,00;8,00;10,00;12,00;9,00;5,00;2,00;9,00;2,00;6,00;3,00;1,00;4,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00
2019-12-29;41,00;15,00;12,00;5,00;15,00;8,00;6,00;6,00;4,00;5,00;1,00;2,00;2,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00
2020-01-05;24,00;10,00;12,00;6,00;17,00;10,00;4,00;4,00;4,00;4,00;5,00;2,00;1,00;1,00;0,00;1,00;0,00;0,00;2,00;0,00;0,00
2020-01-12;34,00;14,00;10,00;8,00;9,00;7,00;10,00;5,00;2,00;5,00;2,00;3,00;1,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00
