Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;11,00;187,00;2,75;5,50;5,50;4,00;2,00;1,00;2,00;0,50;2,00;1,00;0,50
2019-01-13;12,00;156,00;3,00;6,00;6,00;4,00;3,00;1,00;3,00;0,50;1,00;0,50;0,50
2019-01-20;10,00;105,00;2,50;5,00;2,50;4,00;2,00;2,00;2,00;1,00;2,00;1,00;0,50
2019-01-27;6,00;84,00;3,00;6,00;3,00;4,00;2,00;0,50;1,00;1,00;1,00;1,00;0,50
2019-02-03;6,00;96,00;3,00;6,00;3,00;3,00;4,00;0,50;1,00;1,00;1,00;0,50;0,50
2019-02-10;6,00;90,00;3,00;3,00;3,00;3,00;3,00;1,00;1,00;1,00;2,00;0,50;0,50
2019-02-17;8,00;104,00;4,00;8,00;4,00;4,00;3,00;0,50;1,00;1,00;1,00;0,50;0,00
2019-02-24;8,00;128,00;4,00;8,00;4,00;3,00;5,00;0,50;0,50;1,00;1,00;1,00;0,00
2019-03-03;8,00;136,00;4,00;8,00;4,00;5,00;3,00;0,50;0,50;1,00;1,00;1,00;0,50
2019-03-10;6,00;102,00;3,00;6,00;3,00;3,00;3,00;0,50;0,50;1,00;1,00;1,00;0,50
2019-03-17;7,00;105,00;3,50;7,00;7,00;4,00;4,00;1,00;1,00;1,00;1,00;1,00;0,50
2019-03-24;8,00;112,00;4,00;8,00;4,00;4,00;3,00;0,50;1,00;1,00;1,00;1,00;0,00
2019-03-31;14,00;79,33;2,33;4,67;4,67;5,00;3,00;1,00;2,00;1,00;1,00;1,00;1,00
2019-04-07;15,00;95,00;2,50;5,00;5,00;7,00;3,00;2,00;2,00;1,00;2,00;0,50;0,50
2019-04-14;20,00;500,00;2,50;5,00;5,00;6,00;3,00;2,00;2,00;1,00;2,00;2,00;0,50
2019-04-21;21,00;99,75;2,63;5,25;5,25;9,00;2,00;2,00;2,00;1,00;2,00;2,00;0,50
2019-04-28;16,00;96,00;2,67;5,33;5,33;7,00;3,00;2,00;2,00;1,00;1,00;0,50;0,50
2019-05-05;15,00;95,00;2,50;5,00;5,00;5,00;3,00;2,00;2,00;1,00;2,00;0,50;0,50
2019-05-12;14,00;70,00;2,33;4,67;2,33;6,00;3,00;2,00;2,00;1,00;1,00;1,00;0,50
2019-05-19;14,00;119,00;3,50;7,00;14,00;5,00;3,00;2,00;2,00;1,00;2,00;0,50;0,50
2019-05-26;14,00;74,67;2,33;4,67;4,67;6,00;3,00;1,00;1,00;1,00;1,00;1,00;0,50
2019-06-02;15,00;90,00;2,50;5,00;5,00;7,00;4,00;2,00;2,00;1,00;1,00;1,00;0,50
