Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;32,00;7,00;22,00;40,00;5,00;2,00;9,00;11,00;7,00
2019-01-13;43,00;14,00;16,00;28,00;0,00;5,00;3,00;5,00;7,00
2019-01-20;31,00;10,00;11,00;31,00;2,00;0,00;6,00;10,00;2,00
2019-01-27;41,00;13,00;11,00;23,00;8,00;3,00;2,00;10,00;10,00
2019-02-03;33,00;12,00;16,00;23,00;4,00;2,00;5,00;7,00;11,00
2019-02-10;24,00;5,00;17,00;35,00;5,00;3,00;3,00;9,00;2,00
2019-02-17;33,00;9,00;21,00;31,00;3,00;9,00;5,00;12,00;5,00
2019-02-24;34,00;12,00;14,00;36,00;2,00;3,00;9,00;3,00;7,00
2019-03-03;36,00;13,00;25,00;30,00;0,00;4,00;2,00;5,00;5,00
2019-03-10;25,00;5,00;7,00;32,00;0,00;2,00;5,00;2,00;0,00
2019-03-17;28,00;16,00;18,00;23,00;5,00;7,00;7,00;5,00;2,00
2019-03-24;71,00;25,00;18,00;37,00;4,00;0,00;5,00;11,00;5,00
2019-03-31;27,00;7,00;15,00;32,00;2,00;7,00;17,00;7,00;0,00
2019-04-07;40,00;10,00;12,00;35,00;2,00;3,00;3,00;7,00;3,00
2019-04-14;49,00;7,00;16,00;20,00;7,00;0,00;5,00;4,00;5,00
2019-04-21;24,00;9,00;12,00;22,00;2,00;5,00;7,00;9,00;2,00
2019-04-28;45,00;5,00;16,00;19,00;7,00;3,00;9,00;12,00;2,00
2019-05-05;41,00;20,00;63,00;31,00;2,00;2,00;15,00;10,00;15,00
2019-05-12;65,00;12,00;10,00;24,00;2,00;0,00;5,00;3,00;29,00
2019-05-19;39,00;17,00;19,00;30,00;2,00;2,00;5,00;5,00;5,00
2019-05-26;75,00;12,00;12,00;18,00;2,00;0,00;5,00;7,00;2,00
2019-06-02;23,00;7,00;23,00;30,00;3,00;0,00;2,00;13,00;5,00
2019-06-09;25,00;8,00;18,00;23,00;5,00;5,00;12,00;5,00;5,00
2019-06-16;18,00;16,00;14,00;32,00;7,00;0,00;16,00;4,00;2,00
2019-06-23;36,00;14,00;16,00;27,00;2,00;2,00;7,00;5,00;9,00
2019-06-30;44,00;9,00;21,00;25,00;4,00;2,00;4,00;4,00;5,00
2019-07-07;66,00;14,00;14,00;24,00;2,00;0,00;5,00;10,00;0,00
2019-07-14;57,00;16,00;14,00;29,00;0,00;2,00;12,00;12,00;4,00
2019-07-21;67,00;14,00;18,00;40,00;7,00;4,00;13,00;4,00;5,00
2019-07-28;43,00;15,00;15,00;33,00;11,00;0,00;9,00;9,00;6,00
2019-08-04;37,00;20,00;24,00;28,00;7,00;4,00;7,00;4,00;4,00
2019-08-11;45,00;17,00;21,00;32,00;6,00;2,00;6,00;19,00;2,00
2019-08-18;52,00;9,00;18,00;38,00;4,00;2,00;5,00;7,00;11,00
2019-08-25;71,00;17,00;23,00;23,00;3,00;0,00;9,00;10,00;3,00
2019-09-01;20,00;12,00;15,00;18,00;0,00;2,00;5,00;18,00;7,00
2019-09-08;37,00;16,00;15,00;26,00;3,00;2,00;3,00;3,00;2,00
2019-09-15;27,00;3,00;8,00;40,00;3,00;2,00;0,00;11,00;3,00
2019-09-22;29,00;13,00;16,00;24,00;6,00;2,00;7,00;3,00;5,00
2019-09-29;27,00;8,00;32,00;32,00;6,00;2,00;5,00;2,00;8,00
2019-10-06;36,00;13,00;23,00;36,00;10,00;0,00;10,00;10,00;5,00
2019-10-13;23,00;8,00;9,00;36,00;3,00;5,00;6,00;3,00;5,00
2019-10-20;28,00;11,00;16,00;36,00;2,00;5,00;14,00;0,00;16,00
2019-10-27;22,00;13,00;21,00;17,00;0,00;3,00;6,00;11,00;24,00
2019-11-03;28,00;16,00;16,00;30,00;2,00;2,00;6,00;6,00;9,00
2019-11-10;28,00;6,00;14,00;20,00;3,00;0,00;6,00;3,00;5,00
