Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;40,00;23,00;17,00;17,00;0,00;78,33;5,00;5,00;0,00;0,00;67,69;73,85;6,15;10,67;0,00;66,67;5,33;11,43;85,71;11,43;40,00
2019-01-13;52,00;58,00;17,00;35,00;0,00;45,29;11,74;0,00;5,03;21,41;73,41;73,41;12,24;5,47;5,47;79,37;5,47;192,59;52,00;17,33;5,78
2019-01-20;40,00;40,00;28,00;23,00;11,00;74,78;5,22;0,00;17,39;6,15;101,54;80,00;0,00;0,00;5,71;71,43;5,71;51,43;40,00;17,14;74,29
2019-01-27;34,00;11,00;17,00;23,00;0,00;66,30;17,00;0,00;11,90;0,00;105,09;83,45;6,18;5,67;0,00;68,00;28,33;22,67;134,11;0,00;22,67
2019-02-03;17,00;17,00;0,00;17,00;0,00;57,80;40,80;0,00;11,90;5,67;90,67;73,67;0,00;0,00;0,00;53,83;5,67;5,67;85,00;0,00;11,33
2019-02-10;29,00;23,00;0,00;18,00;0,00;81,88;23,88;5,12;5,12;12,89;116,00;74,11;0,00;0,00;0,00;81,73;21,09;23,20;106,33;0,00;5,80
2019-02-17;24,00;24,00;24,00;0,00;0,00;60,00;17,14;0,00;12,00;0,00;114,00;111,00;6,00;0,00;0,00;64,00;5,33;6,00;112,00;18,00;12,00
2019-02-24;29,00;29,00;0,00;23,00;6,00;23,88;29,00;0,00;0,00;12,89;90,22;90,22;6,44;5,80;5,80;84,10;11,60;11,60;75,40;0,00;17,40
2019-03-03;53,00;41,00;18,00;35,00;12,00;64,97;23,94;11,97;17,10;6,24;77,94;87,29;0,00;0,00;0,00;100,42;0,00;5,68;58,68;5,68;5,68
2019-03-10;41,00;41,00;12,00;12,00;0,00;23,92;52,96;5,13;11,96;12,62;69,38;75,69;6,31;0,00;0,00;46,47;0,00;0,00;78,10;5,86;23,43
2019-03-17;24,00;24,00;6,00;18,00;0,00;60,00;36,00;5,14;17,14;12,00;93,00;75,00;6,00;0,00;5,33;69,33;0,00;12,00;68,00;18,00;12,00
2019-03-24;48,00;30,00;6,00;6,00;0,00;36,00;48,00;6,86;18,86;12,80;80,00;86,40;6,40;0,00;5,65;79,06;5,65;0,00;24,96;0,00;0,00
2019-03-31;53,00;47,00;6,00;12,00;0,00;35,90;29,06;0,00;17,10;28,06;65,47;65,47;6,24;0,00;5,58;111,58;11,16;11,36;17,04;0,00;17,04
2019-04-07;37,00;37,00;0,00;6,00;12,00;60,55;67,27;0,00;18,50;98,67;67,83;92,50;12,33;0,00;0,00;113,85;5,69;5,84;19,47;19,47;11,68
2019-04-14;32,00;13,00;26,00;6,00;6,00;18,53;18,53;6,74;32,00;0,00;86,40;112,00;12,80;5,82;0,00;212,36;14,55;13,18;50,82;50,82;32,00
2019-04-21;55,00;43,00;6,00;31,00;6,00;30,94;42,97;0,00;6,88;6,11;85,56;67,22;0,00;5,50;0,00;60,50;11,00;5,69;24,66;5,69;0,00
2019-04-28;40,00;34,00;17,00;17,00;0,00;57,39;5,22;12,17;12,17;0,00;49,23;89,23;6,15;5,71;0,00;122,86;5,71;0,00;28,57;11,43;11,43
2019-05-05;39,00;34,00;22,00;11,00;6,00;66,13;44,09;0,00;22,04;6,00;66,00;96,00;0,00;0,00;0,00;55,71;0,00;0,00;23,40;11,70;17,55
2019-05-12;46,00;41,00;29,00;23,00;12,00;34,07;74,96;0,00;11,93;12,27;104,27;92,00;0,00;0,00;0,00;78,47;5,41;17,25;34,50;17,25;11,50
2019-05-19;68,00;40,00;23,00;11,00;11,00;90,10;39,10;0,00;11,90;6,18;129,82;114,36;21,64;10,88;0,00;138,72;5,44;5,67;45,33;11,33;0,00
2019-05-26;68,00;45,00;28,00;17,00;17,00;73,10;17,00;0,00;5,10;15,45;83,45;108,18;6,18;11,33;0,00;138,83;5,67;22,67;56,67;11,33;11,33
2019-06-02;65,00;27,00;11,00;38,00;5,00;47,89;22,24;5,13;37,63;9,29;114,52;80,48;9,29;11,30;0,00;175,22;16,96;11,47;43,97;26,76;21,03
2019-06-09;50,00;28,00;22,00;22,00;6,00;44,83;22,41;5,17;17,24;21,88;112,50;143,75;6,25;0,00;0,00;180,56;5,56;11,54;32,69;17,31;38,46
2019-06-16;69,00;57,00;23,00;34,00;11,00;86,25;29,33;5,18;22,43;12,55;103,50;97,23;0,00;11,04;0,00;107,64;5,52;28,75;17,25;11,50;23,00
2019-06-23;42,00;36,00;18,00;24,00;24,00;89,04;47,04;6,72;6,72;12,00;117,00;117,00;6,00;5,60;0,00;182,00;19,60;17,18;42,00;36,27;24,82
2019-06-30;93,00;25,00;19,00;37,00;0,00;111,94;68,89;6,89;31,00;6,20;93,00;167,40;6,20;19,15;0,00;227,03;10,94;5,69;30,37;18,98;55,04
2019-07-07;72,00;36,00;48,00;12,00;24,00;132,00;66,86;12,00;42,86;37,57;200,35;156,52;12,52;0,00;5,54;216,00;24,92;24,63;89,05;17,05;47,37
2019-07-14;83,00;57,00;25,00;57,00;6,00;115,85;77,81;12,10;25,94;6,15;227,48;215,19;6,15;5,53;0,00;235,17;24,90;25,09;71,42;38,60;44,40
2019-07-21;100,00;60,00;7,00;7,00;20,00;134,48;100,00;6,90;13,79;18,75;128,13;134,38;6,25;5,56;0,00;247,22;13,89;46,15;59,62;32,69;19,23
2019-07-28;51,00;38,00;13,00;32,00;13,00;62,90;44,20;6,80;11,90;6,38;191,25;197,63;12,75;0,00;0,00;175,67;45,33;24,56;107,67;32,11;18,89
2019-08-04;64,00;57,00;38,00;32,00;25,00;89,95;57,08;12,11;19,03;6,40;163,20;150,40;0,00;13,91;0,00;158,61;0,00;13,58;64,00;25,21;32,97
2019-08-11;48,00;54,00;12,00;42,00;18,00;90,86;54,86;18,86;24,00;24,00;129,00;117,00;12,00;0,00;0,00;146,82;11,29;30,72;72,96;17,28;11,52
2019-08-18;68,00;55,00;6,00;25,00;6,00;110,50;96,90;23,80;37,40;12,36;136,00;139,09;12,36;19,83;5,67;113,33;5,67;11,66;68,00;11,66;5,83
2019-08-25;35,00;24,00;35,00;29,00;12,00;28,33;46,67;5,00;16,67;12,73;101,82;79,55;0,00;5,38;5,38;96,92;10,77;11,67;42,78;5,83;11,67
2019-09-01;58,00;40,00;17,00;6,00;17,00;34,12;51,18;5,12;5,12;6,11;125,16;79,37;18,32;16,57;0,00;96,67;5,52;29,00;34,80;11,60;11,60
2019-09-08;35,00;23,00;12,00;18,00;6,00;28,33;40,00;0,00;11,67;6,36;101,82;73,18;0,00;5,38;0,00;51,15;5,38;5,83;11,67;35,00;5,83
2019-09-15;34,00;40,00;17,00;6,00;0,00;22,10;22,10;0,00;5,10;6,18;55,64;61,82;12,36;5,67;0,00;39,67;11,33;5,67;17,00;17,00;5,67
2019-09-22;28,00;39,00;6,00;11,00;0,00;28,00;35,00;0,00;5,25;12,44;140,00;71,56;0,00;0,00;0,00;39,20;11,20;28,00;28,00;16,80;5,60
2019-09-29;39,00;28,00;11,00;0,00;11,00;22,04;16,96;5,09;5,09;0,00;133,25;35,75;0,00;0,00;0,00;55,71;0,00;5,85;27,30;0,00;11,70
2019-10-06;49,00;49,00;11,00;0,00;0,00;16,90;10,14;5,07;0,00;0,00;150,06;42,88;6,13;0,00;0,00;43,56;0,00;0,00;20,73;5,65;0,00
2019-10-13;28,00;17,00;33,00;28,00;11,00;17,50;22,75;0,00;5,25;6,22;99,56;37,33;0,00;0,00;0,00;72,80;16,80;6,00;24,00;6,00;0,00
2019-10-20;17,00;28,00;6,00;11,00;6,00;27,20;32,30;0,00;0,00;6,80;180,20;30,60;6,80;5,67;0,00;22,67;0,00;5,67;11,33;5,67;17,00
