Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;23,00;34,00;34,00;11,00;0,00;23,00;0,00;0,00;0,00;11,50;88,17;57,50;0,00;0,00;0,00;0,00;0,00;12,38;0,00;12,38;23,00
2019-01-13;80,00;57,00;34,00;0,00;0,00;0,00;22,22;0,00;34,07;0,00;80,00;99,05;0,00;0,00;0,00;56,67;0,00;0,00;57,87;11,91;0,00
2019-01-20;68,00;46,00;34,00;11,00;0,00;34,00;22,17;0,00;0,00;0,00;98,22;45,33;11,33;0,00;11,15;34,56;11,15;11,90;0,00;0,00;22,10
2019-01-27;34,00;34,00;0,00;0,00;0,00;103,55;0,00;0,00;10,82;0,00;162,44;52,89;0,00;0,00;0,00;22,67;0,00;0,00;66,30;0,00;11,90
2019-02-03;59,00;47,00;24,00;0,00;0,00;71,10;0,00;12,10;0,00;0,00;165,20;94,40;0,00;0,00;0,00;46,75;12,25;0,00;24,29;0,00;24,29
2019-02-10;36,00;36,00;24,00;12,00;0,00;72,00;0,00;12,00;12,00;0,00;112,00;96,00;0,00;0,00;0,00;23,63;0,00;0,00;36,00;0,00;12,00
2019-02-17;24,00;24,00;12,00;12,00;0,00;48,00;0,00;0,00;36,00;12,00;184,00;72,00;0,00;0,00;0,00;60,57;12,57;0,00;12,00;0,00;12,00
2019-02-24;35,00;47,00;0,00;12,00;0,00;94,35;12,17;0,00;12,17;0,00;151,67;46,67;0,00;0,00;0,00;47,42;0,00;0,00;0,00;0,00;0,00
2019-03-03;56,00;67,00;22,00;11,00;0,00;10,59;10,59;0,00;22,70;0,00;104,00;136,00;12,00;0,00;0,00;89,60;0,00;11,88;11,88;0,00;11,88
2019-03-10;34,00;46,00;34,00;34,00;0,00;68,00;0,00;11,83;11,83;11,33;132,22;86,89;0,00;0,00;0,00;44,97;21,94;0,00;11,90;0,00;0,00
2019-03-17;70,00;35,00;35,00;0,00;0,00;93,83;0,00;11,91;11,91;0,00;140,00;58,33;0,00;0,00;0,00;58,89;12,22;11,95;47,80;0,00;23,90
2019-03-24;0,00;0,00;23,00;35,00;0,00;47,00;0,00;16,00;16,00;0,00;21,00;27,00;0,00;0,00;10,00;52,00;10,00;0,00;14,00;0,00;7,00
2019-03-31;70,00;70,00;58,00;23,00;0,00;58,09;0,00;11,91;11,91;11,67;140,00;70,00;0,00;0,00;0,00;46,67;0,00;11,95;58,05;0,00;0,00
2019-04-07;44,00;88,00;66,00;22,00;11,00;44,00;0,00;10,27;44,00;0,00;172,00;136,00;12,00;11,00;0,00;53,90;11,00;10,15;54,15;0,00;32,15
2019-04-14;78,00;65,00;39,00;39,00;13,00;64,50;0,00;13,50;39,00;0,00;390,00;128,70;27,30;0,00;0,00;104,00;0,00;0,00;78,00;13,87;13,87
2019-04-21;64,00;90,00;26,00;38,00;0,00;50,60;13,40;13,40;25,30;28,00;184,00;132,00;0,00;0,00;0,00;51,65;12,35;13,47;64,00;0,00;13,47
2019-04-28;67,00;56,00;45,00;56,00;0,00;67,00;0,00;0,00;10,42;11,82;149,76;90,65;11,82;0,00;11,17;89,33;11,17;12,03;0,00;0,00;22,33
2019-05-05;68,00;34,00;45,00;23,00;11,00;45,33;12,09;0,00;12,09;12,00;164,00;104,00;0,00;0,00;0,00;33,44;11,15;0,00;0,00;11,90;22,10
2019-05-12;57,00;57,00;34,00;11,00;0,00;81,00;0,00;12,00;0,00;11,40;155,80;121,60;0,00;0,00;0,00;57,00;11,18;0,00;21,79;0,00;11,74
2019-05-19;46,00;57,00;11,00;11,00;0,00;80,13;0,00;0,00;0,00;0,00;115,00;122,67;11,50;0,00;0,00;46,00;34,78;0,00;11,93;0,00;11,93
2019-05-26;62,00;87,00;12,00;50,00;0,00;36,90;11,81;0,00;25,10;0,00;186,00;197,63;0,00;0,00;0,00;74,18;12,18;36,86;11,73;0,00;36,86
2019-06-02;46,00;46,00;46,00;12,00;0,00;68,26;0,00;22,26;0,00;11,50;184,00;161,00;11,50;0,00;0,00;104,34;23,56;11,93;11,93;0,00;23,85
2019-06-09;69,00;58,00;23,00;23,00;0,00;34,50;0,00;46,50;12,00;0,00;184,00;138,00;0,00;0,00;0,00;45,63;0,00;11,78;11,78;11,78;11,78
2019-06-16;12,00;48,00;24,00;24,00;24,00;72,00;0,00;12,00;36,00;0,00;160,00;96,00;0,00;0,00;0,00;104,73;22,91;0,00;12,00;0,00;12,00
2019-06-23;50,00;25,00;0,00;13,00;0,00;36,76;0,00;0,00;11,76;0,00;111,54;150,00;0,00;0,00;12,22;100,00;12,22;0,00;0,00;0,00;50,00
2019-06-30;48,00;60,00;24,00;12,00;24,00;72,00;0,00;0,00;24,00;0,00;184,00;196,00;0,00;0,00;0,00;71,44;0,00;0,00;0,00;12,00;12,00
2019-07-07;62,00;100,00;0,00;12,00;13,00;122,52;0,00;0,00;11,81;0,00;174,38;112,38;11,63;0,00;0,00;24,36;0,00;0,00;11,73;36,86;0,00
2019-07-14;67,00;67,00;40,00;67,00;0,00;80,40;13,40;0,00;13,40;15,76;232,53;177,35;0,00;0,00;0,00;26,80;13,40;0,00;13,74;13,74;41,23
2019-07-21;42,00;70,00;70,00;0,00;28,00;28,50;0,00;0,00;13,50;0,00;232,91;122,18;0,00;0,00;0,00;69,63;0,00;0,00;26,88;0,00;55,44
2019-07-28;72,00;29,00;14,00;29,00;44,00;100,50;15,00;0,00;43,50;0,00;236,00;164,00;0,00;0,00;0,00;86,63;14,63;13,71;42,86;58,29;29,14
2019-08-04;67,00;27,00;13,00;40,00;27,00;67,00;0,00;13,40;40,20;15,76;134,00;122,18;27,59;0,00;0,00;26,80;0,00;13,74;53,26;13,74;13,74
2019-08-11;49,00;49,00;36,00;0,00;0,00;72,76;0,00;0,00;0,00;0,00;269,50;65,33;12,25;0,00;12,25;60,14;0,00;0,00;0,00;23,66;35,48
2019-08-18;82,00;58,00;47,00;12,00;0,00;128,22;0,00;11,93;11,93;0,00;222,57;187,43;11,71;0,00;0,00;34,82;0,00;0,00;58,08;0,00;0,00
2019-08-25;0,00;12,00;35,00;35,00;0,00;24,00;8,00;0,00;8,00;0,00;42,00;6,00;0,00;0,00;0,00;73,00;10,00;14,00;0,00;7,00;0,00
2019-09-01;44,00;55,00;56,00;11,00;0,00;64,53;0,00;0,00;0,00;12,00;124,00;112,00;24,00;0,00;0,00;55,00;0,00;22,00;11,85;11,85;44,00
2019-09-08;58,00;35,00;46,00;35,00;12,00;92,21;0,00;0,00;11,90;0,00;174,00;127,60;0,00;0,00;0,00;0,00;11,15;11,94;23,88;11,94;0,00
2019-09-15;23,00;58,00;58,00;12,00;0,00;23,00;0,00;12,27;12,27;0,00;207,00;92,00;0,00;0,00;0,00;23,00;0,00;0,00;23,00;11,50;23,00
2019-09-22;11,00;11,00;46,00;23,00;0,00;42,63;0,00;0,00;0,00;0,00;161,33;66,00;11,00;0,00;0,00;45,10;11,00;0,00;0,00;0,00;0,00
2019-09-29;23,00;23,00;58,00;23,00;0,00;70,53;0,00;0,00;12,27;11,50;149,50;103,50;0,00;10,95;0,00;23,00;10,95;0,00;32,86;0,00;0,00
2019-10-06;0,00;12,00;35,00;35,00;12,00;39,00;0,00;16,00;0,00;0,00;81,00;15,00;0,00;0,00;0,00;21,00;21,00;7,00;20,00;0,00;0,00
2019-10-13;34,00;23,00;0,00;11,00;12,00;0,00;0,00;11,83;0,00;0,00;120,89;34,00;0,00;0,00;0,00;21,94;10,97;0,00;0,00;22,10;11,90
2019-10-20;22,00;44,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;146,67;11,00;0,00;0,00;0,00;11,00;11,00;0,00;22,00;0,00;11,85
2019-10-27;33,00;22,00;11,00;11,00;11,00;22,50;0,00;10,50;22,50;0,00;185,63;45,38;12,38;0,00;11,38;33,00;11,38;0,00;0,00;10,42;0,00
2019-11-03;33,00;22,00;0,00;0,00;0,00;10,50;0,00;10,50;0,00;12,38;103,13;24,75;24,75;0,00;0,00;44,38;11,38;10,42;0,00;0,00;10,42
2019-11-10;11,00;33,00;33,00;11,00;0,00;23,57;0,00;0,00;0,00;0,00;135,67;51,33;11,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;11,00
2019-11-17;11,00;0,00;22,00;11,00;0,00;45,57;0,00;0,00;0,00;11,00;40,33;22,00;0,00;0,00;0,00;22,00;0,00;34,83;34,83;0,00;0,00
2019-11-24;11,00;22,00;32,00;0,00;0,00;11,00;0,00;0,00;11,00;11,00;80,67;102,67;11,00;0,00;0,00;63,80;0,00;0,00;0,00;0,00;0,00
2019-12-01;56,00;11,00;0,00;0,00;0,00;22,70;0,00;0,00;0,00;0,00;92,00;12,00;0,00;0,00;0,00;22,40;0,00;11,88;11,88;11,88;0,00
2019-12-08;0,00;11,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;3,00;20,00;25,00;3,00;0,00;0,00;20,00;0,00;0,00;13,00;0,00;0,00
2019-12-15;45,00;22,00;11,00;0,00;0,00;10,50;0,00;0,00;10,50;0,00;175,91;45,00;0,00;0,00;11,25;22,50;0,00;0,00;0,00;12,12;22,50
2019-12-22;40,00;13,00;13,00;13,00;0,00;26,67;0,00;13,33;0,00;16,00;164,00;96,00;0,00;0,00;0,00;65,56;13,33;0,00;13,91;0,00;27,83
2019-12-29;26,00;13,00;13,00;13,00;0,00;26,00;0,00;0,00;0,00;0,00;74,29;37,14;11,14;0,00;13,57;79,13;13,57;0,00;0,00;13,87;13,87
2020-01-05;43,00;53,00;21,00;11,00;0,00;0,00;10,38;0,00;0,00;0,00;74,27;19,55;0,00;0,00;0,00;64,50;32,82;0,00;22,36;0,00;10,32
2020-01-12;0,00;10,00;52,00;0,00;0,00;28,00;0,00;0,00;7,00;0,00;24,00;29,00;5,00;0,00;0,00;19,00;9,00;0,00;0,00;12,00;18,00
2020-01-19;11,00;21,00;11,00;0,00;11,00;11,00;0,00;0,00;22,00;0,00;69,67;88,00;0,00;0,00;0,00;68,44;11,00;0,00;11,00;0,00;22,00
2020-01-26;32,00;63,00;32,00;11,00;11,00;42,67;0,00;0,00;10,67;0,00;56,00;108,00;0,00;0,00;10,29;53,71;10,29;0,00;10,11;0,00;0,00
2020-02-02;31,00;31,00;21,00;52,00;0,00;41,33;0,00;0,00;10,33;0,00;135,63;116,25;31,00;0,00;0,00;73,07;0,00;0,00;0,00;0,00;20,67
2020-02-09;11,00;0,00;21,00;11,00;0,00;66,00;0,00;11,00;22,00;11,00;121,00;69,67;0,00;0,00;0,00;34,22;23,22;11,00;11,00;0,00;0,00
2020-02-16;43,00;53,00;21,00;11,00;0,00;74,14;20,76;0,00;53,38;11,73;152,45;86,00;0,00;0,00;0,00;54,32;11,32;0,00;0,00;0,00;10,32
