Train;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-10-20;76,00;13,00;13,00;2,00;2,00;3,62;164,67;95,90;7,24
2019-10-27;72,00;17,00;11,00;3,00;2,00;3,60;124,20;91,80;5,40
2019-11-03;62,00;17,00;9,00;3,00;4,00;3,65;167,76;89,35;7,29
2019-11-10;60,00;9,00;12,00;4,00;2,00;1,82;136,36;87,27;7,27
2019-11-17;55,00;10,00;10,00;3,00;2,00;3,67;128,33;84,33;7,33
2019-11-24;56,00;6,00;19,00;4,00;2,00;3,61;101,16;75,87;7,23
2019-12-01;46,00;14,00;6,00;3,00;3,00;1,84;115,92;75,44;7,36
2019-12-08;49,00;11,00;11,00;3,00;2,00;1,81;110,70;76,22;5,44
2019-12-15;51,00;16,00;9,00;4,00;2,00;3,64;116,57;72,86;7,29
2019-12-22;52,00;13,00;8,00;5,00;2,00;5,38;136,28;66,34;8,97
2019-12-29;45,00;16,00;16,00;3,00;2,00;5,40;135,00;86,40;7,20
2020-01-05;50,00;13,00;15,00;3,00;3,00;1,85;116,67;94,44;7,41
2020-01-12;49,00;9,00;12,00;3,00;3,00;3,63;125,22;90,74;7,26
2020-01-19;60,00;12,00;10,00;3,00;2,00;3,64;100,00;87,27;7,27
2020-01-26;55,00;10,00;5,00;4,00;1,00;1,83;119,17;82,50;7,33
2020-02-02;60,00;15,00;14,00;1,00;3,00;1,82;130,91;78,18;5,45
2020-02-09;61,00;12,00;13,00;3,00;3,00;1,85;142,33;79,48;5,55
2020-02-16;60,00;14,00;9,00;3,00;2,00;3,64;176,36;81,82;7,27
2020-02-23;58,00;8,00;9,00;2,00;2,00;1,81;163,13;79,75;5,44
2020-03-01;47,00;11,00;10,00;3,00;1,00;1,81;104,85;75,92;3,62
2020-03-08;48,00;2,00;4,00;1,00;1,00;1,85;84,92;55,38;3,69
2020-03-15;25,00;2,00;2,00;1,00;1,00;0,89;25,00;25,00;1,79
2020-03-22;14,00;1,00;0,00;0,50;0,50;0,88;17,50;10,50;1,75
2020-03-29;11,00;1,00;0,00;0,50;0,50;0,00;14,67;7,33;1,83
2020-04-05;8,00;5,00;1,00;0,50;0,50;1,00;8,00;8,00;2,00
2020-04-12;11,00;0,00;2,00;0,50;0,00;0,00;14,67;9,17;1,83
2020-04-19;12,00;3,00;0,00;0,50;0,50;0,86;10,29;6,86;1,71
2020-04-26;10,00;1,00;2,00;0,50;1,00;0,83;10,00;8,33;1,67
2020-05-03;13,00;2,00;1,00;1,00;1,00;0,93;13,00;9,29;1,86
2020-05-10;20,00;1,00;4,00;1,00;0,50;0,91;16,36;12,73;1,82
2020-05-17;25,00;1,00;3,00;1,00;0,50;1,79;16,07;10,71;1,79
2020-05-24;38,00;4,00;3,00;1,00;0,50;0,90;23,52;14,48;1,81
2020-05-31;53,00;9,00;6,00;2,00;0,50;1,83;23,76;14,62;1,83
2020-06-07;53,00;10,00;5,00;1,00;1,00;1,83;31,07;16,45;3,66
2020-06-14;57,00;15,00;7,00;1,00;0,50;1,78;37,41;19,59;3,56
2020-06-21;66,00;17,00;10,00;2,00;1,00;1,83;44,00;27,50;3,67
2020-06-28;77,00;12,00;7,00;1,00;0,50;1,83;66,00;29,33;3,67
2020-07-05;85,00;18,00;3,00;2,00;0,50;1,81;74,15;30,74;3,62
2020-07-12;75,00;14,00;6,00;2,00;1,00;1,83;82,32;36,59;1,83
2020-07-19;74,00;22,00;11,00;2,00;0,50;1,80;84,83;41,51;3,61
2020-07-26;76,00;9,00;12,00;2,00;1,00;1,81;76,00;47,05;1,81
2020-08-02;85,00;16,00;14,00;2,00;0,50;1,81;65,11;50,64;3,62
2020-08-09;81,00;12,00;8,00;2,00;2,00;3,68;58,91;46,02;3,68
2020-08-16;66,00;10,00;3,00;1,00;1,00;0,92;44,00;45,83;1,83
2020-08-23;57,00;14,00;8,00;2,00;1,00;1,84;66,19;49,65;1,84
2020-08-30;53,00;71,00;5,00;2,00;0,50;1,83;60,31;47,52;3,66
2020-09-06;53,00;29,00;7,00;1,00;1,00;1,83;45,69;43,86;3,66
2020-09-13;49,00;27,00;3,00;1,00;1,00;0,91;49,00;45,37;1,81
2020-09-20;47,00;26,00;4,00;1,00;1,00;1,81;34,35;36,15;1,81
2020-09-27;51,00;16,00;6,00;1,00;1,00;1,82;30,96;32,79;1,82
2020-10-04;52,00;6,00;5,00;1,00;1,00;1,86;29,71;35,29;1,86
2020-10-11;57,00;3,00;8,00;0,50;1,00;0,92;23,90;27,58;3,68
2020-10-18;59,00;8,00;9,00;1,00;0,00;0,92;25,81;27,66;3,69
2020-10-25;40,00;5,00;3,00;1,00;0,00;0,91;20,00;29,09;1,82
2020-11-01;20,00;5,00;1,00;0,50;0,00;0,91;12,73;18,18;1,82
2020-11-08;22,00;2,00;7,00;0,50;0,50;0,92;14,67;18,33;3,67
2020-11-15;26,00;2,00;1,00;1,00;0,50;0,93;18,57;18,57;1,86
2020-11-22;33,00;4,00;3,00;1,00;0,50;0,92;20,17;22,00;1,83
2020-11-29;37,00;5,00;7,00;1,00;1,00;0,93;22,20;25,90;1,85
2020-12-06;41,00;5,00;5,00;1,00;0,50;0,93;22,36;29,82;1,86
2020-12-13;48,00;4,00;3,00;1,00;1,00;0,92;16,62;22,15;3,69
2020-12-20;47,00;9,00;2,00;1,00;1,00;0,90;16,27;16,27;1,81
2020-12-27;46,00;9,00;2,00;1,00;0,50;1,84;18,40;14,72;3,68
2021-01-03;43,00;6,00;7,00;1,00;1,00;0,90;12,54;10,75;1,79
2021-01-10;36,00;6,00;6,00;1,00;0,50;0,90;9,00;10,80;1,80
2021-01-17;37,00;2,00;7,00;1,00;0,00;0,88;7,05;12,33;1,76
2021-01-24;37,00;5,00;5,00;1,00;1,00;0,93;12,95;12,95;1,85
2021-01-31;41,00;5,00;5,00;1,00;0,50;0,89;16,04;16,04;3,57
2021-02-07;47,00;5,00;2,00;1,00;1,00;1,81;12,65;14,46;1,81
2021-02-14;57,00;9,00;7,00;0,50;0,50;0,92;16,55;16,55;3,68
2021-02-21;50,00;5,00;5,00;1,00;0,50;0,93;24,07;22,22;3,70
2021-02-28;49,00;5,00;5,00;1,00;0,50;1,81;12,70;23,59;3,63
2021-03-07;49,00;4,00;1,00;1,00;0,50;0,91;18,15;27,22;3,63
2021-03-14;46,00;4,00;3,00;1,00;0,50;0,92;16,56;27,60;3,68
2021-03-21;41,00;5,00;2,00;0,50;0,50;0,93;20,50;29,82;3,73
2021-03-28;47,00;11,00;4,00;1,00;1,00;0,90;18,08;32,54;3,62
2021-04-04;34,00;5,00;4,00;1,00;1,00;0,00;21,47;35,79;3,58
2021-04-11;35,00;3,00;3,00;1,00;0,50;0,92;16,58;42,37;3,68
2021-04-18;40,00;6,00;3,00;1,00;0,50;0,91;18,18;41,82;3,64
2021-04-25;45,00;5,00;6,00;1,00;1,00;1,80;30,60;50,40;3,60
2021-05-02;63,00;9,00;7,00;1,00;1,00;1,80;39,60;52,20;3,60
2021-05-09;63,00;11,00;3,00;2,00;0,00;1,80;43,20;52,20;3,60
2021-05-16;60,00;7,00;6,00;2,00;1,00;1,82;36,36;63,64;3,64
2021-05-23;62,00;6,00;10,00;2,00;1,00;3,65;47,41;78,41;3,65
2021-05-30;67,00;10,00;4,00;1,00;1,00;1,81;36,22;85,11;3,62
2021-06-06;74,00;10,00;7,00;2,00;3,00;1,80;48,73;79,41;5,41
2021-06-13;73,00;14,00;7,00;2,00;1,00;1,83;52,93;67,53;5,48
2021-06-20;70,00;12,00;8,00;1,00;1,00;1,79;64,62;70,00;5,38
2021-06-27;76,00;16,00;7,00;1,00;1,00;1,85;63,02;68,59;5,56
2021-07-04;87,00;11,00;11,00;2,00;1,00;1,81;70,69;85,19;5,44
2021-07-11;82,00;14,00;12,00;3,00;2,00;1,82;67,42;85,64;5,47
2021-07-18;74,00;14,00;18,00;3,00;2,00;3,61;77,61;88,44;5,41
2021-07-25;78,00;12,00;20,00;2,00;1,00;3,63;88,88;92,51;5,44
2021-08-01;76,00;8,00;11,00;3,00;2,00;5,56;94,54;94,54;3,71
2021-08-08;73,00;4,00;8,00;3,00;3,00;3,65;87,60;96,73;3,65
2021-08-15;71,00;10,00;6,00;2,00;4,00;3,64;85,56;96,49;3,64
2021-08-22;62,00;8,00;11,00;2,00;3,00;1,82;83,88;105,76;3,65
2021-08-29;64,00;5,00;6,00;3,00;2,00;1,83;80,46;89,60;3,66
2021-09-05;64,00;9,00;8,00;2,00;2,00;3,66;71,31;87,77;5,49
2021-09-12;63,00;7,00;10,00;2,00;3,00;3,71;72,26;87,09;3,71
2021-09-19;56,00;11,00;11,00;2,00;2,00;3,73;76,53;91,47;3,73
2021-09-26;65,00;9,00;12,00;2,00;1,00;1,81;77,64;86,67;5,42
2021-10-03;70,00;12,00;12,00;2,00;2,00;1,84;90,26;77,37;3,68
2021-10-10;64,00;9,00;14,00;3,00;2,00;1,83;107,89;89,60;3,66
2021-10-17;75,00;17,00;15,00;3,00;3,00;1,83;89,63;73,17;3,66
2021-10-24;72,00;15,00;9,00;2,00;4,00;1,80;70,20;73,80;3,60
2021-10-31;66,00;16,00;6,00;2,00;2,00;1,83;62,33;69,67;3,67
2021-11-07;59,00;7,00;13,00;2,00;3,00;1,84;66,38;71,91;5,53
2021-11-14;61,00;5,00;11,00;2,00;2,00;1,85;44,36;70,24;3,70
2021-11-21;54,00;11,00;6,00;1,00;1,00;3,60;41,40;66,60;3,60
2021-11-28;53,00;5,00;10,00;1,00;1,00;1,83;34,72;58,48;3,66
2021-12-05;52,00;6,00;10,00;1,00;3,00;0,90;28,69;53,79;3,59
2021-12-12;59,00;10,00;9,00;2,00;1,00;1,84;42,41;59,00;5,53
2021-12-19;55,00;11,00;5,00;2,00;2,00;1,83;34,83;40,33;3,67
2021-12-26;52,00;11,00;12,00;1,00;1,00;3,71;39,00;50,14;3,71
2022-01-02;42,00;7,00;6,00;2,00;1,00;1,83;31,04;49,30;3,65
2022-01-09;38,00;6,00;5,00;2,00;1,00;1,81;34,38;50,67;3,62
2022-01-16;45,00;9,00;10,00;1,00;2,00;1,80;25,20;61,20;3,60
2022-01-23;58,00;5,00;8,00;1,00;2,00;3,63;36,25;56,19;3,63
2022-01-30;65,00;6,00;6,00;1,00;2,00;1,86;44,57;70,57;3,71
2022-02-06;72,00;12,00;12,00;2,00;1,00;1,85;46,15;73,85;3,69
2022-02-13;73,00;14,00;12,00;1,00;1,00;3,65;41,98;71,18;3,65
2022-02-20;73,00;8,00;9,00;1,00;2,00;3,65;49,28;67,53;3,65
2022-02-27;67,00;8,00;12,00;2,00;4,00;1,81;74,24;65,19;3,62
2022-03-06;83,00;12,00;14,00;2,00;2,00;1,80;77,59;66,76;5,41
2022-03-13;80,00;16,00;17,00;4,00;2,00;1,82;70,91;70,91;5,45
2022-03-20;75,00;6,00;8,00;3,00;2,00;1,83;76,83;69,51;5,49
2022-03-27;68,00;8,00;11,00;3,00;2,00;3,68;73,51;71,68;5,51
2022-04-03;76,00;13,00;12,00;3,00;3,00;3,62;70,57;76,00;5,43
2022-04-10;75,00;10,00;22,00;4,00;3,00;3,66;69,51;80,49;5,49
2022-04-17;84,00;8,00;17,00;3,00;3,00;3,65;85,83;144,26;5,48
2022-04-24;73,00;6,00;13,00;4,00;1,00;3,65;105,85;87,60;5,48
2022-05-01;79,00;8,00;21,00;4,00;5,00;3,67;91,86;77,16;5,51
2022-05-08;73,00;11,00;13,00;4,00;3,00;3,65;67,53;80,30;5,48
2022-05-15;87,00;13,00;8,00;5,00;3,00;5,44;68,88;83,38;5,44
2022-05-22;80,00;9,00;24,00;3,00;3,00;3,64;74,55;87,27;5,45
2022-05-29;86,00;14,00;18,00;7,00;3,00;5,49;93,32;82,34;5,49
2022-06-05;85,00;16,00;20,00;3,00;4,00;5,43;77,77;79,57;5,43
2022-06-12;79,00;17,00;18,00;5,00;5,00;5,39;73,61;75,41;7,18
2022-06-19;86,00;21,00;13,00;4,00;2,00;5,49;75,02;64,04;7,32
2022-06-26;100,00;18,00;25,00;5,00;3,00;5,45;72,73;90,91;7,27
