Avion;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-11-03;40,00;63,00;11,00;10,00;6,00;12,50;83,75;10,00;20,00
2019-11-10;39,00;59,00;13,00;11,00;5,00;15,10;83,03;8,81;18,87
2019-11-17;41,00;62,00;14,00;11,00;4,00;13,67;72,06;9,94;18,64
2019-11-24;41,00;58,00;12,00;10,00;5,00;15,38;80,72;11,53;20,50
2019-12-01;36,00;57,00;15,00;11,00;5,00;15,43;87,43;11,57;20,57
2019-12-08;39,00;57,00;14,00;11,00;6,00;13,84;72,97;12,58;20,13
2019-12-15;39,00;59,00;16,00;12,00;5,00;13,84;80,52;13,84;21,39
2019-12-22;47,00;62,00;19,00;13,00;5,00;16,51;96,54;15,24;24,14
2019-12-29;48,00;62,00;14,00;11,00;6,00;15,16;107,37;12,63;24,00
2020-01-05;47,00;75,00;18,00;11,00;6,00;15,24;119,41;12,70;26,68
2020-01-12;46,00;77,00;14,00;11,00;4,00;15,33;125,22;11,50;25,56
2020-01-19;45,00;79,00;20,00;11,00;5,00;13,75;113,75;11,25;23,75
2020-01-26;43,00;72,00;13,00;10,00;4,00;12,65;98,65;10,12;21,50
2020-02-02;45,00;69,00;16,00;10,00;5,00;11,25;102,50;10,00;21,25
2020-02-09;48,00;71,00;13,00;9,00;4,00;12,63;93,47;8,84;21,47
2020-02-16;47,00;69,00;14,00;10,00;4,00;13,61;91,53;11,13;22,26
2020-02-23;43,00;54,00;18,00;10,00;5,00;13,91;82,21;10,12;21,50
2020-03-01;39,00;58,00;14,00;9,00;5,00;11,32;79,26;8,81;21,39
2020-03-08;42,00;59,00;9,00;11,00;6,00;8,65;95,12;11,12;58,06
2020-03-15;25,00;26,00;7,00;6,00;4,00;3,75;47,50;10,00;25,00
2020-03-22;14,00;15,00;4,00;4,00;3,00;3,82;26,73;6,36;14,00
2020-03-29;12,00;15,00;4,00;4,00;3,00;3,60;19,20;6,00;10,80
2020-04-05;11,00;17,00;4,00;4,00;2,00;2,44;19,56;4,89;9,78
2020-04-12;11,00;13,00;5,00;4,00;1,00;3,67;19,56;4,89;9,78
2020-04-19;12,00;14,00;3,00;4,00;2,00;3,60;18,00;4,80;10,80
2020-04-26;12,00;16,00;4,00;4,00;2,00;5,33;21,33;5,33;12,00
2020-05-03;12,00;13,00;2,00;5,00;2,00;5,33;24,00;5,33;13,33
2020-05-10;13,00;15,00;5,00;4,00;2,00;5,20;28,60;5,20;14,30
2020-05-17;14,00;19,00;7,00;6,00;2,00;5,09;29,27;6,36;14,00
2020-05-24;17,00;20,00;9,00;6,00;1,00;5,23;31,38;5,23;14,38
2020-05-31;23,00;29,00;8,00;7,00;2,00;8,94;34,50;6,39;14,06
2020-06-07;23,00;31,00;9,00;8,00;2,00;7,67;37,06;6,39;16,61
2020-06-14;29,00;30,00;11,00;9,00;2,00;8,83;44,13;5,04;16,39
2020-06-21;27,00;40,00;9,00;9,00;3,00;8,59;42,95;4,91;14,73
2020-06-28;31,00;48,00;7,00;9,00;3,00;10,33;50,38;6,46;14,21
2020-07-05;31,00;41,00;9,00;9,00;3,00;11,16;44,64;6,20;13,64
2020-07-12;30,00;34,00;7,00;9,00;3,00;10,43;56,09;6,52;13,04
2020-07-19;29,00;25,00;9,00;8,00;3,00;8,83;46,65;6,30;13,87
2020-07-26;24,00;23,00;6,00;8,00;3,00;8,84;37,89;6,32;13,89
2020-08-02;30,00;21,00;3,00;8,00;5,00;8,75;36,25;7,50;13,75
2020-08-09;27,00;31,00;7,00;8,00;3,00;8,59;34,36;6,14;12,27
2020-08-16;22,00;26,00;9,00;6,00;3,00;7,76;33,65;6,47;12,94
2020-08-23;21,00;25,00;7,00;6,00;3,00;7,41;29,65;6,18;12,35
2020-08-30;22,00;29,00;6,00;6,00;3,00;7,76;31,06;6,47;14,24
2020-09-06;20,00;26,00;7,00;5,00;3,00;6,25;35,00;5,00;13,75
2020-09-13;20,00;19,00;7,00;7,00;3,00;5,00;31,25;7,50;12,50
2020-09-20;18,00;24,00;5,00;6,00;2,00;5,14;28,29;5,14;12,86
2020-09-27;19,00;25,00;7,00;6,00;3,00;6,33;26,60;6,33;13,93
2020-10-04;19,00;24,00;7,00;6,00;2,00;5,07;27,87;6,33;15,20
2020-10-11;22,00;19,00;6,00;5,00;2,00;4,89;24,44;6,11;14,67
2020-10-18;21,00;21,00;5,00;5,00;2,00;4,94;22,24;6,18;14,82
2020-10-25;16,00;22,00;6,00;5,00;3,00;3,69;24,62;4,92;13,54
2020-11-01;14,00;18,00;5,00;4,00;2,00;3,82;25,45;5,09;11,45
2020-11-08;16,00;24,00;8,00;5,00;3,00;3,69;30,77;6,15;14,77
2020-11-15;18,00;29,00;5,00;5,00;2,00;5,14;27,00;6,43;15,43
2020-11-22;20,00;23,00;6,00;4,00;2,00;5,00;27,50;7,50;15,00
2020-11-29;24,00;26,00;10,00;5,00;2,00;6,32;30,32;5,05;13,89
2020-12-06;25,00;28,00;7,00;5,00;3,00;5,00;27,50;6,25;13,75
2020-12-13;28,00;28,00;11,00;6,00;2,00;5,09;26,73;5,09;14,00
2020-12-20;25,00;20,00;7,00;6,00;2,00;3,95;21,05;6,58;15,79
2020-12-27;26,00;25,00;4,00;5,00;2,00;6,19;24,76;4,95;14,86
2021-01-03;30,00;25,00;7,00;5,00;2,00;6,25;27,50;6,25;15,00
2021-01-10;24,00;22,00;8,00;5,00;3,00;5,05;22,74;6,32;13,89
2021-01-17;23,00;21,00;6,00;4,00;2,00;5,11;21,72;5,11;15,33
2021-01-24;20,00;15,00;5,00;4,00;2,00;5,00;20,00;5,00;15,00
2021-01-31;17,00;17,00;5,00;5,00;2,00;5,23;22,23;3,92;15,69
2021-02-07;16,00;17,00;3,00;5,00;2,00;4,92;20,92;4,92;14,77
2021-02-14;20,00;16,00;6,00;5,00;2,00;5,00;22,50;3,75;15,00
2021-02-21;22,00;24,00;7,00;6,00;2,00;5,18;31,06;5,18;18,12
2021-02-28;21,00;21,00;7,00;6,00;1,00;4,94;25,94;3,71;17,29
2021-03-07;22,00;21,00;6,00;5,00;2,00;6,47;31,06;5,18;19,41
2021-03-14;20,00;19,00;8,00;6,00;2,00;5,00;26,25;5,00;20,00
2021-03-21;20,00;17,00;7,00;6,00;2,00;5,00;26,25;3,75;18,75
2021-03-28;19,00;21,00;5,00;7,00;2,00;6,33;25,33;3,80;19,00
2021-04-04;19,00;22,00;5,00;6,00;2,00;6,33;24,07;2,53;20,27
2021-04-11;19,00;28,00;5,00;5,00;2,00;5,07;27,87;2,53;19,00
2021-04-18;21,00;35,00;5,00;5,00;2,00;6,18;27,18;2,47;18,53
2021-04-25;25,00;31,00;6,00;6,00;2,00;7,50;30,00;2,50;17,50
2021-05-02;27,00;35,00;6,00;7,00;3,00;7,71;33,43;2,57;19,29
2021-05-09;29,00;35,00;9,00;8,00;3,00;7,57;50,43;3,78;20,17
2021-05-16;38,00;48,00;9,00;10,00;3,00;8,87;59,53;2,53;20,27
2021-05-23;37,00;59,00;9,00;12,00;4,00;9,87;61,67;3,70;20,97
2021-05-30;40,00;60,00;12,00;12,00;3,00;11,25;61,25;3,75;20,00
2021-06-06;49,00;74,00;13,00;14,00;5,00;13,82;75,38;3,77;20,10
2021-06-13;69,00;100,00;10,00;14,00;5,00;15,05;89,07;3,76;21,33
2021-06-20;50,00;83,00;14,00;14,00;5,00;15,00;86,25;3,75;21,25
2021-06-27;47,00;85,00;12,00;13,00;5,00;13,61;84,11;3,71;19,79
2021-07-04;50,00;88,00;17,00;14,00;6,00;15,00;72,50;3,75;21,25
2021-07-11;41,00;81,00;16,00;13,00;5,00;12,81;74,31;3,84;20,50
2021-07-18;38,00;75,00;13,00;12,00;5,00;13,93;79,80;3,80;20,27
2021-07-25;39,00;69,00;12,00;13,00;5,00;12,58;93,10;3,77;17,61
2021-08-01;38,00;71,00;15,00;11,00;6,00;15,20;76,00;5,07;17,73
2021-08-08;36,00;61,00;12,00;11,00;8,00;13,66;76,97;4,97;17,38
2021-08-15;35,00;63,00;10,00;10,00;7,00;13,75;73,75;3,75;16,25
2021-08-22;33,00;60,00;10,00;9,00;5,00;13,96;71,08;5,08;15,23
2021-08-29;32,00;55,00;11,00;10,00;4,00;12,31;67,69;3,69;16,00
2021-09-05;34,00;66,00;12,00;9,00;5,00;12,59;73,04;3,78;16,37
2021-09-12;35,00;61,00;10,00;8,00;4,00;12,50;68,75;3,75;16,25
2021-09-19;34,00;52,00;12,00;9,00;4,00;11,33;70,52;5,04;16,37
2021-09-26;35,00;59,00;10,00;9,00;5,00;11,67;77,78;5,19;18,15
2021-10-03;35,00;53,00;15,00;9,00;5,00;11,67;80,37;5,19;18,15
2021-10-10;39,00;63,00;14,00;10,00;5,00;11,32;71,71;6,29;17,61
2021-10-17;39,00;58,00;15,00;9,00;5,00;12,58;72,97;5,03;17,61
2021-10-24;39,00;56,00;12,00;9,00;5,00;12,58;61,65;5,03;17,61
2021-10-31;39,00;52,00;11,00;10,00;5,00;12,58;54,10;6,29;17,61
2021-11-07;37,00;54,00;12,00;9,00;6,00;12,76;59,97;6,38;19,14
2021-11-14;36,00;45,00;13,00;9,00;4,00;11,17;52,14;4,97;18,62
2021-11-21;31,00;40,00;13,00;8,00;3,00;9,92;48,36;6,20;18,60
2021-11-28;23,00;36,00;8,00;8,00;4,00;10,22;44,72;5,11;17,89
2021-12-05;26,00;42,00;10,00;8,00;3,00;11,14;52,00;4,95;16,10
2021-12-12;27,00;44,00;10,00;12,00;4,00;11,57;66,86;6,43;18,00
2021-12-19;28,00;53,00;10,00;11,00;5,00;10,96;66,96;4,87;15,83
2021-12-26;31,00;58,00;11,00;10,00;4,00;11,16;78,12;6,20;16,12
2022-01-02;32,00;53,00;10,00;9,00;5,00;10,24;87,04;5,12;16,64
2022-01-09;32,00;62,00;9,00;8,00;4,00;8,96;81,92;5,12;15,36
2022-01-16;33,00;68,00;8,00;8,00;4,00;7,62;95,19;6,35;16,50
2022-01-23;39,00;62,00;11,00;9,00;4,00;10,06;86,81;6,29;16,35
2022-01-30;40,00;71,00;10,00;8,00;5,00;11,25;100,00;7,50;17,50
2022-02-06;45,00;77,00;15,00;9,00;4,00;12,50;98,75;8,75;18,75
2022-02-13;46,00;70,00;15,00;11,00;5,00;11,50;111,17;7,67;19,17
2022-02-20;47,00;75,00;14,00;10,00;5,00;12,70;106,70;6,35;19,05
2022-02-27;42,00;76,00;9,00;10,00;5,00;12,73;90,36;6,36;20,36
2022-03-06;46,00;75,00;12,00;11,00;4,00;11,50;108,61;7,67;21,72
2022-03-13;49,00;68,00;12,00;12,00;5,00;12,56;103,03;10,05;21,36
2022-03-20;46,00;65,00;14,00;11,00;6,00;14,92;89,51;8,70;21,14
2022-03-27;41,00;82,00;14,00;12,00;5,00;16,15;95,67;8,70;19,88
2022-04-03;47,00;87,00;15,00;14,00;6,00;17,78;104,16;8,89;20,32
2022-04-10;44,00;72,00;15,00;14,00;7,00;13,83;100,57;10,06;20,11
2022-04-17;51,00;80,00;14,00;15,00;4,00;17,41;109,46;8,71;19,90
2022-04-24;46,00;74,00;16,00;14,00;6,00;13,68;111,89;8,70;19,89
2022-05-01;49,00;74,00;17,00;15,00;6,00;16,33;111,82;8,79;20,10
2022-05-08;54,00;77,00;13,00;15,00;5,00;17,58;101,72;8,79;20,09
2022-05-15;55,00;86,00;19,00;16,00;7,00;18,75;107,50;8,75;21,25
2022-05-22;58,00;84,00;17,00;17,00;8,00;17,65;116,00;8,83;20,17
2022-05-29;55,00;87,00;16,00;17,00;5,00;18,75;112,50;8,75;21,25
2022-06-05;56,00;90,00;18,00;17,00;5,00;19,09;109,45;11,45;21,64
2022-06-12;56,00;83,00;19,00;18,00;8,00;20,36;105,64;10,18;21,64
2022-06-19;52,00;84,00;21,00;17,00;8,00;19,81;95,33;9,90;21,05
2022-06-26;58,00;99,00;19,00;19,00;7,00;20,17;97,09;10,09;22,70
