Tout_inclus;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-10-13;42,00;33,00;24,00;28,00;10,00;15,27;34,36;99,27;43,91
2019-10-20;44,00;32,00;27,00;26,00;9,00;11,48;44,00;86,09;45,91
2019-10-27;43,00;34,00;13,00;22,00;6,00;9,77;33,23;82,09;43,00
2019-11-03;42,00;41,00;21,00;27,00;8,00;15,27;34,36;85,91;47,73
2019-11-10;40,00;30,00;26,00;20,00;10,00;11,43;38,10;78,10;45,71
2019-11-17;41,00;35,00;23,00;24,00;7,00;15,62;39,05;72,24;46,86
2019-11-24;38,00;27,00;18,00;23,00;8,00;14,00;34,00;78,00;50,00
2019-12-01;34,00;24,00;22,00;22,00;9,00;13,22;34,00;68,00;49,11
2019-12-08;37,00;36,00;21,00;20,00;7,00;11,68;37,00;70,11;50,63
2019-12-15;50,00;36,00;27,00;23,00;8,00;17,31;32,69;76,92;50,00
2019-12-22;58,00;30,00;27,00;31,00;11,00;17,40;50,27;121,80;65,73
2019-12-29;67,00;53,00;41,00;37,00;12,00;26,80;61,26;178,03;89,97
2020-01-05;67,00;45,00;36,00;43,00;12,00;33,50;92,62;189,18;102,47
2020-01-12;70,00;49,00;41,00;40,00;11,00;35,00;77,78;192,50;103,06
2020-01-19;68,00;37,00;41,00;37,00;13,00;33,03;69,94;170,97;95,20
2020-01-26;67,00;42,00;32,00;35,00;9,00;26,80;59,34;147,40;70,83
2020-02-02;65,00;44,00;35,00;31,00;11,00;24,85;53,53;137,65;74,56
2020-02-09;61,00;47,00;30,00;28,00;10,00;27,55;55,10;127,90;74,77
2020-02-16;63,00;46,00;41,00;29,00;13,00;25,59;59,06;141,75;82,69
2020-02-23;52,00;28,00;29,00;23,00;10,00;13,48;40,44;107,85;69,33
2020-03-01;32,00;31,00;23,00;21,00;8,00;14,00;34,00;92,00;56,00
2020-03-08;29,00;25,00;15,00;16,00;5,00;3,87;25,13;71,53;54,13
2020-03-15;8,00;5,00;4,00;9,00;3,00;4,00;8,00;40,00;32,00
2020-03-22;12,00;8,00;12,00;6,00;2,00;4,00;8,00;30,00;26,00
2020-03-29;12,00;9,00;5,00;7,00;3,00;4,00;8,00;28,00;24,00
2020-04-05;11,00;8,00;7,00;9,00;3,00;3,67;7,33;40,33;23,83
2020-04-12;11,00;5,00;11,00;8,00;2,00;3,67;7,33;40,33;27,50
2020-04-19;10,00;9,00;8,00;7,00;2,00;4,00;8,00;38,00;28,00
2020-04-26;9,00;11,00;9,00;8,00;2,00;3,60;7,20;34,20;25,20
2020-05-03;10,00;8,00;8,00;9,00;2,00;4,00;8,00;42,00;30,00
2020-05-10;10,00;6,00;13,00;11,00;2,00;4,00;16,00;36,00;32,00
2020-05-17;14,00;10,00;11,00;14,00;3,00;8,00;18,00;44,00;32,00
2020-05-24;14,00;11,00;12,00;13,00;4,00;10,00;20,00;50,00;32,00
2020-05-31;27,00;13,00;20,00;14,00;4,00;17,36;28,93;52,07;32,79
2020-06-07;25,00;17,00;26,00;17,00;4,00;17,31;23,08;50,00;38,46
2020-06-14;31,00;19,00;15,00;16,00;4,00;21,31;25,19;52,31;40,69
2020-06-21;31,00;22,00;22,00;20,00;6,00;27,13;32,94;71,69;42,63
2020-06-28;40,00;26,00;19,00;22,00;5,00;36,19;38,10;64,76;32,38
2020-07-05;39,00;25,00;28,00;21,00;7,00;35,10;40,95;70,20;39,00
2020-07-12;31,00;20,00;24,00;19,00;7,00;32,94;46,50;77,50;36,81
2020-07-19;29,00;12,00;29,00;22,00;8,00;34,80;40,60;83,13;38,67
2020-07-26;32,00;8,00;25,00;18,00;9,00;33,88;37,65;60,24;35,76
2020-08-02;34,00;12,00;23,00;20,00;11,00;42,00;38,00;62,00;40,00
2020-08-09;34,00;18,00;21,00;15,00;10,00;34,00;28,33;69,89;37,78
2020-08-16;32,00;17,00;11,00;16,00;9,00;24,47;32,00;60,24;37,65
2020-08-23;29,00;16,00;9,00;14,00;9,00;17,40;29,00;67,67;36,73
2020-08-30;26,00;17,00;9,00;16,00;9,00;11,14;27,86;59,43;35,29
2020-09-06;25,00;19,00;15,00;16,00;6,00;9,62;34,62;53,85;38,46
2020-09-13;22,00;12,00;15,00;14,00;3,00;6,00;18,00;56,00;40,00
2020-09-20;19,00;11,00;21,00;13,00;4,00;3,80;15,20;49,40;38,00
2020-09-27;17,00;17,00;14,00;12,00;4,00;3,78;13,22;49,11;41,56
2020-10-04;17,00;6,00;14,00;10,00;3,00;3,78;13,22;47,22;43,44
2020-10-11;19,00;8,00;13,00;10,00;3,00;3,80;13,30;41,80;43,70
2020-10-18;19,00;6,00;7,00;7,00;3,00;3,80;11,40;51,30;43,70
2020-10-25;9,00;4,00;6,00;7,00;3,00;1,80;10,80;41,40;36,00
2020-11-01;8,00;8,00;10,00;5,00;1,00;2,00;14,00;34,00;36,00
2020-11-08;11,00;12,00;10,00;5,00;2,00;1,83;11,00;42,17;38,50
2020-11-15;12,00;11,00;3,00;5,00;4,00;4,00;16,00;42,00;42,00
2020-11-22;17,00;12,00;8,00;6,00;2,00;3,78;13,22;43,44;37,78
2020-11-29;17,00;12,00;7,00;6,00;3,00;3,78;13,22;41,56;39,67
2020-12-06;17,00;16,00;11,00;4,00;2,00;1,89;15,11;43,44;39,67
2020-12-13;20,00;16,00;9,00;7,00;2,00;3,64;10,91;36,36;38,18
2020-12-20;19,00;15,00;8,00;8,00;4,00;3,80;7,60;38,00;45,60
2020-12-27;32,00;11,00;8,00;10,00;2,00;8,00;16,00;54,00;58,00
2021-01-03;35,00;13,00;17,00;10,00;2,00;7,78;17,50;42,78;60,28
2021-01-10;26,00;15,00;15,00;9,00;3,00;3,71;14,86;39,00;59,43
2021-01-17;22,00;8,00;15,00;9,00;2,00;5,50;9,17;40,33;55,00
2021-01-24;16,00;8,00;13,00;8,00;2,00;6,00;12,00;32,00;56,00
2021-01-31;18,00;9,00;14,00;9,00;3,00;8,00;14,00;32,00;56,00
2021-02-07;17,00;7,00;13,00;8,00;3,00;3,78;11,33;30,22;52,89
2021-02-14;21,00;10,00;18,00;9,00;3,00;3,82;15,27;34,36;68,73
2021-02-21;21,00;9,00;12,00;9,00;3,00;7,64;15,27;49,64;70,64
2021-02-28;21,00;13,00;15,00;9,00;3,00;5,73;17,18;42,00;78,27
2021-03-07;25,00;8,00;16,00;9,00;3,00;5,77;17,31;46,15;80,77
2021-03-14;24,00;10,00;19,00;12,00;6,00;6,00;14,00;42,00;98,00
2021-03-21;23,00;11,00;17,00;9,00;6,00;7,67;13,42;38,33;86,25
2021-03-28;16,00;7,00;11,00;7,00;4,00;12,00;10,00;30,00;84,00
2021-04-04;25,00;12,00;17,00;11,00;2,00;15,38;17,31;30,77;94,23
2021-04-11;24,00;18,00;16,00;9,00;5,00;16,00;16,00;28,00;94,00
2021-04-18;28,00;18,00;21,00;9,00;7,00;14,00;16,00;32,00;86,00
2021-04-25;30,00;15,00;17,00;13,00;6,00;20,00;20,00;32,00;82,00
2021-05-02;37,00;21,00;22,00;15,00;7,00;19,47;21,42;37,00;79,84
2021-05-09;45,00;27,00;30,00;23,00;9,00;23,48;35,22;35,22;80,22
2021-05-16;46,00;38,00;26,00;25,00;10,00;26,83;44,08;32,58;82,42
2021-05-23;48,00;41,00;36,00;34,00;10,00;34,56;48,00;32,64;80,64
2021-05-30;50,00;51,00;40,00;36,00;11,00;38,46;57,69;38,46;82,69
2021-06-06;54,00;52,00;38,00;38,00;12,00;34,71;59,79;30,86;86,79
2021-06-13;55,00;49,00;38,00;43,00;16,00;39,29;58,93;29,46;90,36
2021-06-20;80,00;43,00;40,00;44,00;13,00;48,78;62,44;39,02;87,80
2021-06-27;54,00;53,00;31,00;37,00;16,00;40,50;59,79;38,57;84,86
2021-07-04;51,00;62,00;50,00;40,00;16,00;51,00;52,96;47,08;86,31
2021-07-11;47,00;54,00;45,00;34,00;15,00;39,17;50,92;48,96;86,17
2021-07-18;51,00;62,00;40,00;36,00;18,00;34,00;58,56;52,89;71,78
2021-07-25;54,00;57,00;49,00;36,00;17,00;32,79;75,21;57,86;69,43
2021-08-01;54,00;48,00;32,00;34,00;19,00;34,71;82,93;67,50;57,86
2021-08-08;61,00;43,00;39,00;34,00;19,00;37,39;70,84;68,87;57,06
2021-08-15;52,00;47,00;33,00;34,00;19,00;38,52;65,48;61,63;52,00
2021-08-22;46,00;44,00;25,00;33,00;16,00;28,75;53,67;63,25;49,83
2021-08-29;48,00;38,00;34,00;30,00;11,00;19,20;53,76;61,44;49,92
2021-09-05;42,00;35,00;31,00;35,00;11,00;14,00;58,00;66,00;52,00
2021-09-12;40,00;35,00;23,00;32,00;11,00;9,52;55,24;70,48;49,52
2021-09-19;44,00;37,00;35,00;32,00;9,00;8,00;50,00;70,00;52,00
2021-09-26;40,00;34,00;32,00;28,00;7,00;9,52;45,71;59,05;49,52
2021-10-03;39,00;27,00;22,00;25,00;9,00;7,80;42,90;70,20;54,60
2021-10-10;40,00;33,00;26,00;30,00;5,00;9,52;41,90;68,57;53,33
2021-10-17;38,00;28,00;23,00;25,00;6,00;10,00;46,00;64,00;54,00
2021-10-24;41,00;25,00;25,00;21,00;7,00;7,81;27,33;56,62;56,62
2021-10-31;40,00;40,00;19,00;22,00;6,00;10,00;32,00;48,00;56,00
2021-11-07;39,00;30,00;21,00;18,00;6,00;9,75;21,45;52,65;54,60
2021-11-14;34,00;21,00;17,00;15,00;5,00;10,00;22,00;46,00;54,00
2021-11-21;26,00;20,00;10,00;12,00;4,00;6,00;18,00;40,00;56,00
2021-11-28;22,00;15,00;13,00;10,00;5,00;6,00;16,00;26,00;54,00
2021-12-05;22,00;15,00;8,00;14,00;4,00;8,00;24,00;26,00;50,00
2021-12-12;22,00;21,00;11,00;18,00;3,00;10,00;28,00;28,00;54,00
2021-12-19;31,00;20,00;13,00;15,00;6,00;7,75;25,19;25,19;50,38
2021-12-26;39,00;32,00;21,00;25,00;5,00;11,70;39,00;56,55;66,30
2022-01-02;51,00;45,00;22,00;35,00;5,00;17,65;56,88;94,15;92,19
2022-01-09;48,00;47,00;27,00;30,00;8,00;13,44;65,28;103,68;94,08
2022-01-16;53,00;43,00;33,00;32,00;8,00;15,70;54,96;107,96;98,15
2022-01-23;58,00;52,00;31,00;27,00;8,00;19,33;58,00;108,27;87,00
2022-01-30;66,00;53,00;37,00;33,00;9,00;19,41;52,41;110,65;77,65
2022-02-06;72,00;50,00;33,00;36,00;8,00;19,46;70,05;101,19;79,78
2022-02-13;75,00;43,00;47,00;40,00;6,00;19,23;51,92;98,08;78,85
2022-02-20;76,00;34,00;30,00;31,00;7,00;21,44;66,26;95,49;93,54
2022-02-27;57,00;37,00;38,00;27,00;9,00;19,66;53,07;90,41;86,48
2022-03-06;58,00;29,00;39,00;31,00;8,00;23,20;50,27;96,67;87,00
2022-03-13;62,00;33,00;41,00;31,00;9,00;21,31;48,44;102,69;83,31
2022-03-20;68,00;40,00;39,00;32,00;10,00;29,14;56,34;110,74;85,49
2022-03-27;68,00;47,00;20,00;34,00;12,00;33,03;54,40;114,63;87,43
2022-04-03;68,00;56,00;42,00;40,00;12,00;33,03;66,06;120,46;85,49
2022-04-10;67,00;49,00;43,00;45,00;17,00;33,50;61,09;120,21;78,82
2022-04-17;76,00;54,00;42,00;47,00;15,00;40,92;72,10;140,31;77,95
2022-04-24;76,00;49,00;39,00;44,00;16,00;42,87;72,10;146,15;76,00
2022-05-01;73,00;55,00;43,00;42,00;16,00;43,41;69,05;173,62;73,00
2022-05-08;73,00;43,00;40,00;49,00;18,00;41,43;69,05;159,81;65,11
2022-05-15;72,00;57,00;46,00;50,00;22,00;54,49;75,89;159,57;66,16
2022-05-22;67,00;64,00;55,00;53,00;19,00;51,24;74,88;149,76;65,03
2022-05-29;70,00;58,00;55,00;53,00;16,00;54,44;66,11;140,00;71,94
2022-06-05;74,00;57,00;47,00;62,00;16,00;58,42;66,21;144,11;77,89
2022-06-12;70,00;53,00;40,00;56,00;23,00;56,39;58,33;145,83;71,94
2022-06-19;73,00;67,00;36,00;50,00;21,00;57,63;59,55;147,92;76,84
2022-06-26;71,00;69,00;42,00;52,00;24,00;57,57;57,57;143,92;74,84
