Disney;BE;CH;DE;ES;FR;IT;NL;UK;US
2019-10-13;59,00;18,00;15,00;22,00;56,00;18,00;38,00;32,00;1,00
2019-10-20;63,00;17,00;14,00;18,00;64,00;18,00;32,00;33,00;1,00
2019-10-27;67,00;15,00;14,00;22,00;61,00;19,00;29,00;28,00;1,00
2019-11-03;60,00;13,00;12,00;24,00;51,00;15,00;34,00;27,00;1,00
2019-11-10;66,00;12,00;11,00;23,00;57,00;17,00;35,00;23,00;1,00
2019-11-17;63,00;12,00;13,00;32,00;52,00;21,00;32,00;24,00;2,00
2019-11-24;59,00;11,00;12,00;26,00;51,00;16,00;26,00;21,00;2,00
2019-12-01;45,00;10,00;12,00;23,00;52,00;15,00;27,00;20,00;1,00
2019-12-08;50,00;10,00;11,00;21,00;47,00;12,00;29,00;18,00;2,00
2019-12-15;58,00;12,00;13,00;19,00;52,00;12,00;32,00;21,00;2,00
2019-12-22;83,00;21,00;17,00;21,00;76,00;14,00;36,00;36,00;2,00
2019-12-29;77,00;14,00;18,00;25,00;68,00;18,00;38,00;51,00;2,00
2020-01-05;66,00;18,00;23,00;26,00;50,00;15,00;38,00;45,00;2,00
2020-01-12;70,00;19,00;22,00;28,00;45,00;24,00;42,00;43,00;2,00
2020-01-19;61,00;18,00;19,00;25,00;42,00;24,00;39,00;40,00;2,00
2020-01-26;59,00;16,00;16,00;26,00;41,00;20,00;35,00;33,00;2,00
2020-02-02;60,00;14,00;14,00;28,00;45,00;15,00;27,00;31,00;2,00
2020-02-09;46,00;18,00;12,00;27,00;45,00;13,00;30,00;36,00;2,00
2020-02-16;58,00;14,00;14,00;29,00;57,00;14,00;34,00;40,00;2,00
2020-02-23;69,00;13,00;13,00;25,00;60,00;9,00;33,00;32,00;2,00
2020-03-01;61,00;12,00;13,00;27,00;57,00;10,00;34,00;33,00;2,00
2020-03-08;98,00;20,00;20,00;35,00;100,00;7,00;47,00;52,00;2,00
2020-03-15;17,00;5,00;5,00;7,00;12,00;4,00;12,00;10,00;1,00
2020-03-22;16,00;5,00;5,00;7,00;10,00;4,00;11,00;7,00;1,00
2020-03-29;15,00;2,00;6,00;7,00;12,00;6,00;10,00;10,00;1,00
2020-04-05;16,00;4,00;5,00;9,00;12,00;4,00;9,00;11,00;1,00
2020-04-12;22,00;7,00;5,00;8,00;19,00;6,00;10,00;12,00;1,00
2020-04-19;14,00;6,00;5,00;8,00;15,00;4,00;10,00;10,00;1,00
2020-04-26;14,00;3,00;5,00;9,00;15,00;4,00;11,00;11,00;1,00
2020-05-03;14,00;5,00;6,00;6,00;13,00;4,00;11,00;11,00;1,00
2020-05-10;16,00;6,00;6,00;7,00;13,00;4,00;11,00;10,00;1,00
2020-05-17;14,00;5,00;6,00;7,00;16,00;5,00;12,00;10,00;1,00
2020-05-24;16,00;6,00;6,00;8,00;18,00;4,00;14,00;11,00;1,00
2020-05-31;17,00;6,00;7,00;8,00;19,00;5,00;13,00;11,00;1,00
2020-06-07;23,00;5,00;8,00;8,00;22,00;4,00;16,00;12,00;1,00
2020-06-14;26,00;6,00;8,00;9,00;26,00;6,00;17,00;10,00;1,00
2020-06-21;30,00;8,00;9,00;8,00;31,00;5,00;23,00;16,00;1,00
2020-06-28;41,00;7,00;9,00;9,00;28,00;4,00;24,00;16,00;1,00
2020-07-05;41,00;7,00;10,00;8,00;30,00;5,00;25,00;16,00;1,00
2020-07-12;50,00;12,00;13,00;11,00;43,00;6,00;27,00;18,00;1,00
2020-07-19;42,00;9,00;12,00;9,00;34,00;4,00;22,00;18,00;1,00
2020-07-26;34,00;8,00;11,00;9,00;34,00;5,00;17,00;13,00;1,00
2020-08-02;29,00;6,00;10,00;11,00;40,00;6,00;20,00;13,00;1,00
2020-08-09;32,00;4,00;8,00;9,00;36,00;5,00;18,00;12,00;1,00
2020-08-16;39,00;7,00;7,00;10,00;37,00;4,00;17,00;10,00;1,00
2020-08-23;46,00;5,00;7,00;8,00;32,00;5,00;19,00;10,00;1,00
2020-08-30;34,00;6,00;6,00;9,00;33,00;5,00;11,00;10,00;1,00
2020-09-06;37,00;7,00;6,00;10,00;29,00;5,00;16,00;8,00;1,00
2020-09-13;21,00;5,00;5,00;8,00;33,00;4,00;14,00;8,00;1,00
2020-09-20;23,00;4,00;5,00;7,00;36,00;3,00;10,00;8,00;1,00
2020-09-27;28,00;5,00;5,00;9,00;39,00;4,00;11,00;7,00;1,00
2020-10-04;27,00;4,00;5,00;9,00;44,00;2,00;9,00;7,00;1,00
2020-10-11;25,00;5,00;4,00;10,00;46,00;3,00;8,00;7,00;1,00
2020-10-18;22,00;3,00;3,00;7,00;48,00;2,00;9,00;6,00;1,00
2020-10-25;18,00;3,00;2,00;6,00;42,00;3,00;10,00;9,00;1,00
2020-11-01;15,00;4,00;3,00;4,00;47,00;2,00;5,00;5,00;1,00
2020-11-08;12,00;5,00;2,00;6,00;14,00;2,00;6,00;6,00;1,00
2020-11-15;14,00;2,00;3,00;6,00;13,00;3,00;8,00;6,00;1,00
2020-11-22;16,00;4,00;3,00;5,00;17,00;3,00;8,00;7,00;1,00
2020-11-29;14,00;3,00;3,00;6,00;13,00;4,00;9,00;7,00;1,00
2020-12-06;12,00;3,00;3,00;7,00;13,00;3,00;7,00;7,00;1,00
2020-12-13;12,00;2,00;2,00;7,00;14,00;3,00;5,00;6,00;1,00
2020-12-20;15,00;3,00;4,00;7,00;16,00;4,00;7,00;6,00;1,00
2020-12-27;14,00;3,00;4,00;8,00;16,00;5,00;7,00;10,00;1,00
2021-01-03;18,00;4,00;4,00;6,00;13,00;4,00;9,00;8,00;1,00
2021-01-10;11,00;3,00;3,00;5,00;12,00;3,00;6,00;8,00;1,00
2021-01-17;14,00;2,00;3,00;6,00;15,00;3,00;7,00;9,00;1,00
2021-01-24;9,00;2,00;3,00;4,00;9,00;2,00;6,00;7,00;1,00
2021-01-31;11,00;3,00;3,00;6,00;9,00;3,00;6,00;7,00;1,00
2021-02-07;10,00;3,00;3,00;5,00;9,00;3,00;6,00;7,00;1,00
2021-02-14;18,00;3,00;3,00;5,00;12,00;3,00;7,00;7,00;1,00
2021-02-21;15,00;3,00;3,00;6,00;11,00;2,00;8,00;10,00;1,00
2021-02-28;13,00;2,00;3,00;6,00;11,00;2,00;7,00;9,00;1,00
2021-03-07;13,00;4,00;4,00;7,00;14,00;3,00;10,00;9,00;1,00
2021-03-14;14,00;4,00;3,00;5,00;12,00;3,00;6,00;9,00;1,00
2021-03-21;7,00;4,00;3,00;5,00;9,00;3,00;6,00;6,00;1,00
2021-03-28;8,00;3,00;3,00;6,00;8,00;3,00;7,00;6,00;1,00
2021-04-04;14,00;4,00;3,00;5,00;9,00;3,00;9,00;7,00;1,00
2021-04-11;16,00;2,00;3,00;6,00;13,00;4,00;6,00;7,00;1,00
2021-04-18;16,00;5,00;2,00;7,00;14,00;4,00;9,00;5,00;1,00
2021-04-25;15,00;5,00;4,00;7,00;21,00;4,00;9,00;8,00;1,00
2021-05-02;20,00;4,00;7,00;7,00;30,00;4,00;9,00;8,00;1,00
2021-05-09;23,00;5,00;11,00;9,00;28,00;5,00;13,00;8,00;1,00
2021-05-16;56,00;10,00;11,00;12,00;56,00;7,00;21,00;11,00;1,00
2021-05-23;36,00;7,00;10,00;12,00;37,00;6,00;18,00;10,00;1,00
2021-05-30;31,00;8,00;9,00;14,00;40,00;8,00;18,00;9,00;1,00
2021-06-06;27,00;6,00;11,00;18,00;39,00;7,00;16,00;8,00;1,00
2021-06-13;42,00;7,00;10,00;18,00;51,00;8,00;19,00;10,00;1,00
2021-06-20;48,00;9,00;13,00;19,00;62,00;8,00;26,00;11,00;1,00
2021-06-27;50,00;13,00;13,00;17,00;59,00;8,00;24,00;11,00;1,00
2021-07-04;59,00;12,00;14,00;14,00;61,00;7,00;24,00;12,00;1,00
2021-07-11;53,00;10,00;12,00;17,00;66,00;8,00;24,00;11,00;1,00
2021-07-18;46,00;15,00;13,00;17,00;56,00;8,00;22,00;9,00;1,00
2021-07-25;54,00;9,00;12,00;18,00;57,00;7,00;27,00;10,00;1,00
2021-08-01;54,00;11,00;12,00;16,00;59,00;8,00;26,00;12,00;1,00
2021-08-08;57,00;9,00;12,00;19,00;64,00;8,00;30,00;14,00;1,00
2021-08-15;53,00;10,00;10,00;20,00;63,00;11,00;26,00;13,00;1,00
2021-08-22;45,00;12,00;10,00;20,00;54,00;11,00;25,00;12,00;1,00
2021-08-29;52,00;13,00;11,00;19,00;50,00;12,00;25,00;14,00;1,00
2021-09-05;54,00;11,00;12,00;21,00;53,00;10,00;33,00;16,00;1,00
2021-09-12;58,00;13,00;11,00;20,00;56,00;11,00;35,00;17,00;1,00
2021-09-19;69,00;16,00;12,00;18,00;60,00;9,00;33,00;17,00;1,00
2021-09-26;55,00;19,00;10,00;19,00;61,00;13,00;30,00;18,00;1,00
2021-10-03;54,00;19,00;13,00;22,00;65,00;11,00;30,00;19,00;1,00
2021-10-10;46,00;19,00;14,00;25,00;71,00;13,00;39,00;19,00;1,00
2021-10-17;54,00;19,00;13,00;21,00;78,00;11,00;38,00;18,00;1,00
2021-10-24;51,00;18,00;10,00;19,00;79,00;20,00;27,00;20,00;1,00
2021-10-31;68,00;12,00;10,00;24,00;71,00;22,00;25,00;19,00;1,00
2021-11-07;63,00;14,00;9,00;24,00;71,00;16,00;25,00;21,00;1,00
2021-11-14;51,00;12,00;9,00;24,00;70,00;14,00;23,00;16,00;1,00
2021-11-21;44,00;10,00;7,00;20,00;63,00;11,00;20,00;13,00;1,00
2021-11-28;41,00;5,00;6,00;17,00;56,00;8,00;20,00;10,00;1,00
2021-12-05;43,00;8,00;7,00;17,00;59,00;9,00;21,00;10,00;1,00
2021-12-12;49,00;9,00;9,00;14,00;60,00;9,00;25,00;9,00;1,00
2021-12-19;56,00;10,00;10,00;11,00;73,00;11,00;30,00;8,00;1,00
2021-12-26;78,00;13,00;13,00;20,00;80,00;12,00;44,00;17,00;1,00
2022-01-02;77,00;13,00;12,00;22,00;53,00;11,00;42,00;17,00;1,00
2022-01-09;54,00;7,00;11,00;21,00;46,00;8,00;32,00;19,00;1,00
2022-01-16;54,00;8,00;13,00;21,00;44,00;10,00;34,00;22,00;1,00
2022-01-23;60,00;14,00;14,00;23,00;50,00;19,00;45,00;24,00;1,00
2022-01-30;59,00;16,00;14,00;24,00;50,00;20,00;39,00;24,00;1,00
2022-02-06;69,00;17,00;15,00;36,00;59,00;23,00;32,00;22,00;1,00
2022-02-13;49,00;15,00;14,00;35,00;57,00;20,00;36,00;24,00;1,00
2022-02-20;54,00;16,00;12,00;31,00;56,00;16,00;35,00;26,00;1,00
2022-02-27;71,00;19,00;12,00;31,00;57,00;21,00;36,00;23,00;1,00
2022-03-06;84,00;25,00;17,00;28,00;68,00;22,00;37,00;26,00;1,00
2022-03-13;88,00;22,00;18,00;29,00;71,00;18,00;40,00;27,00;1,00
2022-03-20;61,00;27,00;18,00;27,00;82,00;21,00;35,00;26,00;1,00
2022-03-27;70,00;24,00;17,00;29,00;60,00;24,00;34,00;26,00;1,00
2022-04-03;83,00;22,00;19,00;28,00;61,00;24,00;37,00;27,00;1,00
2022-04-10;69,00;34,00;19,00;31,00;77,00;26,00;35,00;32,00;1,00
2022-04-17;48,00;32,00;20,00;29,00;72,00;24,00;40,00;30,00;1,00
2022-04-24;44,00;26,00;14,00;26,00;62,00;21,00;52,00;26,00;1,00
2022-05-01;43,00;18,00;15,00;24,00;59,00;19,00;47,00;25,00;1,00
2022-05-08;42,00;15,00;17,00;28,00;54,00;20,00;39,00;24,00;1,00
2022-05-15;57,00;16,00;17,00;31,00;52,00;18,00;35,00;25,00;1,00
2022-05-22;61,00;20,00;19,00;31,00;66,00;17,00;41,00;29,00;1,00
2022-05-29;54,00;19,00;16,00;31,00;55,00;20,00;34,00;32,00;1,00
2022-06-05;52,00;19,00;20,00;29,00;66,00;19,00;33,00;31,00;2,00
2022-06-12;54,00;11,00;17,00;24,00;52,00;18,00;25,00;25,00;1,00
2022-06-19;55,00;15,00;14,00;27,00;50,00;19,00;27,00;26,00;1,00
2022-06-26;46,00;11,00;16,00;27,00;52,00;18,00;28,00;25,00;1,00
