Avion;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-08-04;55,00;85,00;18,00;13,00;8,00;23,57;112,62;9,17;22,26
2019-08-11;48,00;72,00;12,00;13,00;8,00;18,73;91,32;7,02;19,90
2019-08-18;43,00;64,00;17,00;12,00;6,00;11,03;90,41;7,72;18,74
2019-08-25;44,00;62,00;16,00;12,00;6,00;16,00;105,33;8,00;20,00
2019-09-01;43,00;70,00;17,00;12,00;7,00;16,72;99,14;8,36;20,31
2019-09-08;42,00;66,00;16,00;12,00;6,00;14,82;98,82;9,88;19,76
2019-09-15;46,00;56,00;20,00;11,00;5,00;14,46;101,20;10,51;22,34
2019-09-22;38,00;71,00;15,00;11,00;5,00;12,67;91,20;10,13;21,53
2019-09-29;42,00;61,00;23,00;12,00;4,00;15,27;89,09;8,91;20,36
2019-10-06;44,00;63,00;14,00;12,00;6,00;16,00;101,33;12,00;21,33
2019-10-13;40,00;58,00;12,00;11,00;4,00;14,19;89,03;15,48;21,94
2019-10-20;41,00;67,00;14,00;13,00;5,00;12,42;86,97;31,06;29,82
2019-10-27;46,00;69,00;11,00;12,00;4,00;12,55;85,03;23,70;27,88
2019-11-03;46,00;56,00;17,00;11,00;5,00;18,69;96,31;12,94;24,44
2019-11-10;39,00;59,00;12,00;11,00;6,00;13,41;78,00;8,53;20,72
2019-11-17;37,00;45,00;11,00;9,00;4,00;13,57;66,60;11,10;22,20
2019-11-24;40,00;52,00;17,00;10,00;4,00;11,76;87,06;10,59;21,18
2019-12-01;43,00;44,00;13,00;12,00;5,00;20,76;112,69;13,34;26,69
2019-12-08;37,00;57,00;15,00;12,00;6,00;12,33;77,70;12,33;20,97
2019-12-15;41,00;54,00;14,00;13,00;5,00;11,18;86,97;14,91;23,61
2019-12-22;47,00;70,00;24,00;11,00;5,00;18,52;109,67;21,36;29,91
2019-12-29;52,00;67,00;13,00;12,00;8,00;16,90;105,30;15,60;27,30
2020-01-05;47,00;69,00;17,00;13,00;8,00;17,20;114,63;12,61;25,22
2020-01-12;48,00;78,00;19,00;12,00;6,00;13,20;118,80;12,00;26,40
2020-01-19;44,00;72,00;19,00;12,00;3,00;11,58;100,74;9,26;24,32
2020-01-26;45,00;65,00;14,00;12,00;4,00;12,16;102,16;10,95;20,68
2020-02-02;51,00;71,00;14,00;10,00;4,00;12,75;103,28;11,48;24,23
2020-02-09;50,00;60,00;12,00;11,00;4,00;14,29;105,71;11,43;27,14
2020-02-16;49,00;64,00;11,00;10,00;4,00;11,95;95,61;10,76;25,10
2020-02-23;48,00;61,00;13,00;10,00;4,00;15,53;83,29;12,71;28,24
2020-03-01;43,00;45,00;14,00;11,00;5,00;12,09;90,03;10,75;25,53
2020-03-08;41,00;53,00;14,00;10,00;6,00;8,70;99,39;8,70;57,15
2020-03-15;24,00;41,00;11,00;6,00;3,00;3,79;46,74;11,37;27,79
2020-03-22;14,00;19,00;4,00;6,00;3,00;2,33;24,50;7,00;12,83
2020-03-29;14,00;19,00;4,00;5,00;2,00;2,80;28,00;5,60;12,60
2020-04-05;9,00;20,00;4,00;4,00;1,00;3,00;17,00;4,00;9,00
2020-04-12;12,00;17,00;6,00;5,00;1,00;5,33;24,00;5,33;12,00
2020-04-19;13,00;17,00;9,00;2,00;1,00;4,33;15,89;5,78;13,00
2020-04-26;12,00;15,00;8,00;4,00;2,00;5,33;16,00;5,33;12,00
2020-05-03;12,00;18,55;3,27;4,36;2,18;2,00;19,00;4,00;11,00
2020-05-10;14,00;17,00;4,00;4,00;2,00;2,80;26,60;7,00;14,00
2020-05-17;14,00;20,00;8,00;6,00;1,00;4,31;23,69;5,38;12,92
2020-05-24;19,00;25,00;5,00;6,00;2,00;5,43;29,86;6,79;14,93
2020-05-31;21,00;32,00;5,00;8,00;1,00;5,83;38,50;5,83;12,83
2020-06-07;26,00;30,00;10,00;7,00;2,00;9,58;39,68;8,21;19,16
2020-06-14;28,00;30,00;10,00;9,00;3,00;9,74;48,70;4,87;15,83
2020-06-21;30,00;37,00;5,00;8,00;3,00;12,00;60,00;6,00;21,00
2020-06-28;31,00;46,00;11,00;10,00;3,00;8,35;46,50;7,15;13,12
2020-07-05;34,00;31,00;7,00;11,00;2,00;13,91;51,00;7,73;17,00
2020-07-12;32,00;33,00;7,00;10,00;3,00;9,85;49,23;6,15;13,54
2020-07-19;28,00;28,00;7,00;10,00;4,00;8,91;48,36;6,36;14,00
2020-07-26;26,00;13,00;9,00;7,00;4,00;10,40;45,50;6,50;14,30
2020-08-02;28,00;26,00;13,00;7,00;4,00;10,18;39,45;5,09;14,00
2020-08-09;24,00;33,00;9,00;6,00;4,00;8,84;35,37;7,58;13,89
2020-08-16;23,00;23,00;10,00;8,00;3,00;8,47;31,47;7,26;14,53
2020-08-23;21,00;32,00;9,00;6,00;3,00;7,00;25,67;7,00;11,67
2020-08-30;23,00;25,00;6,00;6,00;3,00;4,60;36,80;6,90;13,80
2020-09-06;21,00;27,00;9,00;6,00;3,00;7,00;39,20;7,00;15,40
2020-09-13;21,00;21,00;8,00;6,00;3,00;7,41;32,12;7,41;13,59
2020-09-20;19,00;23,00;9,00;6,00;3,00;5,07;32,93;7,60;15,20
2020-09-27;17,00;27,00;12,00;5,00;3,00;6,07;19,43;6,07;14,57
2020-10-04;23,00;19,00;7,00;6,00;2,00;7,67;29,13;7,67;18,40
2020-10-11;22,00;15,00;6,00;5,00;2,00;3,67;24,44;6,11;14,67
2020-10-18;20,00;23,00;10,00;7,00;2,00;4,44;26,67;7,78;14,44
2020-10-25;16,00;29,00;9,00;5,00;1,00;3,69;23,38;4,92;13,54
2020-11-01;17,00;28,00;4,00;5,00;3,00;5,10;30,60;10,20;17,00
2020-11-08;14,00;26,00;8,00;4,00;2,00;3,82;22,91;6,36;15,27
2020-11-15;16,00;30,00;7,00;5,00;1,00;2,29;28,57;5,71;13,71
2020-11-22;22,00;30,00;5,00;5,00;4,00;6,11;24,44;7,33;13,44
2020-11-29;26,00;25,00;6,00;5,00;3,00;5,47;26,00;6,84;15,05
2020-12-06;26,00;23,00;3,00;5,00;2,00;5,91;26,00;7,09;13,00
2020-12-13;29,00;24,00;10,00;4,00;2,00;5,80;27,55;7,25;15,95
2020-12-20;24,00;35,00;6,00;7,00;2,00;4,36;21,82;5,45;12,00
2020-12-27;31,00;28,00;9,00;4,00;2,00;6,20;26,04;6,20;14,88
2021-01-03;29,00;28,00;13,00;6,00;2,00;6,96;23,20;5,80;13,92
2021-01-10;26,00;25,00;3,00;4,00;2,00;6,84;30,11;6,84;16,42
2021-01-17;22,00;21,00;5,00;5,00;2,00;3,67;20,78;4,89;15,89
2021-01-24;20,00;13,00;7,00;4,00;2,00;5,33;25,33;6,67;16,00
2021-01-31;19,00;18,00;10,00;5,00;3,00;5,85;26,31;4,38;17,54
2021-02-07;18,00;12,00;3,00;5,00;2,00;4,15;23,54;5,54;16,62
2021-02-14;24,00;25,00;12,00;7,00;2,00;9,00;28,50;6,00;19,50
2021-02-21;21,00;17,00;11,00;6,00;2,00;4,94;29,65;4,94;17,29
2021-02-28;20,00;19,00;2,00;6,00;3,00;3,53;25,88;4,71;17,65
2021-03-07;29,00;13,00;4,00;7,00;3,00;6,44;33,83;4,83;25,78
2021-03-14;20,00;21,00;4,00;5,00;2,00;2,50;26,25;5,00;21,25
2021-03-21;28,00;23,00;7,00;6,00;2,00;4,42;35,37;4,42;23,58
2021-03-28;20,00;22,00;7,00;7,00;1,00;9,33;30,67;2,67;21,33
2021-04-04;20,00;29,00;6,00;5,00;3,00;5,71;27,14;2,86;22,86
2021-04-11;21,00;27,00;8,00;5,00;3,00;7,41;27,18;2,47;19,76
2021-04-18;28,00;31,00;6,00;5,00;1,00;9,88;28,00;4,94;24,71
2021-04-25;23,00;25,00;1,00;7,00;3,00;8,47;30,26;2,42;19,37
2021-05-02;32,00;34,00;8,00;4,00;3,00;8,00;38,67;4,00;20,00
2021-05-09;31,00;40,00;9,00;8,00;4,00;7,75;49,08;2,58;20,67
2021-05-16;36,00;53,00;12,00;9,00;3,00;9,29;56,90;2,32;20,90
2021-05-23;38,00;63,00;11,00;11,00;4,00;8,31;64,13;3,56;21,38
2021-05-30;42,00;67,00;11,00;13,00;4,00;11,12;54,35;3,71;24,71
2021-06-06;47,00;72,00;21,00;15,00;3,00;12,93;72,85;3,53;21,15
2021-06-13;72,00;100,00;17,00;16,00;4,00;15,16;96,00;3,79;22,74
2021-06-20;56,00;84,00;17,00;15,00;5,00;14,00;98,00;5,09;22,91
2021-06-27;54,00;71,00;7,00;17,00;6,00;16,20;85,05;4,05;24,30
2021-07-04;48,00;85,00;21,00;13,00;5,00;14,18;68,73;4,36;19,64
2021-07-11;43,00;74,00;20,00;13,00;6,00;15,18;67,03;5,06;22,76
2021-07-18;37,00;85,00;14,00;11,00;5,00;10,57;80,34;4,23;17,97
2021-07-25;41,00;75,00;15,00;11,00;7,00;12,81;94,81;5,13;20,50
2021-08-01;45,00;67,00;14,00;11,00;6,00;14,52;95,81;7,26;21,77
2021-08-08;39,00;75,00;6,00;12,00;3,00;15,84;75,56;4,88;15,84
2021-08-15;34,00;62,00;11,00;11,00;6,00;14,07;69,17;3,52;16,41
2021-08-22;32,00;59,00;16,00;9,00;6,00;9,14;57,14;5,71;14,86
2021-08-29;38,00;43,00;16,00;11,00;5,00;15,72;69,45;3,93;17,03
2021-09-05;35,00;62,00;9,00;10,00;5,00;10,00;67,50;3,75;16,25
2021-09-12;37,00;58,00;5,00;9,00;3,00;14,23;85,38;5,69;21,35
2021-09-19;38,00;56,00;10,00;9,00;5,00;10,13;72,20;5,07;17,73
2021-09-26;37,00;58,00;15,00;11,00;5,00;13,70;83,59;5,48;19,19
2021-10-03;37,00;71,00;11,00;11,00;5,00;11,48;77,83;5,10;19,14
2021-10-10;39,00;60,00;9,00;11,00;6,00;15,84;79,22;8,53;18,28
